date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/09/29,7:10 PM.,TEX,SEA,home,Roof Closed.,55,1.0,0,0,0,2,0,0,15,4.67
2023/09/27,6:41 PM.,HOU,SEA,home,Roof Closed.,58,1.0,1,0,0,0,1,0,16,4.75
2023/09/25,6:40 PM.,HOU,SEA,home,Roof Closed.,58,1.1,0,0,0,1,2,0,33,4.85
2023/09/17,1:10 PM.,LAD,SEA,home,Partly Cloudy.,64,2.0,1,1,1,1,2,1,30,4.97
2023/09/12,6:42 PM.,LAA,SEA,home,Roof Closed.,63,1.0,0,0,0,0,1,0,8,4.99
2023/09/10,1:10 PM.,TB,SEA,away,Dome.,72,1.0,0,0,0,1,2,0,20,5.10
2023/09/08,6:40 PM.,TB,SEA,away,Dome.,72,1.0,2,1,1,0,1,1,18,5.21
2023/09/05,6:41 PM.,CIN,SEA,away,Partly Cloudy.,89,0.2,2,2,2,1,0,2,17,5.12
2023/09/03,1:41 PM.,NYM,SEA,away,Sunny.,87,1.1,1,1,1,2,1,1,28,4.80
2023/08/30,1:09 PM.,PHI,LAA,away,Partly Cloudy.,83,1.0,2,1,1,0,0,0,12,4.74
2023/08/28,6:43 PM.,PHI,LAA,away,Partly Cloudy.,77,1.2,2,1,1,2,0,0,28,4.64
2023/08/26,7:10 PM.,NYM,LAA,away,Clear.,82,1.0,1,1,1,2,2,1,31,4.61
2023/08/23,1:09 PM.,CIN,LAA,home,Sunny.,85,0.2,2,2,2,1,0,0,14,4.50
2023/08/22,6:39 PM.,CIN,LAA,home,Clear.,81,1.0,1,0,0,0,2,0,19,4.12
2023/08/18,6:38 PM.,TB,LAA,home,Clear.,81,1.0,0,0,0,0,0,0,14,4.23
2023/08/15,7:08 PM.,TEX,LAA,away,Roof Closed.,74,1.1,3,2,2,2,2,0,32,4.34
2023/08/12,6:16 PM.,HOU,LAA,away,Roof Closed.,73,0.1,1,0,0,0,1,0,10,4.00
