date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/09/29,6:39 PM.,LAA,OAK,away,Cloudy.,69,2.0,2,0,0,0,0,0,21,4.75
2023/09/24,1:07 PM.,DET,OAK,home,Sunny.,69,2.0,2,0,0,1,2,0,36,4.92
2023/09/20,12:37 PM.,SEA,OAK,home,Sunny.,69,2.2,2,0,0,0,4,0,44,5.12
2023/09/15,6:40 PM.,SD,OAK,home,Partly Cloudy.,65,4.2,4,1,1,3,3,0,74,5.40
2023/09/10,1:38 PM.,TEX,OAK,away,Roof Closed.,74,2.2,5,4,4,0,2,2,41,5.77
2023/09/03,1:07 PM.,LAA,OAK,home,Partly Cloudy.,71,2.1,2,1,1,1,4,1,52,5.27
2023/08/28,6:40 PM.,SEA,OAK,away,Cloudy.,67,4.0,5,1,1,1,1,0,65,5.35
2023/08/23,12:38 PM.,KC,OAK,home,Sunny.,82,2.1,3,1,1,1,3,1,41,5.71
2023/08/19,6:08 PM.,BAL,OAK,home,Partly Cloudy.,70,1.0,2,5,3,1,0,0,27,5.85
2023/08/13,1:35 PM.,WSH,OAK,away,Partly Cloudy.,88,3.0,3,1,1,0,3,0,45,5.17
2023/08/08,6:41 PM.,TEX,OAK,home,Clear.,66,4.2,4,2,2,3,5,1,82,5.40
2023/05/26,6:42 PM.,HOU,OAK,home,Partly Cloudy.,60,1.2,0,0,0,0,2,0,17,5.70
2023/05/22,6:40 PM.,SEA,OAK,away,Cloudy.,61,1.0,3,2,2,2,1,0,35,6.14
2023/05/20,3:10 PM.,HOU,OAK,away,Roof Closed.,73,1.0,1,0,0,1,0,0,24,5.57
2023/05/17,12:40 PM.,AZ,OAK,home,Sunny.,68,0.2,1,0,0,0,1,0,13,5.85
2023/05/15,6:40 PM.,AZ,OAK,home,Clear.,63,2.0,1,0,0,0,2,0,22,6.05
2023/04/22,6:07 PM.,TEX,OAK,away,Roof Closed.,74,3.2,5,5,5,1,2,2,70,6.75
2023/04/17,6:41 PM.,CHC,OAK,home,Partly Cloudy.,56,2.2,6,4,4,0,4,1,65,5.27
2023/04/13,1:05 PM.,BAL,OAK,away,Sunny.,84,3.2,0,0,0,1,5,0,49,3.27
2023/04/09,1:10 PM.,TB,OAK,away,Dome.,72,2.1,4,2,2,0,1,0,37,4.91
2023/04/05,12:37 PM.,CLE,OAK,home,Partly Cloudy.,57,2.0,3,2,2,3,1,0,43,3.60
2023/04/02,1:06 PM.,LAA,OAK,home,Partly Cloudy.,56,3.0,1,0,0,0,1,0,40,0.00
