date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/09/30,3:08 PM.,TB,TOR,home,Partly Cloudy.,68,1.0,0,0,0,0,0,0,5,4.09
2023/09/29,7:07 PM.,TB,TOR,home,Clear.,64,1.0,0,0,0,0,2,0,11,4.15
2023/09/28,7:08 PM.,NYY,TOR,home,Overcast.,63,0.1,0,0,0,0,0,0,1,4.22
2023/09/24,1:10 PM.,TB,TOR,away,Dome.,72,1.0,2,2,2,0,1,1,16,4.24
2023/09/23,4:10 PM.,TB,TOR,away,Dome.,72,1.0,0,0,0,0,2,0,13,4.02
2023/09/19,7:09 PM.,NYY,TOR,away,Clear.,70,1.0,1,0,0,0,1,0,14,4.09
2023/09/17,1:38 PM.,BOS,TOR,home,Sunny.,68,1.1,1,0,0,1,2,0,21,4.15
2023/09/14,7:09 PM.,TEX,TOR,home,Clear.,65,1.0,0,0,0,1,1,0,18,4.25
2023/09/12,7:07 PM.,TEX,TOR,home,Roof Closed.,68,0.2,2,2,2,0,1,0,15,4.32
2023/09/10,1:38 PM.,KC,TOR,home,Partly Cloudy.,70,0.2,1,0,0,0,0,0,10,4.06
2023/09/04,1:08 PM.,OAK,TOR,away,Sunny.,69,1.0,1,1,1,0,1,1,14,4.11
2023/09/02,6:10 PM.,COL,TOR,away,Cloudy.,95,0.1,2,2,2,1,1,0,15,4.02
2023/09/01,6:40 PM.,COL,TOR,away,Clear.,95,0.2,1,2,0,0,2,0,19,3.72
2023/08/27,1:37 PM.,CLE,TOR,home,Sunny.,68,1.1,0,0,0,0,3,0,16,3.76
2023/08/26,3:07 PM.,CLE,TOR,home,Roof Closed.,68,1.0,0,0,0,0,3,0,17,3.86
2023/08/24,8:15 PM.,BAL,TOR,away,Cloudy.,79,1.0,0,0,0,0,1,0,16,3.93
2023/08/22,7:06 PM.,BAL,TOR,away,Partly Cloudy.,81,0.1,1,0,0,0,0,0,11,4.01
2023/08/18,6:42 PM.,CIN,TOR,away,Partly Cloudy.,77,1.0,1,0,0,0,0,0,8,4.03
2023/08/15,7:07 PM.,PHI,TOR,home,Roof Closed.,68,1.0,0,0,0,1,1,0,16,4.11
2023/08/12,3:51 PM.,CHC,TOR,home,Partly Cloudy.,77,1.0,1,0,0,1,1,0,22,4.20
2023/08/10,1:10 PM.,CLE,TOR,away,Sunny.,75,1.0,0,0,0,0,1,0,13,4.28
2023/08/07,7:11 PM.,CLE,TOR,away,Cloudy.,70,0.1,2,1,1,0,0,0,9,4.37
2023/08/05,4:11 PM.,BOS,TOR,away,Partly Cloudy.,80,1.0,0,0,0,0,1,0,11,4.21
2023/08/02,7:07 PM.,BAL,TOR,home,Cloudy.,74,1.0,0,0,0,0,1,0,14,4.30
