date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/09/29,6:40 PM.,CLE,DET,home,Cloudy.,69,1.0,1,0,0,0,2,0,19,5.82
2023/09/27,6:40 PM.,KC,DET,home,Overcast.,64,1.0,0,0,0,0,0,0,11,6.19
2023/09/22,6:40 PM.,OAK,DET,away,Clear.,63,1.0,2,3,3,1,1,0,28,6.60
2023/09/18,7:11 PM.,LAD,DET,away,Partly Cloudy.,69,2.0,0,0,0,0,2,0,29,5.14
2023/09/15,6:38 PM.,LAA,DET,away,Clear.,73,1.0,2,1,1,0,2,1,18,6.00
2023/09/08,6:40 PM.,CWS,DET,home,Overcast.,67,1.0,0,0,0,0,2,0,12,5.73
2023/09/07,7:09 PM.,NYY,DET,away,Partly Cloudy.,90,1.0,1,0,0,1,2,0,25,6.30
2023/08/09,6:40 PM.,MIN,DET,home,Cloudy.,81,0.2,1,1,1,2,1,0,20,7.00
2023/08/04,6:40 PM.,TB,DET,home,Partly Cloudy.,81,1.0,3,1,1,0,3,0,28,6.48
2023/08/01,7:07 PM.,PIT,DET,away,Cloudy.,75,1.0,0,0,0,0,1,0,8,6.14
2023/07/27,4:11 PM.,LAA,DET,home,Clear.,84,2.0,1,1,1,1,1,1,25,7.11
2023/04/15,1:11 PM.,SF,DET,home,Partly Cloudy.,76,1.0,0,0,0,0,1,0,7,8.31
2023/04/12,7:08 PM.,TOR,DET,away,Clear.,61,0.0,1,2,2,1,0,0,14,10.80
2023/04/09,1:10 PM.,BOS,DET,home,Sunny.,55,1.0,0,0,0,0,1,0,16,5.40
2023/04/04,7:11 PM.,HOU,DET,away,Roof Closed.,73,1.0,2,1,1,0,1,0,15,7.71
2023/04/03,7:11 PM.,HOU,DET,away,Clear.,73,1.0,0,0,0,0,1,0,10,6.75
2023/04/01,4:10 PM.,TB,DET,away,Dome.,72,0.1,2,1,1,1,1,0,24,27.00
