date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/09/29,6:39 PM.,OAK,LAA,home,Cloudy.,69,4.0,2,1,1,3,3,0,61,3.96
2023/08/26,7:10 PM.,NYM,LAA,away,Clear.,82,3.1,2,2,2,2,3,0,58,4.10
2023/08/19,1:08 PM.,TB,LAA,home,Cloudy.,78,3.2,5,5,5,3,4,2,77,4.00
2023/08/13,1:11 PM.,HOU,LAA,away,Roof Closed.,73,5.0,4,0,0,2,5,0,84,3.27
2023/08/06,1:07 PM.,SEA,LAA,home,Sunny.,90,7.0,4,2,2,1,12,2,100,3.72
2023/07/31,7:21 PM.,ATL,LAA,away,Clear.,89,5.0,3,1,1,0,4,1,63,3.99
2023/07/19,4:07 PM.,NYY,LAA,home,Partly Cloudy.,89,5.2,4,1,1,2,10,1,85,4.44
2023/06/02,7:11 PM.,HOU,LAA,away,Roof Closed.,73,2.0,2,1,1,2,2,0,39,5.30
2023/05/30,7:10 PM.,CWS,LAA,away,Clear.,73,2.0,3,1,1,1,1,1,36,5.40
2023/05/27,7:07 PM.,MIA,LAA,home,Partly Cloudy.,66,1.0,1,2,2,4,0,1,35,5.52
2023/05/22,6:38 PM.,BOS,LAA,home,Clear.,68,2.0,0,0,0,0,2,0,27,4.61
2023/05/16,6:37 PM.,BAL,LAA,away,Cloudy.,77,3.1,6,4,4,1,5,1,80,5.40
2023/05/07,1:08 PM.,TEX,LAA,home,Partly Cloudy.,70,3.1,5,6,3,2,3,0,72,3.24
2023/05/03,6:45 PM.,STL,LAA,away,Clear.,68,2.0,0,0,0,0,0,0,17,0.00
2023/04/30,1:10 PM.,MIL,LAA,away,Roof Closed.,64,1.0,0,0,0,1,0,0,15,0.00
2023/04/26,6:38 PM.,OAK,LAA,home,Clear.,73,2.0,0,0,0,2,2,0,39,0.00
