date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/07/28,7:10 PM.,NYM,WSH,away,Partly Cloudy.,87,1.0,2,2,2,0,2,1,26,9.26
2023/07/24,7:05 PM.,COL,WSH,home,Partly Cloudy.,85,1.0,3,2,2,1,0,0,35,8.44
2023/07/22,7:06 PM.,SF,WSH,home,Partly Cloudy.,84,1.0,1,0,0,0,2,0,22,7.45
2023/07/06,1:11 PM.,DET,OAK,away,Cloudy.,80,1.2,4,2,2,0,2,1,32,8.31
2023/07/05,6:40 PM.,DET,OAK,away,Clear.,89,0.2,0,0,0,1,1,0,18,7.71
2023/07/02,1:07 PM.,CWS,OAK,home,Partly Cloudy.,79,2.1,3,1,1,1,2,1,42,8.53
2023/06/30,6:40 PM.,CWS,OAK,home,Clear.,71,1.0,1,0,0,0,0,0,17,11.25
2023/05/10,12:39 PM.,NYY,OAK,away,Sunny.,65,0.2,4,5,5,2,0,2,39,15.00
2023/05/06,6:16 PM.,KC,OAK,away,Clear.,93,1.1,0,0,0,1,1,0,25,0.00
2023/05/04,12:38 PM.,SEA,OAK,home,Cloudy.,59,1.0,1,0,0,0,0,0,11,0.00
