date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/09/28,12:13 PM.,OAK,MIN,home,Cloudy.,65,4.0,3,1,1,1,4,0,55,2.79
2023/09/23,1:13 PM.,LAA,MIN,home,Cloudy.,71,6.0,4,1,1,0,8,1,93,2.80
2023/09/17,1:10 PM.,CWS,MIN,away,Cloudy.,64,7.0,5,0,0,0,6,0,81,2.84
2023/09/11,6:41 PM.,TB,MIN,home,Partly Cloudy.,72,4.0,6,2,1,1,5,0,89,2.96
2023/09/05,6:11 PM.,CLE,MIN,away,Clear.,86,6.0,6,3,3,2,4,1,101,2.98
2023/08/30,12:11 PM.,CLE,MIN,home,Partly Cloudy.,74,7.0,3,0,0,1,5,0,81,2.92
2023/08/25,7:11 PM.,TEX,MIN,home,Partly Cloudy.,84,7.0,6,1,1,0,4,1,81,3.06
2023/08/19,6:11 PM.,PIT,MIN,home,Clear.,90,6.2,4,4,4,3,7,0,93,3.15
2023/08/13,1:39 PM.,PHI,MIN,away,Partly Cloudy.,86,6.0,2,0,0,3,7,0,80,3.04
2023/08/08,6:40 PM.,DET,MIN,away,Clear.,82,6.0,7,3,2,0,10,0,90,3.18
2023/08/03,6:46 PM.,STL,MIN,away,Cloudy.,83,7.0,5,2,2,0,8,1,77,3.18
2023/07/28,7:10 PM.,KC,MIN,away,Clear.,97,6.0,5,3,3,0,5,1,80,3.22
2023/07/22,6:46 PM.,CWS,MIN,home,Cloudy.,77,6.0,7,2,2,1,4,0,88,3.15
2023/07/17,6:40 PM.,SEA,MIN,away,Partly Cloudy.,70,5.2,5,5,5,4,5,0,101,3.16
2023/07/11,5:23 PM.,NL,AL,home,Clear.,74,1.0,0,0,0,1,2,0,20,0.00
2023/07/08,1:11 PM.,BAL,MIN,home,Partly Cloudy.,76,6.0,6,6,6,3,5,0,91,2.89
2023/07/02,12:06 PM.,BAL,MIN,away,Cloudy.,84,6.0,2,0,0,3,7,0,87,2.50
2023/06/26,7:21 PM.,ATL,MIN,away,Partly Cloudy.,88,6.2,7,3,3,1,5,1,102,2.67
2023/06/21,6:43 PM.,BOS,MIN,home,Partly Cloudy.,90,5.0,6,3,3,2,5,1,92,2.56
2023/06/15,6:12 PM.,DET,MIN,home,Clear.,71,4.0,3,2,2,4,3,0,79,2.37
2023/06/09,7:07 PM.,TOR,MIN,away,Cloudy.,70,5.0,5,1,1,2,5,0,76,2.25
2023/06/03,6:16 PM.,CLE,MIN,home,Clear.,88,6.2,10,3,3,0,2,1,90,2.28
2023/05/29,3:10 PM.,HOU,MIN,away,Roof Closed.,73,6.0,5,3,3,3,3,0,79,2.09
2023/05/23,6:41 PM.,SF,MIN,home,Clear.,83,5.0,6,2,2,2,6,0,105,1.82
2023/05/17,12:11 PM.,LAD,MIN,away,Sunny.,69,4.0,5,2,2,3,4,0,84,1.64
2023/05/12,7:11 PM.,CHC,MIN,home,Overcast.,69,5.1,4,1,1,1,9,0,94,1.39
2023/05/06,6:10 PM.,CLE,MIN,away,Cloudy.,62,5.0,4,3,3,3,6,0,90,1.35
2023/04/30,1:14 PM.,KC,MIN,home,Cloudy.,45,6.0,5,1,1,1,7,0,95,0.77
2023/04/24,6:41 PM.,NYY,MIN,home,Partly Cloudy.,49,7.0,3,0,0,2,8,0,107,0.62
2023/04/18,7:13 PM.,BOS,MIN,away,Cloudy.,54,5.0,7,1,1,2,7,0,98,0.82
2023/04/12,12:12 PM.,CWS,MIN,home,Sunny.,76,5.0,3,0,0,2,5,0,78,0.53
2023/04/07,3:17 PM.,HOU,MIN,home,Sunny.,47,7.0,4,1,1,1,13,0,98,0.75
2023/04/01,3:10 PM.,KC,MIN,away,Sunny.,55,5.0,3,0,0,4,1,0,83,0.00
