date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/09/27,6:13 PM.,TB,BOS,home,Partly Cloudy.,61,6.0,9,5,5,2,3,2,100,4.24
2023/09/20,1:08 PM.,TEX,BOS,away,Roof Closed.,74,3.0,8,8,8,4,2,2,82,4.11
2023/09/15,7:07 PM.,TOR,BOS,away,Clear.,64,6.0,4,3,3,1,10,1,101,3.71
2023/09/10,2:17 PM.,BAL,BOS,home,Rain.,73,5.0,7,3,3,0,4,0,92,3.68
2023/09/04,4:11 PM.,TB,BOS,away,Dome.,72,6.0,5,3,3,2,7,0,96,3.61
2023/08/29,7:13 PM.,HOU,BOS,home,Cloudy.,69,4.2,4,3,2,2,2,2,82,3.57
2023/08/24,1:10 PM.,HOU,BOS,away,Roof Closed.,73,7.0,9,1,1,3,4,0,103,3.56
2023/08/18,7:11 PM.,NYY,BOS,away,Partly Cloudy.,78,6.0,6,1,1,1,4,0,98,3.70
2023/08/12,4:13 PM.,DET,BOS,home,Partly Cloudy.,80,4.2,9,4,4,0,5,2,90,3.81
2023/08/07,7:13 PM.,KC,BOS,home,Cloudy.,69,6.2,6,1,1,2,2,0,99,3.64
2023/08/01,6:41 PM.,SEA,BOS,away,Clear.,77,6.0,8,4,4,2,7,1,86,3.79
2023/07/26,7:13 PM.,ATL,BOS,home,Partly Cloudy.,85,6.0,4,3,3,2,4,1,92,3.66
2023/07/19,12:38 PM.,OAK,BOS,away,Sunny.,69,4.0,5,6,6,2,3,3,67,3.60
2023/07/14,7:05 PM.,CHC,BOS,away,Cloudy.,86,6.0,8,3,3,0,5,2,93,3.14
2023/07/05,7:12 PM.,TEX,BOS,home,Partly Cloudy.,80,7.0,8,2,2,0,3,1,107,3.04
2023/06/29,6:13 PM.,MIA,BOS,home,Partly Cloudy.,77,7.0,2,1,1,1,5,0,99,3.08
2023/06/23,7:10 PM.,CWS,BOS,away,Clear.,75,6.2,6,1,1,1,5,0,104,3.27
2023/06/18,7:11 PM.,NYY,BOS,home,Partly Cloudy.,65,7.0,4,1,1,3,8,0,102,3.49
2023/06/11,7:10 PM.,NYY,BOS,away,Partly Cloudy.,76,7.0,3,2,2,2,3,0,98,3.78
2023/06/05,4:06 PM.,TB,BOS,home,Overcast.,58,6.0,6,3,3,1,5,0,100,3.97
2023/05/30,7:12 PM.,CIN,BOS,home,Clear.,65,4.0,5,1,1,2,4,0,97,3.89
2023/05/23,6:38 PM.,LAA,BOS,away,Overcast.,62,7.0,6,2,2,0,6,2,98,4.08
2023/05/17,7:13 PM.,SEA,BOS,home,Clear.,53,5.0,3,1,1,5,7,0,107,4.45
2023/05/10,7:22 PM.,ATL,BOS,away,Partly Cloudy.,81,6.0,6,2,2,1,5,1,100,5.01
2023/05/04,6:12 PM.,TOR,BOS,home,Cloudy.,47,5.0,6,4,2,1,5,1,87,5.71
2023/04/29,4:12 PM.,CLE,BOS,home,Overcast.,49,5.0,5,1,1,2,6,1,84,6.57
2023/04/23,1:12 PM.,MIL,BOS,away,Roof Closed.,61,4.2,5,3,3,2,3,1,82,9.82
2023/04/17,12:06 PM.,LAA,BOS,home,Cloudy.,50,2.2,8,5,5,1,5,1,72,16.88
