date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/06/11,1:08 PM.,LAA,SEA,away,Cloudy.,69,1.0,0,0,0,1,1,0,15,1.29
2023/05/03,7:45 PM.,OAK,SEA,away,Overcast.,53,0.2,1,0,0,0,1,0,8,1.38
2023/04/30,1:38 PM.,TOR,SEA,away,Roof Closed.,68,1.0,0,0,0,1,2,0,22,1.46
2023/04/28,7:10 PM.,TOR,SEA,away,Roof Closed.,68,1.0,0,0,0,0,2,0,19,1.59
2023/04/26,7:00 PM.,PHI,SEA,away,Cloudy.,54,1.0,0,0,0,0,0,0,12,1.74
2023/04/23,1:11 PM.,STL,SEA,home,Cloudy.,54,1.0,1,0,0,1,1,0,18,1.93
2023/04/22,6:41 PM.,STL,SEA,home,Cloudy.,59,1.0,0,0,0,0,1,0,9,2.16
2023/04/17,6:41 PM.,MIL,SEA,home,Cloudy.,48,0.2,2,2,2,1,1,1,19,2.45
2023/04/15,6:40 PM.,COL,SEA,home,Roof Closed.,51,1.2,0,0,0,1,4,0,31,0.00
2023/04/09,1:41 PM.,CLE,SEA,away,Sunny.,52,0.1,0,2,0,2,0,0,6,0.00
2023/04/08,6:10 PM.,CLE,SEA,away,Clear.,45,0.1,0,0,0,0,0,0,7,0.00
2023/04/07,4:11 PM.,CLE,SEA,away,Partly Cloudy.,41,1.0,0,0,0,1,0,0,11,0.00
2023/04/05,1:10 PM.,LAA,SEA,home,Partly Cloudy.,48,1.0,0,0,0,0,1,0,13,0.00
2023/04/03,6:41 PM.,LAA,SEA,home,Partly Cloudy.,45,1.2,0,0,0,0,1,0,19,0.00
2023/04/02,1:10 PM.,CLE,SEA,home,Cloudy.,44,0.1,0,1,0,2,1,0,7,0.00
2023/03/31,7:10 PM.,CLE,SEA,home,Roof Closed.,45,0.1,1,0,0,0,0,0,7,0.00
