date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff
2024/05/03,1:20 PM.,MIL,CHC,home,Partly Cloudy.,61,605452,DH,3,0,0,0,0,0,0,0,0,2,3,.115,.148,.154,.302,605452,joeross,Ross,Right,Joe Ross,MIL,3.77,3.91,74.0,102.0,88.0,98.0,0.752,8.03,3.53,8.76,0.85,0.98,0.29,0.366,0.21,0.321,0.454,81.0,106.0,97.0,110.0,102.0,99.0,84.0,106.0,97.0,85.0,98.0,92.0,94.0,103.0,104.0,,,,0.366,0.16,,0.373,0.017,0.084,-2.63,,0.77,0.42,2.4,0.43,94.8,,90.2,94.8,86.6,83.2,0.288,0.5,0.275,,,,0.286,0.357,0.157,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,0.248,0.343,0.154,0.237,0.32,0.384
2024/05/01,7:11 PM.,NYM,CHC,away,Clear.,60,676130,DH,4,1,1,1,0,0,0,0,0,2,1,.130,.167,.174,.341,676130,josebutto,Buttó,Right,José Buttó,NYM,2.55,3.44,74.0,91.0,94.0,90.0,0.703,9.61,4.62,4.99,0.73,1.01,0.244,0.401,0.14,0.308,0.311,79.0,95.0,86.0,,,,107.0,93.0,94.0,83.0,81.0,79.0,100.0,88.0,94.0,,,,0.23,0.315,,0.235,,0.22,2.14,,1.41,1.14,,0.06,94.2,,87.1,93.5,84.0,,0.157,0.2,0.319,,,,0.156,0.312,0.426,,,,0.176,0.235,0.262,,,,,,,,,,,,,,,,0.179,0.304,0.161,0.192,0.346,0.426
2024/04/30,7:11 PM.,NYM,CHC,away,Cloudy.,56,640455,PH,1,0,0,0,0,0,1,0,0,0,0,.105,.150,.105,.255,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,0.447,0.113,0.071,0.251,,0.118,1.13,0.97,1.36,0.37,,-1.19,92.3,88.4,85.3,92.3,79.5,,0.167,0.295,0.311,0.222,0.25,0.179,0.25,0.438,0.254,,,,0.193,0.311,0.388,,,,,,,,,,,,,,,,0.201,0.333,0.21,0.174,0.435,0.32
2024/04/29,7:11 PM.,NYM,CHC,away,Cloudy.,70,622663,DH,3,0,0,0,0,0,0,0,0,0,2,.111,.158,.111,.269,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,,,,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.355,0.081,0.242,,0.075,0.15,1.05,1.24,0.26,,-3.63,96.2,92.6,86.1,95.6,85.6,,0.243,0.392,0.218,0.2,0.3,0.26,0.358,0.66,0.186,,,,0.139,0.238,0.386,,,,,,,,,,,,,,,,0.278,0.414,0.122,0.263,0.342,0.284
2024/04/28,7:10 PM.,BOS,CHC,away,Cloudy.,66,656557,DH,3,0,1,0,0,0,1,0,0,1,0,.133,.188,.133,.321,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,95.0,93.0,93.0,0.324,,0.015,0.414,,,,-0.95,0.67,0.54,,,,87.1,,93.5,83.2,,,,,0.2,0.4,0.235,,,,,,,0.23,0.357,0.302,,,,116.0,103.0,109.0,0.248,,1.74,,88.4,,0.195,0.265,0.208,0.27,0.325,0.142,,,
2024/04/27,4:10 PM.,BOS,CHC,away,Partly Cloudy.,61,670174,1B,3,0,0,0,0,0,0,0,1,0,2,.083,.154,.083,.237,670174,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.14,4.37,76.0,102.0,101.0,100.0,0.809,7.11,3.08,9.59,1.18,1.8,0.228,0.402,0.159,0.321,0.436,101.0,96.0,99.0,,,,72.0,117.0,106.0,105.0,102.0,101.0,124.0,107.0,112.0,94.0,101.0,95.0,0.336,0.051,0.352,0.133,,0.128,0.47,-0.21,-0.16,0.49,,-2.35,95.1,90.4,91.5,95.1,85.2,,0.167,0.167,0.29,0.253,0.495,0.233,0.356,0.467,0.094,,,,,,,,,,,,,,,,,,,,,,0.306,0.454,0.177,0.167,0.222,0.316
2024/04/26,7:14 PM.,BOS,CHC,away,Clear.,54,676710,DH,3,0,1,0,0,0,1,0,0,0,1,.111,.111,.111,.222,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,109.0,109.0,112.0,,,,100.0,99.0,102.0,114.0,104.0,104.0,,0.337,0.32,0.185,,,-0.43,0.55,,-0.56,,,92.6,87.5,,,80.8,,0.255,0.5,0.198,0.216,0.418,0.265,,,,0.143,0.171,0.219,0.222,0.437,0.263,98.0,97.0,99.0,87.0,102.0,106.0,0.086,0.072,0.47,1.14,82.4,77.3,0.192,0.26,0.404,,,,,,
2024/04/24,6:40 PM.,HOU,CHC,home,Clear.,40,681293,DH,3,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,118.0,98.0,104.0,91.0,100.0,99.0,,,,117.0,93.0,101.0,66.0,98.0,96.0,,0.41,0.196,0.108,0.2,0.086,-1.33,0.57,,0.99,0.8,-2.52,94.1,88.2,85.5,,80.8,78.4,0.303,0.528,0.198,0.248,0.444,0.228,0.395,0.512,0.378,0.171,0.282,0.424,0.113,0.226,0.386,,,,,,,,,,,,,,,,,,,,,
2024/04/23,6:40 PM.,HOU,CHC,home,Overcast.,61,641585,DH,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,641585,jpfrance,"France, J",Right,J.P. France,HOU,7.46,5.71,25.1,90.0,84.0,90.0,0.77,7.82,4.26,11.01,1.78,0.57,0.256,0.419,0.186,0.291,0.38,95.0,85.0,90.0,79.0,94.0,88.0,90.0,84.0,84.0,76.0,104.0,103.0,101.0,116.0,109.0,69.0,95.0,95.0,0.017,0.294,0.238,0.03,0.193,0.227,-2.28,-1.85,2.39,-21.4,0.32,0.6,92.2,86.8,82.3,91.2,78.5,74.2,0.375,0.563,0.151,0.346,0.615,0.224,0.095,0.238,0.297,0.2,0.2,0.381,0.5,1.375,0.3,,,,,,,,,,,,,,,,,,,,,
