date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024/05/21,6:50 PM.,TB,BOS,away,Dome.,72,641793,1B,2,0,0,0,0,0,0,0,0,1,0,.241,.310,.367,.677,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,54.0,110.0,91.0,102.0,99.0,98.0,,,,104.0,106.0,112.0,0.221,,0.232,0.399,,0.58,,-0.84,0.45,,92.4,,83.0,85.7,,0.245,0.358,0.191,0.258,0.423,0.344,,,,,,,0.257,0.427,0.227,,,,,,,,,,67.0,103.0,91.0,,,,0.148,,-0.6,,91.6,,0.265,0.439,0.141,0.406,0.594,0.115,,,
2024/05/19,12:07 PM.,STL,BOS,away,Sunny.,85,669461,1B,2,1,2,1,0,0,1,0,0,0,0,.247,.318,.377,.695,669461,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.4,4.2,86.0,101.0,98.0,100.0,0.777,7.95,2.93,8.48,1.15,1.05,0.238,0.361,0.147,0.294,0.469,134.0,100.0,107.0,73.0,99.0,91.0,137.0,101.0,108.0,98.0,105.0,103.0,,,,0.283,0.128,,0.276,0.065,-0.28,-1.81,,1.9,-0.33,94.7,91.4,,87.4,78.2,0.262,0.615,0.195,,,,0.432,0.622,0.228,0.174,0.174,0.273,0.185,0.25,0.384,49.0,89.0,90.0,0.044,2.53,87.8,0.0,0.0,0.2,79.0,108.0,103.0,,,,0.204,,-0.76,,95.4,,0.284,0.481,0.142,,,,,,
2024/05/17,7:15 PM.,STL,BOS,away,Partly Cloudy.,73,502043,DH,4,0,0,0,0,0,0,0,0,1,3,.227,.301,.347,.648,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,102.0,103.0,104.0,80.0,88.0,83.0,104.0,102.0,105.0,96.0,95.0,91.0,,,,0.132,0.211,,0.207,0.086,-1.39,0.21,,0.92,-2.21,91.4,88.6,,80.7,78.3,0.268,0.563,0.065,,,,0.299,0.479,0.181,0.325,0.675,0.462,,,,99.0,92.0,89.0,0.099,1.2,84.9,0.19,0.254,0.39,84.0,101.0,96.0,,,,0.264,,0.22,,90.7,,0.267,0.422,0.092,0.2,0.312,0.412,,,
2024/05/16,7:10 PM.,TB,BOS,home,Partly Cloudy.,60,641793,DH,3,0,1,1,0,0,2,0,0,1,2,.239,.316,.366,.682,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,54.0,110.0,91.0,102.0,99.0,98.0,,,,104.0,106.0,112.0,0.221,,0.232,0.399,,0.58,,-0.84,0.45,,92.4,,83.0,85.7,,0.245,0.358,0.191,0.258,0.423,0.344,,,,,,,0.257,0.427,0.227,,,,,,,,,,67.0,103.0,91.0,,,,0.148,,-0.6,,91.6,,0.265,0.439,0.141,0.406,0.594,0.115,,,
2024/05/15,7:12 PM.,TB,BOS,home,Overcast.,67,671737,1B,4,0,1,0,0,0,0,0,0,2,0,.235,.307,.353,.660,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,100.0,91.0,93.0,129.0,97.0,102.0,,,,91.0,100.0,98.0,123.0,102.0,114.0,0.417,0.225,0.269,,0.089,-0.04,1.02,0.47,,-1.5,96.4,90.9,90.9,,79.1,0.269,0.5,0.21,0.213,0.32,0.33,0.205,0.357,0.324,0.241,0.483,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/13,7:12 PM.,TB,BOS,home,Partly Cloudy.,64,621107,PH,1,0,0,0,0,0,0,0,0,1,0,.234,.310,.359,.669,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,108.0,112.0,108.0,61.0,105.0,94.0,122.0,107.0,113.0,85.0,105.0,98.0,,,,0.09,0.282,,0.097,0.188,-0.64,1.54,,0.46,-1.27,92.4,88.2,,79.7,78.8,0.236,0.418,0.248,,,,0.214,0.345,0.223,0.291,0.472,0.333,,,,87.0,101.0,103.0,0.061,0.21,85.6,0.188,0.354,0.105,91.0,109.0,105.0,,,,0.282,,0.0,,91.7,,0.293,0.404,0.133,0.236,0.473,0.203,,,
2024/05/12,1:37 PM.,WSH,BOS,home,Partly Cloudy.,61,669022,1B,3,1,2,1,0,0,0,0,0,0,0,.238,.314,.365,.679,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,104.0,104.0,102.0,124.0,98.0,103.0,89.0,92.0,92.0,,,,,,,0.553,,,0.158,0.196,-0.02,,,-0.77,0.62,96.0,,,90.6,82.8,0.281,0.418,0.226,,,,,,,0.218,0.296,0.34,0.255,0.422,0.323,92.0,91.0,94.0,0.093,-1.35,85.9,0.28,0.48,0.512,,,,,,,,,,,,,,,,0.333,0.5,0.417,,,
2024/05/10,7:12 PM.,WSH,BOS,home,Clear.,51,571578,1B,3,0,1,1,0,0,1,0,0,0,1,.217,.299,.333,.632,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,73.0,100.0,97.0,55.0,97.0,84.0,88.0,97.0,97.0,76.0,107.0,98.0,,,,0.076,0.192,,0.343,0.016,-1.46,-0.37,,0.41,-2.3,91.3,85.7,,80.0,70.0,0.311,0.578,0.133,,,,0.301,0.434,0.223,0.5,1.25,0.526,0.216,0.335,0.354,87.0,96.0,96.0,0.034,-5.53,81.0,0.409,0.773,0.279,71.0,103.0,92.0,,,,0.338,0.001,-1.9,4.71,91.5,63.2,0.339,0.567,0.091,,,,,,
2024/05/08,7:22 PM.,ATL,BOS,away,Partly Cloudy.,84,519242,DH,4,0,1,0,0,0,0,0,0,1,1,.211,.297,.316,.613,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,,,,96.0,105.0,101.0,105.0,100.0,104.0,,,,,,,0.378,,,0.403,,-0.12,,,2.16,,94.8,,,78.6,,0.281,0.443,0.241,,,,,,,,,,0.171,0.236,0.427,64.0,107.0,98.0,0.147,2.97,87.1,0.159,0.195,0.236,113.0,100.0,96.0,,,,0.072,,-1.99,,94.2,,0.327,0.551,0.133,,,,,,
2024/05/07,7:21 PM.,ATL,BOS,away,Partly Cloudy.,81,625643,1B,3,0,0,0,0,0,0,0,1,1,3,.208,.300,.321,.621,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,84.0,99.0,104.0,91.0,103.0,99.0,113.0,100.0,105.0,,,,,,,0.552,,,0.294,0.116,1.19,,,1.45,1.61,95.5,,,85.0,77.0,0.266,0.369,0.165,,,,,,,0.151,0.264,0.364,0.168,0.257,0.443,75.0,110.0,105.0,0.038,-3.58,86.1,0.263,0.737,0.349,,,,,,,,,,,,,,,,,,,,,
2024/05/04,1:11 PM.,MIN,BOS,away,Overcast.,52,641154,1B,3,0,0,0,0,0,0,0,1,1,1,.220,.304,.340,.644,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,92.0,103.0,108.0,97.0,105.0,101.0,106.0,103.0,110.0,,,,,,,0.407,,,0.219,0.1,1.65,,,-0.84,-1.28,95.0,,,84.5,82.4,0.208,0.352,0.259,,,,,,,0.23,0.446,0.341,,,,95.0,104.0,105.0,0.201,-0.14,88.5,0.281,0.359,0.249,97.0,107.0,107.0,,,,0.073,,-2.77,,94.5,,0.426,0.639,0.142,0.239,0.436,0.331,,,
2024/05/03,7:11 PM.,MIN,BOS,away,Cloudy.,69,663978,1B,4,0,0,0,0,0,0,0,0,1,2,.234,.308,.362,.670,663978,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.84,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,,,,,,,0.429,,,0.177,0.136,0.63,,,-0.21,-1.69,93.3,,,85.9,78.2,0.277,0.4,0.243,,,,,,,0.326,0.435,0.19,0.264,0.434,0.254,108.0,107.0,112.0,0.259,-1.51,82.9,0.283,0.519,0.248,,,,,,,,,,,,,,,,,,,,,
2024/05/02,1:36 PM.,SF,BOS,home,Partly Cloudy.,66,690986,DH,4,0,1,0,0,0,0,0,0,0,5,.256,.333,.395,.728,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,84.0,95.0,95.0,98.0,100.0,92.0,93.0,107.0,97.0,,,,,,,0.577,,,0.003,0.223,0.2,,,-11.71,-0.22,92.5,,,88.2,80.6,0.249,0.425,0.23,,,,,,,,,,0.333,0.667,0.5,70.0,96.0,88.0,0.197,-1.64,84.8,0.287,0.435,0.215,,,,,,,,,,,,,,,,,,,0.274,0.452,0.277
2024/04/30,7:12 PM.,SF,BOS,home,Partly Cloudy.,52,657277,1B,2,0,0,0,0,0,0,0,0,2,1,.256,.341,.410,.751,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,,,,57.0,106.0,88.0,126.0,104.0,114.0,52.0,95.0,88.0,,,,0.053,0.026,,0.212,,0.2,4.3,,0.16,,92.6,91.0,,83.8,,0.179,0.231,0.329,,,,0.077,0.077,0.265,,,,,,,137.0,105.0,112.0,0.309,-0.13,87.4,0.275,0.411,0.216,95.0,104.0,102.0,,,,0.399,,1.32,,92.6,,0.268,0.338,0.144,0.239,0.331,0.268,,,
2024/04/21,1:20 PM.,MIA,CHC,home,Sunny.,55,665795,DH,4,0,0,0,0,0,0,0,0,2,1,.270,.341,.432,.773,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,106.0,101.0,104.0,97.0,91.0,87.0,114.0,102.0,105.0,,,,,,,0.274,,,0.085,0.217,-1.63,,,1.65,-0.03,96.3,,,89.2,84.8,0.304,0.543,0.164,,,,,,,0.206,0.426,0.394,0.129,0.226,0.313,96.0,98.0,103.0,0.332,0.15,93.0,0.206,0.321,0.338,110.0,94.0,95.0,,,,0.091,,0.07,,96.7,,0.231,0.333,0.151,,,,,,
2024/04/20,1:20 PM.,MIA,CHC,home,Cloudy.,46,666200,1B,3,0,0,0,0,0,0,0,1,1,2,.310,.394,.517,.911,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.59,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.12,0.281,0.4,31.0,40.0,52.0,98.0,100.0,95.0,97.0,98.0,108.0,,,,,,,0.394,,,0.292,0.002,-0.64,,,0.14,-3.5,95.2,,,83.5,81.6,0.28,0.484,0.111,,,,,,,,,,0.2,0.347,0.48,88.0,97.0,95.0,0.229,1.58,86.3,0.207,0.328,0.407,87.0,90.0,88.0,,,,0.083,,-0.77,,94.6,,0.381,0.571,0.125,,,,,,
2024/04/20,6:40 PM.,MIA,CHC,home,Overcast.,42,682610,DH,4,0,1,0,0,0,1,0,0,2,2,.303,.378,.485,.863,682610,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.83,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,,,,96.0,97.0,94.0,103.0,94.0,100.0,89.0,96.0,90.0,,,,0.269,0.212,,0.198,,-3.28,-0.08,,-2.57,,95.4,89.8,,85.7,,0.325,0.714,0.175,,,,0.229,0.471,0.313,,,,0.261,0.536,0.328,57.0,96.0,89.0,0.093,-2.82,89.3,0.27,0.595,0.306,93.0,94.0,91.0,,,,0.228,,-0.99,,94.9,,0.27,0.554,0.109,,,,,,
2024/04/19,1:20 PM.,MIA,CHC,home,Sunny.,55,640462,1B,3,0,1,0,0,0,1,0,1,1,2,.346,.414,.577,.991,640462,ajpuk,Puk,Left,A.J. Puk,- - -,3.15,2.72,71.1,103.0,115.0,106.0,0.709,11.1,3.53,6.43,0.63,0.9,0.227,0.381,0.216,0.278,0.462,,,,125.0,105.0,108.0,102.0,103.0,110.0,,,,115.0,103.0,113.0,0.429,,0.026,0.38,,2.5,,-4.04,0.1,,95.6,,84.4,83.8,,0.145,0.197,0.314,0.444,0.667,0.111,,,,,,,0.161,0.306,0.478,118.0,111.0,110.0,0.014,-1.95,90.3,0.4,0.4,0.4,109.0,95.0,96.0,,,,0.151,,-0.18,,94.7,,0.286,0.457,0.13,0.235,0.559,0.265,,,
2024/04/16,6:40 PM.,AZ,CHC,away,Clear.,83,674072,DH,5,1,1,0,0,0,1,0,0,1,3,.348,.400,.609,1.009,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.58,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,104.0,107.0,105.0,66.0,103.0,95.0,103.0,94.0,96.0,,,,,,,0.312,,,0.072,0.257,-0.61,,,-3.52,-1.17,90.0,,,82.9,78.2,0.261,0.63,0.135,,,,,,,0.268,0.561,0.123,0.5,0.7,0.35,74.0,93.0,87.0,0.162,-2.25,83.7,0.321,0.464,0.313,70.0,96.0,87.0,,,,0.196,,-3.0,,90.4,,0.375,0.625,0.072,,,,,,
2024/04/15,6:40 PM.,AZ,CHC,away,Clear.,75,518876,DH,5,0,2,0,0,0,0,0,0,0,1,.389,.450,.722,1.172,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.94,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,116.0,108.0,107.0,73.0,106.0,97.0,114.0,111.0,111.0,95.0,103.0,98.0,,,,0.197,0.252,,0.118,0.077,-0.76,0.01,,-0.18,-1.78,91.9,90.3,,85.6,82.2,0.26,0.54,0.204,,,,0.276,0.5,0.109,0.25,0.55,0.205,0.273,0.455,0.394,122.0,108.0,106.0,0.21,4.47,88.4,0.099,0.099,0.315,84.0,98.0,90.0,,,,0.147,,-3.28,,92.3,,0.378,0.644,0.086,,,,,,
2024/04/10,3:40 PM.,SD,CHC,away,Sunny.,71,656302,LF,1,0,0,0,0,0,0,0,0,0,1,.385,.467,.846,1.313,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,,,,123.0,95.0,102.0,112.0,100.0,105.0,113.0,89.0,90.0,,,,0.435,0.006,,0.471,,0.22,-5.11,,1.98,,96.9,91.8,,87.2,,0.235,0.39,0.203,,,,0.25,1.0,0.0,0.28,0.44,0.286,0.159,0.257,0.447,54.0,72.0,68.0,0.009,-4.13,69.7,0.25,1.0,0.2,,,,105.0,95.0,102.0,,0.079,,-0.95,,82.3,,,,0.2,0.267,0.385,,,
2024/04/09,7:07 PM.,SD,CHC,away,Clear.,68,605397,DH,3,0,1,0,0,0,0,0,1,2,1,.417,.500,.917,1.417,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,168.0,98.0,103.0,95.0,100.0,95.0,145.0,98.0,106.0,110.0,108.0,104.0,,,,0.246,0.204,,0.203,0.225,-0.74,1.35,,1.05,-0.1,93.0,89.7,,82.2,81.6,0.253,0.494,0.231,,,,0.298,0.405,0.25,0.203,0.319,0.328,,,,110.0,101.0,107.0,0.078,-3.1,87.1,0.353,0.618,0.379,69.0,111.0,96.0,,,,0.044,,0.44,,92.6,,0.348,0.435,0.146,0.169,0.351,0.338,,,
