date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024/07/02,6:41 PM.,LAA,OAK,home,Clear.,85,667755,3B,4,1,1,1,0,0,2,0,0,0,0,.128,.288,.340,.628,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,,,,96.0,92.0,86.0,95.0,95.0,96.0,117.0,92.0,99.0,0.464,0.146,0.055,,-2.05,2.22,0.02,,98.8,,97.7,91.5,0.356,0.622,0.103,,,,0.214,0.26,0.167,,,,0.143,0.214,0.463,,,,,,,,,,,,,,,,0.226,0.376,0.402,98.0,96.0,108.0,120.0,100.0,112.0,0.081,0.254,0.8,-0.42,92.7,86.4,0.15,0.3,0.329,,,
2024/05/22,6:40 PM.,COL,OAK,home,Clear.,64,596295,3B,4,0,0,0,0,0,0,0,0,3,1,.116,.291,.326,.617,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,82.0,103.0,99.0,71.0,98.0,91.0,51.0,110.0,96.0,91.0,103.0,102.0,0.001,0.404,0.167,0.205,-1.23,-42.96,-0.17,-0.15,90.4,81.1,90.1,83.8,0.305,0.6,0.096,0.28,0.409,0.273,,,,,,,0.274,0.513,0.22,,,,,,,,,,,,,,,,0.22,0.368,0.269,93.0,109.0,107.0,,,,,0.224,,-0.08,,77.6,,,,,,
2024/05/21,6:40 PM.,COL,OAK,home,Clear.,72,615698,3B,0,0,0,0,0,0,0,0,0,0,0,.128,.314,.359,.673,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,88.0,97.0,103.0,,,,79.0,95.0,89.0,,,,0.402,,,0.018,,-2.0,,1.81,,84.9,93.8,,,,,0.222,0.222,0.167,0.35,0.596,0.184,,,,,,,76.0,96.0,93.0,0.135,-0.41,87.8,0.296,0.507,0.203,98.0,101.0,104.0,0.126,-0.77,79.6,0.25,0.531,0.282,,,,109.0,94.0,97.0,0.32,,0.4,,86.5,,0.206,0.314,0.234,,,
2024/05/18,6:10 PM.,KC,OAK,away,Clear.,87,607625,PR,0,0,0,0,0,0,0,0,0,0,0,.128,.314,.359,.673,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,0.185,0.24,0.135,0.069,0.7,0.65,-0.67,0.08,92.2,87.4,92.1,85.2,0.234,0.392,0.176,0.208,0.333,0.291,0.274,0.381,0.129,0.375,0.75,0.109,0.213,0.387,0.2,97.0,103.0,103.0,0.082,2.86,90.1,0.228,0.228,0.23,126.0,100.0,110.0,0.262,1.44,79.4,0.178,0.271,0.339,,,,93.0,107.0,106.0,0.026,,0.07,,85.7,,0.105,0.421,0.351,0.215,0.28,0.285
2024/05/17,6:40 PM.,KC,OAK,away,Clear.,78,666142,3B,3,0,0,0,0,0,0,0,0,3,1,.128,.314,.359,.673,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,105.0,101.0,106.0,,,,132.0,106.0,114.0,,0.418,0.128,0.237,0.85,,-0.34,1.43,95.4,84.8,,86.0,0.213,0.361,0.231,0.183,0.28,0.478,,,,,,,0.21,0.305,0.337,88.0,94.0,91.0,0.113,0.26,90.7,0.348,0.455,0.228,,,,,,,0.14,0.256,0.352,101.0,97.0,101.0,,,,,0.104,,0.9,,80.8,,,,,,
2024/05/16,7:11 PM.,HOU,OAK,away,Roof Closed.,73,664299,3B,0,0,0,0,0,0,0,0,0,0,0,.139,.333,.389,.722,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.56,34.2,92.0,113.0,96.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,,,,113.0,93.0,99.0,,0.393,0.295,0.268,-1.3,,0.38,1.39,91.7,81.2,,77.5,0.256,0.535,0.27,0.194,0.306,0.276,,,,,,,0.205,0.341,0.25,,,,,,,,,,,,,,,,0.5,0.667,0.143,81.0,95.0,97.0,,,,,0.044,,-5.23,,75.2,,,,,,
2024/05/15,7:12 PM.,HOU,OAK,away,Roof Closed.,73,664285,3B,2,0,0,0,0,0,0,0,0,0,1,.139,.319,.389,.708,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.175,-4.64,1.46,-0.2,0.62,94.5,89.9,94.1,85.1,0.4,1.0,0.273,0.226,0.278,0.354,0.276,0.399,0.116,,,,0.233,0.467,0.383,,,,,,,,,,129.0,96.0,108.0,0.313,1.59,79.7,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,
2024/05/13,7:10 PM.,HOU,OAK,away,Roof Closed.,73,681293,3B,2,0,0,0,0,0,0,0,1,0,0,.147,.333,.412,.745,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,91.0,100.0,99.0,,,,117.0,93.0,101.0,,0.41,0.108,0.086,-1.33,,0.99,-2.52,94.1,85.5,,80.8,0.303,0.528,0.198,0.395,0.512,0.378,,,,0.113,0.226,0.386,,,,66.0,98.0,96.0,0.196,0.57,88.2,0.248,0.444,0.228,118.0,98.0,104.0,0.2,0.8,78.4,0.171,0.282,0.424,,,,,,,,,,,,,,,,,,
2024/05/12,1:11 PM.,SEA,OAK,away,Sunny.,65,622491,3B,3,0,0,0,0,0,0,0,0,1,0,.156,.333,.438,.771,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,0.179,0.454,0.224,0.143,0.97,-0.41,0.65,-1.63,95.6,88.1,95.6,85.7,0.203,0.365,0.273,0.287,0.545,0.265,0.298,0.457,0.105,,,,0.207,0.357,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/11,6:41 PM.,SEA,OAK,away,Clear.,76,682243,3B,3,2,1,0,0,0,0,0,1,1,1,.172,.359,.483,.842,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,0.171,0.423,0.168,,1.53,1.55,-0.21,,95.2,,94.7,84.5,0.184,0.348,0.266,,,,0.248,0.358,0.092,0.24,0.4,0.188,0.243,0.568,0.261,93.0,80.0,85.0,0.023,0.14,92.1,0.25,0.333,0.207,,,,,,,0.231,0.308,0.378,92.0,104.0,111.0,95.0,107.0,111.0,0.171,0.044,1.51,-0.4,84.4,85.0,0.148,0.225,0.29,,,
2024/05/10,6:40 PM.,SEA,OAK,away,Clear.,77,693433,3B,2,0,0,0,0,0,0,0,1,0,1,.154,.343,.500,.843,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,0.094,1.44,1.85,1.23,0.0,94.8,89.6,94.7,84.2,0.218,0.355,0.273,0.186,0.373,0.207,0.234,0.315,0.097,0.1,0.1,0.417,0.265,0.529,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/08,3:35 PM.,TEX,OAK,home,Clear.,79,683004,3B,2,1,0,0,0,0,1,0,2,1,1,.167,.323,.542,.865,683004,jackleiter,Leiter,Right,Jack Leiter,TEX,8.83,6.25,35.2,97.0,121.0,103.0,0.745,7.82,4.29,11.1,1.77,0.88,0.248,0.38,0.149,0.322,0.402,106.0,77.0,85.0,133.0,98.0,105.0,,,,118.0,104.0,109.0,,0.519,0.291,0.058,-2.71,,-0.99,1.36,96.4,89.5,,86.8,0.35,0.625,0.289,0.125,0.125,0.357,,,,,,,0.286,0.429,0.218,58.0,65.0,57.0,0.018,-13.12,91.1,,,,90.0,95.0,100.0,0.114,0.97,81.4,0.118,0.294,0.387,,,,,,,,,,,,,,,,,,
2024/05/08,12:37 PM.,TEX,OAK,home,Sunny.,75,547179,3B,4,1,1,0,0,1,1,0,0,1,1,.182,.308,.591,.899,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,0.212,0.272,0.149,0.188,1.0,-0.25,-1.51,1.94,93.8,84.6,93.6,83.9,0.155,0.309,0.184,0.122,0.173,0.373,0.291,0.441,0.062,0.19,0.429,0.291,0.368,0.632,0.253,94.0,92.0,91.0,0.1,0.04,90.1,0.235,0.51,0.236,102.0,93.0,96.0,0.079,0.02,81.7,0.217,0.348,0.352,,,,,,,,,,,,,,,,,,
2024/05/07,12:37 PM.,TEX,OAK,home,Sunny.,62,570632,3B,3,0,0,0,0,0,0,0,2,0,3,.167,.318,.500,.818,570632,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.43,109.0,98.0,83.0,95.0,0.797,5.78,3.22,8.67,1.07,1.57,0.24,0.411,0.146,0.297,0.397,76.0,94.0,88.0,88.0,97.0,93.0,91.0,99.0,96.0,76.0,99.0,98.0,0.409,0.063,0.341,0.187,-2.67,0.74,-0.19,-0.66,96.4,88.7,96.0,87.0,0.385,0.769,0.167,0.2,0.471,0.321,0.271,0.372,0.121,,,,0.242,0.363,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/06,6:41 PM.,TEX,OAK,home,Partly Cloudy.,59,571760,3B,4,0,1,0,0,0,0,0,0,1,2,.200,.294,.600,.894,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,77.0,102.0,98.0,34.0,82.0,74.0,79.0,100.0,103.0,0.014,0.501,0.278,0.17,0.15,-4.52,-0.26,0.46,91.5,83.7,92.2,82.5,0.23,0.412,0.213,0.239,0.384,0.243,0.455,0.455,0.125,,,,0.26,0.385,0.365,20.0,51.0,51.0,0.001,-19.13,86.6,,,,126.0,105.0,103.0,0.036,-3.31,75.6,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,
