date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,wFO/C,wKC/C,vFO,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/07/28,1:36 PM.,CLE,PHI,home,Partly Cloudy.,87,676282,2B,3,0,1,0,0,0,0,0,0,1,0,.276,.333,.453,.786,676282,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.83,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,,,,112.0,104.0,103.0,,,,,0.488,,0.084,0.152,0.276,-1.29,,,2.07,1.01,0.26,92.2,,77.8,,82.6,76.2,0.292,0.585,0.22,0.172,0.276,0.271,,,,0.216,0.324,0.437,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/27,6:06 PM.,CLE,PHI,home,Partly Cloudy.,85,471911,3B,1,0,0,0,0,0,0,0,0,0,0,.275,.333,.455,.788,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,89.0,96.0,104.0,108.0,,,,0.165,0.26,,0.278,0.067,0.23,-0.84,,-1.96,-0.96,1.49,-1.09,91.6,,86.8,91.1,83.5,80.4,0.337,0.554,0.146,0.053,0.158,0.213,0.304,0.609,0.13,0.241,0.472,0.282,0.284,0.52,0.288,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/21,1:37 PM.,PIT,PHI,away,Sunny.,83,594835,2B,5,1,1,1,0,0,0,0,0,2,1,.277,.335,.458,.793,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.53,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,,,,80.0,99.0,93.0,0.092,0.315,0.238,,0.101,0.255,-1.03,0.9,-0.44,,-2.22,-1.32,89.7,85.7,80.2,90.0,,79.0,0.324,0.459,0.136,0.353,0.647,0.176,0.313,0.5,0.0,0.298,0.447,0.31,,,,,,,0.286,0.429,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/19,6:42 PM.,PIT,PHI,away,Clear.,84,527048,2B,4,1,2,0,0,0,0,1,1,0,2,.279,.339,.459,.798,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,71.0,109.0,99.0,74.0,102.0,98.0,56.0,92.0,86.0,78.0,101.0,93.0,70.0,111.0,119.0,70.0,101.0,93.0,0.358,0.053,0.221,0.0,0.141,0.227,-8.23,-0.61,0.57,-51.06,0.62,-1.27,91.3,87.9,83.4,90.7,82.8,77.9,0.458,0.917,0.043,0.246,0.354,0.29,0.275,0.383,0.097,0.28,0.448,0.341,,,,,,,0.28,0.57,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/14,1:36 PM.,OAK,PHI,home,Partly Cloudy.,94,683155,SS,1,0,0,0,0,0,0,0,0,1,0,.274,.332,.458,.790,683155,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.43,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.302,0.479,78.0,93.0,94.0,,,,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,111.0,89.0,91.0,0.034,0.517,0.007,0.332,,0.111,0.08,-13.81,-1.55,-0.2,,-2.46,92.4,86.4,84.8,90.8,79.6,,0.257,0.469,0.175,,,,0.263,0.579,0.147,0.357,0.738,0.204,0.261,0.435,0.223,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/12,6:42 PM.,OAK,PHI,home,Drizzle.,78,663687,SS,3,0,1,0,0,0,1,0,0,0,0,.275,.333,.461,.794,663687,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.86,5.04,72.1,98.0,85.0,95.0,0.813,7.59,4.11,8.09,0.87,0.93,0.226,0.38,0.125,0.317,0.468,118.0,95.0,101.0,59.0,102.0,106.0,81.0,97.0,89.0,,,,87.0,100.0,102.0,,,,,0.563,,0.115,0.157,0.165,0.33,,,-3.23,-0.41,1.22,92.9,,81.1,,78.8,72.4,0.261,0.408,0.169,0.244,0.311,0.338,,,,0.15,0.175,0.247,0.282,0.641,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/10,7:08 PM.,LAD,PHI,home,Partly Cloudy.,88,694813,3B,3,0,1,0,0,0,0,1,0,1,2,.274,.333,.463,.796,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,81.0,102.0,98.0,93.0,102.0,102.0,101.0,100.0,97.0,97.0,103.0,98.0,136.0,111.0,117.0,80.0,101.0,94.0,0.226,0.247,0.053,0.165,0.042,0.266,0.1,0.49,-0.69,0.96,1.45,0.82,94.9,92.3,87.5,95.3,88.7,83.3,0.246,0.41,0.162,0.267,0.333,0.167,0.314,0.504,0.136,0.178,0.356,0.372,0.239,0.326,0.355,0.182,0.182,0.133,0.32,0.48,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/09,6:41 PM.,LAD,PHI,home,Cloudy.,93,676272,SS,1,0,0,0,0,0,0,0,0,0,0,.273,.333,.466,.799,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.52,7.0,56.0,93.0,113.0,97.0,0.784,8.36,4.82,11.09,2.73,1.24,0.23,0.391,0.126,0.391,0.409,104.0,91.0,96.0,120.0,99.0,104.0,119.0,89.0,92.0,101.0,93.0,89.0,115.0,99.0,108.0,,,,0.136,0.379,,0.096,0.19,0.199,-1.44,,-4.54,-3.17,-1.0,0.29,97.6,,86.4,97.3,88.6,79.8,0.327,0.634,0.167,0.357,0.536,0.286,0.433,0.9,0.174,0.13,0.217,0.41,0.333,0.619,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/07,1:37 PM.,ATL,PHI,away,Partly Cloudy.,88,625643,PH,1,0,1,0,0,0,0,0,0,0,0,.275,.335,.469,.804,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,,,,113.0,100.0,105.0,,,,,0.552,,0.294,0.116,0.038,1.19,,,1.45,1.61,-3.58,95.5,,86.1,,85.0,77.0,0.266,0.369,0.165,0.151,0.264,0.364,,,,0.263,0.737,0.349,0.168,0.257,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/05,7:21 PM.,ATL,PHI,away,Cloudy.,79,608331,3B,4,1,1,1,0,0,0,0,0,1,2,.270,.331,.465,.796,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.21,0.136,0.63,-1.33,1.47,0.5,1.39,1.7,93.9,88.5,85.7,93.6,82.1,74.6,0.266,0.36,0.182,0.154,0.285,0.371,0.265,0.299,0.137,0.196,0.283,0.251,0.22,0.293,0.297,0.167,0.2,0.358,0.286,0.476,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/03,7:05 PM.,CHC,PHI,away,Partly Cloudy.,84,684007,SS,3,0,1,0,0,0,1,0,0,1,1,.271,.329,.465,.794,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,50.0,107.0,96.0,0.021,0.52,0.005,0.077,0.032,0.039,0.36,-6.3,0.77,0.14,-0.59,0.48,91.7,89.8,81.6,88.7,81.6,72.7,0.229,0.47,0.176,0.444,0.556,0.0,0.25,0.333,0.37,0.194,0.226,0.333,,,,0.267,0.311,0.347,0.333,1.333,0.143,81.0,106.0,100.0,0.306,1.39,82.9,0.204,0.283,0.431,,,,,,,,0.0,,-76.55,,53.9,,,,,,
2024/06/30,1:36 PM.,MIA,PHI,home,Cloudy.,81,630023,3B,2,0,0,0,0,0,0,0,0,1,4,.270,.331,.467,.798,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.71,30.0,97.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.301,0.443,,,,,,,69.0,97.0,84.0,100.0,97.0,97.0,154.0,97.0,106.0,,,,0.297,0.165,,0.39,,,-6.18,,-6.8,0.86,,,93.0,,,92.7,85.2,,0.333,0.833,0.289,,,,0.522,0.826,0.127,,,,0.2,0.286,0.244,,,,,,,98.0,99.0,92.0,0.148,0.1,85.7,0.182,0.318,0.205,,,,,,,,,,,,,,,,,,
2024/06/29,4:05 PM.,MIA,PHI,home,Cloudy.,86,682610,3B,4,0,0,0,0,0,0,0,0,2,2,.273,.335,.473,.808,682610,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.83,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,96.0,89.0,,,,96.0,97.0,94.0,93.0,94.0,91.0,103.0,94.0,100.0,89.0,96.0,90.0,0.228,0.269,0.212,0.198,,0.093,-3.28,-0.08,-0.99,-2.57,,-2.82,95.4,89.8,89.3,94.9,85.7,,0.325,0.714,0.175,,,,0.27,0.554,0.109,0.27,0.595,0.306,0.261,0.536,0.328,,,,0.229,0.471,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/27,6:20 PM.,MIA,PHI,home,Partly Cloudy.,87,669432,SS,4,0,2,0,0,0,1,0,0,0,1,.281,.344,.486,.830,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.317,,0.206,,0.238,-0.26,,-0.36,-1.99,,-1.32,91.9,,85.6,91.5,82.4,,0.252,0.467,0.234,,,,0.292,0.492,0.1,0.295,0.396,0.238,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/25,6:40 PM.,DET,PHI,away,Partly Cloudy.,84,669373,2B,3,0,0,0,0,0,0,0,0,1,0,.275,.340,.486,.826,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,,,,0.205,0.332,,0.149,,0.271,1.84,,1.25,0.78,,1.13,96.8,,86.3,96.6,88.7,,0.197,0.286,0.277,0.158,0.316,0.175,0.207,0.305,0.16,0.216,0.322,0.461,0.169,0.364,0.346,,,,,,,,,,,,,,,,,,,95.0,91.0,101.0,,0.042,,1.26,,78.5,,,,,,
2024/06/22,4:05 PM.,AZ,PHI,home,Partly Cloudy.,97,674072,3B,1,1,0,0,0,0,0,0,1,0,0,.281,.346,.496,.842,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.58,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,74.0,93.0,87.0,104.0,107.0,105.0,66.0,103.0,95.0,70.0,96.0,87.0,103.0,94.0,96.0,,,,0.196,0.312,,0.072,0.257,0.162,-0.61,,-3.0,-3.52,-1.17,-2.25,90.0,,83.7,90.4,82.9,78.2,0.261,0.63,0.135,0.268,0.561,0.123,0.375,0.625,0.072,0.321,0.464,0.313,0.5,0.7,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/21,7:06 PM.,AZ,PHI,home,Clear.,93,656756,2B,3,0,2,1,0,0,0,0,0,0,1,.283,.340,.500,.840,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,106.0,102.0,107.0,66.0,98.0,89.0,89.0,95.0,93.0,104.0,95.0,90.0,,,,0.308,0.173,,0.018,0.307,0.193,-0.02,,-2.11,3.84,-0.83,-1.92,92.1,,83.1,91.8,84.2,79.2,0.284,0.375,0.184,0.27,0.453,0.353,0.374,0.577,0.159,0.321,0.593,0.386,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/19,1:08 PM.,SD,PHI,home,Sunny.,87,663362,SS,4,0,1,0,0,0,0,0,0,0,1,.274,.333,.489,.822,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,,,,57.0,108.0,91.0,73.0,108.0,102.0,115.0,101.0,107.0,83.0,98.0,90.0,0.144,0.19,0.086,0.198,,,-0.77,1.88,0.64,0.5,,,90.6,87.0,,90.0,79.3,,0.265,0.513,0.224,,,,0.303,0.404,0.067,,,,,,,0.227,0.454,0.201,0.231,0.385,0.144,,,,,,,,,,,,,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024/06/18,6:42 PM.,SD,PHI,home,Partly Cloudy.,89,650633,SS,1,0,0,0,0,0,0,0,0,1,0,.275,.336,.496,.832,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,,,,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,,,,0.279,0.241,,0.234,,0.246,-0.15,,0.68,-0.19,,1.61,93.7,,86.7,92.9,82.9,,0.265,0.402,0.261,,,,0.2,0.376,0.189,0.207,0.286,0.362,0.281,0.5,0.284,0.206,0.304,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/17,6:41 PM.,SD,PHI,home,Partly Cloudy.,86,681190,3B,0,0,0,0,0,0,0,0,0,0,0,.277,.338,.500,.838,681190,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.94,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,96.0,99.0,96.0,124.0,101.0,106.0,92.0,103.0,100.0,103.0,103.0,98.0,132.0,101.0,109.0,107.0,99.0,97.0,0.157,0.285,0.137,0.1,0.197,0.124,-0.56,2.22,-1.91,-0.16,-0.45,-3.49,94.3,90.2,88.6,94.2,82.4,82.2,0.301,0.462,0.222,0.234,0.422,0.239,0.429,0.571,0.106,0.365,0.615,0.122,,,,0.229,0.396,0.247,0.228,0.351,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/16,1:36 PM.,BAL,PHI,away,Cloudy.,83,669203,SS,5,0,1,0,0,0,0,1,0,2,4,.277,.338,.500,.838,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,,0.45,0.146,0.215,0.11,,1.37,-0.5,0.7,0.44,0.2,,95.3,89.2,97.0,87.2,80.3,,,,0.2,0.326,0.378,0.235,0.412,0.157,0.194,0.339,0.377,0.196,0.268,0.463,0.125,0.5,0.457,0.251,0.362,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/15,4:06 PM.,BAL,PHI,away,Sunny.,84,680570,SS,4,1,1,0,0,1,1,0,0,2,3,.280,.343,.512,.855,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,,,,0.012,0.465,,0.158,0.155,0.21,-0.38,,5.3,-0.96,0.29,1.63,96.1,,83.1,96.1,86.5,81.3,0.291,0.413,0.269,0.26,0.38,0.241,0.167,0.333,0.294,0.161,0.306,0.348,0.25,0.563,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/14,7:07 PM.,BAL,PHI,away,Overcast.,87,680694,SS,5,1,1,0,0,0,0,0,0,0,3,.281,.346,.496,.842,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.72,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,,,,124.0,104.0,110.0,99.0,96.0,94.0,83.0,102.0,100.0,157.0,100.0,115.0,,,,0.399,0.131,,0.298,0.172,,-1.17,,1.65,1.35,-0.48,,94.5,,,95.3,88.2,84.1,0.364,0.545,0.273,0.227,0.5,0.283,0.157,0.229,0.196,,,,0.171,0.244,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/13,7:10 PM.,BOS,PHI,away,Partly Cloudy.,79,656557,SS,4,1,1,0,0,0,0,0,0,0,0,.284,.352,.509,.861,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,95.0,93.0,93.0,0.324,,0.015,0.414,,,,-0.95,0.67,0.54,,,,87.1,,93.5,83.2,,,,,,,,0.27,0.325,0.142,,,,,,,0.23,0.357,0.302,0.2,0.4,0.235,116.0,103.0,109.0,0.248,1.74,88.4,0.195,0.265,0.208,,,,,,,,,,,,,,,,,,
2024/06/11,7:11 PM.,BOS,PHI,away,Partly Cloudy.,70,676710,SS,3,0,0,0,0,0,0,0,1,2,3,.286,.355,.518,.873,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,109.0,109.0,112.0,,,,100.0,99.0,102.0,114.0,104.0,104.0,,0.337,0.32,0.185,,,-0.43,0.55,,-0.56,,,92.6,87.5,,,80.8,,0.255,0.5,0.198,0.143,0.171,0.219,,,,,,,,,,0.222,0.437,0.263,0.216,0.418,0.265,87.0,102.0,106.0,0.086,0.47,82.4,0.192,0.26,0.404,,,,98.0,97.0,99.0,,0.072,,1.14,,77.3,,,,,,
2024/06/09,3:10 PM.,NYM,PHI,home,Cloudy.,61,500779,SS,3,1,1,1,0,0,1,0,0,0,0,.294,.358,.532,.890,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,,,,0.304,0.225,,,0.278,0.193,-0.32,,0.82,,-0.04,0.5,90.7,,85.7,90.8,,77.7,0.227,0.427,0.169,0.265,0.444,0.264,0.249,0.431,0.131,0.203,0.26,0.367,,,,,,,,,,,,,,,,,,,0.195,0.366,0.284,,,,,,,,,,,,,,,
2024/06/08,6:11 PM.,NYM,PHI,away,Partly Cloudy.,66,640455,SS,4,1,1,0,0,0,1,0,0,0,1,.292,.353,.528,.881,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,0.447,0.113,0.071,0.251,,0.118,1.13,0.97,1.36,0.37,,-1.19,92.3,88.4,85.3,92.3,79.5,,0.167,0.295,0.311,,,,0.201,0.333,0.21,0.25,0.438,0.254,0.174,0.435,0.32,0.193,0.311,0.388,0.222,0.25,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/05,4:06 PM.,MIL,PHI,home,Partly Cloudy.,84,676879,SS,3,0,0,0,0,0,0,0,0,0,1,.294,.357,.539,.896,676879,aaronashby,Ashby,Left,Aaron Ashby,MIL,2.86,3.05,28.1,100.0,91.0,102.0,0.75,10.48,3.18,6.35,0.64,2.44,0.263,0.461,0.066,0.342,0.417,84.0,96.0,102.0,160.0,100.0,106.0,0.0,115.0,107.0,58.0,102.0,101.0,121.0,97.0,102.0,,,,0.455,0.014,,0.137,0.193,0.201,6.74,,0.12,2.63,2.77,-1.16,96.7,,88.8,96.2,83.2,82.2,,,,0.071,0.071,0.429,0.24,0.34,0.122,0.217,0.478,0.37,0.111,0.167,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/04,6:42 PM.,MIL,PHI,home,Clear.,82,657649,SS,4,0,1,0,0,0,0,0,0,0,3,.303,.367,.556,.923,657649,jaredkoenig,Koenig,Left,Jared Koenig,MIL,2.47,3.49,62.0,103.0,90.0,100.0,0.789,9.15,3.34,7.84,0.58,1.27,0.23,0.408,0.218,0.282,0.484,70.0,98.0,95.0,96.0,112.0,108.0,83.0,92.0,94.0,92.0,101.0,98.0,,,,88.0,102.0,98.0,0.572,0.006,0.252,,0.131,0.039,1.53,-0.39,1.13,,0.27,1.61,96.8,90.3,85.5,95.0,,81.1,,,,0.2,0.2,0.442,0.231,0.299,0.175,0.143,0.143,0.524,,,,,,,0.254,0.424,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/03,6:41 PM.,MIL,PHI,home,Cloudy.,85,657649,SS,3,0,1,0,0,0,1,0,0,0,0,.305,.371,.568,.939,657649,jaredkoenig,Koenig,Left,Jared Koenig,MIL,2.47,3.49,62.0,103.0,90.0,100.0,0.789,9.15,3.34,7.84,0.58,1.27,0.23,0.408,0.218,0.282,0.484,70.0,98.0,95.0,96.0,112.0,108.0,83.0,92.0,94.0,92.0,101.0,98.0,,,,88.0,102.0,98.0,0.572,0.006,0.252,,0.131,0.039,1.53,-0.39,1.13,,0.27,1.61,96.8,90.3,85.5,95.0,,81.1,,,,0.2,0.2,0.442,0.231,0.299,0.175,0.143,0.143,0.524,,,,,,,0.254,0.424,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/01,7:16 PM.,STL,PHI,home,Clear.,81,543243,SS,4,0,1,0,0,0,0,0,0,3,4,.304,.373,.576,.949,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.064,-0.05,0.19,1.64,0.94,0.7,-2.25,92.4,87.7,88.3,92.7,84.8,80.0,0.333,0.567,0.182,0.21,0.452,0.331,0.2,0.385,0.208,0.357,0.714,0.328,,,,0.142,0.205,0.444,0.287,0.494,0.308,,,,,,,,,,,,,,,,,0.0,,-2.42,,75.4,,,,,,
2024/05/31,6:41 PM.,STL,PHI,home,Clear.,77,571945,SS,3,1,1,0,0,1,2,0,0,1,1,.307,.378,.591,.969,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,85.0,103.0,98.0,94.0,109.0,106.0,65.0,107.0,98.0,80.0,111.0,99.0,116.0,112.0,114.0,,,,0.231,0.279,,0.283,0.116,0.085,0.23,,1.42,-1.19,-1.97,-4.2,93.2,,85.6,92.4,85.7,76.6,0.287,0.446,0.178,0.267,0.52,0.231,0.237,0.382,0.108,0.394,0.742,0.159,0.301,0.506,0.164,0.273,0.545,0.275,,,,,,,,,,,,,,,,,,,,0.005,,4.24,,69.6,,,,,,
2024/05/29,12:46 PM.,SF,PHI,away,Sunny.,65,690986,SS,5,0,0,0,0,0,0,0,0,2,7,.306,.379,.565,.944,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,70.0,96.0,88.0,84.0,95.0,95.0,98.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,0.577,,0.003,0.223,0.197,0.2,,,-11.71,-0.22,-1.64,92.5,,84.8,,88.2,80.6,0.249,0.425,0.23,,,,,,,0.287,0.435,0.215,0.333,0.667,0.5,,,,,,,,,,,,,,,,0.274,0.452,0.277,,,,,,,,,,,,,,,
