date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC_ba,FC_slg,FC_whiff
2024/08/18,1:12 PM.,CWS,HOU,home,Roof Closed.,73,681066,RF,3,0,0,0,0,0,0,1,0,1,2,.100,.143,.100,.243,681066,kybush,Bush,Left,Ky Bush,CHW,5.6,5.35,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,75.0,92.0,87.0,,,,103.0,83.0,88.0,,,,,0.509,,0.244,-3.27,,,-0.25,91.7,,,82.5,0.118,0.294,0.257,,,,0.412,0.647,0.188,,,,,,,76.0,101.0,94.0,0.149,-1.98,73.4,0.364,0.364,0.263,69.0,91.0,89.0,,,,,0.098,,4.54,,85.9,0.0,0.0,0.308,,,,,,,,,
2024/08/14,6:50 PM.,TB,HOU,away,Dome.,72,641793,PR,0,1,0,0,0,0,0,0,0,0,0,.118,.167,.118,.285,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,104.0,106.0,112.0,0.148,0.221,0.232,0.399,0.58,-0.84,-0.6,0.45,92.4,83.0,91.6,85.7,0.257,0.427,0.227,0.258,0.423,0.344,0.245,0.358,0.191,0.265,0.439,0.141,0.406,0.594,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/12,6:50 PM.,TB,HOU,away,Dome.,72,671737,RF,4,0,0,0,0,0,0,0,0,2,2,.118,.167,.118,.285,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,129.0,97.0,102.0,,,,,,,123.0,102.0,114.0,,0.417,0.269,,-0.04,0.47,,,96.4,90.9,,,,,,0.213,0.32,0.33,0.269,0.5,0.21,,,,,,,100.0,91.0,93.0,0.089,-1.5,79.1,0.241,0.483,0.346,,,,91.0,100.0,98.0,0.225,,1.02,,90.9,,,,,,,,,,,0.205,0.357,0.324
2024/08/11,1:37 PM.,BOS,HOU,away,Partly Cloudy.,81,572020,RF,4,1,1,0,0,0,0,0,0,2,1,.154,.214,.154,.368,572020,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.74,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,69.0,98.0,86.0,64.0,107.0,97.0,,,,,,,0.05,0.551,,,-0.21,,-1.01,,93.2,,92.8,,,,,,,,0.264,0.431,0.144,0.308,0.423,0.091,,,,,,,,,,0.2,0.3,0.362,72.0,95.0,95.0,82.0,95.0,83.0,0.031,0.066,-3.38,-2.12,84.0,82.6,0.25,0.375,0.326,82.0,98.0,97.0,0.303,0.57,80.8,0.308,0.769,0.13
2024/08/05,7:07 PM.,TEX,HOU,away,Roof Closed.,74,571760,RF,4,0,0,0,0,0,0,0,0,3,3,.111,.200,.111,.311,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,77.0,102.0,98.0,34.0,82.0,74.0,79.0,100.0,103.0,,,,0.014,0.501,,0.278,0.15,,-4.52,-0.26,91.5,,92.2,82.5,0.26,0.385,0.365,,,,0.23,0.412,0.213,0.455,0.455,0.125,,,,126.0,105.0,103.0,0.036,-3.31,75.6,0.5,1.1,0.188,83.0,102.0,94.0,20.0,51.0,51.0,0.001,0.17,-19.13,0.46,86.6,83.7,0.239,0.384,0.243,,,,,,,,,
2024/08/04,1:11 PM.,TB,HOU,home,Roof Closed.,73,685801,RF,2,0,0,0,0,0,0,1,1,1,0,.200,.333,.200,.533,685801,hunterbigge,Bigge,Right,Hunter Bigge,- - -,2.6,3.94,17.1,101.0,122.0,110.0,0.667,12.46,2.6,8.83,1.04,0.72,0.25,0.364,0.205,0.318,0.407,128.0,102.0,112.0,,,,111.0,101.0,111.0,,,,,0.59,,0.34,0.8,,,-0.68,97.5,,,89.0,0.208,0.417,0.519,,,,0.257,0.371,0.267,,,,0.4,0.4,0.0,70.0,121.0,110.0,0.07,0.08,82.2,0.25,0.25,0.167,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/03,6:15 PM.,TB,HOU,home,Roof Closed.,73,641793,RF,3,0,1,0,0,0,0,0,0,1,0,.333,.333,.333,.666,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,104.0,106.0,112.0,0.148,0.221,0.232,0.399,0.58,-0.84,-0.6,0.45,92.4,83.0,91.6,85.7,0.257,0.427,0.227,0.258,0.423,0.344,0.245,0.358,0.191,0.265,0.439,0.141,0.406,0.594,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
