date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
2024/08/22,12:37 PM.,OAK,TB,away,Partly Cloudy.,68,674370,CF,4,0,1,0,0,0,0,0,0,2,0,.067,.067,.067,.134,674370,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.72,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.258,0.425,78.0,103.0,102.0,,,,102.0,95.0,92.0,131.0,103.0,111.0,0.394,0.211,,0.152,0.18,1.83,,1.82,94.8,88.9,85.8,,0.203,0.297,0.287,0.197,0.311,0.27,,,,0.121,0.152,0.343,93.0,99.0,96.0,0.143,2.25,86.9,0.152,0.212,0.197,,,,102.0,89.0,87.0,0.099,-0.7,94.9,0.304,0.478,0.146
2024/08/18,1:40 PM.,AZ,TB,home,Dome.,72,518876,LF,2,0,0,0,0,0,0,0,0,1,1,.000,.000,.000,.000,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.94,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,122.0,108.0,106.0,116.0,108.0,107.0,73.0,106.0,97.0,114.0,111.0,111.0,0.197,0.118,0.077,0.21,-0.76,-0.18,-1.78,4.47,91.9,88.4,85.6,82.2,0.26,0.54,0.204,0.273,0.455,0.394,0.25,0.55,0.205,0.099,0.099,0.315,95.0,103.0,98.0,0.252,0.01,90.3,0.276,0.5,0.109,,,,84.0,98.0,90.0,0.147,-3.28,92.3,0.378,0.644,0.086
2024/08/16,6:51 PM.,AZ,TB,home,Dome.,72,669194,CF,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,91.0,94.0,94.0,105.0,107.0,106.0,111.0,112.0,110.0,0.557,0.103,0.057,0.099,0.64,-0.66,1.81,-2.35,95.2,83.0,83.8,77.8,0.249,0.418,0.195,0.226,0.34,0.156,0.138,0.207,0.148,0.302,0.587,0.203,78.0,107.0,96.0,0.184,-0.85,91.2,0.317,0.508,0.154,0.4,0.733,0.167,,,,,,,,,
2024/08/12,6:50 PM.,HOU,TB,home,Dome.,72,664285,PH,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,107.0,102.0,110.0,0.012,0.043,0.313,0.175,-4.64,-0.2,1.59,0.62,94.5,89.9,85.1,79.7,0.4,1.0,0.273,0.233,0.467,0.383,0.121,0.187,0.398,0.226,0.278,0.354,,,,,,,,,,,,,98.0,99.0,97.0,0.458,1.46,94.1,0.276,0.399,0.116
2024/08/10,7:16 PM.,BAL,TB,home,Dome.,72,669203,PH,1,0,0,0,0,0,0,0,0,1,1,.000,.000,.000,.000,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,133.0,105.0,120.0,,0.146,0.215,0.11,,0.7,0.44,0.2,,89.2,87.2,80.3,,,,0.196,0.268,0.463,0.2,0.326,0.378,0.194,0.339,0.377,125.0,105.0,108.0,0.45,1.37,95.3,0.251,0.362,0.19,0.125,0.5,0.457,104.0,95.0,89.0,0.078,-0.5,97.0,0.235,0.412,0.157
2024/08/08,6:15 PM.,STL,TB,away,Cloudy.,81,502043,LF,2,0,0,0,0,0,0,0,0,1,2,.000,.000,.000,.000,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,99.0,92.0,89.0,102.0,103.0,104.0,80.0,88.0,83.0,104.0,102.0,105.0,0.132,0.207,0.086,0.099,-1.39,0.92,-2.21,1.2,91.4,84.9,80.7,78.3,0.268,0.563,0.065,,,,0.325,0.675,0.462,0.19,0.254,0.39,96.0,95.0,91.0,0.211,0.21,88.6,0.299,0.479,0.181,0.2,0.312,0.412,84.0,101.0,96.0,0.264,0.22,90.7,0.267,0.422,0.092
2024/08/04,1:11 PM.,HOU,TB,away,Roof Closed.,73,681293,LF,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,118.0,98.0,104.0,91.0,100.0,99.0,117.0,93.0,101.0,0.41,0.108,0.2,0.086,-1.33,0.99,0.8,-2.52,94.1,85.5,80.8,78.4,0.303,0.528,0.198,,,,0.171,0.282,0.424,0.395,0.512,0.378,66.0,98.0,96.0,0.196,0.57,88.2,0.248,0.444,0.228,0.113,0.226,0.386,,,,,,,,,
2024/08/02,7:10 PM.,HOU,TB,away,Roof Closed.,73,579328,LF,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,99.0,105.0,105.0,114.0,103.0,107.0,111.0,100.0,106.0,0.471,0.235,0.183,0.111,-0.08,1.31,0.02,-0.15,95.5,86.7,88.3,82.4,0.274,0.505,0.28,0.21,0.28,0.297,0.264,0.395,0.274,0.194,0.25,0.358,,,,,,,,,,,,,,,,,,,,,
