date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,FS%,CU%,wFA/C,wFS/C,wCU/C,vFA,vFS,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FO%,wFO/C,vFO
2024/08/10,6:15 PM.,CHC,CWS,home,Partly Cloudy.,76,657006,3B,2,1,0,0,0,0,0,0,2,0,1,.187,.279,.346,.625,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,64.0,104.0,95.0,130.0,105.0,109.0,,,,0.053,,0.297,0.033,,0.43,1.81,0.32,,86.2,91.6,83.3,,,,0.16,0.243,0.282,0.292,0.458,0.182,0.222,0.222,0.172,92.0,120.0,108.0,89.0,102.0,100.0,0.595,,0.022,0.38,,2.76,91.6,,79.9,0.253,0.396,0.223,,,,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
2024/08/09,7:10 PM.,CHC,CWS,home,Overcast.,69,592791,3B,4,0,0,0,0,0,0,0,0,1,3,.190,.271,.352,.623,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,78.0,102.0,95.0,74.0,104.0,92.0,104.0,116.0,120.0,92.0,103.0,98.0,0.109,0.251,0.155,0.043,2.12,1.47,0.65,-2.45,86.5,86.0,92.5,80.4,0.252,0.31,0.191,,,,0.219,0.297,0.085,0.273,0.576,0.148,104.0,111.0,113.0,66.0,106.0,96.0,0.296,,0.147,-0.27,,-1.04,92.3,,79.5,0.287,0.497,0.147,0.183,0.296,0.317,0.232,0.424,0.23,,,,,,,,,,,,,,,,,,
2024/08/07,12:37 PM.,OAK,CWS,away,Sunny.,75,683155,DH,4,0,0,0,0,0,0,0,0,2,2,.198,.281,.366,.647,683155,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.43,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.302,0.479,78.0,93.0,94.0,61.0,93.0,83.0,114.0,113.0,117.0,111.0,89.0,91.0,0.034,0.007,0.332,0.111,-13.81,-1.55,-0.2,-2.46,86.4,84.8,90.8,79.6,,,,0.261,0.435,0.223,0.263,0.579,0.147,0.357,0.738,0.204,,,,80.0,106.0,99.0,0.517,,,0.08,,,92.4,,,0.257,0.469,0.175,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,
2024/08/06,6:40 PM.,OAK,CWS,away,Clear.,76,548389,3B,2,1,0,0,0,0,0,0,2,0,0,.206,.291,.381,.672,548389,rossstripling,Stripling,Right,Ross Stripling,OAK,6.01,4.74,85.1,105.0,86.0,98.0,0.849,5.17,2.32,11.5,0.74,1.11,0.304,0.359,0.175,0.301,0.443,90.0,111.0,105.0,90.0,102.0,90.0,121.0,108.0,112.0,80.0,107.0,92.0,0.142,0.159,0.134,0.176,0.67,-0.67,-1.89,-1.87,87.5,82.7,90.2,84.7,0.245,0.367,0.156,0.328,0.5,0.157,0.39,0.441,0.078,0.333,0.52,0.241,,,,62.0,100.0,87.0,0.303,,,-0.05,,,91.7,,,0.244,0.422,0.175,,,,0.364,0.455,0.179,,,,,,,89.0,105.0,106.0,0.086,-1.1,76.3,,,,,,
2024/08/05,6:40 PM.,OAK,CWS,away,Partly Cloudy.,66,676664,3B,4,0,1,1,0,0,0,0,0,0,1,.211,.283,.389,.672,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,84.0,100.0,87.0,118.0,100.0,105.0,,,,0.106,,0.339,0.192,,1.37,-0.1,-0.21,,84.0,90.0,78.9,,,,0.23,0.525,0.259,0.276,0.395,0.104,0.297,0.428,0.188,,,,70.0,102.0,92.0,0.363,,,-0.8,,,91.9,,,0.23,0.476,0.256,0.239,0.381,0.213,,,,,,,,,,,,,,,,,,,,,
2024/08/04,1:11 PM.,MIN,CWS,away,Partly Cloudy.,78,680573,DH,5,0,1,0,0,0,0,0,1,3,2,.209,.284,.385,.669,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,,,,92.0,108.0,106.0,,,,,,0.312,0.193,,,0.76,-3.33,,82.8,,86.4,,,,0.214,0.313,0.239,,,,0.311,0.622,0.205,106.0,103.0,102.0,71.0,100.0,88.0,0.403,,0.093,0.82,,1.68,93.1,,76.1,0.258,0.356,0.219,,,,0.186,0.326,0.221,,,,,,,,,,,,,,,,,,
2024/08/03,6:21 PM.,MIN,CWS,away,Partly Cloudy.,87,641927,3B,3,0,0,0,0,0,0,0,1,2,2,.209,.281,.395,.676,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,,,,74.0,100.0,101.0,84.0,104.0,100.0,,0.195,0.118,0.294,-0.86,,2.03,1.98,86.2,83.4,,80.3,0.279,0.504,0.229,0.095,0.162,0.307,,,,0.154,0.285,0.395,94.0,99.0,103.0,81.0,104.0,96.0,0.381,,0.011,-0.01,,4.57,91.7,,76.0,0.258,0.506,0.222,,,,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,
2024/08/02,7:11 PM.,MIN,CWS,away,Clear.,87,657746,3B,4,1,1,0,0,1,2,0,0,2,0,.217,.283,.410,.693,657746,joeryan,Ryan,Right,Joe Ryan,MIN,3.6,2.87,135.0,107.0,99.0,104.0,0.752,9.8,1.53,7.33,1.27,0.79,0.242,0.427,0.198,0.281,0.481,,,,110.0,108.0,105.0,108.0,103.0,112.0,,,,0.06,,0.234,,,-0.77,-0.09,,,,92.9,83.1,,,,0.343,0.6,0.216,0.345,0.483,0.094,,,,,,,94.0,110.0,105.0,0.485,0.221,,1.38,0.2,,94.0,88.6,,0.194,0.379,0.275,0.207,0.37,0.337,,,,0.202,0.387,0.258,,,,,,,,,,101.0,103.0,94.0,,,
2024/07/31,1:10 PM.,KC,CWS,home,Cloudy.,86,663903,LF,4,0,0,0,0,0,0,0,0,1,0,.215,.284,.380,.664,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,70.0,101.0,91.0,106.0,99.0,102.0,,,,0.413,,0.455,0.019,,0.77,0.0,-5.71,,88.1,92.2,82.9,,,,0.207,0.361,0.354,0.267,0.389,0.127,0.429,0.5,0.111,,,,63.0,96.0,86.0,0.113,,,-2.09,,,91.6,,,0.326,0.609,0.197,0.327,0.571,0.35,,,,,,,,,,,,,,,,,,,,,
2024/07/30,7:10 PM.,KC,CWS,home,Partly Cloudy.,84,608379,DH,4,0,0,0,0,0,0,0,0,2,3,.227,.298,.400,.698,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,78.0,103.0,89.0,97.0,89.0,90.0,78.0,100.0,92.0,0.153,0.114,0.092,0.322,-0.94,0.29,-2.39,2.26,88.8,81.2,93.6,84.1,0.319,0.458,0.148,0.371,0.6,0.373,0.252,0.301,0.099,0.169,0.312,0.341,72.0,89.0,92.0,83.0,103.0,99.0,0.238,,0.081,0.39,,-1.64,93.6,,75.2,0.279,0.449,0.169,,,,0.357,0.643,0.174,,,,,,,,,,,,,,,,,,
2024/07/27,6:10 PM.,HOU,LAD,away,Roof Closed.,73,669854,1B,1,0,0,0,0,0,0,0,0,0,0,.239,.313,.423,.736,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,,,,89.0,103.0,101.0,,,,,,0.302,0.221,,,2.24,-0.16,,85.2,,86.4,,,,0.18,0.284,0.333,,,,0.188,0.356,0.343,75.0,96.0,100.0,85.0,95.0,90.0,0.383,,0.094,-0.42,,2.55,93.4,,80.1,0.232,0.497,0.192,,,,0.071,0.071,0.376,,,,,,,,,,,,,,,,,,
2024/07/26,7:11 PM.,HOU,LAD,away,Roof Closed.,73,664285,LF,3,0,1,0,0,0,0,0,0,1,0,.243,.316,.429,.745,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,98.0,99.0,97.0,107.0,102.0,110.0,,,,0.458,,0.043,0.175,,1.46,-0.2,0.62,,89.9,94.1,85.1,,,,0.233,0.467,0.383,0.276,0.399,0.116,0.226,0.278,0.354,129.0,96.0,108.0,60.0,102.0,94.0,0.012,,0.313,-4.64,,1.59,94.5,,79.7,0.4,1.0,0.273,,,,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,
2024/07/24,7:10 PM.,SF,LAD,home,Clear.,79,592662,LF,2,0,0,0,0,0,0,0,0,1,3,.239,.316,.433,.749,592662,robbieray,Ray,Left,Robbie Ray,SFG,4.7,3.72,30.2,95.0,102.0,95.0,0.667,12.62,4.4,5.87,1.76,0.53,0.344,0.391,0.281,0.219,0.377,,,,,,,99.0,91.0,91.0,,,,,,0.322,,,,0.18,,,,,88.4,,,,0.148,0.222,0.458,,,,,,,,,,96.0,98.0,96.0,0.528,,,0.46,,,94.1,,,0.167,0.367,0.264,,,,0.316,0.684,0.489,,,,,,,133.0,96.0,100.0,0.15,-2.65,83.5,,,,,,
2024/07/22,7:11 PM.,SF,LAD,home,Clear.,77,605483,LF,2,0,1,0,0,0,0,0,0,0,0,.246,.324,.446,.770,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,110.0,108.0,116.0,,,,106.0,87.0,91.0,,,,,,0.101,0.176,,,0.11,0.95,,85.5,,88.7,,,,0.167,0.267,0.446,,,,0.236,0.319,0.476,148.0,99.0,109.0,116.0,96.0,100.0,0.464,,0.26,1.16,,2.25,95.9,,81.1,0.2,0.303,0.244,,,,0.111,0.183,0.498,,,,,,,,,,,,,,,,,,
2024/07/20,4:15 PM.,BOS,LAD,home,Sunny.,86,678394,LF,1,0,0,0,0,0,0,0,1,1,0,.238,.319,.444,.763,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,103.0,100.0,101.0,114.0,98.0,110.0,,,,0.403,,0.28,0.269,,-0.24,-0.58,0.15,,87.6,95.7,86.8,,,,0.268,0.401,0.343,0.309,0.44,0.111,0.177,0.354,0.369,,,,74.0,108.0,101.0,0.048,,,0.25,,,95.6,,,0.12,0.16,0.218,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/19,7:10 PM.,BOS,LAD,home,Clear.,78,601713,LF,1,1,0,0,0,0,0,0,2,0,0,.242,.314,.452,.766,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,,,,,,,155.0,103.0,111.0,104.0,96.0,82.0,,0.059,0.291,,-4.63,,-0.1,,88.3,,,82.6,0.394,0.879,0.211,0.143,0.393,0.326,,,,,,,118.0,104.0,104.0,122.0,105.0,108.0,0.486,,0.163,0.73,,0.61,93.9,,80.0,0.239,0.399,0.218,0.224,0.436,0.35,0.167,0.4,0.206,,,,,,,,,,,,,,,,,,
2024/07/14,1:41 PM.,DET,LAD,away,Partly Cloudy.,85,689225,PH,1,0,0,0,0,0,0,0,0,1,0,.246,.299,.459,.758,689225,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.31,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.298,0.406,103.0,108.0,110.0,84.0,106.0,97.0,122.0,93.0,100.0,,,,0.159,,0.173,0.265,,2.22,-1.62,0.26,,88.4,95.5,86.1,,,,0.241,0.552,0.271,0.235,0.294,0.116,0.212,0.4,0.319,,,,120.0,99.0,101.0,0.404,,,0.99,,,95.9,,,0.222,0.272,0.212,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/12,6:40 PM.,DET,LAD,away,Partly Cloudy.,83,669373,LF,3,0,0,0,0,0,0,0,0,1,1,.250,.303,.467,.770,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,95.0,105.0,104.0,111.0,99.0,103.0,,,,0.205,,0.149,0.271,,1.25,0.78,1.13,,86.3,96.6,88.7,,,,0.169,0.364,0.346,0.207,0.305,0.16,0.216,0.322,0.461,,,,112.0,104.0,103.0,0.332,,,1.84,,,96.8,,,0.197,0.286,0.277,,,,0.158,0.316,0.175,,,,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,
2024/07/11,6:06 PM.,PHI,LAD,away,Partly Cloudy.,89,605400,LF,2,0,0,0,0,0,0,0,0,1,0,.263,.317,.491,.808,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,78.0,102.0,91.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,0.204,0.092,,0.096,-2.57,-0.34,,-1.67,87.5,85.7,91.5,,0.389,0.796,0.178,,,,0.313,0.475,0.136,0.279,0.426,0.135,,,,90.0,103.0,99.0,0.278,,,0.81,,,92.5,,,0.168,0.318,0.224,,,,0.221,0.381,0.37,,,,,,,135.0,106.0,113.0,0.329,0.94,79.1,,,,,,
2024/07/10,7:08 PM.,PHI,LAD,away,Partly Cloudy.,88,650911,LF,4,0,0,0,0,0,0,0,0,0,1,.273,.328,.509,.837,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,,,,0.219,0.368,0.308,0.345,0.481,0.131,0.177,0.22,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/09,6:41 PM.,PHI,LAD,away,Cloudy.,93,554430,LF,4,0,0,0,0,0,0,0,0,1,3,.294,.351,.549,.900,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,0.192,0.093,0.125,,-0.23,2.68,1.04,,91.1,,94.6,84.9,0.226,0.371,0.183,,,,0.189,0.259,0.142,,,,110.0,101.0,107.0,101.0,106.0,109.0,0.416,0.074,0.1,0.88,1.47,-0.98,95.3,86.1,81.8,0.209,0.395,0.296,0.152,0.273,0.335,0.205,0.397,0.387,0.137,0.196,0.402,,,,,,,,,,94.0,110.0,110.0,,,
2024/07/07,1:10 PM.,MIL,LAD,home,Sunny.,82,572971,LF,4,0,0,0,0,0,0,0,0,2,2,.319,.377,.596,.973,572971,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,5.11,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,0.146,0.01,0.276,-4.71,-2.99,1.97,2.23,84.6,81.1,88.1,78.6,0.375,0.875,0.083,,,,0.422,0.667,0.152,0.059,0.059,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/06,4:18 PM.,MIL,LAD,home,Sunny.,85,642547,PH,1,1,1,0,0,1,1,0,0,0,0,.349,.408,.651,1.059,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,84.0,92.0,88.0,,,,98.0,99.0,105.0,,,,,,0.217,0.175,,,-0.09,0.84,,87.7,,81.4,,,,0.203,0.384,0.41,,,,0.218,0.291,0.369,104.0,106.0,110.0,112.0,99.0,101.0,0.539,,0.07,0.05,,0.36,94.3,,78.1,0.239,0.424,0.252,,,,0.182,0.341,0.372,,,,,,,,,,,,,,,,,,
2024/07/05,7:10 PM.,MIL,LAD,home,Clear.,82,650644,LF,3,2,2,0,0,1,2,0,1,1,0,.333,.396,.571,.967,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,0.24,0.322,0.163,,1.08,0.06,-1.03,,88.1,,92.6,80.5,0.232,0.394,0.233,0.25,0.375,0.438,0.241,0.421,0.158,,,,104.0,104.0,109.0,68.0,102.0,96.0,0.099,0.02,0.156,-1.7,-4.86,-1.36,92.0,85.6,77.1,0.294,0.49,0.095,0.267,0.467,0.272,0.25,0.479,0.275,0.375,0.625,0.261,,,,,,,,,,57.0,96.0,102.0,,,
2024/07/04,6:10 PM.,AZ,LAD,home,Clear.,76,668678,LF,3,1,1,0,0,0,0,0,0,0,2,.308,.364,.487,.851,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,132.0,80.0,80.0,107.0,102.0,102.0,89.0,87.0,79.0,0.001,0.031,0.087,0.14,-0.78,-1.02,-0.56,0.43,90.3,86.6,94.7,87.0,0.25,0.625,0.36,0.31,0.476,0.337,,,,0.27,0.382,0.265,,,,101.0,95.0,96.0,0.463,,,-0.55,,,93.7,,,0.28,0.46,0.133,,,,0.148,0.23,0.392,,,,,,,107.0,108.0,112.0,0.277,2.29,81.0,,,,,,
2024/07/03,7:10 PM.,AZ,LAD,home,Clear.,74,691441,LF,2,0,0,0,0,0,0,0,0,0,1,.306,.366,.500,.866,691441,cristianmena,Mena,Right,Cristian Mena,ARI,12.0,10.57,3.0,94.0,109.0,95.0,0.735,6.0,9.0,12.0,6.0,0.8,0.1,0.3,0.1,0.3,0.357,114.0,76.0,65.0,81.0,91.0,90.0,121.0,125.0,138.0,,,,0.086,,0.1,0.114,,-1.34,-14.93,-6.61,,92.7,95.6,87.5,,,,,,,,,,,,,108.0,92.0,90.0,116.0,92.0,92.0,0.386,,0.314,-3.63,,-0.59,95.3,,87.1,0.333,1.333,0.273,,,,0.167,0.167,0.273,,,,,,,,,,,,,,,,,,
2024/06/30,1:05 PM.,SF,LAD,away,Sunny.,71,702352,LF,2,0,0,0,0,0,0,0,0,1,0,.324,.385,.529,.914,702352,spencerbivens,Bivens,Right,Spencer Bivens,SFG,3.14,4.05,48.2,102.0,102.0,101.0,0.835,6.84,2.03,8.69,1.66,1.61,0.268,0.405,0.157,0.32,0.447,106.0,103.0,103.0,91.0,101.0,101.0,136.0,104.0,110.0,83.0,110.0,99.0,0.466,0.099,0.238,0.135,2.89,-0.78,0.96,0.19,90.9,88.6,94.4,81.0,0.217,0.348,0.182,,,,0.307,0.489,0.108,0.16,0.4,0.174,,,,72.0,90.0,77.0,0.061,,,-2.59,,,94.2,,,0.25,0.625,0.235,0.205,0.341,0.326,,,,,,,,,,,,,,,,,,,,,
2024/06/25,7:11 PM.,CWS,LAD,away,Partly Cloudy.,81,623167,LF,2,0,1,0,0,0,0,0,1,0,2,.344,.405,.563,.968,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,74.0,108.0,87.0,148.0,102.0,103.0,47.0,101.0,90.0,0.002,0.261,0.087,0.157,-0.75,2.01,-2.65,-1.32,87.4,81.3,91.4,80.0,0.319,0.536,0.218,0.361,0.475,0.271,,,,0.257,0.436,0.379,83.0,98.0,101.0,2.0,93.0,82.0,0.37,,0.122,-0.64,,0.43,91.3,,72.0,0.261,0.473,0.132,,,,0.246,0.393,0.308,,,,,,,,,,,,,,,,,,
2024/06/24,7:10 PM.,CWS,LAD,away,Clear.,80,676979,LF,2,0,1,0,0,0,0,0,0,0,1,.333,.382,.567,.949,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,123.0,98.0,97.0,138.0,102.0,107.0,94.0,105.0,103.0,0.021,0.284,0.098,0.059,-0.14,4.04,-2.29,-0.36,91.6,91.0,97.9,84.3,0.268,0.458,0.334,,,,0.154,0.154,0.321,0.184,0.289,0.339,,,,104.0,103.0,103.0,0.537,,,1.66,,,97.2,,,0.198,0.295,0.314,0.228,0.561,0.422,,,,,,,,,,,,,,,,,,,,,
2024/06/21,7:10 PM.,LAA,LAD,home,Clear.,76,663776,LF,2,0,1,0,0,0,0,0,0,0,0,.321,.375,.571,.946,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.25,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.132,0.312,0.421,95.0,101.0,104.0,63.0,96.0,88.0,150.0,98.0,105.0,,,,0.174,,0.293,0.283,,-1.81,0.27,0.73,,82.9,93.7,86.8,,,,0.265,0.434,0.243,0.413,0.565,0.142,0.208,0.292,0.39,96.0,94.0,100.0,56.0,95.0,83.0,0.16,,0.09,-2.18,,2.03,93.7,,76.3,0.381,0.524,0.16,0.235,0.471,0.281,0.118,0.118,0.279,,,,,,,,,,,,,,,,,,
2024/06/20,1:10 PM.,COL,LAD,away,Partly Cloudy.,92,621389,LF,3,0,1,0,0,0,1,0,0,0,0,.308,.367,.577,.944,621389,tyblach,Blach,Left,Ty Blach,COL,6.94,7.32,71.1,101.0,71.0,88.0,0.875,4.54,2.27,13.0,2.14,1.17,0.248,0.374,0.104,0.356,0.463,71.0,99.0,87.0,58.0,109.0,91.0,,,,77.0,107.0,88.0,0.162,0.137,0.001,0.245,-0.5,-5.1,-3.5,-2.05,82.9,80.0,89.3,85.0,0.275,0.51,0.209,,,,0.426,0.936,0.124,0.342,0.507,0.208,38.0,90.0,88.0,92.0,82.0,73.0,0.345,,0.109,-1.64,,-1.07,89.1,,79.2,0.371,0.571,0.072,,,,0.2,0.36,0.176,,,,,,,,,,,,,,,,,,
2024/06/18,6:40 PM.,COL,LAD,away,Cloudy.,72,596295,LF,3,1,2,1,0,0,1,0,1,0,0,.304,.370,.609,.979,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,82.0,103.0,99.0,51.0,110.0,96.0,91.0,103.0,102.0,,,,0.001,,0.167,0.205,,-42.96,-0.17,-0.15,,81.1,90.1,83.8,,,,0.274,0.513,0.22,,,,0.28,0.409,0.273,,,,71.0,98.0,91.0,0.404,,,-1.23,,,90.4,,,0.305,0.6,0.096,,,,0.22,0.368,0.269,,,,,,,93.0,109.0,107.0,0.224,-0.08,77.6,,,,,,
2024/06/11,7:10 PM.,TEX,LAD,home,Partly Cloudy.,69,641540,LF,0,0,0,0,0,0,1,0,0,0,0,.250,.304,.550,.854,641540,danedunning,Dunning,Right,Dane Dunning,TEX,5.31,5.28,95.0,98.0,82.0,94.0,0.785,8.62,3.79,9.19,1.71,1.15,0.158,0.5,0.127,0.345,0.425,83.0,94.0,86.0,79.0,102.0,97.0,102.0,100.0,97.0,74.0,99.0,94.0,0.377,0.188,0.234,0.125,-0.73,0.0,-1.44,-1.22,88.1,85.0,89.7,80.6,0.254,0.46,0.242,0.274,0.512,0.304,0.276,0.442,0.133,0.233,0.488,0.327,,,,40.0,103.0,91.0,0.028,,,-2.6,,,89.2,,,0.25,0.583,0.259,,,,0.0,0.0,0.429,,,,,,,58.0,89.0,98.0,0.047,0.09,75.6,,,,0.001,-6.34,76.4
2024/06/06,6:41 PM.,PIT,LAD,away,Cloudy.,75,663559,LF,4,1,1,1,0,0,0,1,1,0,5,.250,.318,.550,.868,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,99.0,101.0,99.0,91.0,96.0,96.0,,,,0.142,,0.216,,,1.23,0.27,,,,92.0,86.1,,,,0.245,0.304,0.287,0.26,0.448,0.157,,,,100.0,99.0,98.0,85.0,100.0,97.0,0.484,0.006,0.152,0.38,-7.04,-1.24,91.8,86.9,77.7,0.255,0.41,0.166,,,,0.305,0.61,0.207,0.333,1.333,0.125,,,,,,,,,,43.0,95.0,70.0,,,
