date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/09/06,7:10 PM.,KC,MIN,away,Clear.,76,666142,C,3,0,0,0,0,0,0,0,0,3,0,.219,.247,.335,.582,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,,,,105.0,101.0,106.0,,,,132.0,106.0,114.0,88.0,94.0,91.0,,,,,0.418,0.113,,0.128,,0.237,0.85,0.26,,,-0.34,,1.43,95.4,90.7,,84.8,,86.0,,0.213,0.361,0.231,,,,0.14,0.256,0.352,,,,0.21,0.305,0.337,0.348,0.455,0.228,0.183,0.28,0.478,,,,,,,101.0,97.0,101.0,0.104,0.9,80.8,,,,,,
2024/09/05,1:10 PM.,TB,MIN,away,Dome.,72,671737,C,0,0,0,0,0,0,0,0,0,0,0,.222,.250,.339,.589,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,,,,91.0,100.0,98.0,123.0,102.0,114.0,,0.417,0.225,0.269,,0.089,,-0.04,1.02,0.47,,,-1.5,,96.4,90.9,90.9,,,,79.1,0.269,0.5,0.21,,,,0.241,0.483,0.346,,,,,,,0.205,0.357,0.324,,,,,,,0.213,0.32,0.33,,,,,,,,,,,,
2024/09/04,6:51 PM.,TB,MIN,away,Dome.,72,642121,C,4,0,0,0,0,0,0,0,0,2,2,.222,.250,.339,.589,642121,colesulser,Sulser,Right,Cole Sulser,- - -,2.76,3.22,16.1,102.0,105.0,101.0,0.759,8.27,4.96,4.96,0.55,0.85,0.357,0.333,0.119,0.333,0.394,115.0,95.0,103.0,,,,100.0,105.0,100.0,,,,121.0,102.0,111.0,92.0,105.0,99.0,,,,,0.49,0.171,,0.082,,0.257,2.46,2.62,,,-2.2,,-1.84,92.2,87.4,,83.7,,81.4,,0.136,0.182,0.171,,,,,,,,,,0.333,0.333,0.25,0.0,0.0,0.3,0.19,0.429,0.371,,,,,,,,,,,,,,,,,,
2024/09/03,6:50 PM.,TB,MIN,away,Dome.,72,605488,PH,1,0,0,0,0,0,0,0,0,0,2,.225,.254,.344,.598,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.27,3.7,33.0,99.0,87.0,96.0,0.733,10.09,3.0,9.27,1.36,0.9,0.226,0.441,0.151,0.344,0.351,107.0,102.0,100.0,,,,77.0,98.0,93.0,47.0,55.0,53.0,92.0,106.0,107.0,18.0,84.0,80.0,,,,0.002,0.423,0.023,,0.235,,0.317,-0.7,-1.54,,-3.5,2.84,,-1.59,89.8,85.3,,79.6,89.8,82.3,,0.216,0.49,0.17,,,,,,,,,,0.222,0.222,0.236,,,,0.333,0.439,0.442,0.0,0.0,0.571,,,,,,,,,,,,,,,
2024/09/02,6:50 PM.,TB,MIN,away,Dome.,72,641793,C,3,1,0,0,0,0,0,0,1,0,1,.226,.255,.345,.600,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,,,,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,,,,104.0,106.0,112.0,0.148,0.221,,0.232,0.399,,,0.58,,-0.84,-0.6,0.45,,,92.4,,83.0,,91.6,85.7,,0.245,0.358,0.191,0.265,0.439,0.141,,,,,,,0.257,0.427,0.227,,,,,,,0.406,0.594,0.115,0.258,0.423,0.344,,,,,,,,,,,,
2024/08/31,6:11 PM.,TOR,MIN,home,Clear.,82,621244,C,3,0,1,0,0,0,0,0,0,1,0,.229,.255,.349,.604,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,85.0,103.0,95.0,,,,84.0,108.0,99.0,,,,0.337,0.183,0.035,,,0.286,0.16,-1.26,-1.83,,1.02,,0.28,0.88,94.1,91.4,,84.8,93.4,,83.2,0.305,0.558,0.189,0.268,0.366,0.125,,,,0.188,0.404,0.31,,,,0.36,0.48,0.123,0.171,0.364,0.269,,,,,,,,,,,,,,,,,,
2024/08/28,6:41 PM.,ATL,MIN,home,Partly Cloudy.,75,519242,C,4,0,0,0,0,0,0,0,0,1,5,.228,.254,.350,.604,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,,,,0.072,0.378,,,0.403,,0.147,-0.12,,,-1.99,2.16,,2.97,94.8,,,87.1,94.2,78.6,,0.281,0.443,0.241,0.327,0.551,0.133,,,,,,,0.171,0.236,0.427,,,,0.159,0.195,0.236,,,,,,,,,,,,,,,,,,
2024/08/26,6:41 PM.,ATL,MIN,home,Partly Cloudy.,91,608331,C,4,1,1,0,0,0,0,0,0,0,1,.231,.258,.355,.613,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,,,,0.158,0.327,0.054,,0.115,0.21,0.136,0.63,-1.33,,1.47,0.5,1.39,1.7,93.9,88.5,,85.7,93.6,82.1,74.6,0.266,0.36,0.182,0.265,0.299,0.137,0.154,0.285,0.371,,,,0.22,0.293,0.297,0.286,0.476,0.286,0.196,0.283,0.251,0.167,0.2,0.358,,,,,,,,,,,,,,,
2024/08/24,6:11 PM.,STL,MIN,home,Partly Cloudy.,84,543243,C,3,0,0,0,0,0,0,0,0,1,0,.231,.258,.357,.615,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,,,,0.178,0.239,0.178,,0.201,0.139,0.064,-0.05,0.19,,1.64,0.94,0.7,-2.25,92.4,87.7,,88.3,92.7,84.8,80.0,0.333,0.567,0.182,0.2,0.385,0.208,0.21,0.452,0.331,,,,,,,0.287,0.494,0.308,0.357,0.714,0.328,0.142,0.205,0.444,,,,,,,0.0,-2.42,75.4,,,,,,
2024/08/21,3:41 PM.,SD,MIN,away,Partly Cloudy.,78,663362,C,5,1,1,0,0,0,0,0,0,0,4,.234,.261,.362,.623,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,,,,57.0,108.0,91.0,73.0,108.0,102.0,115.0,101.0,107.0,83.0,98.0,90.0,,,,0.144,0.19,0.086,,0.198,,,-0.77,1.88,,0.64,0.5,,,90.6,87.0,,,90.0,79.3,,0.265,0.513,0.224,0.303,0.404,0.067,,,,,,,,,,0.231,0.385,0.144,,,,0.227,0.454,0.201,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024/08/20,6:41 PM.,SD,MIN,away,Clear.,81,527048,C,1,0,1,0,0,0,2,0,0,0,0,.235,.262,.365,.627,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,71.0,109.0,99.0,74.0,102.0,98.0,56.0,92.0,86.0,78.0,101.0,93.0,70.0,111.0,119.0,70.0,101.0,93.0,,,,0.358,0.053,0.221,,0.0,0.141,0.227,-8.23,-0.61,,0.57,-51.06,0.62,-1.27,91.3,87.9,,83.4,90.7,82.8,77.9,0.458,0.917,0.043,0.275,0.383,0.097,0.246,0.354,0.29,,,,,,,0.28,0.57,0.212,0.28,0.448,0.341,,,,,,,,,,,,,,,,,,
2024/08/19,6:42 PM.,SD,MIN,away,Clear.,77,650633,C,4,0,2,0,0,0,1,0,0,1,0,.231,.259,.362,.621,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,,,,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,,,,,,,0.279,0.241,,,0.234,,0.246,-0.15,,,0.68,-0.19,,1.61,93.7,,,86.7,92.9,82.9,,0.265,0.402,0.261,0.2,0.376,0.189,,,,,,,0.281,0.5,0.284,,,,0.207,0.286,0.362,0.206,0.304,0.345,,,,,,,,,,,,,,,
2024/08/18,1:38 PM.,TEX,MIN,away,Roof Closed.,74,641816,DH,1,0,0,0,0,0,0,0,0,1,1,.227,.255,.360,.615,641816,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.75,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,,,,,,,89.0,110.0,104.0,,,,101.0,81.0,93.0,83.0,94.0,91.0,80.0,110.0,97.0,,0.528,0.035,0.301,0.135,,,-0.15,-1.09,-0.49,,0.12,,,91.4,85.3,85.5,,,83.7,,0.25,0.469,0.262,,,,,,,,,,0.0,0.0,0.111,,,,,,,,,,0.4,0.4,0.278,,,,,,,,,,,,
2024/08/17,6:07 PM.,TEX,MIN,away,Roof Closed.,74,543135,C,4,1,1,0,0,0,0,0,0,1,1,.228,.256,.362,.618,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,75.0,105.0,98.0,,,,114.0,102.0,102.0,91.0,108.0,99.0,127.0,101.0,110.0,,0.374,0.148,0.308,0.033,0.137,,0.83,-1.41,1.55,,-0.69,-0.79,,95.4,91.4,88.4,,,86.3,76.7,0.212,0.335,0.178,,,,0.214,0.471,0.355,,,,0.269,0.462,0.25,0.327,0.624,0.2,,,,,,,0.2,0.286,0.368,,,,,,,,,,,,
2024/08/15,7:07 PM.,TEX,MIN,away,Roof Closed.,74,674003,C,4,0,1,0,0,0,0,0,0,0,2,.227,.256,.364,.620,674003,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.54,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,96.0,103.0,104.0,94.0,105.0,93.0,,,,49.0,114.0,107.0,70.0,112.0,85.0,,,,,0.523,0.007,,0.07,0.128,0.273,1.75,-3.68,,,-0.79,-2.32,0.86,89.8,86.4,,80.9,,82.7,74.9,0.185,0.344,0.213,,,,0.306,0.556,0.129,,,,0.32,0.48,0.182,,,,0.21,0.333,0.338,,,,,,,,,,,,,,,,,,
2024/08/13,6:41 PM.,KC,MIN,home,Partly Cloudy.,81,607625,C,3,1,1,0,0,1,2,0,0,0,0,.227,.257,.366,.623,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,97.0,103.0,103.0,93.0,107.0,106.0,0.185,0.24,0.082,0.026,0.135,0.262,0.069,0.7,2.86,0.07,0.65,-0.67,1.44,0.08,92.2,90.1,85.7,87.4,92.1,85.2,79.4,0.234,0.392,0.176,0.274,0.381,0.129,0.178,0.271,0.339,0.215,0.28,0.285,0.213,0.387,0.2,0.228,0.228,0.23,0.208,0.333,0.291,0.375,0.75,0.109,0.105,0.421,0.351,,,,,,,,,,,,
2024/08/11,1:10 PM.,CLE,MIN,home,Sunny.,70,676440,C,4,0,3,2,0,0,0,0,0,0,0,.225,.257,.352,.609,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,119.0,109.0,112.0,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,,,,,,,0.003,0.434,,,0.278,0.105,0.18,-0.69,,,-1.41,1.74,-0.9,0.13,94.6,,,82.5,93.9,86.2,81.3,0.282,0.476,0.213,,,,0.208,0.458,0.184,,,,0.196,0.411,0.299,0.141,0.225,0.368,0.238,0.431,0.291,,,,,,,,,,,,,,,,,,
2024/08/09,7:10 PM.,CLE,MIN,home,Partly Cloudy.,65,502171,C,2,2,1,0,0,0,0,0,1,0,0,.215,.248,.335,.583,502171,alexcobb,Cobb,Right,Alex Cobb,CLE,2.76,5.01,16.1,105.0,107.0,107.0,0.867,5.51,1.65,7.71,0.55,2.31,0.163,0.449,0.122,0.367,0.401,,,,,,,,,,83.0,105.0,104.0,,,,,,,123.0,111.0,114.0,0.43,,,0.438,,,,,,2.81,0.29,,,,,,89.2,,93.8,,,,,,0.25,0.417,0.059,0.5,0.5,0.364,,,,,,,,,,,,,,,,0.2,0.267,0.2,130.0,89.0,97.0,0.132,-1.41,83.2,,,,,,
2024/08/06,7:05 PM.,CHC,MIN,away,Overcast.,70,684007,C,3,1,1,0,0,1,1,0,0,2,0,.213,.242,.333,.575,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,50.0,107.0,96.0,81.0,106.0,100.0,0.021,0.52,0.005,0.306,0.077,0.032,0.039,0.36,-6.3,1.39,0.77,0.14,-0.59,0.48,91.7,89.8,82.9,81.6,88.7,81.6,72.7,0.229,0.47,0.176,0.25,0.333,0.37,0.444,0.556,0.0,,,,,,,0.333,1.333,0.143,0.194,0.226,0.333,0.267,0.311,0.347,0.204,0.283,0.431,,,,0.0,-76.55,53.9,,,,,,
2024/08/04,1:11 PM.,CWS,MIN,home,Partly Cloudy.,78,623167,C,4,0,1,0,0,0,1,0,1,1,3,.211,.241,.319,.560,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,47.0,101.0,90.0,,,,0.002,0.37,0.261,,0.087,0.122,0.157,-0.64,-0.75,,2.01,-2.65,0.43,-1.32,91.3,87.4,,81.3,91.4,80.0,72.0,0.261,0.473,0.132,,,,0.246,0.393,0.308,,,,0.361,0.475,0.271,0.319,0.536,0.218,0.257,0.436,0.379,,,,,,,,,,,,,,,,,,
2024/08/02,7:11 PM.,CWS,MIN,home,Clear.,87,663436,C,4,1,1,1,0,0,2,0,0,0,2,.210,.237,.320,.557,663436,davismartin,Martin,Right,Davis Martin,CHW,4.32,4.02,50.0,99.0,104.0,98.0,0.748,8.46,4.14,9.0,0.9,1.25,0.207,0.455,0.221,0.29,0.406,143.0,103.0,107.0,95.0,91.0,93.0,92.0,95.0,91.0,,,,114.0,108.0,111.0,76.0,93.0,84.0,,,,,0.285,0.175,,0.268,0.076,0.196,-2.03,1.59,,,1.22,-2.54,-0.16,93.6,89.0,,89.3,,83.6,78.4,0.389,0.472,0.202,,,,0.357,0.429,0.348,,,,0.121,0.293,0.378,0.206,0.294,0.231,0.34,0.4,0.204,,,,,,,,,,,,,,,,,,
2024/07/30,7:10 PM.,NYM,MIN,away,Clear.,80,640455,C,3,0,0,0,0,0,0,0,0,1,1,.209,.237,.316,.553,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,,0.118,1.13,0.97,,1.36,0.37,,-1.19,92.3,88.4,,85.3,92.3,79.5,,0.167,0.295,0.311,0.201,0.333,0.21,,,,,,,0.174,0.435,0.32,0.222,0.25,0.179,0.25,0.438,0.254,0.193,0.311,0.388,,,,,,,,,,,,,,,
