date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,vKN (sc),KN%,wKN/C
2024/08/28,7:10 PM.,MIL,SF,away,Roof Closed.,78,642547,C,0,0,0,0,0,0,0,0,0,0,0,.179,.281,.202,.483,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,84.0,92.0,88.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,,,,0.539,,0.217,0.175,0.05,,,-0.09,0.84,94.3,,87.7,,81.4,0.239,0.424,0.252,,,,0.218,0.291,0.369,,,,0.203,0.384,0.41,104.0,106.0,110.0,0.07,0.36,78.1,0.182,0.341,0.372,,,,,,,,,,,,,,,,,,,,,
2024/08/27,7:10 PM.,MIL,SF,away,Partly Cloudy.,85,668964,C,3,0,0,0,0,0,0,0,0,1,2,.179,.281,.202,.483,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,87.0,105.0,100.0,71.0,92.0,74.0,92.0,106.0,103.0,96.0,100.0,91.0,0.005,0.401,0.23,0.21,0.114,0.58,-0.75,11.28,1.43,1.18,92.9,89.2,81.1,91.5,85.5,0.239,0.436,0.194,0.336,0.518,0.123,0.083,0.083,0.444,0.0,0.0,0.0,0.198,0.255,0.248,73.0,99.0,104.0,0.041,-3.19,77.8,0.421,0.579,0.194,,,,,,,,,,,,,,,,,,,,,
2024/08/25,1:11 PM.,SEA,SF,away,Partly Cloudy.,63,693433,C,2,0,0,0,0,0,0,0,0,0,1,.185,.290,.210,.500,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,,,,0.23,0.489,,0.187,0.094,1.44,,1.85,1.23,0.0,94.8,,89.6,94.7,84.2,0.218,0.355,0.273,,,,0.186,0.373,0.207,0.234,0.315,0.097,0.265,0.529,0.241,,,,,,,,,,0.1,0.1,0.417,,,,,,,,,,,,,,,,,,
2024/08/24,1:12 PM.,SEA,SF,away,Roof Closed.,59,669923,C,3,0,0,0,0,0,0,0,0,1,2,.190,.297,.215,.512,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,97.0,99.0,93.0,0.236,0.339,0.004,0.237,,0.46,0.79,1.5,1.28,,96.0,92.3,,96.0,87.2,0.221,0.458,0.291,,,,,,,0.263,0.354,0.105,0.226,0.316,0.271,,,,,,,0.333,0.439,0.286,,,,109.0,100.0,108.0,0.102,0.082,-2.05,-1.95,86.0,83.4,0.253,0.413,0.295,114.0,110.0,113.0,73.9,0.0,-3.5
2024/08/23,7:10 PM.,SEA,SF,away,Roof Closed.,57,622491,C,0,0,0,0,0,0,0,0,0,0,0,.197,.307,.224,.531,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,,,,0.179,0.454,,0.224,0.143,0.97,,-0.41,0.65,-1.63,95.6,,88.1,95.6,85.7,0.203,0.365,0.273,,,,0.287,0.545,0.265,0.298,0.457,0.105,0.207,0.357,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/21,12:45 PM.,CWS,SF,home,Sunny.,66,676979,C,3,0,0,0,0,0,0,0,0,0,1,.197,.307,.224,.531,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,94.0,105.0,103.0,0.021,0.537,0.284,0.098,0.059,1.66,-0.14,4.04,-2.29,-0.36,97.2,91.6,91.0,97.9,84.3,0.198,0.295,0.314,0.268,0.458,0.334,0.184,0.289,0.339,0.154,0.154,0.321,,,,,,,,,,,,,0.228,0.561,0.422,,,,,,,,,,,,,,,,,,
2024/08/20,6:45 PM.,CWS,SF,home,Clear.,69,663436,C,3,2,1,0,0,0,0,0,1,0,0,.205,.318,.233,.551,663436,davismartin,Martin,Right,Davis Martin,CHW,4.32,4.02,50.0,99.0,104.0,98.0,0.748,8.46,4.14,9.0,0.9,1.25,0.207,0.455,0.221,0.29,0.406,143.0,103.0,107.0,92.0,95.0,91.0,,,,114.0,108.0,111.0,76.0,93.0,84.0,,0.285,0.175,0.268,0.196,-2.03,1.59,,1.22,-0.16,93.6,89.0,89.3,,83.6,0.389,0.472,0.202,0.206,0.294,0.231,0.34,0.4,0.204,,,,0.121,0.293,0.378,95.0,91.0,93.0,0.076,-2.54,78.4,0.357,0.429,0.348,,,,,,,,,,,,,,,,,,,,,
2024/08/19,6:45 PM.,CWS,SF,home,Clear.,68,686563,C,3,1,2,0,0,0,1,0,0,0,0,.200,.309,.229,.538,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.25,0.411,0.252,0.263,0.45,0.191,0.248,0.394,0.269,0.287,0.449,0.132,,,,,,,,,,,,,0.255,0.489,0.282,,,,,,,,,,,,,,,,,,
2024/08/15,12:45 PM.,ATL,SF,home,Sunny.,67,608331,C,4,0,0,0,0,0,0,0,0,1,4,.179,.295,.209,.504,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.136,0.63,-1.33,1.47,0.5,1.7,93.9,88.5,85.7,93.6,82.1,0.266,0.36,0.182,0.286,0.476,0.286,0.196,0.283,0.251,0.265,0.299,0.137,0.22,0.293,0.297,116.0,103.0,108.0,0.21,1.39,74.6,0.154,0.285,0.371,0.167,0.2,0.358,,,,,,,,,,,,,,,,,,
2024/08/09,7:15 PM.,DET,SF,home,Cloudy.,61,689225,C,2,0,0,0,0,0,0,0,0,1,0,.190,.311,.222,.533,689225,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.31,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.298,0.406,103.0,108.0,110.0,120.0,99.0,101.0,84.0,106.0,97.0,122.0,93.0,100.0,,,,0.159,0.404,,0.173,0.265,0.99,,2.22,-1.62,0.26,95.9,,88.4,95.5,86.1,0.222,0.272,0.212,,,,0.212,0.4,0.319,0.235,0.294,0.116,0.241,0.552,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/04,12:06 PM.,CIN,SF,away,Partly Cloudy.,85,686730,C,3,0,0,0,0,0,0,0,1,1,1,.197,.319,.230,.549,686730,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.46,4.84,90.2,103.0,89.0,100.0,0.805,7.94,2.68,11.12,1.99,0.79,0.265,0.413,0.195,0.339,0.452,69.0,102.0,90.0,76.0,101.0,95.0,80.0,107.0,99.0,121.0,106.0,113.0,82.0,103.0,98.0,0.175,0.299,0.16,0.245,0.121,-1.66,-0.84,0.68,-1.23,-5.43,92.4,87.8,86.7,92.1,81.5,0.256,0.462,0.205,0.321,0.547,0.195,0.396,0.774,0.198,0.3,0.5,0.122,0.0,0.0,0.4,,,,,,,,,,0.291,0.544,0.319,,,,,,,,,,,,,,,,,,
2024/07/27,7:18 PM.,COL,SF,home,Overcast.,60,685299,C,3,1,1,0,0,0,0,0,0,0,2,.207,.324,.241,.565,685299,tannergordon,Gordon,Right,Tanner Gordon,COL,8.65,5.94,34.1,108.0,86.0,100.0,0.834,6.82,1.57,13.89,2.62,0.94,0.232,0.448,0.12,0.328,0.479,83.0,107.0,103.0,74.0,108.0,100.0,101.0,114.0,106.0,100.0,111.0,102.0,,,,0.01,0.488,,0.267,0.191,-1.03,,6.83,-2.41,-4.31,92.0,,83.9,93.3,85.2,0.338,0.574,0.119,,,,0.371,0.743,0.234,,,,0.324,0.618,0.284,83.0,118.0,93.0,0.044,-15.33,80.4,0.545,1.091,0.2,,,,,,,,,,,,,,,,,,,,,
2024/07/24,7:10 PM.,LAD,SF,away,Clear.,79,607192,C,3,0,0,0,0,0,0,0,0,1,4,.200,.323,.236,.559,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,,,,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,,,,0.087,0.45,,0.277,,1.04,,0.75,1.15,,96.3,,,96.6,90.0,0.215,0.421,0.213,,,,,,,0.233,0.395,0.171,0.2,0.333,0.404,139.0,97.0,110.0,0.186,1.93,83.7,0.098,0.174,0.475,,,,,,,,,,,,,,,,,,,,,
2024/07/20,6:10 PM.,COL,SF,away,Clear.,85,607536,C,2,0,0,0,0,0,0,0,0,1,1,.212,.339,.250,.589,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,,,,0.245,0.202,,0.227,0.137,-1.51,,-1.33,-1.11,-1.64,91.6,,86.1,91.4,86.9,0.322,0.522,0.067,,,,0.333,0.647,0.161,0.31,0.556,0.074,0.316,0.589,0.162,,,,,,,0.194,0.276,0.42,,,,,,,,0.188,,0.07,,83.5,,,,128.0,102.0,107.0,,,
2024/07/10,6:45 PM.,TOR,SF,home,Clear.,68,605135,C,3,1,0,0,0,0,0,0,1,0,0,.220,.350,.260,.610,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,75.0,87.0,84.0,64.0,103.0,94.0,96.0,101.0,97.0,120.0,96.0,106.0,79.0,101.0,91.0,0.407,0.045,0.197,0.118,0.053,-1.6,0.44,-0.08,-0.88,-2.29,92.6,89.6,84.5,92.5,77.2,0.242,0.394,0.25,0.188,0.316,0.268,0.321,0.607,0.158,0.327,0.423,0.128,0.375,0.781,0.096,101.0,91.0,102.0,0.137,-0.09,71.0,0.221,0.351,0.292,0.154,0.231,0.458,87.0,90.0,86.0,0.043,,-2.64,,84.1,,0.303,0.364,0.167,,,,,,
2024/07/06,4:11 PM.,CLE,SF,away,Partly Cloudy.,79,671106,C,1,0,0,0,0,0,0,0,3,0,1,.234,.357,.277,.634,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,60.0,98.0,88.0,,,,89.0,98.0,86.0,91.0,97.0,96.0,,0.484,0.146,0.187,0.183,-1.54,-0.03,,-2.55,-0.92,91.2,85.3,81.7,,78.6,0.342,0.609,0.147,0.245,0.491,0.202,0.237,0.438,0.269,,,,,,,,,,,,,,,,0.273,0.576,0.333,,,,,,,,,,,,,,,,,,
2024/07/03,7:22 PM.,ATL,SF,away,Partly Cloudy.,90,519242,C,3,0,1,0,0,0,0,0,0,2,0,.239,.327,.283,.610,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,0.072,0.378,,0.403,0.147,-0.12,,-1.99,2.16,2.97,94.8,,87.1,94.2,78.6,0.281,0.443,0.241,,,,0.159,0.195,0.236,0.327,0.551,0.133,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/27,12:46 PM.,CHC,SF,home,Sunny.,67,684007,C,3,0,1,0,0,0,0,0,0,1,0,.233,.327,.279,.606,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,50.0,107.0,96.0,0.021,0.52,0.005,0.077,0.039,0.36,-6.3,0.77,0.14,0.48,91.7,89.8,81.6,88.7,81.6,0.229,0.47,0.176,0.333,1.333,0.143,0.194,0.226,0.333,0.25,0.333,0.37,,,,70.0,96.0,97.0,0.032,-0.59,72.7,0.444,0.556,0.0,0.267,0.311,0.347,81.0,106.0,100.0,0.306,0.0,1.39,-76.55,82.9,53.9,0.204,0.283,0.431,,,,,,
2024/06/24,7:06 PM.,CHC,SF,home,Partly Cloudy.,65,657006,C,3,0,0,0,0,0,0,0,0,1,1,.225,.326,.275,.601,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,,,,0.053,0.595,,0.297,0.033,0.38,,0.43,1.81,0.32,91.6,,86.2,91.6,83.3,0.253,0.396,0.223,,,,0.222,0.222,0.172,0.292,0.458,0.182,0.16,0.243,0.282,92.0,120.0,108.0,0.022,2.76,79.9,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,
2024/06/18,7:05 PM.,CHC,SF,away,Partly Cloudy.,87,657006,C,3,0,2,1,0,0,2,0,0,1,1,.243,.349,.297,.646,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,,,,0.053,0.595,,0.297,0.033,0.38,,0.43,1.81,0.32,91.6,,86.2,91.6,83.3,0.253,0.396,0.223,,,,0.222,0.222,0.172,0.292,0.458,0.182,0.16,0.243,0.282,92.0,120.0,108.0,0.022,2.76,79.9,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,
2024/06/15,1:06 PM.,LAA,SF,home,Sunny.,71,663776,C,3,1,2,1,0,0,0,0,0,0,1,.206,.325,.235,.560,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.25,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.132,0.312,0.421,95.0,101.0,104.0,56.0,95.0,83.0,63.0,96.0,88.0,150.0,98.0,105.0,,,,0.174,0.16,,0.293,0.283,-2.18,,-1.81,0.27,0.73,93.7,,82.9,93.7,86.8,0.381,0.524,0.16,,,,0.208,0.292,0.39,0.413,0.565,0.142,0.265,0.434,0.243,96.0,94.0,100.0,0.09,2.03,76.3,0.118,0.118,0.279,0.235,0.471,0.281,,,,,,,,,,,,,,,,,,
2024/06/08,3:07 PM.,TEX,SF,away,Roof Closed.,74,571760,C,3,0,0,0,0,0,0,0,0,1,0,.161,.297,.161,.458,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,77.0,102.0,98.0,34.0,82.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.278,0.17,0.15,-19.13,-4.52,-0.26,0.46,91.5,86.6,83.7,92.2,82.5,0.23,0.412,0.213,,,,0.239,0.384,0.243,0.455,0.455,0.125,0.26,0.385,0.365,126.0,105.0,103.0,0.036,-3.31,75.6,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,
