date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,wFA/C,wSI/C,wSL/C,wCU/C,vFA,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024/08/07,6:45 PM.,TB,STL,home,Overcast.,75,671737,C,4,1,2,0,0,0,1,0,0,0,1,.257,.377,.470,.847,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,100.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.417,,0.089,-0.04,,,-1.5,96.4,,,79.1,0.269,0.5,0.21,,,,0.241,0.483,0.346,,,,,,,,,,,,,91.0,100.0,98.0,0.225,1.02,90.9,0.205,0.357,0.324,,,,,,,,,,,,,123.0,102.0,114.0,0.269,,0.47,,90.9,,0.213,0.32,0.33,,,
2024/08/06,6:46 PM.,TB,STL,home,Cloudy.,81,605488,DH,3,0,0,0,0,0,0,0,1,1,3,.253,.375,.469,.844,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.27,3.7,33.0,99.0,87.0,96.0,0.733,10.09,3.0,9.27,1.36,0.9,0.226,0.441,0.151,0.344,0.351,,,,77.0,98.0,93.0,47.0,55.0,53.0,92.0,106.0,107.0,0.002,0.423,0.235,,-0.7,-3.5,2.84,,89.8,89.8,82.3,,0.216,0.49,0.17,0.222,0.222,0.236,,,,,,,107.0,102.0,100.0,0.317,-1.59,79.6,0.333,0.439,0.442,18.0,84.0,80.0,0.023,-1.54,85.3,,,,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/05,4:17 PM.,NYM,STL,home,Partly Cloudy.,94,640455,DH,3,0,0,0,0,0,0,0,1,2,3,.256,.377,.475,.852,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,0.447,0.113,0.251,,1.13,1.36,0.37,,92.3,92.3,79.5,,0.167,0.295,0.311,0.174,0.435,0.32,,,,0.201,0.333,0.21,83.0,98.0,95.0,0.118,-1.19,85.3,0.25,0.438,0.254,84.0,88.0,85.0,0.071,0.97,88.4,0.222,0.25,0.179,0.193,0.311,0.388,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/04,6:10 PM.,CHC,STL,away,Partly Cloudy.,87,657006,DH,3,0,1,0,0,0,0,0,1,0,0,.259,.379,.481,.860,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,0.053,0.595,0.297,0.022,0.38,0.43,1.81,2.76,91.6,91.6,83.3,79.9,0.253,0.396,0.223,0.16,0.243,0.282,0.0,0.0,0.2,0.292,0.458,0.182,70.0,92.0,94.0,0.033,0.32,86.2,0.222,0.222,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/03,1:20 PM.,CHC,STL,away,Sunny.,85,592791,C,3,1,1,0,0,0,0,0,0,0,0,.258,.377,.483,.860,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,104.0,111.0,113.0,66.0,106.0,96.0,74.0,104.0,92.0,104.0,116.0,120.0,0.109,0.296,0.155,0.147,-0.27,1.47,0.65,-1.04,92.3,92.5,80.4,79.5,0.287,0.497,0.147,,,,0.232,0.424,0.23,0.219,0.297,0.085,78.0,102.0,95.0,0.043,-2.45,86.0,0.273,0.576,0.148,92.0,103.0,98.0,0.251,2.12,86.5,0.252,0.31,0.191,0.183,0.296,0.317,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/02,1:20 PM.,CHC,STL,away,Partly Cloudy.,77,665871,C,4,0,0,0,0,0,0,0,1,3,1,.258,.375,.485,.860,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,98.0,101.0,97.0,68.0,102.0,92.0,75.0,101.0,92.0,114.0,94.0,100.0,0.357,0.158,0.107,0.116,-0.91,0.51,-1.54,-0.4,91.5,91.4,80.1,76.8,0.319,0.472,0.201,0.364,0.636,0.368,0.178,0.329,0.3,0.236,0.373,0.111,69.0,91.0,88.0,0.046,-1.65,83.7,0.296,0.296,0.125,96.0,97.0,92.0,0.216,-0.73,87.9,0.315,0.583,0.142,0.174,0.37,0.341,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/01,7:05 PM.,CHC,STL,away,Cloudy.,84,684007,DH,5,0,0,0,0,0,0,0,0,1,2,.262,.379,.493,.872,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.52,0.077,0.032,0.36,0.77,0.14,-0.59,91.7,88.7,81.6,72.7,0.229,0.47,0.176,,,,0.444,0.556,0.0,0.25,0.333,0.37,82.0,105.0,104.0,0.039,0.48,81.6,0.194,0.226,0.333,50.0,107.0,96.0,0.005,-6.3,89.8,0.333,1.333,0.143,0.267,0.311,0.347,,,,,,,,,,81.0,106.0,100.0,0.306,0.0,1.39,-76.55,82.9,53.9,0.204,0.283,0.431,,,
2024/07/31,1:16 PM.,TEX,STL,home,Sunny.,94,571760,DH,5,1,1,1,0,0,0,0,0,1,3,.268,.386,.504,.890,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,126.0,105.0,103.0,77.0,102.0,98.0,34.0,82.0,74.0,79.0,100.0,103.0,0.014,0.501,0.278,0.036,0.15,-4.52,-0.26,-3.31,91.5,92.2,82.5,75.6,0.23,0.412,0.213,0.26,0.385,0.365,0.5,1.1,0.188,0.455,0.455,0.125,83.0,102.0,94.0,0.17,0.46,83.7,0.239,0.384,0.243,20.0,51.0,51.0,0.001,-19.13,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/30,7:15 PM.,TEX,STL,home,Cloudy.,82,453286,C,3,1,1,0,0,0,0,0,0,1,1,.269,.389,.507,.896,453286,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.95,3.86,43.1,106.0,84.0,103.0,0.732,8.31,2.08,8.31,1.45,0.7,0.278,0.437,0.175,0.286,0.422,84.0,101.0,103.0,78.0,105.0,100.0,,,,100.0,106.0,105.0,,0.439,0.221,0.139,0.05,,1.2,-2.13,92.5,,85.0,74.7,0.262,0.492,0.222,0.214,0.333,0.438,0.333,0.611,0.4,,,,59.0,110.0,106.0,0.139,-1.96,82.8,0.192,0.462,0.255,121.0,119.0,105.0,0.061,2.89,86.6,0.222,0.278,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/29,6:46 PM.,TEX,STL,home,Partly Cloudy.,91,543135,C,4,0,0,0,0,0,0,0,0,2,1,.269,.388,.509,.897,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,99.0,104.0,104.0,75.0,105.0,98.0,,,,114.0,102.0,102.0,,0.374,0.033,0.137,0.83,,-0.69,-0.79,95.4,,86.3,76.7,0.212,0.335,0.178,0.269,0.462,0.25,0.214,0.471,0.355,,,,,,,,,,,,,91.0,108.0,99.0,0.148,-1.41,91.4,0.327,0.624,0.2,,,,,,,,,,,,,127.0,101.0,110.0,0.308,,1.55,,88.4,,0.2,0.286,0.368,,,
2024/07/28,1:17 PM.,WSH,STL,home,Partly Cloudy.,86,687792,DH,4,1,1,0,0,1,1,0,0,1,0,.274,.394,.519,.913,687792,djherz,Herz,Left,DJ Herz,WSN,4.16,3.26,88.2,97.0,99.0,97.0,0.734,10.76,3.65,7.71,1.12,0.82,0.254,0.436,0.14,0.326,0.429,,,,93.0,98.0,96.0,,,,105.0,95.0,100.0,,0.542,0.179,,0.86,,-0.96,,93.5,,86.1,,0.222,0.317,0.305,0.229,0.429,0.275,0.2,0.2,0.533,,,,113.0,98.0,99.0,0.245,-0.19,83.5,0.224,0.388,0.26,,,,,,,,,,,,,,,,,,,102.0,82.0,88.0,,,,,0.033,,1.64,,81.2,,,,,,
2024/07/27,8:19 PM.,WSH,STL,home,Overcast.,76,663623,C,3,1,1,0,0,1,2,0,1,1,1,.274,.396,.510,.906,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,0.205,0.379,0.003,0.313,0.44,-0.64,-14.34,0.24,93.9,93.3,85.9,81.1,0.204,0.381,0.235,,,,0.226,0.42,0.251,0.325,0.497,0.149,99.0,91.0,93.0,0.035,1.34,88.4,0.125,0.125,0.349,78.0,102.0,93.0,0.065,0.06,89.9,0.283,0.522,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/26,7:16 PM.,WSH,STL,home,Partly Cloudy.,84,669022,DH,5,2,2,0,0,0,0,0,0,1,3,.273,.394,.498,.892,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,104.0,104.0,102.0,124.0,98.0,103.0,,,,89.0,92.0,92.0,,0.553,0.158,0.196,-0.02,,-0.77,0.62,96.0,,90.6,82.8,0.281,0.418,0.226,0.255,0.422,0.323,0.218,0.296,0.34,,,,92.0,91.0,94.0,0.093,-1.35,85.9,0.28,0.48,0.512,,,,,,,,,,0.333,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/24,12:40 PM.,PIT,STL,away,Cloudy.,83,527048,DH,3,0,0,0,0,0,0,0,1,1,5,.270,.394,.500,.894,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,74.0,102.0,98.0,56.0,92.0,86.0,78.0,101.0,93.0,70.0,111.0,119.0,0.358,0.053,0.0,0.141,-8.23,0.57,-51.06,0.62,91.3,90.7,82.8,77.9,0.458,0.917,0.043,,,,0.246,0.354,0.29,0.275,0.383,0.097,71.0,109.0,99.0,0.227,-1.27,83.4,0.28,0.448,0.341,70.0,101.0,93.0,0.221,-0.61,87.9,0.28,0.57,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/23,6:42 PM.,PIT,STL,away,Partly Cloudy.,84,694973,C,4,0,0,0,0,0,0,0,0,2,1,.274,.397,.508,.905,694973,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.53,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.235,0.427,105.0,100.0,104.0,98.0,107.0,103.0,80.0,95.0,86.0,131.0,101.0,113.0,0.284,0.392,0.162,0.108,0.64,3.52,0.8,-0.18,98.8,94.0,85.4,83.0,0.23,0.351,0.242,0.286,0.571,0.328,0.25,0.375,0.337,0.184,0.234,0.293,82.0,108.0,107.0,0.054,2.34,87.3,0.088,0.118,0.548,,,,,,,,,,0.104,0.188,0.226,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/22,6:41 PM.,PIT,STL,away,Cloudy.,70,656605,DH,3,0,1,0,0,0,0,0,1,2,1,.280,.403,.518,.921,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,111.0,96.0,104.0,86.0,103.0,96.0,82.0,102.0,94.0,129.0,100.0,109.0,0.22,0.304,0.25,0.096,0.3,-0.26,-1.04,-0.11,94.4,93.4,84.7,78.4,0.257,0.4,0.24,0.338,0.636,0.248,0.233,0.442,0.293,0.266,0.405,0.125,88.0,103.0,102.0,0.008,-12.5,89.8,0.667,1.333,0.0,96.0,99.0,98.0,0.122,-1.0,90.4,0.272,0.593,0.195,0.204,0.331,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/21,1:36 PM.,ATL,STL,away,Partly Cloudy.,82,680885,C,4,1,1,0,0,1,1,0,0,3,2,.279,.402,.521,.923,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,101.0,104.0,108.0,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,0.068,0.291,0.199,0.146,0.27,-0.12,0.61,0.29,96.1,95.1,87.3,80.6,0.24,0.448,0.205,0.225,0.333,0.279,0.236,0.436,0.409,0.231,0.385,0.078,,,,,,,,,,94.0,104.0,100.0,0.168,0.53,92.9,0.27,0.5,0.199,,,,,,,,,,,,,84.0,107.0,109.0,0.128,,1.96,,84.5,,0.147,0.235,0.463,,,
2024/07/20,4:20 PM.,ATL,STL,away,Cloudy.,78,693821,C,5,1,3,0,0,0,1,0,0,1,1,.280,.404,.511,.915,693821,bryceelder,Elder,Right,Bryce Elder,ATL,6.52,5.04,49.2,99.0,94.0,98.0,0.759,8.34,3.08,11.6,1.45,1.65,0.193,0.466,0.161,0.391,0.387,,,,46.0,97.0,85.0,66.0,99.0,89.0,135.0,104.0,118.0,0.426,0.127,0.315,,-3.26,-1.07,-1.07,,91.5,90.2,83.7,,0.32,0.68,0.286,0.278,0.593,0.412,,,,0.344,0.458,0.086,129.0,91.0,90.0,0.132,-0.05,85.1,0.258,0.258,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
