date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff
2024/09/15,1:10 PM.,CWS,OAK,away,Sunny.,90,680732,1B,2,0,0,0,0,0,0,0,0,1,2,.209,.295,.386,.681,680732,seanburke,"Burke, S",Right,Sean Burke,CHW,1.42,3.83,19.0,100.0,106.0,105.0,0.739,10.42,3.32,5.68,0.95,0.79,0.34,0.404,0.17,0.34,0.414,125.0,79.0,88.0,105.0,113.0,110.0,111.0,101.0,109.0,96.0,92.0,101.0,,,,0.405,,0.285,0.249,0.061,1.08,,-0.72,1.87,2.3,95.3,,84.6,86.9,79.7,0.172,0.448,0.236,0.25,0.375,0.432,0.077,0.077,0.188,0.0,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/14,6:11 PM.,CWS,OAK,away,Partly Cloudy.,81,623167,1B,5,1,0,0,0,0,0,0,0,0,5,.212,.298,.391,.689,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,148.0,102.0,103.0,47.0,101.0,90.0,0.37,0.261,0.087,0.122,0.157,-0.64,-0.75,-2.65,0.43,-1.32,91.3,87.4,81.3,80.0,72.0,0.261,0.473,0.132,0.361,0.475,0.271,0.246,0.393,0.308,0.257,0.436,0.379,74.0,108.0,87.0,0.002,2.01,91.4,,,,,,,,,,,,,,,,,,,,,,0.319,0.536,0.218,,,
2024/07/09,7:12 PM.,BOS,OAK,away,Clear.,86,678394,1B,5,0,1,0,0,0,0,0,0,2,4,.219,.307,.404,.711,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,74.0,108.0,101.0,114.0,98.0,110.0,,,,0.048,,0.28,,0.269,0.25,,-0.58,,0.15,95.6,,87.6,86.8,,0.12,0.16,0.218,0.268,0.401,0.343,,,,0.177,0.354,0.369,103.0,100.0,101.0,0.403,-0.24,95.7,0.309,0.44,0.111,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/07,1:07 PM.,BAL,OAK,home,Sunny.,76,680570,1B,3,0,2,1,0,0,1,0,1,0,1,.220,.311,.411,.722,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,106.0,118.0,101.0,108.0,,,,0.465,,0.158,0.155,0.21,-0.38,,-0.96,0.29,1.63,96.1,,83.1,86.5,81.3,0.291,0.413,0.269,0.25,0.563,0.361,0.26,0.38,0.241,0.161,0.306,0.348,133.0,102.0,111.0,0.012,5.3,96.1,0.167,0.333,0.294,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/05,6:40 PM.,BAL,OAK,home,Clear.,76,544150,1B,4,0,0,0,0,0,0,0,0,0,2,.210,.299,.399,.698,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,94.0,99.0,98.0,90.0,101.0,96.0,,,,74.0,99.0,92.0,0.5,0.195,,0.132,0.172,-0.36,0.73,,0.41,-0.5,94.8,86.3,86.1,,79.0,0.276,0.469,0.228,,,,0.174,0.348,0.252,0.274,0.434,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.365,0.308,,,
2024/07/04,1:07 PM.,LAA,OAK,home,Sunny.,81,672710,1B,2,0,0,0,0,0,1,0,1,0,2,.216,.307,.410,.717,672710,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.35,4.94,68.1,98.0,100.0,98.0,0.807,7.38,4.08,8.3,1.45,1.1,0.232,0.42,0.164,0.353,0.452,78.0,92.0,93.0,88.0,97.0,101.0,93.0,100.0,96.0,118.0,102.0,107.0,,,,0.376,,0.324,0.094,0.105,1.22,,-1.41,1.14,-1.83,94.7,,89.0,84.5,77.9,0.231,0.346,0.16,0.274,0.645,0.258,0.167,0.25,0.393,0.235,0.441,0.231,95.0,93.0,81.0,0.101,-1.42,94.5,0.37,0.407,0.08,0.1,0.25,0.302,,,,,,,,,,,,,,,,,,,,,
2024/07/03,6:41 PM.,LAA,OAK,home,Clear.,84,669721,1B,4,0,1,0,0,0,0,0,0,0,1,.220,.309,.417,.726,669721,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.34,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,98.0,125.0,101.0,108.0,,,,0.48,,0.238,0.077,0.205,-1.06,,-0.4,2.13,-2.86,91.5,,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.125,0.25,0.333,0.4,0.533,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/02,6:41 PM.,LAA,OAK,home,Clear.,85,667755,1B,4,0,0,0,0,0,0,0,0,1,1,.219,.310,.422,.732,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,,,,,,,96.0,92.0,86.0,117.0,92.0,99.0,,,,0.146,,0.055,,,-2.05,,0.02,,,98.8,,,91.5,,0.356,0.622,0.103,0.143,0.214,0.463,0.226,0.376,0.402,,,,95.0,95.0,96.0,0.464,2.22,97.7,0.214,0.26,0.167,,,,98.0,96.0,108.0,120.0,100.0,112.0,0.081,0.254,0.8,-0.42,92.7,86.4,0.15,0.3,0.329,,,,,,
2024/06/30,1:10 PM.,AZ,OAK,away,Roof Closed.,78,694297,1B,4,0,1,0,0,0,0,0,0,2,1,.226,.319,.435,.754,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,143.0,109.0,119.0,,,,0.334,,0.273,0.053,0.112,0.37,,-0.12,-1.37,0.84,93.8,,87.5,84.8,80.8,0.265,0.466,0.224,,,,0.429,0.571,0.295,0.25,0.289,0.312,89.0,106.0,104.0,0.222,-0.09,93.7,0.286,0.365,0.119,0.215,0.455,0.362,,,,,,,0.006,,0.45,,89.6,,0.2,0.8,0.0,,,,,,
2024/06/29,1:10 PM.,AZ,OAK,away,Roof Closed.,78,668678,1B,2,0,0,0,0,0,0,0,1,0,1,.225,.321,.442,.763,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,,,,101.0,95.0,96.0,107.0,102.0,102.0,89.0,87.0,79.0,0.463,0.031,0.087,,0.14,-0.55,-0.78,-0.56,,0.43,93.7,90.3,86.6,87.0,,0.28,0.46,0.133,0.31,0.476,0.337,0.148,0.23,0.392,0.27,0.382,0.265,132.0,80.0,80.0,0.001,-1.02,94.7,,,,,,,107.0,108.0,112.0,,,,,0.277,,2.29,,81.0,,,,0.25,0.625,0.36,,,
2024/06/28,6:40 PM.,AZ,OAK,away,Roof Closed.,79,677944,1B,5,1,1,0,0,1,1,0,0,3,3,.229,.321,.449,.770,677944,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.66,4.52,77.0,105.0,102.0,105.0,0.816,7.48,1.99,10.75,1.87,0.69,0.3,0.356,0.162,0.332,0.485,103.0,98.0,100.0,103.0,101.0,106.0,95.0,109.0,106.0,117.0,100.0,105.0,,,,0.548,0.001,0.24,0.09,0.121,-1.46,3.94,-1.24,-1.42,-0.57,94.4,90.4,81.8,85.1,75.4,0.329,0.582,0.164,0.278,0.494,0.207,0.2,0.4,0.289,0.227,0.432,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/26,1:06 PM.,LAA,OAK,away,Sunny.,80,672710,1B,4,0,0,0,0,0,0,0,0,0,2,.230,.326,.434,.760,672710,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.35,4.94,68.1,98.0,100.0,98.0,0.807,7.38,4.08,8.3,1.45,1.1,0.232,0.42,0.164,0.353,0.452,78.0,92.0,93.0,88.0,97.0,101.0,93.0,100.0,96.0,118.0,102.0,107.0,,,,0.376,,0.324,0.094,0.105,1.22,,-1.41,1.14,-1.83,94.7,,89.0,84.5,77.9,0.231,0.346,0.16,0.274,0.645,0.258,0.167,0.25,0.393,0.235,0.441,0.231,95.0,93.0,81.0,0.101,-1.42,94.5,0.37,0.407,0.08,0.1,0.25,0.302,,,,,,,,,,,,,,,,,,,,,
2024/06/25,6:38 PM.,LAA,OAK,away,Clear.,79,542881,1B,2,0,1,0,0,0,0,0,0,0,1,.239,.336,.450,.786,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,105.0,100.0,105.0,,,,89.0,99.0,96.0,80.0,141.0,142.0,99.0,100.0,96.0,0.396,0.185,0.013,0.001,0.371,-0.73,-0.41,-0.06,-3.14,1.32,89.4,84.3,78.9,81.3,71.6,0.272,0.494,0.183,0.0,0.0,0.357,,,,0.185,0.259,0.396,66.0,95.0,83.0,0.033,-3.87,88.1,0.261,0.696,0.152,,,,,,,,,,,,,,,,,,,0.264,0.455,0.247,,,
2024/06/24,6:38 PM.,LAA,OAK,away,Clear.,84,656288,1B,4,0,0,0,0,0,0,0,0,1,2,.234,.333,.449,.782,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,75.0,96.0,96.0,73.0,94.0,86.0,107.0,100.0,110.0,,,,0.376,,0.24,0.107,0.267,-0.85,,-0.91,-0.86,0.48,93.4,,88.6,87.7,80.6,0.251,0.529,0.147,0.284,0.444,0.331,0.271,0.438,0.241,0.259,0.387,0.288,76.0,89.0,78.0,0.01,-6.83,93.0,0.429,0.857,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/23,1:30 PM.,MIN,OAK,home,Sunny.,75,641154,1B,3,0,0,0,0,0,0,0,0,1,1,.243,.345,.466,.811,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,106.0,103.0,110.0,,,,0.407,,0.219,0.1,0.201,1.65,,-0.84,-1.28,-0.14,95.0,,88.5,84.5,82.4,0.208,0.352,0.259,,,,0.23,0.446,0.341,0.281,0.359,0.249,97.0,107.0,107.0,0.073,-2.77,94.5,0.426,0.639,0.142,0.239,0.436,0.331,,,,,,,,,,,,,,,,,,,,,
2024/06/22,1:07 PM.,MIN,OAK,home,Sunny.,76,641927,1B,3,1,1,0,0,1,1,0,0,0,1,.250,.353,.480,.833,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,84.0,104.0,100.0,0.381,0.195,0.118,0.011,0.294,-0.01,-0.86,2.03,4.57,1.98,91.7,86.2,83.4,80.3,76.0,0.258,0.506,0.222,0.095,0.162,0.307,0.0,0.0,0.375,0.154,0.285,0.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279,0.504,0.229,,,
2024/06/21,6:41 PM.,MIN,OAK,home,Clear.,63,663978,1B,2,1,2,1,0,0,3,0,1,0,0,.247,.354,.454,.808,663978,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.84,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,,,,0.429,,0.177,0.136,0.259,0.63,,-0.21,-1.69,-1.51,93.3,,82.9,85.9,78.2,0.277,0.4,0.243,0.264,0.434,0.254,0.326,0.435,0.19,0.283,0.519,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/20,12:37 PM.,KC,OAK,home,Partly Cloudy.,63,607625,1B,3,0,0,0,0,0,0,0,0,2,0,.232,.330,.432,.762,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,125.0,97.0,105.0,97.0,103.0,103.0,0.24,0.082,0.135,0.262,0.069,0.7,2.86,-0.67,1.44,0.08,92.2,90.1,87.4,85.2,79.4,0.234,0.392,0.176,0.213,0.387,0.2,0.178,0.271,0.339,0.208,0.333,0.291,68.0,101.0,92.0,0.185,0.65,92.1,0.274,0.381,0.129,0.375,0.75,0.109,,,,93.0,107.0,106.0,0.026,,0.07,,85.7,,0.105,0.421,0.351,0.228,0.228,0.23,0.215,0.28,0.285
2024/06/19,6:42 PM.,KC,OAK,home,Partly Cloudy.,60,666142,1B,4,0,1,1,0,0,0,0,0,0,1,.239,.340,.446,.786,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,,,,105.0,101.0,106.0,132.0,106.0,114.0,88.0,94.0,91.0,0.418,0.113,0.128,,0.237,0.85,0.26,-0.34,,1.43,95.4,90.7,84.8,86.0,,0.213,0.361,0.231,0.21,0.305,0.337,0.14,0.256,0.352,0.183,0.28,0.478,,,,,,,,,,,,,101.0,97.0,101.0,,,,,0.104,,0.9,,80.8,,,,0.348,0.455,0.228,,,
2024/06/18,6:40 PM.,KC,OAK,home,Partly Cloudy.,69,679525,1B,4,0,0,0,0,0,0,0,0,2,4,.239,.343,.443,.786,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,103.0,105.0,103.0,93.0,98.0,95.0,117.0,99.0,107.0,,,,0.37,,0.228,0.164,0.1,0.34,,-0.57,-1.2,0.84,94.2,,86.3,86.5,82.8,0.208,0.383,0.223,0.29,0.462,0.294,0.263,0.5,0.274,0.204,0.296,0.177,98.0,99.0,97.0,0.138,-1.16,93.6,0.317,0.524,0.099,0.2,0.433,0.464,,,,,,,,,,,,,,,,,,,,,
2024/06/16,1:10 PM.,MIN,OAK,away,Cloudy.,82,641927,1B,4,0,1,0,0,0,0,0,0,0,2,.225,.333,.413,.746,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,84.0,104.0,100.0,0.381,0.195,0.118,0.011,0.294,-0.01,-0.86,2.03,4.57,1.98,91.7,86.2,83.4,80.3,76.0,0.258,0.506,0.222,0.095,0.162,0.307,0.0,0.0,0.375,0.154,0.285,0.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279,0.504,0.229,,,
2024/06/16,6:41 PM.,MIN,OAK,away,Partly Cloudy.,87,663978,1B,4,2,3,0,0,1,2,0,0,1,1,.250,.357,.464,.821,663978,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.84,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,,,,0.429,,0.177,0.136,0.259,0.63,,-0.21,-1.69,-1.51,93.3,,82.9,85.9,78.2,0.277,0.4,0.243,0.264,0.434,0.254,0.326,0.435,0.19,0.283,0.519,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/14,7:10 PM.,MIN,OAK,away,Partly Cloudy.,80,680573,1B,5,0,1,0,0,0,0,0,0,3,5,.224,.337,.421,.758,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,92.0,108.0,106.0,,,,0.403,,0.312,0.093,0.193,0.82,,0.76,1.68,-3.33,93.1,,82.8,86.4,76.1,0.258,0.356,0.219,0.214,0.313,0.239,0.186,0.326,0.221,0.311,0.622,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
