date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,vFA,vFC,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024/07/14,1:10 PM.,MIL,WSH,away,Partly Cloudy.,82,642239,2B,4,0,1,0,0,0,1,0,0,2,1,.253,.311,.345,.656,642239,robzastryzny,Zastryzny,Left,Rob Zastryzny,MIL,1.17,1.72,7.2,103.0,92.0,97.0,0.761,5.87,1.17,4.7,0.0,0.64,0.333,0.238,0.333,0.238,0.454,78.0,106.0,96.0,,,,111.0,117.0,120.0,100.0,97.0,92.0,,,,,0.403,0.487,,0.067,4.77,0.66,,,3.09,91.5,86.7,,,80.9,0.0,0.0,0.29,,,,0.273,0.364,0.294,,,,,,,93.0,127.0,100.0,,,,,0.042,,-11.88,82.2,,,,,,,,,,,,,,,,,,,
2024/07/13,3:11 PM.,MIL,WSH,away,Partly Cloudy.,86,572971,3B,3,0,1,1,0,0,1,0,1,0,0,.253,.312,.347,.659,572971,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,5.11,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,,,,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,,,,0.568,,0.146,,0.01,,-4.71,,-2.99,1.97,,84.6,,88.1,78.6,,,,0.422,0.667,0.152,0.375,0.875,0.083,,,,,,,90.0,93.0,89.0,,,,,0.276,,2.23,81.1,,0.059,0.059,0.353,,,,,,,,,,,,,,,
2024/07/10,7:11 PM.,NYM,WSH,away,Partly Cloudy.,13,622663,3B,3,0,1,0,0,0,0,1,1,0,0,.251,.308,.341,.649,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,,,,0.248,0.355,0.081,,0.242,0.15,1.05,,1.24,0.26,96.2,92.6,,95.6,85.6,0.243,0.392,0.218,0.278,0.414,0.122,0.2,0.3,0.26,,,,0.263,0.342,0.284,87.0,95.0,95.0,,,,,0.075,,-3.63,86.1,,0.358,0.66,0.186,,,,0.139,0.238,0.386,,,,,,,,,
2024/07/09,7:11 PM.,NYM,WSH,away,Cloudy.,83,500779,3B,2,1,1,0,0,1,2,0,0,0,0,.250,.304,.341,.645,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,92.0,85.0,76.0,97.0,91.0,,,,,,,,,,0.304,0.225,,,,-0.32,,,0.82,,90.7,,,90.8,,0.227,0.427,0.169,0.249,0.431,0.131,,,,,,,,,,70.0,100.0,97.0,110.0,100.0,99.0,0.278,0.193,-0.04,0.5,85.7,77.7,0.203,0.26,0.367,0.265,0.444,0.264,,,,0.195,0.366,0.284,,,,,,
2024/07/08,4:05 PM.,STL,WSH,home,Partly Cloudy.,96,571945,PH,1,0,0,0,0,0,0,0,0,0,2,.247,.302,.321,.623,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,65.0,107.0,98.0,80.0,111.0,99.0,116.0,112.0,114.0,,,,,,,0.231,0.279,,,0.283,0.23,,,1.42,-1.19,93.2,,,92.4,85.7,0.287,0.446,0.178,0.237,0.382,0.108,,,,,,,0.301,0.506,0.164,85.0,103.0,98.0,94.0,109.0,106.0,0.116,0.085,-1.97,-4.2,85.6,76.6,0.394,0.742,0.159,0.267,0.52,0.231,0.273,0.545,0.275,,,,,,,0.005,4.24,69.6
2024/07/05,6:45 PM.,STL,WSH,home,Partly Cloudy.,96,543243,PH,1,0,0,0,0,0,0,0,0,0,1,.248,.303,.323,.626,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,,,,0.178,0.239,0.178,,0.201,-0.05,0.19,,1.64,0.94,92.4,87.7,,92.7,84.8,0.333,0.567,0.182,0.2,0.385,0.208,0.287,0.494,0.308,,,,,,,69.0,91.0,86.0,119.0,96.0,97.0,0.139,0.064,0.7,-2.25,88.3,80.0,0.357,0.714,0.328,0.21,0.452,0.331,0.142,0.205,0.444,,,,,,,0.0,-2.42,75.4
2024/07/04,11:05 AM.,NYM,WSH,home,Partly Cloudy.,87,500779,2B,2,0,0,0,0,0,0,0,0,0,2,.250,.305,.325,.630,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,92.0,85.0,76.0,97.0,91.0,,,,,,,,,,0.304,0.225,,,,-0.32,,,0.82,,90.7,,,90.8,,0.227,0.427,0.169,0.249,0.431,0.131,,,,,,,,,,70.0,100.0,97.0,110.0,100.0,99.0,0.278,0.193,-0.04,0.5,85.7,77.7,0.203,0.26,0.367,0.265,0.444,0.264,,,,0.195,0.366,0.284,,,,,,
2024/07/03,6:45 PM.,NYM,WSH,home,Partly Cloudy.,86,681035,3B,4,0,1,0,0,0,1,0,0,0,1,.253,.309,.329,.638,681035,christianscott,Scott,Right,Christian Scott,NYM,4.56,4.4,47.1,97.0,97.0,101.0,0.794,7.42,2.28,8.56,1.52,0.64,0.273,0.357,0.182,0.322,0.456,84.0,103.0,102.0,,,,115.0,91.0,99.0,,,,100.0,93.0,101.0,,0.529,,0.104,0.367,0.28,,-0.95,,-0.38,94.2,,84.8,,85.2,0.265,0.388,0.22,,,,,,,0.222,0.444,0.156,0.273,0.485,0.222,,,,,,,,,,,,,,,,,,,0.194,0.516,0.235,,,,,,,,,
2024/07/02,6:45 PM.,NYM,WSH,home,Clear.,83,640455,3B,4,0,0,0,0,0,0,0,0,0,4,.253,.310,.331,.641,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,1.13,0.97,,1.36,0.37,92.3,88.4,,92.3,79.5,0.167,0.295,0.311,0.201,0.333,0.21,0.222,0.25,0.179,,,,0.174,0.435,0.32,83.0,98.0,95.0,,,,,0.118,,-1.19,85.3,,0.25,0.438,0.254,,,,0.193,0.311,0.388,,,,,,,,,
2024/07/01,6:45 PM.,NYM,WSH,home,Partly Cloudy.,80,656849,3B,5,1,1,1,0,0,2,0,0,0,3,.260,.317,.340,.657,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,,,,0.31,0.265,,,0.184,0.39,,,1.83,-1.81,93.1,,,91.9,85.1,0.22,0.266,0.287,0.253,0.36,0.16,,,,,,,0.287,0.447,0.339,97.0,90.0,93.0,83.0,102.0,100.0,0.076,0.164,0.11,0.03,84.7,79.1,0.211,0.324,0.271,0.207,0.345,0.259,,,,,,,,,,,,
2024/06/30,1:40 PM.,TB,WSH,away,Dome.,72,671737,3B,4,0,0,0,0,0,0,0,0,1,0,.262,.321,.338,.659,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,129.0,97.0,102.0,,,,,,,91.0,100.0,98.0,123.0,102.0,114.0,,0.417,0.225,0.269,,-0.04,1.02,0.47,,,96.4,90.9,90.9,,,0.269,0.5,0.21,,,,0.205,0.357,0.324,0.213,0.32,0.33,,,,,,,100.0,91.0,93.0,0.089,,-1.5,,,79.1,,,,0.241,0.483,0.346,,,,,,,,,,,,
2024/06/28,6:50 PM.,TB,WSH,away,Dome.,72,621107,LF,3,0,1,0,0,0,0,0,0,0,1,.270,.329,.348,.677,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,,,,0.282,0.09,0.282,,0.097,-0.64,1.54,,0.0,0.46,92.4,88.2,,91.7,79.7,0.236,0.418,0.248,0.293,0.404,0.133,0.214,0.345,0.223,,,,,,,87.0,101.0,103.0,108.0,112.0,108.0,0.188,0.061,-1.27,0.21,85.6,78.8,0.188,0.354,0.105,0.291,0.472,0.333,0.236,0.473,0.203,,,,,,,,,
2024/06/26,1:11 PM.,SD,WSH,away,Partly Cloudy.,75,656302,PH,1,0,0,0,0,0,0,0,0,0,1,.268,.329,.348,.677,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,123.0,95.0,102.0,,,,112.0,100.0,105.0,113.0,89.0,90.0,,,,,0.435,0.006,,0.471,0.22,-5.11,,,1.98,96.9,91.8,,,87.2,0.235,0.39,0.203,,,,0.25,1.0,0.0,,,,0.159,0.257,0.447,54.0,72.0,68.0,,,,,0.009,,-4.13,69.7,,0.25,1.0,0.2,0.28,0.44,0.286,0.2,0.267,0.385,,,,105.0,95.0,102.0,0.079,-0.95,82.3
2024/06/25,6:39 PM.,SD,WSH,away,Partly Cloudy.,72,800049,PH,1,0,0,0,0,0,0,0,0,1,0,.270,.331,.350,.681,800049,adammazur,Mazur,Right,Adam Mazur,SDP,7.49,5.64,33.2,95.0,98.0,96.0,0.839,5.88,5.61,10.69,1.6,0.75,0.23,0.398,0.133,0.345,0.416,78.0,95.0,88.0,90.0,83.0,77.0,123.0,98.0,108.0,,,,,,,0.041,0.392,,,0.337,-3.03,,,-4.79,1.16,94.6,,,93.9,86.8,0.333,0.667,0.134,0.429,0.429,0.083,,,,,,,0.216,0.333,0.25,79.0,84.0,84.0,112.0,103.0,109.0,0.127,0.103,-2.5,-2.61,89.9,80.7,0.429,0.571,0.35,0.364,0.818,0.083,,,,,,,,,,,,
2024/06/23,1:10 PM.,COL,WSH,away,Sunny.,94,607536,3B,4,0,0,0,0,0,0,0,0,2,1,.272,.333,.353,.686,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,,,,,,,0.245,0.202,,,0.227,-1.51,,,-1.33,-1.11,91.6,,,91.4,86.9,0.322,0.522,0.067,0.31,0.556,0.074,,,,,,,0.316,0.589,0.162,61.0,100.0,89.0,,,,,0.137,,-1.64,86.1,,0.333,0.647,0.161,0.194,0.276,0.42,,,,,,,128.0,102.0,107.0,0.188,0.07,83.5
2024/06/22,7:10 PM.,COL,WSH,away,Cloudy.,83,615698,LF,1,0,0,0,0,0,0,0,0,0,0,.280,.342,.364,.706,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,,,,79.0,95.0,89.0,,,,76.0,96.0,93.0,109.0,94.0,97.0,0.402,,0.135,0.32,,,-0.41,0.4,-2.0,,,87.8,86.5,93.8,,,,,0.35,0.596,0.184,0.296,0.507,0.203,0.206,0.314,0.234,,,,88.0,97.0,103.0,98.0,101.0,104.0,0.126,0.018,-0.77,1.81,84.9,79.6,0.222,0.222,0.167,0.25,0.531,0.282,,,,,,,,,,,,
2024/06/20,1:05 PM.,AZ,WSH,home,Partly Cloudy.,84,669194,SS,3,0,0,0,0,0,0,0,0,0,1,.282,.345,.366,.711,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,105.0,107.0,106.0,,,,111.0,112.0,110.0,78.0,107.0,96.0,,,,,0.557,0.184,,0.103,0.64,-0.85,,,-0.66,95.2,91.2,,,83.8,0.249,0.418,0.195,,,,0.317,0.508,0.154,,,,0.226,0.34,0.156,108.0,99.0,107.0,91.0,94.0,94.0,0.057,0.099,1.81,-2.35,83.0,77.8,0.302,0.587,0.203,0.138,0.207,0.148,0.4,0.733,0.167,,,,,,,,,
2024/06/19,4:05 PM.,AZ,WSH,home,Partly Cloudy.,88,694297,3B,1,0,1,0,0,0,1,0,0,0,0,.289,.352,.375,.727,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,,,,,,,0.222,0.334,,0.006,0.273,0.37,,0.45,-0.09,-0.12,93.8,,89.6,93.7,84.8,0.265,0.466,0.224,0.286,0.365,0.119,,,,0.2,0.8,0.0,,,,92.0,102.0,96.0,106.0,102.0,104.0,0.053,0.112,-1.37,0.84,87.5,80.8,0.25,0.289,0.312,0.429,0.571,0.295,0.215,0.455,0.362,,,,,,,,,
2024/06/16,1:35 PM.,MIA,WSH,home,Partly Cloudy.,84,666200,LF,4,0,1,1,0,0,1,0,0,0,2,.283,.347,.370,.717,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.59,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.12,0.281,0.4,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,,,,0.083,0.394,,,0.292,-0.64,,,-0.77,0.14,95.2,,,94.6,83.5,0.28,0.484,0.111,0.381,0.571,0.125,,,,,,,0.2,0.347,0.48,88.0,97.0,95.0,31.0,40.0,52.0,0.002,0.229,-3.5,1.58,86.3,81.6,0.207,0.328,0.407,,,,,,,,,,,,,,,
2024/06/15,4:05 PM.,MIA,WSH,home,Partly Cloudy.,81,669432,LF,3,0,2,0,0,0,0,0,0,0,0,.285,.350,.366,.716,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,,,,0.24,0.317,,,0.206,-0.26,,,-0.36,-1.99,91.9,,,91.5,82.4,0.252,0.467,0.234,0.292,0.492,0.1,,,,,,,0.312,0.506,0.259,111.0,108.0,115.0,,,,,0.238,,-1.32,85.6,,0.295,0.396,0.238,,,,,,,,,,,,,,,
2024/06/13,1:09 PM.,DET,WSH,away,Sunny.,85,663554,LF,1,0,0,0,0,0,2,0,0,0,1,.275,.338,.358,.696,663554,caseymize,Mize,Right,Casey Mize,DET,4.49,4.74,102.1,102.0,107.0,101.0,0.803,6.86,2.55,10.64,0.97,1.65,0.227,0.405,0.149,0.335,0.435,106.0,105.0,102.0,92.0,108.0,105.0,107.0,101.0,102.0,,,,112.0,99.0,102.0,0.08,0.386,,0.181,0.277,-0.47,,-1.06,1.3,-0.46,95.5,,86.2,95.5,85.7,0.306,0.428,0.205,0.293,0.341,0.08,,,,0.286,0.405,0.322,0.271,0.5,0.218,,,,,,,,,,,,,,,,0.261,0.522,0.216,,,,,,,102.0,90.0,94.0,0.075,-2.21,79.6
2024/06/11,6:42 PM.,DET,WSH,away,Partly Cloudy.,72,628317,DH,0,0,0,0,0,0,1,0,0,0,0,.277,.346,.361,.707,628317,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.185,0.27,0.388,67.0,99.0,91.0,59.0,104.0,93.0,101.0,95.0,98.0,65.0,94.0,79.0,110.0,105.0,110.0,0.072,0.225,0.016,0.312,0.359,-2.6,1.08,-0.22,-0.02,-0.34,90.8,84.8,83.9,90.4,81.4,0.359,0.667,0.13,0.294,0.324,0.133,0.333,0.333,0.391,0.217,0.42,0.303,0.31,0.569,0.268,,,,80.0,75.0,78.0,0.016,,-4.36,,,76.4,,,,0.5,0.75,0.0,0.241,0.379,0.207,,,,,,,,,
2024/06/07,6:45 PM.,ATL,WSH,home,Partly Cloudy.,82,519242,2B,3,0,1,0,0,0,1,0,0,1,1,.277,.348,.361,.709,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,,,,0.072,0.378,,,0.403,-0.12,,,-1.99,2.16,94.8,,,94.2,78.6,0.281,0.443,0.241,0.327,0.551,0.133,,,,,,,0.171,0.236,0.427,64.0,107.0,98.0,,,,,0.147,,2.97,87.1,,0.159,0.195,0.236,,,,,,,,,,,,,,,
2024/06/05,5:30 PM.,NYM,WSH,home,Cloudy.,76,622663,3B,3,0,1,0,0,0,0,0,0,0,0,.276,.349,.362,.711,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,,,,0.248,0.355,0.081,,0.242,0.15,1.05,,1.24,0.26,96.2,92.6,,95.6,85.6,0.243,0.392,0.218,0.278,0.414,0.122,0.2,0.3,0.26,,,,0.263,0.342,0.284,87.0,95.0,95.0,,,,,0.075,,-3.63,86.1,,0.358,0.66,0.186,,,,0.139,0.238,0.386,,,,,,,,,
2024/06/04,6:45 PM.,NYM,WSH,home,Partly Cloudy.,81,656849,2B,4,0,0,0,0,0,0,0,0,1,1,.274,.349,.363,.712,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,,,,0.31,0.265,,,0.184,0.39,,,1.83,-1.81,93.1,,,91.9,85.1,0.22,0.266,0.287,0.253,0.36,0.16,,,,,,,0.287,0.447,0.339,97.0,90.0,93.0,83.0,102.0,100.0,0.076,0.164,0.11,0.03,84.7,79.1,0.211,0.324,0.271,0.207,0.345,0.259,,,,,,,,,,,,
2024/06/03,6:45 PM.,NYM,WSH,home,Partly Cloudy.,84,656731,SS,5,1,1,0,0,0,1,0,0,0,5,.284,.361,.376,.737,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,101.0,96.0,93.0,105.0,93.0,107.0,0.098,0.467,0.136,0.073,0.132,0.29,-1.19,-1.25,3.24,-0.85,95.7,90.1,84.7,94.6,85.1,0.228,0.35,0.292,0.206,0.206,0.184,0.326,0.565,0.27,0.143,0.393,0.429,0.233,0.302,0.291,130.0,94.0,112.0,91.0,77.0,82.0,0.078,0.015,-0.37,-4.39,87.2,78.0,0.5,0.5,0.111,0.188,0.313,0.333,0.25,1.0,0.167,,,,,,,,,
2024/06/02,1:41 PM.,CLE,WSH,away,Overcast.,68,471911,SS,4,1,2,0,0,0,1,1,0,0,1,.288,.368,.385,.753,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,62.0,95.0,86.0,90.0,95.0,89.0,96.0,104.0,108.0,,,,,,,0.165,0.26,,,0.278,-0.84,,,-1.96,-0.96,91.6,,,91.1,83.5,0.337,0.554,0.146,0.304,0.609,0.13,,,,,,,0.284,0.52,0.288,101.0,108.0,105.0,103.0,103.0,105.0,0.067,0.23,1.49,-1.09,86.8,80.4,0.241,0.472,0.282,0.053,0.158,0.213,0.25,0.313,0.357,,,,,,,,,
2024/06/01,4:10 PM.,CLE,WSH,away,Partly Cloudy.,80,594902,SS,3,0,0,0,0,0,0,0,0,1,1,.280,.363,.380,.743,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,,,,,,,0.29,0.314,,,0.218,-0.21,,,0.56,-0.01,89.9,,,90.4,79.4,0.268,0.504,0.166,0.227,0.392,0.133,,,,,,,0.238,0.476,0.419,75.0,108.0,95.0,43.0,106.0,93.0,0.088,0.091,-0.11,-0.79,83.9,76.9,0.279,0.382,0.185,0.206,0.365,0.18,0.231,0.413,0.241,,,,,,,,,
2024/05/30,7:21 PM.,ATL,WSH,away,Clear.,79,678061,2B,3,0,0,0,0,0,0,0,0,2,2,.289,.373,.392,.765,678061,raykerr,Kerr,Left,Ray Kerr,ATL,5.64,5.01,22.1,94.0,101.0,92.0,0.661,10.88,2.82,11.69,1.61,0.84,0.242,0.424,0.106,0.409,0.435,97.0,97.0,93.0,,,,,,,98.0,81.0,74.0,54.0,116.0,119.0,,0.446,0.039,0.044,,-4.98,0.04,-9.99,,,95.2,90.1,89.4,,,0.407,0.704,0.217,,,,,,,0.75,1.0,0.167,,,,,,,109.0,90.0,93.0,0.47,,1.98,,,82.0,,,,0.118,0.206,0.506,,,,,,,,,,,,
2024/05/29,7:21 PM.,ATL,WSH,away,Partly Cloudy.,80,680885,3B,3,1,1,0,0,0,0,1,0,0,2,.298,.383,.404,.787,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,94.0,104.0,100.0,84.0,107.0,109.0,0.068,0.291,0.168,0.128,0.199,0.27,0.53,1.96,-0.12,0.61,96.1,92.9,84.5,95.1,87.3,0.24,0.448,0.205,0.231,0.385,0.078,0.27,0.5,0.199,0.147,0.235,0.463,0.225,0.333,0.279,,,,101.0,104.0,108.0,0.146,,0.29,,,80.6,,,,0.236,0.436,0.409,,,,,,,,,,,,
2024/05/28,7:21 PM.,ATL,WSH,away,Partly Cloudy.,82,608331,2B,3,0,0,0,0,0,0,0,0,1,1,.297,.385,.407,.792,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,,,,0.158,0.327,0.054,,0.115,0.63,-1.33,,1.47,0.5,93.9,88.5,,93.6,82.1,0.266,0.36,0.182,0.265,0.299,0.137,0.286,0.476,0.286,,,,0.22,0.293,0.297,91.0,101.0,103.0,116.0,103.0,108.0,0.21,0.136,1.39,1.7,85.7,74.6,0.196,0.283,0.251,0.154,0.285,0.371,0.167,0.2,0.358,,,,,,,,,
2024/05/26,1:35 PM.,SEA,WSH,home,Partly Cloudy.,84,693433,3B,4,1,1,0,0,0,0,0,0,1,0,.307,.396,.420,.816,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,,,,,,,0.23,0.489,,,0.187,1.44,,,1.85,1.23,94.8,,,94.7,84.2,0.218,0.355,0.273,0.234,0.315,0.097,,,,,,,0.265,0.529,0.241,91.0,104.0,100.0,,,,,0.094,,0.0,89.6,,0.186,0.373,0.207,,,,0.1,0.1,0.417,,,,,,,,,
2024/05/25,4:05 PM.,SEA,WSH,home,Partly Cloudy.,88,669302,3B,1,0,0,0,0,0,1,0,0,0,1,.310,.402,.429,.831,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,116.0,104.0,103.0,99.0,96.0,104.0,0.015,0.308,0.106,0.134,0.32,1.41,0.14,1.18,0.32,1.72,96.6,92.3,84.5,95.5,88.4,0.204,0.383,0.193,0.286,0.286,0.05,0.247,0.483,0.272,0.101,0.162,0.506,0.21,0.375,0.368,,,,124.0,99.0,107.0,0.118,,0.81,,,83.2,,,,0.181,0.301,0.354,,,,,,,,,,,,
2024/05/22,1:05 PM.,MIN,WSH,home,Sunny.,85,680573,LF,3,0,2,1,0,0,0,0,0,0,1,.313,.406,.434,.840,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,71.0,100.0,88.0,,,,92.0,108.0,106.0,,,,,,,,0.403,,,0.312,0.82,,,,0.76,93.1,,,,86.4,0.258,0.356,0.219,,,,,,,,,,0.214,0.313,0.239,103.0,106.0,113.0,106.0,103.0,102.0,0.093,0.193,1.68,-3.33,82.8,76.1,0.311,0.622,0.205,0.186,0.326,0.221,,,,,,,,,,,,
