date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,SV_ba,SV_slg,SV_whiff
2024/09/10,6:41 PM.,MIN,LAA,away,Partly Cloudy.,78,641154,3B,4,0,0,0,0,0,0,0,0,0,3,.167,.245,.229,.474,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,107.0,107.0,106.0,103.0,110.0,,,,0.073,,0.219,0.1,0.201,,-2.77,-0.84,-1.28,-0.14,,88.5,94.5,84.5,82.4,,,,0.23,0.446,0.341,,,,0.281,0.359,0.249,0.426,0.639,0.142,0.239,0.436,0.331,97.0,105.0,101.0,0.407,1.65,95.0,0.208,0.352,0.259,,,,,,,,,,,,,,,,,,,,,
2024/09/09,6:41 PM.,MIN,LAA,away,Clear.,80,701581,3B,3,1,1,0,0,1,2,0,1,0,1,.169,.248,.232,.480,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,72.0,105.0,105.0,,,,,,,118.0,103.0,105.0,,,,,,0.318,,0.28,,,1.48,,-1.14,,88.4,,86.1,,,,,,,,0.207,0.315,0.291,0.237,0.463,0.394,,,,,,,107.0,96.0,99.0,0.402,-0.79,94.7,0.304,0.544,0.194,,,,,,,,,,,,,,,,,,,,,
2024/09/08,1:37 PM.,TEX,LAA,away,Sunny.,81,571760,DH,4,0,0,0,0,0,0,0,0,3,2,.167,.245,.221,.466,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,126.0,105.0,103.0,34.0,82.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.001,0.278,0.036,0.17,-19.13,-4.52,-0.26,-3.31,0.46,86.6,83.7,92.2,82.5,75.6,,,,0.5,1.1,0.188,0.26,0.385,0.365,0.239,0.384,0.243,0.455,0.455,0.125,,,,77.0,102.0,98.0,0.501,0.15,91.5,0.23,0.412,0.213,,,,,,,,,,,,,,,,,,,,,
2024/09/07,6:08 PM.,TEX,LAA,away,Clear.,85,683004,2B,4,0,1,0,0,0,0,0,0,0,1,.170,.248,.224,.472,683004,jackleiter,Leiter,Right,Jack Leiter,TEX,8.83,6.25,35.2,97.0,121.0,103.0,0.745,7.82,4.29,11.1,1.77,0.88,0.248,0.38,0.149,0.322,0.402,106.0,77.0,85.0,90.0,95.0,100.0,,,,118.0,104.0,109.0,58.0,65.0,57.0,,0.018,0.291,0.114,0.058,-13.12,,-0.99,0.97,1.36,91.1,89.5,,86.8,81.4,,,,0.118,0.294,0.387,0.286,0.429,0.218,0.125,0.125,0.357,,,,,,,133.0,98.0,105.0,0.519,-2.71,96.4,0.35,0.625,0.289,,,,,,,,,,,,,,,,,,,,,
2024/09/06,7:07 PM.,TEX,LAA,away,Roof Closed.,74,642520,2B,4,1,2,0,0,0,0,0,0,0,1,.168,.248,.223,.471,642520,gersongarabito,Garabito,Right,Gerson Garabito,TEX,4.78,6.62,26.1,101.0,97.0,100.0,0.8,7.52,4.1,7.86,1.37,0.84,0.195,0.481,0.143,0.299,0.392,74.0,90.0,85.0,109.0,110.0,111.0,85.0,110.0,106.0,83.0,60.0,69.0,,,,0.104,,0.049,0.339,0.116,,1.24,-2.94,2.75,-1.78,,86.6,92.1,88.7,82.1,,,,0.171,0.171,0.297,0.0,0.0,0.111,0.2,0.467,0.222,0.333,0.333,0.105,,,,97.0,99.0,96.0,0.392,-1.82,93.3,0.333,0.7,0.163,,,,,,,,,,,,,,,,,,,,,
2024/09/05,7:08 PM.,TEX,LAA,away,Roof Closed.,74,674003,DH,4,0,1,0,0,0,0,0,0,2,0,.164,.245,.219,.464,674003,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.54,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,96.0,103.0,104.0,,,,49.0,114.0,107.0,70.0,112.0,85.0,,0.007,0.07,0.128,0.273,-3.68,,-0.79,-2.32,0.86,86.4,80.9,,82.7,74.9,,,,0.306,0.556,0.129,0.32,0.48,0.182,0.21,0.333,0.338,,,,,,,94.0,105.0,93.0,0.523,1.75,89.8,0.185,0.344,0.213,,,,,,,,,,,,,,,,,,,,,
2024/09/04,6:40 PM.,LAD,LAA,home,Clear.,93,676272,2B,4,0,1,0,0,0,0,0,0,1,2,.162,.245,.219,.464,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.52,7.0,56.0,93.0,113.0,97.0,0.784,8.36,4.82,11.09,2.73,1.24,0.23,0.391,0.126,0.391,0.409,104.0,91.0,96.0,120.0,99.0,104.0,101.0,93.0,89.0,115.0,99.0,108.0,,,,0.136,,0.096,0.19,0.199,,-4.54,-3.17,-1.0,0.29,,86.4,97.3,88.6,79.8,,,,0.357,0.536,0.286,0.333,0.619,0.275,0.13,0.217,0.41,0.433,0.9,0.174,,,,119.0,89.0,92.0,0.379,-1.44,97.6,0.327,0.634,0.167,,,,,,,,,,,,,,,,,,,,,
2024/09/03,6:39 PM.,LAD,LAA,home,Clear.,82,621111,2B,4,0,1,0,0,0,0,0,0,0,2,.161,.245,.218,.463,621111,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,,,,82.0,99.0,92.0,119.0,99.0,108.0,103.0,103.0,100.0,0.163,0.208,0.095,,0.052,1.62,-0.74,-0.87,,-5.9,91.2,90.0,94.8,82.9,,0.238,0.397,0.215,0.278,0.481,0.267,1.0,2.5,0.25,0.455,0.773,0.088,0.291,0.327,0.115,0.121,0.303,0.294,85.0,102.0,99.0,0.29,-2.43,95.0,0.342,0.696,0.169,,,,,,,,,,100.0,98.0,105.0,0.192,-1.56,78.0,,,,,,
2024/09/01,1:08 PM.,SEA,LAA,home,Sunny.,83,682243,2B,2,0,1,0,0,0,0,0,1,1,0,.160,.245,.218,.463,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,100.0,102.0,99.0,122.0,96.0,101.0,93.0,80.0,85.0,0.171,0.023,0.168,,,0.14,1.55,-0.21,,,92.1,,94.7,84.5,,0.25,0.333,0.207,0.231,0.308,0.378,0.243,0.568,0.261,,,,0.248,0.358,0.092,0.24,0.4,0.188,124.0,102.0,106.0,0.423,1.53,95.2,0.184,0.348,0.266,95.0,107.0,111.0,0.171,1.51,84.4,0.148,0.225,0.29,92.0,104.0,111.0,0.044,-0.4,85.0,,,,,,
2024/08/31,6:38 PM.,SEA,LAA,home,Clear.,77,693433,2B,3,0,0,0,0,0,0,0,0,0,1,.157,.240,.216,.456,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,116.0,109.0,109.0,113.0,101.0,107.0,,,,0.23,,0.187,,0.094,,1.85,1.23,,0.0,,89.6,94.7,84.2,,,,,,,,0.265,0.529,0.241,0.186,0.373,0.207,0.234,0.315,0.097,0.1,0.1,0.417,97.0,109.0,107.0,0.489,1.44,94.8,0.218,0.355,0.273,,,,,,,,,,,,,,,,,,,,,
2024/08/30,6:39 PM.,SEA,LAA,home,Clear.,73,669923,2B,4,1,2,0,0,1,2,0,0,0,2,.159,.243,.218,.461,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,106.0,108.0,108.0,110.0,104.0,110.0,97.0,99.0,93.0,0.236,0.004,0.237,,,0.79,1.5,1.28,,,92.3,,96.0,87.2,,,,,0.333,0.439,0.286,0.226,0.316,0.271,,,,0.263,0.354,0.105,,,,102.0,107.0,101.0,0.339,0.46,96.0,0.221,0.458,0.291,109.0,100.0,108.0,0.102,-2.05,86.0,0.253,0.413,0.295,114.0,110.0,113.0,0.082,-1.95,83.4,73.9,0.0,-3.5,,,
2024/08/28,8:30 PM.,DET,LAA,away,Cloudy.,79,669438,2B,3,0,0,0,0,0,0,0,0,0,2,.153,.239,.202,.441,669438,masonenglert,Englert,Right,Mason Englert,DET,5.4,5.78,21.2,102.0,96.0,103.0,0.737,6.65,2.08,9.55,1.66,0.84,0.239,0.465,0.113,0.31,0.378,124.0,112.0,116.0,83.0,112.0,118.0,78.0,94.0,90.0,108.0,104.0,113.0,,,,0.104,0.137,0.164,0.036,0.29,-1.67,-7.69,2.61,0.27,-0.44,88.5,86.1,91.0,84.5,81.1,0.3,0.7,0.261,0.25,0.5,0.25,0.222,0.222,0.486,0.238,0.429,0.377,0.375,1.0,0.167,,,,76.0,98.0,89.0,0.268,-0.96,92.8,0.269,0.615,0.075,,,,,,,,,,,,,,,,,,,,,
2024/08/27,9:25 PM.,DET,LAA,away,Clear.,75,676428,DH,3,0,0,0,0,0,0,0,0,1,1,.155,.242,.204,.446,676428,branthurter,Hurter,Left,Brant Hurter,DET,2.58,2.27,45.1,102.0,90.0,95.0,0.815,7.54,1.19,6.75,0.79,1.58,0.206,0.366,0.206,0.229,0.495,58.0,95.0,83.0,,,,89.0,107.0,94.0,111.0,98.0,103.0,,,,0.504,,0.307,,0.118,,2.47,0.03,,0.55,,85.6,92.4,83.1,,,,,,,,,,,0.188,0.313,0.212,0.234,0.319,0.098,0.184,0.388,0.37,55.0,102.0,88.0,0.071,2.29,92.1,0.0,0.0,0.348,,,,,,,,,,,,,,,,,,,,,
2024/08/25,1:40 PM.,TOR,LAA,away,Partly Cloudy.,73,592332,3B,3,1,1,0,0,1,1,0,0,2,0,.157,.242,.207,.449,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,,,,90.0,102.0,94.0,88.0,90.0,95.0,,,,0.054,,0.084,,,,-3.21,-1.21,,,,,93.3,82.7,,,,,,,,0.268,0.439,0.266,,,,0.316,0.579,0.117,,,,99.0,105.0,105.0,0.528,0.43,93.9,0.277,0.466,0.175,88.0,108.0,106.0,0.334,0.51,86.0,0.169,0.262,0.335,,,,,,,,,,,,
2024/08/24,3:08 PM.,TOR,LAA,away,Sunny.,76,670102,2B,3,0,0,0,0,0,0,0,0,0,2,.155,.241,.192,.433,670102,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.3,3.39,103.2,102.0,97.0,104.0,0.8,7.99,1.91,6.42,1.48,0.74,0.247,0.498,0.171,0.341,0.465,,,,99.0,94.0,100.0,79.0,96.0,85.0,96.0,92.0,92.0,,,,0.029,,0.092,0.182,,,1.45,-1.47,-1.71,,,,90.3,81.7,73.5,,,,0.308,0.558,0.243,0.25,0.583,0.436,,,,0.182,0.455,0.067,,,,94.0,106.0,107.0,0.513,2.21,92.9,0.174,0.371,0.185,109.0,105.0,110.0,0.184,1.44,83.8,0.169,0.169,0.225,,,,,,,,,,,,
2024/08/23,7:10 PM.,TOR,LAA,away,Clear.,76,605135,2B,3,0,0,0,0,0,0,0,0,1,2,.157,.243,.195,.438,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,75.0,87.0,84.0,101.0,91.0,102.0,96.0,101.0,97.0,120.0,96.0,106.0,79.0,101.0,91.0,0.407,0.197,0.118,0.137,0.053,0.44,-0.08,-0.88,-0.09,-2.29,89.6,84.5,92.5,77.2,71.0,0.188,0.316,0.268,0.221,0.351,0.292,0.375,0.781,0.096,0.321,0.607,0.158,0.327,0.423,0.128,0.154,0.231,0.458,64.0,103.0,94.0,0.045,-1.6,92.6,0.242,0.394,0.25,87.0,90.0,86.0,0.043,-2.64,84.1,0.303,0.364,0.167,,,,,,,,,,,,
2024/08/20,7:10 PM.,KC,LAA,away,Clear.,74,666142,DH,5,0,0,0,0,0,0,0,0,4,7,.159,.246,.197,.443,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,,,,,,,132.0,106.0,114.0,88.0,94.0,91.0,,0.113,0.128,,0.237,0.26,,-0.34,,1.43,90.7,84.8,,86.0,,0.348,0.455,0.228,0.14,0.256,0.352,0.21,0.305,0.337,0.183,0.28,0.478,,,,,,,105.0,101.0,106.0,0.418,0.85,95.4,0.213,0.361,0.231,,,,,,,,,,101.0,97.0,101.0,0.104,0.9,80.8,,,,,,
2024/08/19,7:10 PM.,KC,LAA,away,Clear.,84,607625,2B,2,1,0,0,0,0,0,0,2,0,1,.162,.251,.202,.453,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,68.0,101.0,92.0,125.0,97.0,105.0,97.0,103.0,103.0,0.185,0.082,0.135,0.262,0.069,2.86,0.65,-0.67,1.44,0.08,90.1,87.4,92.1,85.2,79.4,0.228,0.228,0.23,0.178,0.271,0.339,0.213,0.387,0.2,0.208,0.333,0.291,0.274,0.381,0.129,0.375,0.75,0.109,75.0,103.0,95.0,0.24,0.7,92.2,0.234,0.392,0.176,93.0,107.0,106.0,0.026,0.07,85.7,0.105,0.421,0.351,,,,,,,,,,0.215,0.28,0.285
2024/08/18,1:07 PM.,ATL,LAA,home,Sunny.,83,450203,3B,4,1,1,0,0,0,0,0,0,1,1,.164,.247,.204,.451,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,122.0,98.0,108.0,79.0,96.0,88.0,,,,73.0,92.0,86.0,0.099,0.078,,0.424,0.11,-0.75,0.39,,0.78,-1.38,88.5,85.0,93.5,,81.5,0.286,0.571,0.149,0.2,0.309,0.342,,,,0.292,0.6,0.333,0.333,0.433,0.07,,,,72.0,99.0,90.0,0.289,-1.4,94.1,0.281,0.517,0.193,,,,,,,,,,,,,,,,,,,,,
2024/08/17,6:38 PM.,ATL,LAA,home,Clear.,76,519242,3B,4,0,1,0,0,0,0,0,0,1,2,.162,.247,.203,.450,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,113.0,100.0,96.0,105.0,100.0,104.0,,,,0.072,,0.403,,0.147,,-1.99,2.16,,2.97,,87.1,94.2,78.6,,,,,,,,0.171,0.236,0.427,0.159,0.195,0.236,0.327,0.551,0.133,,,,96.0,105.0,101.0,0.378,-0.12,94.8,0.281,0.443,0.241,,,,,,,,,,,,,,,,,,,,,
2024/08/16,6:38 PM.,ATL,LAA,home,Partly Cloudy.,81,680885,3B,3,0,1,1,0,0,0,0,0,0,2,.161,.247,.202,.449,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,,,,101.0,104.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,94.0,104.0,100.0,0.068,0.168,0.199,0.146,,0.53,-0.12,0.61,0.29,,92.9,,95.1,87.3,80.6,0.27,0.5,0.199,0.236,0.436,0.409,0.225,0.333,0.279,,,,0.231,0.385,0.078,,,,110.0,108.0,108.0,0.291,0.27,96.1,0.24,0.448,0.205,84.0,107.0,109.0,0.128,1.96,84.5,0.147,0.235,0.463,,,,,,,,,,,,
2024/08/13,6:39 PM.,TOR,LAA,home,Clear.,81,592332,2B,3,0,1,0,0,0,0,0,1,2,1,.158,.246,.195,.441,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,,,,90.0,102.0,94.0,88.0,90.0,95.0,,,,0.054,,0.084,,,,-3.21,-1.21,,,,,93.3,82.7,,,,,,,,0.268,0.439,0.266,,,,0.316,0.579,0.117,,,,99.0,105.0,105.0,0.528,0.43,93.9,0.277,0.466,0.175,88.0,108.0,106.0,0.334,0.51,86.0,0.169,0.262,0.335,,,,,,,,,,,,
