date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,wFA/C,wSI/C,wSL/C,wCU/C,vFA,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024/09/18,6:45 PM.,PIT,STL,home,Partly Cloudy.,80,663765,RF,4,0,1,1,0,0,3,0,0,1,1,.192,.254,.360,.614,663765,jakewoodford,Woodford,Right,Jake Woodford,- - -,7.97,5.67,35.0,99.0,90.0,95.0,0.874,6.69,2.31,12.34,1.54,0.94,0.233,0.45,0.132,0.333,0.424,,,,66.0,106.0,93.0,92.0,99.0,91.0,99.0,102.0,106.0,0.448,0.029,0.282,,-0.64,-2.26,-2.09,,91.3,91.5,80.7,,,,,,,,,,,0.366,0.592,0.046,58.0,104.0,95.0,0.05,-0.65,85.6,0.2,0.2,0.091,85.0,92.0,88.0,0.191,-0.82,88.6,0.308,0.5,0.13,0.26,0.5,0.272,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/17,6:45 PM.,PIT,STL,home,Clear.,85,663559,RF,3,1,1,0,0,1,1,0,0,1,2,.190,.254,.355,.609,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,100.0,99.0,98.0,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,0.142,0.484,0.216,0.152,0.38,1.23,0.27,-1.24,91.8,92.0,86.1,77.7,0.255,0.41,0.166,0.245,0.304,0.287,0.305,0.61,0.207,0.26,0.448,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,95.0,70.0,0.006,,-7.04,,86.9,,0.333,1.333,0.125,,,
2024/09/16,6:45 PM.,PIT,STL,home,Partly Cloudy.,80,694973,RF,2,0,1,0,0,0,0,0,1,1,0,.186,.252,.331,.583,694973,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.53,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.235,0.427,105.0,100.0,104.0,98.0,107.0,103.0,80.0,95.0,86.0,131.0,101.0,113.0,0.284,0.392,0.162,0.108,0.64,3.52,0.8,-0.18,98.8,94.0,85.4,83.0,0.23,0.351,0.242,0.286,0.571,0.328,0.25,0.375,0.337,0.184,0.234,0.293,82.0,108.0,107.0,0.054,2.34,87.3,0.088,0.118,0.548,,,,,,,,,,0.104,0.188,0.226,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/15,1:40 PM.,TOR,STL,away,Sunny.,74,684320,RF,4,0,1,1,0,0,1,0,0,0,3,.181,.242,.328,.570,684320,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.47,4.0,86.2,97.0,97.0,97.0,0.765,8.83,4.15,7.68,1.14,0.9,0.268,0.393,0.184,0.272,0.392,97.0,95.0,100.0,86.0,93.0,87.0,84.0,94.0,92.0,120.0,104.0,111.0,0.108,0.409,0.282,0.105,-0.12,2.98,0.67,-2.85,93.9,93.4,84.6,78.3,0.255,0.439,0.22,0.213,0.36,0.335,0.348,0.739,0.25,0.167,0.167,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,102.0,102.0,0.096,,-1.17,,88.9,,0.194,0.306,0.215,,,
2024/09/14,3:09 PM.,TOR,STL,away,Sunny.,68,621244,RF,2,1,1,0,0,1,1,0,1,1,0,.179,.242,.321,.563,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,111.0,102.0,106.0,82.0,99.0,92.0,85.0,103.0,95.0,,,,0.337,0.183,,0.286,-1.26,1.02,,0.28,94.1,93.4,,83.2,0.305,0.558,0.189,,,,,,,0.268,0.366,0.125,86.0,104.0,101.0,0.16,0.88,84.8,0.171,0.364,0.269,84.0,108.0,99.0,0.035,-1.83,91.4,0.36,0.48,0.123,,,,,,,,,,,,,,,,,,,,,,,,,0.188,0.404,0.31
2024/09/13,7:10 PM.,TOR,STL,away,Partly Cloudy.,67,592332,RF,0,0,0,0,0,0,0,0,0,0,0,.173,.231,.291,.522,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,0.054,0.528,0.084,,0.43,-3.21,-1.21,,93.9,93.3,82.7,,0.277,0.466,0.175,0.268,0.439,0.266,,,,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,108.0,106.0,0.334,,0.51,,86.0,,0.169,0.262,0.335,,,
2024/09/12,12:15 PM.,CIN,STL,home,Cloudy.,82,596001,RF,2,0,0,0,0,0,0,0,0,1,1,.173,.231,.291,.522,596001,jakobjunis,Junis,Right,Jakob Junis,- - -,2.69,3.8,67.0,108.0,99.0,108.0,0.779,6.85,1.07,6.58,1.07,0.96,0.257,0.408,0.105,0.288,0.502,,,,73.0,112.0,101.0,79.0,109.0,102.0,123.0,107.0,116.0,0.362,0.1,0.453,,3.97,1.95,1.3,,92.5,91.9,83.0,,0.1,0.1,0.235,0.183,0.346,0.296,,,,0.25,0.381,0.19,89.0,102.0,106.0,0.084,-2.62,86.6,0.238,0.714,0.265,97.0,119.0,106.0,0.002,-12.89,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/11,6:45 PM.,CIN,STL,home,Partly Cloudy.,86,682227,RF,4,0,1,0,0,0,0,0,0,1,5,.176,.235,.296,.531,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,3.77,4.81,14.1,92.0,69.0,85.0,0.827,7.53,3.14,6.28,2.51,0.68,0.25,0.375,0.075,0.425,0.42,85.0,65.0,67.0,55.0,106.0,91.0,,,,138.0,128.0,121.0,,0.242,0.004,0.071,-1.44,,-2.42,-4.16,92.7,,82.2,75.7,0.313,0.563,0.167,,,,,,,,,,96.0,90.0,94.0,0.218,2.09,83.9,0.0,0.0,0.316,59.0,89.0,78.0,0.464,0.38,90.1,0.179,0.5,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/10,6:46 PM.,CIN,STL,home,Clear.,82,695076,RF,4,0,0,0,0,0,0,0,0,1,3,.173,.235,.298,.533,695076,rhettlowder,Lowder,Right,Rhett Lowder,CIN,1.17,4.34,30.2,101.0,92.0,99.0,0.815,6.46,4.11,7.34,0.0,1.06,0.228,0.446,0.141,0.315,0.43,,,,80.0,90.0,84.0,80.0,105.0,100.0,104.0,100.0,104.0,0.259,0.273,0.273,,-0.25,3.18,0.48,,93.5,92.3,85.0,,0.222,0.222,0.278,0.243,0.297,0.267,,,,0.263,0.263,0.063,108.0,112.0,111.0,0.195,1.33,86.2,0.095,0.095,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/08,1:16 PM.,SEA,STL,home,Sunny.,72,622491,RF,4,0,1,1,0,0,2,0,0,3,4,.180,.243,.310,.553,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,,,,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,0.179,0.454,0.224,,0.97,-0.41,0.65,,95.6,95.6,85.7,,0.203,0.365,0.273,0.207,0.357,0.358,,,,0.298,0.457,0.105,89.0,104.0,97.0,0.143,-1.63,88.1,0.287,0.545,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/07,6:17 PM.,SEA,STL,home,Clear.,73,669302,RF,2,1,0,0,0,0,0,0,0,1,1,.177,.243,.302,.545,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,124.0,99.0,107.0,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,0.015,0.308,0.32,0.118,1.41,0.32,1.72,0.81,96.6,95.5,88.4,83.2,0.204,0.383,0.193,0.21,0.375,0.368,0.181,0.301,0.354,0.286,0.286,0.05,,,,,,,,,,116.0,104.0,103.0,0.106,0.14,92.3,0.247,0.483,0.272,,,,,,,,,,,,,99.0,96.0,104.0,0.134,,1.18,,84.5,,0.101,0.162,0.506,,,
2024/09/06,7:15 PM.,SEA,STL,home,Partly Cloudy.,76,682243,RF,4,1,1,0,0,1,1,0,0,0,1,.181,.240,.309,.549,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,0.171,0.423,0.168,,1.53,1.55,-0.21,,95.2,94.7,84.5,,0.184,0.348,0.266,0.243,0.568,0.261,0.231,0.308,0.378,0.248,0.358,0.092,,,,,,,,,,93.0,80.0,85.0,0.023,0.14,92.1,0.25,0.333,0.207,0.24,0.4,0.188,,,,,,,92.0,104.0,111.0,95.0,107.0,111.0,0.171,0.044,1.51,-0.4,84.4,85.0,0.148,0.225,0.29,,,
2024/09/03,6:41 PM.,MIL,STL,away,Clear.,73,650644,RF,4,0,0,0,0,0,0,0,0,2,3,.178,.240,.278,.518,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,104.0,104.0,109.0,68.0,102.0,96.0,71.0,93.0,83.0,152.0,101.0,112.0,0.24,0.099,0.163,0.156,-1.7,0.06,-1.03,-1.36,92.0,92.6,80.5,77.1,0.294,0.49,0.095,0.25,0.375,0.438,0.25,0.479,0.275,0.241,0.421,0.158,,,,,,,,,,91.0,100.0,101.0,0.322,1.08,88.1,0.232,0.394,0.233,0.267,0.467,0.272,,,,,,,,,,57.0,96.0,102.0,0.02,,-4.86,,85.6,,0.375,0.625,0.261,,,
2024/09/02,1:10 PM.,MIL,STL,away,Partly Cloudy.,72,642547,RF,4,0,0,0,0,0,0,0,0,2,3,.186,.250,.291,.541,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,104.0,106.0,110.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,0.539,0.217,0.07,0.05,,-0.09,0.36,94.3,,81.4,78.1,0.239,0.424,0.252,0.203,0.384,0.41,0.182,0.341,0.372,,,,84.0,92.0,88.0,0.175,0.84,87.7,0.218,0.291,0.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/01,1:39 PM.,NYY,STL,away,Cloudy.,78,641482,RF,5,4,5,0,0,1,3,1,0,0,0,.195,.261,.305,.566,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,,,,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,0.014,0.442,0.168,,0.25,1.37,-1.27,,92.1,90.3,78.2,,0.235,0.443,0.215,0.364,0.727,0.167,,,,0.143,0.143,0.316,86.0,102.0,94.0,0.097,-0.89,83.6,0.226,0.369,0.326,109.0,100.0,102.0,0.28,1.32,87.5,0.249,0.378,0.251,0.284,0.511,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/31,1:08 PM.,NYY,STL,away,Cloudy.,74,701542,RF,4,0,0,0,0,0,0,0,0,3,1,.143,.218,.221,.439,701542,willwarren,"Warren, W",Right,Will Warren,NYY,10.32,4.52,22.2,99.0,102.0,104.0,0.756,11.51,3.97,13.1,1.99,0.86,0.174,0.406,0.116,0.362,0.376,,,,92.0,102.0,101.0,93.0,104.0,108.0,126.0,88.0,98.0,0.264,0.306,0.264,,1.94,-4.69,-2.61,,93.8,93.1,83.1,,0.074,0.222,0.246,,,,,,,0.485,0.818,0.164,90.0,101.0,107.0,0.122,-6.86,86.3,0.545,1.0,0.32,112.0,117.0,129.0,0.044,-5.11,86.4,0.5,0.5,0.333,0.3,0.6,0.371,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/30,7:09 PM.,NYY,STL,away,Cloudy.,71,573186,RF,4,0,1,0,0,0,0,0,0,2,2,.151,.229,.233,.462,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,94.0,89.0,94.0,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,0.351,0.032,0.16,0.165,-4.01,-0.03,-2.37,-0.03,89.9,90.0,85.3,81.3,0.455,0.636,0.259,0.258,0.386,0.272,0.0,0.0,0.265,0.306,0.466,0.12,,,,,,,,,,106.0,101.0,99.0,0.182,-0.26,88.1,0.296,0.519,0.187,,,,,,,,,,,,,82.0,99.0,93.0,0.111,,-0.31,,83.3,,0.235,0.309,0.241,0.309,0.515,0.313
2024/08/18,1:16 PM.,LAD,STL,home,Partly Cloudy.,82,477132,RF,3,0,0,0,0,0,0,0,0,0,1,.145,.228,.232,.460,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,4.5,4.59,30.0,100.0,101.0,100.0,0.79,7.2,2.7,10.8,0.6,1.12,0.134,0.485,0.144,0.289,0.461,114.0,99.0,107.0,90.0,99.0,94.0,,,,108.0,103.0,104.0,0.006,0.351,0.437,0.163,-2.61,-2.44,-0.11,0.67,89.9,90.2,86.0,72.1,0.429,0.514,0.078,0.281,0.421,0.264,0.174,0.348,0.317,,,,58.0,86.0,75.0,0.022,3.89,84.2,,,,,,,,,,,,,,,,,,,,,,,,,61.0,72.0,74.0,0.022,,-4.62,,82.9,,0.333,0.333,0.375,,,
2024/08/16,7:15 PM.,LAD,STL,home,Clear.,86,680736,RF,3,0,0,0,0,0,0,0,0,2,3,.152,.237,.242,.479,680736,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,5.7,6.45,36.1,97.0,95.0,96.0,0.802,6.44,3.96,8.42,2.23,0.69,0.324,0.216,0.162,0.378,0.463,85.0,88.0,88.0,104.0,97.0,97.0,45.0,88.0,78.0,106.0,104.0,103.0,0.044,0.591,0.083,0.12,0.61,-1.16,-6.42,-4.97,95.1,91.4,84.4,82.5,0.205,0.386,0.23,0.267,0.8,0.3,0.385,0.846,0.174,0.333,0.5,0.0,48.0,88.0,90.0,0.032,-3.53,83.9,,,,88.0,104.0,103.0,0.13,-0.17,87.7,0.286,0.643,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/14,6:41 PM.,CIN,STL,away,Partly Cloudy.,85,641941,RF,2,0,1,0,0,0,0,0,0,0,2,.159,.247,.254,.501,641941,emiliopagan,Pagán,Right,Emilio Pagán,CIN,4.5,3.97,38.0,108.0,108.0,109.0,0.735,10.42,2.61,9.47,1.42,0.67,0.233,0.388,0.146,0.408,0.457,,,,117.0,105.0,111.0,,,,,,,,0.576,,,-0.01,,,,94.6,,,,0.259,0.435,0.259,,,,,,,,,,,,,,,,,,,91.0,114.0,108.0,0.273,-0.69,86.4,0.342,0.553,0.311,,,,,,,,,,,,,103.0,107.0,104.0,0.151,,0.22,,83.9,,0.25,0.3,0.442,,,
2024/08/12,6:40 PM.,CIN,STL,away,Partly Cloudy.,79,671096,RF,3,0,0,0,0,0,0,0,1,1,0,.148,.239,.246,.485,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,101.0,98.0,99.0,78.0,96.0,89.0,,,,125.0,106.0,112.0,,0.535,0.186,0.116,-0.26,,0.49,-1.56,92.8,,82.9,80.8,0.254,0.451,0.194,,,,0.327,0.653,0.179,,,,96.0,94.0,97.0,0.163,0.23,84.8,0.214,0.429,0.273,,,,,,,,,,0.189,0.307,0.287,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/23,6:44 PM.,AZ,STL,home,Overcast.,56,674072,DH,3,0,0,0,0,0,0,0,0,1,2,.155,.239,.259,.498,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.58,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,104.0,107.0,105.0,66.0,103.0,95.0,70.0,96.0,87.0,103.0,94.0,96.0,0.196,0.312,0.072,0.257,-0.61,-3.0,-3.52,-1.17,90.0,90.4,82.9,78.2,0.261,0.63,0.135,0.5,0.7,0.35,0.268,0.561,0.123,0.375,0.625,0.072,74.0,93.0,87.0,0.162,-2.25,83.7,0.321,0.464,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
