date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024/08/08,12:05 PM.,WSH,SF,away,Drizzle.,77,687792,C,2,0,1,1,0,0,0,0,1,1,0,.143,.200,.429,.629,687792,djherz,Herz,Left,DJ Herz,WSN,4.16,3.26,88.2,97.0,99.0,97.0,0.734,10.76,3.65,7.71,1.12,0.82,0.254,0.436,0.14,0.326,0.429,,,,93.0,98.0,96.0,,,,105.0,95.0,100.0,,,,,,,,0.542,,,0.179,,0.86,,,,-0.96,,93.5,,,,86.1,,,,,,,,,,,0.222,0.317,0.305,0.2,0.2,0.533,,,,113.0,98.0,99.0,0.245,-0.19,83.5,0.224,0.388,0.26,0.229,0.429,0.275,102.0,82.0,88.0,0.033,1.64,81.2
2024/05/13,6:46 PM.,LAD,SF,home,Partly Cloudy.,59,808967,C,2,0,0,0,0,0,0,0,0,2,3,.083,.083,.333,.416,808967,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,3.0,3.44,90.0,105.0,100.0,106.0,0.75,10.5,2.2,7.8,0.7,1.52,0.246,0.396,0.146,0.325,0.434,109.0,103.0,112.0,84.0,103.0,96.0,101.0,110.0,103.0,116.0,110.0,120.0,91.0,97.0,91.0,121.0,112.0,119.0,0.029,0.404,0.061,0.242,0.033,0.231,0.77,0.28,0.25,-1.65,0.53,1.14,95.5,91.5,90.2,94.9,86.3,78.0,0.364,0.545,0.13,0.17,0.266,0.386,,,,0.262,0.413,0.176,0.214,0.371,0.333,0.35,0.55,0.2,,,,,,,,,,0.158,0.211,0.357,,,,,,
2024/05/10,7:15 PM.,CIN,SF,home,Clear.,64,671096,C,3,0,0,0,0,0,0,0,0,0,2,.100,.100,.400,.500,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,101.0,98.0,99.0,78.0,96.0,89.0,,,,125.0,106.0,112.0,,,,,,,,0.535,,,0.186,0.116,-0.26,,,,0.49,-1.56,92.8,,,,82.9,80.8,,,,,,,0.189,0.307,0.287,0.254,0.451,0.194,0.327,0.653,0.179,,,,96.0,94.0,97.0,0.163,0.23,84.8,0.214,0.429,0.273,,,,,,,,,
2024/05/09,1:09 PM.,COL,SF,away,Cloudy.,51,615698,C,3,0,0,0,0,0,0,0,0,0,1,.143,.143,.571,.714,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,98.0,101.0,104.0,,,,79.0,95.0,89.0,,,,76.0,96.0,93.0,109.0,94.0,97.0,0.402,,0.135,0.32,,0.126,,-0.41,0.4,-2.0,,-0.77,,87.8,86.5,93.8,,79.6,0.35,0.596,0.184,0.206,0.314,0.234,,,,,,,0.25,0.531,0.282,0.296,0.507,0.203,88.0,97.0,103.0,0.018,1.81,84.9,0.222,0.222,0.167,,,,,,,,,
2024/05/06,4:06 PM.,PHI,SF,away,Cloudy.,72,554430,C,3,0,0,0,0,0,0,0,0,2,0,.250,.250,1.000,1.250,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,94.0,110.0,110.0,0.192,0.416,0.093,0.074,0.125,0.1,0.88,-0.23,1.47,2.68,1.04,-0.98,95.3,91.1,86.1,94.6,84.9,81.8,0.189,0.259,0.142,0.137,0.196,0.402,0.152,0.273,0.335,0.209,0.395,0.296,0.205,0.397,0.387,0.226,0.371,0.183,,,,,,,,,,,,,,,,,,
2024/05/05,7:11 PM.,PHI,SF,away,Cloudy.,59,592836,C,1,1,1,0,0,1,1,0,0,0,0,1.000,1.000,4.000,5.000,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,7.1,7.09,83.2,98.0,88.0,95.0,0.847,6.24,3.98,11.51,2.58,0.93,0.184,0.442,0.131,0.389,0.429,87.0,96.0,97.0,61.0,93.0,83.0,78.0,98.0,91.0,56.0,108.0,104.0,95.0,91.0,87.0,108.0,101.0,106.0,0.275,0.126,0.094,0.219,0.178,0.108,-2.65,-4.99,-4.16,-2.96,2.03,1.99,91.5,87.3,86.7,91.1,85.1,74.7,0.378,0.684,0.082,0.38,0.652,0.163,0.157,0.314,0.28,0.346,0.615,0.232,0.172,0.31,0.149,0.435,1.087,0.093,,,,,,,,,,,,,,,,,,
