date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,SV_ba,SV_slg,SV_whiff
2024/09/08,1:37 PM.,LAA,TEX,home,Sunny.,81,702674,CF,4,0,2,0,0,0,1,0,0,0,2,.208,.269,.244,.513,702674,cadendana,Dana,Right,Caden Dana,LAA,9.58,7.27,10.1,89.0,90.0,86.0,0.753,6.97,6.1,12.19,4.35,1.54,0.222,0.556,0.056,0.528,0.422,106.0,95.0,97.0,99.0,68.0,81.0,83.0,91.0,84.0,,,,99.0,87.0,89.0,,0.524,0.267,0.073,0.092,-7.53,,2.73,-4.76,0.38,93.7,85.0,,85.4,74.9,0.462,1.038,0.167,0.077,0.308,0.375,,,,,,,,,,76.0,95.0,79.0,0.044,0.23,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/07,6:08 PM.,LAA,TEX,home,Clear.,85,542881,CF,0,0,0,0,0,0,0,0,0,0,0,.201,.264,.238,.502,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,105.0,100.0,105.0,,,,89.0,99.0,96.0,66.0,95.0,83.0,80.0,141.0,142.0,0.033,0.396,0.013,0.001,0.371,-0.73,-3.87,-0.06,-3.14,1.32,89.4,78.9,88.1,81.3,71.6,0.272,0.494,0.183,0.0,0.0,0.357,0.261,0.696,0.152,0.185,0.259,0.396,,,,99.0,100.0,96.0,0.185,-0.41,84.3,0.264,0.455,0.247,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/06,7:07 PM.,LAA,TEX,home,Roof Closed.,74,691951,CF,1,0,0,0,0,0,0,0,0,1,0,.201,.264,.238,.502,691951,samuelaldegheri,Aldegheri,Left,Sam Aldegheri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313,0.531,0.194,0.273,0.455,0.385,,,,0.222,0.222,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/05,7:08 PM.,LAA,TEX,home,Roof Closed.,74,686799,LF,0,0,0,0,0,0,0,0,0,0,0,.202,.266,.239,.505,686799,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,111.0,95.0,106.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,0.724,0.062,,0.184,0.03,-1.87,0.89,,-1.06,-3.35,96.3,88.3,95.8,,85.0,0.167,0.5,0.364,,,,0.286,0.411,0.121,0.333,0.444,0.067,0.235,0.412,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/04,7:09 PM.,NYY,TEX,home,Roof Closed.,74,573186,RF,4,1,1,0,0,0,0,1,0,2,2,.202,.266,.239,.505,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,94.0,89.0,94.0,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,0.351,0.032,0.16,0.165,,-4.01,-0.03,-2.37,-0.03,,89.9,,90.0,85.3,81.3,0.455,0.636,0.259,0.258,0.386,0.272,0.306,0.466,0.12,,,,0.0,0.0,0.265,106.0,101.0,99.0,0.182,-0.26,88.1,0.296,0.519,0.187,82.0,99.0,93.0,0.111,-0.31,83.3,,,,0.235,0.309,0.241,,,,,,,,,,0.309,0.515,0.313
2024/09/03,7:07 PM.,NYY,TEX,home,Roof Closed.,74,607074,PH,1,0,0,0,0,0,0,0,0,0,0,.201,.266,.239,.505,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.083,0.129,0.05,,-0.4,-1.32,1.44,95.4,85.5,,86.8,81.0,0.262,0.514,0.214,0.199,0.361,0.393,,,,0.188,0.247,0.495,0.281,0.531,0.276,100.0,83.0,82.0,0.035,-3.11,91.8,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/01,1:36 PM.,OAK,TEX,home,Roof Closed.,74,687765,PR,0,1,0,0,0,0,0,1,0,0,0,.203,.267,.241,.508,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,,,,40.0,97.0,84.0,121.0,105.0,109.0,0.146,,0.326,0.121,0.011,,-1.41,0.01,-0.82,-7.88,,88.4,91.9,84.3,80.4,,,,0.278,0.493,0.276,0.338,0.403,0.16,0.571,0.857,0.0,0.196,0.351,0.31,99.0,100.0,96.0,0.396,-0.41,90.7,0.278,0.472,0.176,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/31,6:08 PM.,OAK,TEX,home,Roof Closed.,74,683155,LF,3,0,1,0,0,0,0,1,1,1,0,.203,.267,.241,.508,683155,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.43,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.302,0.479,78.0,93.0,94.0,,,,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,,0.111,0.08,-1.55,-0.2,,-2.46,92.4,84.8,90.8,79.6,,0.257,0.469,0.175,0.261,0.435,0.223,0.263,0.579,0.147,0.357,0.738,0.204,,,,111.0,89.0,91.0,0.007,-13.81,86.4,,,,,,,,,,0.217,0.367,0.216,,,,,,,,,,,,,,,
2024/08/30,7:07 PM.,OAK,TEX,home,Roof Closed.,74,676664,DH,1,1,1,0,0,0,0,0,0,0,0,.200,.262,.239,.501,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,,,,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,0.106,0.363,0.339,,0.192,-0.8,1.37,-0.1,,-0.21,91.9,84.0,90.0,78.9,,0.23,0.476,0.256,0.23,0.525,0.259,0.276,0.395,0.104,0.297,0.428,0.188,,,,,,,,,,,,,,,,,,,0.239,0.381,0.213,,,,,,,,,,,,,,,
2024/08/29,1:09 PM.,CWS,TEX,away,Sunny.,81,680897,RF,0,0,0,0,0,0,0,0,0,0,0,.195,.257,.234,.491,680897,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,7.07,6.45,35.2,84.0,100.0,86.0,0.736,6.56,9.08,8.07,1.77,0.58,0.216,0.477,0.234,0.297,0.361,86.0,75.0,75.0,90.0,81.0,88.0,101.0,78.0,78.0,,,,105.0,94.0,99.0,,0.454,0.362,0.086,0.098,-1.37,,0.09,-1.7,-4.58,93.7,85.8,,84.5,79.2,0.189,0.415,0.204,0.222,0.444,0.346,,,,0.4,0.6,0.32,0.364,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/28,7:22 PM.,CWS,TEX,away,Partly Cloudy.,78,641582,LF,0,0,0,0,0,0,0,0,0,0,0,.195,.257,.234,.491,641582,mattfoster,Foster,Right,Matt Foster,CHW,2.7,7.69,6.2,96.0,93.0,95.0,0.857,5.4,6.75,6.75,1.35,0.5,0.286,0.238,0.048,0.476,0.389,112.0,108.0,123.0,99.0,95.0,85.0,77.0,85.0,79.0,,,,103.0,106.0,104.0,,0.444,0.315,0.083,0.157,1.69,,-1.01,-6.31,0.42,91.9,82.1,,83.7,78.7,0.2,0.2,0.143,0.125,0.5,0.133,,,,0.2,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/27,7:10 PM.,CWS,TEX,away,Cloudy.,77,676979,LF,1,0,0,0,0,0,0,0,0,1,0,.195,.257,.234,.491,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,,,,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,0.021,0.537,0.098,,0.059,1.66,4.04,-2.29,,-0.36,97.2,91.0,97.9,84.3,,0.198,0.295,0.314,,,,0.154,0.154,0.321,0.184,0.289,0.339,,,,94.0,105.0,103.0,0.284,-0.14,91.6,0.268,0.458,0.334,,,,,,,0.228,0.561,0.422,,,,,,,,,,,,,,,
2024/08/24,7:10 PM.,CLE,TEX,away,Partly Cloudy.,77,594902,RF,1,0,0,0,0,0,0,0,0,0,1,.196,.259,.235,.494,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,0.29,0.314,0.218,0.088,0.091,-0.21,0.56,-0.01,-0.11,-0.79,89.9,83.9,90.4,79.4,76.9,0.268,0.504,0.166,0.238,0.476,0.419,0.227,0.392,0.133,0.279,0.382,0.185,0.206,0.365,0.18,,,,,,,,,,,,,,,,0.231,0.413,0.241,,,,,,,,,,,,,,,
2024/08/23,7:11 PM.,CLE,TEX,away,Partly Cloudy.,76,676440,LF,0,0,0,0,0,0,0,0,0,0,0,.197,.261,.237,.498,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,119.0,109.0,112.0,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,0.003,0.434,0.278,0.105,0.18,-0.69,-1.41,1.74,-0.9,0.13,94.6,82.5,93.9,86.2,81.3,0.282,0.476,0.213,0.196,0.411,0.299,,,,0.238,0.431,0.291,0.208,0.458,0.184,,,,,,,0.141,0.225,0.368,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/21,1:38 PM.,PIT,TEX,home,Roof Closed.,74,593334,CF,2,0,0,0,0,0,0,0,1,1,1,.197,.261,.237,.498,593334,domingogerman,Germán,Right,Domingo Germán,PIT,7.84,5.56,20.2,96.0,93.0,95.0,0.804,7.84,5.66,10.89,1.74,0.73,0.152,0.561,0.182,0.273,0.389,115.0,108.0,111.0,107.0,97.0,100.0,70.0,89.0,86.0,61.0,95.0,78.0,,,,0.043,0.399,,0.332,0.225,-3.04,7.54,,-0.83,-0.94,90.7,84.4,90.7,,81.8,0.344,0.531,0.107,,,,0.167,0.167,0.2,0.333,0.389,0.24,0.25,0.5,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/18,1:38 PM.,MIN,TEX,home,Roof Closed.,74,641154,LF,0,0,0,0,0,0,0,0,0,0,0,.200,.259,.240,.499,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,0.219,0.1,0.201,1.65,-2.77,-0.84,-1.28,-0.14,95.0,88.5,94.5,84.5,82.4,0.208,0.352,0.259,,,,0.426,0.639,0.142,0.281,0.359,0.249,0.23,0.446,0.341,,,,,,,,,,,,,,,,0.239,0.436,0.331,,,,,,,,,,,,,,,
2024/08/15,7:07 PM.,MIN,TEX,home,Roof Closed.,74,641927,LF,3,0,1,0,0,0,0,1,1,1,0,.200,.259,.240,.499,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,,,,74.0,100.0,101.0,,0.381,0.118,0.011,0.294,-0.01,,2.03,4.57,1.98,91.7,83.4,,80.3,76.0,0.258,0.506,0.222,0.095,0.162,0.307,,,,0.154,0.285,0.395,0.0,0.0,0.375,84.0,104.0,100.0,0.195,-0.86,86.2,0.279,0.504,0.229,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/14,6:11 PM.,BOS,TEX,away,Cloudy.,77,656557,RF,2,0,0,0,0,0,0,0,0,1,2,.197,.253,.238,.491,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,0.324,,0.414,,,,0.67,0.54,,,,,93.5,83.2,,,,,,,,0.27,0.325,0.142,,,,,,,95.0,93.0,93.0,0.015,-0.95,87.1,0.2,0.4,0.235,116.0,103.0,109.0,0.248,1.74,88.4,0.23,0.357,0.302,0.195,0.265,0.208,,,,,,,,,,,,
2024/08/10,1:09 PM.,NYY,TEX,away,Sunny.,84,607074,RF,1,0,0,0,0,0,0,0,0,0,0,.200,.252,.241,.493,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.083,0.129,0.05,,-0.4,-1.32,1.44,95.4,85.5,,86.8,81.0,0.262,0.514,0.214,0.199,0.361,0.393,,,,0.188,0.247,0.495,0.281,0.531,0.276,100.0,83.0,82.0,0.035,-3.11,91.8,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/10,4:42 PM.,NYY,TEX,away,Sunny.,85,543037,LF,0,0,0,0,0,0,0,0,0,0,0,.200,.252,.241,.493,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,,,,116.0,100.0,104.0,,,,128.0,106.0,112.0,0.002,0.462,0.146,,0.04,0.7,17.25,1.25,,-3.6,95.9,88.2,93.7,88.2,,0.189,0.365,0.234,0.222,0.27,0.264,0.0,0.0,0.143,0.333,0.667,0.28,0.209,0.239,0.301,99.0,102.0,102.0,0.163,-0.7,91.4,0.32,0.56,0.22,,,,,,,,,,,,,102.0,99.0,106.0,0.187,2.35,82.5,,,,,,
2024/08/07,1:38 PM.,HOU,TEX,home,Roof Closed.,74,579328,PR,0,0,0,0,0,0,0,0,0,0,0,.201,.253,.243,.496,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,99.0,105.0,105.0,114.0,103.0,107.0,,,,111.0,100.0,106.0,,0.471,0.235,0.183,0.111,-0.08,,1.31,0.02,-0.15,95.5,86.7,,88.3,82.4,0.274,0.505,0.28,0.21,0.28,0.297,,,,0.194,0.25,0.358,0.264,0.395,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/03,6:07 PM.,BOS,TEX,home,Roof Closed.,74,656557,LF,0,0,0,0,0,0,0,0,0,0,0,.201,.253,.243,.496,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,0.324,,0.414,,,,0.67,0.54,,,,,93.5,83.2,,,,,,,,0.27,0.325,0.142,,,,,,,95.0,93.0,93.0,0.015,-0.95,87.1,0.2,0.4,0.235,116.0,103.0,109.0,0.248,1.74,88.4,0.23,0.357,0.302,0.195,0.265,0.208,,,,,,,,,,,,
2024/07/31,1:16 PM.,STL,TEX,away,Sunny.,94,700241,CF,3,0,0,0,0,0,0,0,0,1,1,.201,.253,.243,.496,700241,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.96,3.59,23.0,107.0,82.0,101.0,0.783,7.04,0.78,6.26,0.39,3.64,0.138,0.523,0.2,0.262,0.447,46.0,110.0,100.0,88.0,96.0,98.0,67.0,117.0,105.0,87.0,105.0,99.0,117.0,107.0,113.0,0.35,0.196,0.19,0.061,0.093,2.76,3.74,0.41,-0.51,-0.49,93.0,87.3,91.9,84.3,79.8,0.083,0.25,0.31,0.222,0.444,0.345,0.184,0.211,0.06,0.333,0.333,0.182,0.25,0.25,0.5,63.0,97.0,84.0,0.109,2.29,88.9,0.2,0.4,0.294,,,,,,,,,,,,,,,,,,,,,,,,
