date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,wFO/C,wKC/C,vFO,vKC,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024/07/26,6:40 PM.,MIN,DET,home,Clear.,79,641154,C,2,1,1,0,0,0,0,0,1,0,2,.242,.327,.393,.720,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,0.219,0.201,1.65,-2.77,-0.84,-0.14,95.0,88.5,94.5,84.5,,,,0.208,0.352,0.259,0.426,0.639,0.142,0.281,0.359,0.249,,,,,,,,,,0.239,0.436,0.331,92.0,103.0,108.0,0.1,-1.28,82.4,0.23,0.446,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/24,6:42 PM.,CLE,DET,away,Cloudy.,77,676440,C,3,0,0,0,0,0,0,0,0,1,0,.239,.318,.392,.710,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,0.003,0.434,0.278,0.18,-0.69,-1.41,1.74,0.13,94.6,82.5,93.9,86.2,0.196,0.411,0.299,0.282,0.476,0.213,,,,0.238,0.431,0.291,,,,,,,0.141,0.225,0.368,,,,119.0,109.0,112.0,0.105,-0.9,81.3,0.208,0.458,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/21,1:39 PM.,TOR,DET,away,Partly Cloudy.,74,592332,C,4,0,1,0,0,0,0,0,0,0,2,.243,.323,.399,.722,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,0.054,0.528,0.084,,0.43,-3.21,-1.21,,93.9,,93.3,82.7,0.268,0.439,0.266,0.277,0.466,0.175,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,88.0,108.0,106.0,0.334,0.51,86.0,0.169,0.262,0.335,,,,,,,,,,,,,,,,,,,,,
2024/07/19,7:09 PM.,TOR,DET,away,Clear.,73,605135,C,3,0,0,0,0,0,0,0,0,1,1,.243,.325,.402,.727,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,75.0,87.0,84.0,64.0,103.0,94.0,96.0,101.0,97.0,120.0,96.0,106.0,0.407,0.045,0.118,0.053,-1.6,-0.08,-0.88,-2.29,92.6,84.5,92.5,77.2,0.375,0.781,0.096,0.242,0.394,0.25,0.327,0.423,0.128,0.321,0.607,0.158,79.0,101.0,91.0,0.197,0.44,89.6,0.188,0.316,0.268,0.154,0.231,0.458,101.0,91.0,102.0,0.137,-0.09,71.0,0.221,0.351,0.292,87.0,90.0,86.0,0.043,-2.64,84.1,0.303,0.364,0.167,,,,,,,,,,,,,,,,,,,,,
2024/07/14,1:41 PM.,LAD,DET,home,Partly Cloudy.,85,641703,C,3,0,1,0,0,0,0,0,1,0,1,.247,.326,.410,.736,641703,brenthoneywell,Honeywell,Right,Brent Honeywell,- - -,2.63,4.91,37.2,99.0,79.0,93.0,0.872,4.3,2.63,7.65,0.72,1.14,0.271,0.347,0.144,0.331,0.45,126.0,131.0,126.0,66.0,93.0,82.0,70.0,127.0,112.0,107.0,105.0,109.0,0.015,0.508,0.237,0.005,0.66,5.27,2.77,15.06,94.7,84.9,94.9,85.7,0.161,0.258,0.147,0.254,0.418,0.139,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,0.235,-2.19,0.321,0.429,0.212,,,,,,
2024/07/13,1:10 PM.,LAD,DET,home,Sunny.,86,680736,C,5,1,1,0,0,0,1,0,0,0,2,.245,.322,.411,.733,680736,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,5.7,6.45,36.1,97.0,95.0,96.0,0.802,6.44,3.96,8.42,2.23,0.69,0.324,0.216,0.162,0.378,0.463,48.0,88.0,90.0,104.0,97.0,97.0,45.0,88.0,78.0,106.0,104.0,103.0,0.044,0.591,0.083,0.032,0.61,-1.16,-6.42,-3.53,95.1,83.9,91.4,84.4,0.267,0.8,0.3,0.205,0.386,0.23,0.333,0.5,0.0,,,,88.0,104.0,103.0,0.13,-0.17,87.7,0.286,0.643,0.25,,,,85.0,88.0,88.0,0.12,-4.97,82.5,0.385,0.846,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/11,1:09 PM.,CLE,DET,home,Sunny.,83,675921,C,3,2,1,0,0,1,1,0,2,0,2,.247,.326,.418,.744,675921,spencerhoward,Howard,Right,Spencer Howard,- - -,6.21,5.35,29.0,103.0,86.0,96.0,0.79,8.38,4.34,13.66,1.55,0.89,0.32,0.379,0.136,0.398,0.477,104.0,92.0,87.0,74.0,107.0,97.0,,,,101.0,104.0,101.0,,0.51,0.251,0.169,-1.3,,-2.27,-4.38,93.8,80.1,,85.3,0.394,0.606,0.333,0.353,0.5,0.188,,,,0.286,0.714,0.3,,,,,,,,,,,,,77.0,105.0,97.0,0.069,-1.96,75.7,0.167,0.167,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/09,6:40 PM.,CLE,DET,home,Cloudy.,83,594902,C,4,1,1,0,0,0,1,0,0,1,2,.245,.318,.400,.718,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,0.29,0.314,0.218,0.091,-0.21,0.56,-0.01,-0.79,89.9,83.9,90.4,79.4,0.238,0.476,0.419,0.268,0.504,0.166,0.227,0.392,0.133,0.279,0.382,0.185,,,,,,,,,,0.231,0.413,0.241,43.0,106.0,93.0,0.088,-0.11,76.9,0.206,0.365,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/06,4:11 PM.,CIN,DET,away,Partly Cloudy.,85,668881,C,3,0,1,1,0,0,1,0,1,0,1,.245,.321,.404,.725,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,,,,123.0,102.0,104.0,,,,125.0,96.0,103.0,,0.552,0.346,,1.56,,0.62,,97.6,,,86.8,0.161,0.3,0.39,0.184,0.273,0.248,,,,,,,,,,,,,,,,,,,118.0,96.0,101.0,0.018,-2.87,80.9,0.4,1.0,0.2,120.0,89.0,103.0,0.083,-0.79,87.0,0.243,0.405,0.284,,,,,,,,,,,,,,,,,,,,,
2024/07/05,7:17 PM.,CIN,DET,away,Partly Cloudy.,80,686730,C,5,0,1,0,0,0,0,0,0,3,2,.243,.317,.399,.716,686730,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.46,4.84,90.2,103.0,89.0,100.0,0.805,7.94,2.68,11.12,1.99,0.79,0.265,0.413,0.195,0.339,0.452,69.0,102.0,90.0,76.0,101.0,95.0,80.0,107.0,99.0,121.0,106.0,113.0,0.175,0.299,0.245,0.121,-1.66,0.68,-1.23,-5.43,92.4,86.7,92.1,81.5,0.0,0.0,0.4,0.256,0.462,0.205,0.3,0.5,0.122,0.396,0.774,0.198,82.0,103.0,98.0,0.16,-0.84,87.8,0.321,0.547,0.195,0.291,0.544,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/03,7:11 PM.,MIN,DET,away,Partly Cloudy.,83,701581,C,4,1,1,0,0,1,4,0,0,1,1,.245,.321,.406,.727,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,72.0,105.0,105.0,107.0,96.0,99.0,,,,118.0,103.0,105.0,,0.402,0.318,0.28,-0.79,,1.48,-1.14,94.7,88.4,,86.1,0.207,0.315,0.291,0.304,0.544,0.194,,,,0.237,0.463,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/30,1:08 PM.,LAA,DET,away,Partly Cloudy.,87,542881,C,4,2,2,0,0,1,3,0,0,0,0,.245,.323,.388,.711,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,105.0,100.0,105.0,89.0,99.0,96.0,66.0,95.0,83.0,80.0,141.0,142.0,0.033,0.396,0.013,0.371,-0.73,-3.87,-0.06,1.32,89.4,78.9,88.1,81.3,0.0,0.0,0.357,0.272,0.494,0.183,0.261,0.696,0.152,0.185,0.259,0.396,99.0,100.0,96.0,0.185,-0.41,84.3,0.264,0.455,0.247,,,,,,,0.001,-3.14,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/27,6:37 PM.,LAA,DET,away,Clear.,77,669721,C,3,0,0,0,0,0,0,0,0,0,0,.237,.318,.363,.681,669721,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.34,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,61.0,107.0,98.0,,,,125.0,101.0,108.0,,0.48,0.238,0.205,-1.06,,-0.4,-2.86,91.5,84.6,,81.8,0.226,0.419,0.239,0.328,0.586,0.147,,,,0.4,0.533,0.226,,,,,,,,,,,,,94.0,89.0,85.0,0.077,2.13,74.3,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/26,1:10 PM.,PHI,DET,home,Cloudy.,80,605513,C,3,0,0,0,0,0,0,0,0,0,0,.242,.324,.371,.695,605513,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,4.05,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,92.0,95.0,94.0,88.0,99.0,93.0,127.0,97.0,102.0,0.123,0.348,0.385,0.053,-0.44,-1.59,1.98,1.35,92.0,87.7,93.2,83.9,0.071,0.071,0.4,0.28,0.453,0.162,0.238,0.667,0.111,0.0,0.0,0.167,,,,,,,,,,0.145,0.226,0.308,103.0,100.0,102.0,0.09,2.0,78.8,0.067,0.067,0.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/24,6:40 PM.,PHI,DET,home,Partly Cloudy.,81,605400,C,3,0,2,0,0,0,1,0,0,1,0,.248,.331,.380,.711,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,78.0,102.0,91.0,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.204,0.278,,0.096,0.81,-0.34,,-1.67,92.5,85.7,91.5,,,,,0.168,0.318,0.224,0.313,0.475,0.136,0.279,0.426,0.135,69.0,99.0,92.0,0.092,-2.57,87.5,0.389,0.796,0.178,,,,,,,,,,0.221,0.381,0.37,,,,,,,,,,135.0,106.0,113.0,,0.329,,0.94,,79.1,,,,,,,,,,,,
2024/06/21,6:40 PM.,CWS,DET,home,Clear.,85,607200,C,3,1,1,0,0,1,2,0,0,0,0,.238,.324,.373,.697,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,17.0,112.0,76.0,76.0,105.0,93.0,126.0,101.0,106.0,0.308,0.003,0.202,0.164,-6.18,0.59,1.28,-0.54,92.9,87.7,93.0,83.5,,,,0.5,0.5,0.0,0.25,0.358,0.202,0.228,0.351,0.165,78.0,104.0,97.0,0.323,0.43,89.9,0.262,0.47,0.232,0.165,0.309,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/18,7:20 PM.,ATL,DET,away,Partly Cloudy.,84,680885,C,3,0,0,0,0,0,0,0,1,1,0,.236,.324,.350,.674,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,,,,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,0.068,0.291,0.199,,0.27,-0.12,0.61,,96.1,,95.1,87.3,0.225,0.333,0.279,0.24,0.448,0.205,0.231,0.385,0.078,,,,94.0,104.0,100.0,0.168,0.53,92.9,0.27,0.5,0.199,,,,101.0,104.0,108.0,0.146,0.29,80.6,0.236,0.436,0.409,84.0,107.0,109.0,0.128,1.96,84.5,0.147,0.235,0.463,,,,,,,,,,,,,,,,,,,,,
2024/06/16,1:10 PM.,HOU,DET,away,Roof Closed.,73,669854,C,2,0,0,0,0,0,0,0,1,1,0,.242,.326,.358,.684,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,0.383,0.302,0.221,-0.42,,2.24,-0.16,93.4,85.2,,86.4,0.18,0.284,0.333,0.232,0.497,0.192,,,,0.188,0.356,0.343,,,,,,,,,,,,,75.0,96.0,100.0,0.094,2.55,80.1,0.071,0.071,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/15,3:10 PM.,HOU,DET,away,Roof Closed.,73,681293,C,4,3,3,0,0,1,1,0,0,0,3,.246,.326,.364,.690,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,91.0,100.0,99.0,,,,117.0,93.0,101.0,,0.41,0.108,0.086,-1.33,,0.99,-2.52,94.1,85.5,,80.8,,,,0.303,0.528,0.198,,,,0.395,0.512,0.378,66.0,98.0,96.0,0.196,0.57,88.2,0.248,0.444,0.228,0.113,0.226,0.386,118.0,98.0,104.0,0.2,0.8,78.4,0.171,0.282,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/12,6:40 PM.,WSH,DET,home,Clear.,84,663623,C,4,0,0,0,0,0,0,0,0,1,2,.228,.307,.325,.632,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,99.0,91.0,93.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,0.205,0.379,0.003,0.035,0.44,-0.64,-14.34,1.34,93.9,88.4,93.3,85.9,,,,0.204,0.381,0.235,0.325,0.497,0.149,0.125,0.125,0.349,78.0,102.0,93.0,0.065,0.06,89.9,0.283,0.522,0.204,,,,110.0,104.0,106.0,0.313,0.24,81.1,0.226,0.42,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/08,4:11 PM.,MIL,DET,home,Cloudy.,77,642547,C,4,1,2,0,0,0,1,0,0,2,0,.236,.317,.336,.653,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,84.0,92.0,88.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,0.539,0.217,0.175,0.05,,-0.09,0.84,94.3,87.7,,81.4,0.203,0.384,0.41,0.239,0.424,0.252,,,,0.218,0.291,0.369,,,,,,,,,,,,,104.0,106.0,110.0,0.07,0.36,78.1,0.182,0.341,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/07,6:40 PM.,MIL,DET,home,Cloudy.,70,668964,C,3,0,0,0,0,0,0,0,0,1,2,.226,.311,.330,.641,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,87.0,105.0,100.0,71.0,92.0,74.0,92.0,106.0,103.0,0.005,0.401,0.21,0.114,0.58,11.28,1.43,1.18,92.9,81.1,91.5,85.5,0.198,0.255,0.248,0.239,0.436,0.194,0.0,0.0,0.0,0.083,0.083,0.444,96.0,100.0,91.0,0.23,-0.75,89.2,0.336,0.518,0.123,,,,73.0,99.0,104.0,0.041,-3.19,77.8,0.421,0.579,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/04,7:07 PM.,TEX,DET,away,Roof Closed.,74,641540,C,2,0,0,0,0,0,0,0,0,0,1,.233,.319,.340,.659,641540,danedunning,Dunning,Right,Dane Dunning,TEX,5.31,5.28,95.0,98.0,82.0,94.0,0.785,8.62,3.79,9.19,1.71,1.15,0.158,0.5,0.127,0.345,0.425,83.0,94.0,86.0,40.0,103.0,91.0,79.0,102.0,97.0,102.0,100.0,97.0,0.377,0.028,0.234,0.125,-2.6,0.0,-1.44,-1.22,89.2,85.0,89.7,80.6,0.274,0.512,0.304,0.25,0.583,0.259,0.276,0.442,0.133,0.233,0.488,0.327,74.0,99.0,94.0,0.188,-0.73,88.1,0.254,0.46,0.242,,,,,,,,,,0.0,0.0,0.429,,,,,,,,,,58.0,89.0,98.0,0.001,0.047,-6.34,0.09,76.4,75.6,,,,,,,,,,,,
2024/06/02,1:37 PM.,BOS,DET,away,Partly Cloudy.,83,678394,C,5,0,2,1,0,0,1,0,0,3,0,.238,.319,.347,.666,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,0.403,0.048,0.28,0.269,0.25,-0.24,-0.58,0.15,95.6,87.6,95.7,86.8,0.268,0.401,0.343,0.12,0.16,0.218,0.309,0.44,0.111,0.177,0.354,0.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/31,7:10 PM.,BOS,DET,away,Partly Cloudy.,73,656557,C,3,0,1,0,0,0,0,0,1,0,0,.229,.315,.333,.648,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,0.324,,0.414,,,0.67,0.54,,,,93.5,83.2,,,,,,,0.27,0.325,0.142,,,,95.0,93.0,93.0,0.015,-0.95,87.1,0.2,0.4,0.235,0.23,0.357,0.302,,,,,,,,,,116.0,103.0,109.0,0.248,1.74,88.4,0.195,0.265,0.208,,,,,,,,,,,,,,,,,,,,,
2024/05/30,7:22 PM.,BOS,DET,away,Partly Cloudy.,62,601713,C,4,1,1,0,1,0,0,0,0,1,1,.226,.308,.333,.641,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,,,,122.0,105.0,108.0,,,,155.0,103.0,111.0,,0.486,0.291,,0.73,,-0.1,,93.9,,,82.6,0.143,0.393,0.326,0.239,0.399,0.218,,,,,,,104.0,96.0,82.0,0.059,-4.63,88.3,0.394,0.879,0.211,0.224,0.436,0.35,118.0,104.0,104.0,0.163,0.61,80.0,0.167,0.4,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/29,3:42 PM.,PIT,DET,home,Partly Cloudy.,70,694973,C,3,0,1,0,0,0,0,0,0,0,0,.225,.310,.315,.625,694973,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.53,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.235,0.427,82.0,108.0,107.0,98.0,107.0,103.0,80.0,95.0,86.0,131.0,101.0,113.0,0.284,0.392,0.162,0.054,0.64,3.52,0.8,2.34,98.8,87.3,94.0,85.4,0.286,0.571,0.328,0.23,0.351,0.242,0.184,0.234,0.293,0.088,0.118,0.548,,,,,,,,,,0.104,0.188,0.226,105.0,100.0,104.0,0.108,-0.18,83.0,0.25,0.375,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/26,11:35 AM.,TOR,DET,home,Partly Cloudy.,74,579328,C,5,1,1,0,0,1,3,0,0,0,4,.221,.309,.314,.623,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,114.0,103.0,107.0,,,,111.0,100.0,106.0,,0.471,0.235,0.111,-0.08,,1.31,-0.15,95.5,86.7,,88.3,0.21,0.28,0.297,0.274,0.505,0.28,,,,0.194,0.25,0.358,,,,,,,,,,,,,99.0,105.0,105.0,0.183,0.02,82.4,0.264,0.395,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/24,6:41 PM.,TOR,DET,home,Partly Cloudy.,80,666201,C,4,0,1,0,0,0,0,0,0,1,4,.222,.315,.284,.599,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,3.7,4.14,24.1,95.0,86.0,92.0,0.737,9.62,2.96,6.29,1.85,0.85,0.215,0.508,0.123,0.292,0.416,82.0,98.0,103.0,89.0,92.0,87.0,77.0,92.0,83.0,93.0,100.0,99.0,0.272,0.275,0.305,0.148,-0.19,1.91,-0.36,-1.14,93.4,87.5,93.5,81.0,0.219,0.438,0.3,0.143,0.19,0.341,0.136,0.136,0.191,0.267,0.867,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/23,6:40 PM.,TOR,DET,home,Clear.,82,592332,C,3,0,1,0,0,0,0,0,0,1,0,.221,.318,.286,.604,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,0.054,0.528,0.084,,0.43,-3.21,-1.21,,93.9,,93.3,82.7,0.268,0.439,0.266,0.277,0.466,0.175,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,88.0,108.0,106.0,0.334,0.51,86.0,0.169,0.262,0.335,,,,,,,,,,,,,,,,,,,,,
2024/05/21,6:40 PM.,KC,DET,away,Partly Cloudy.,75,679525,C,3,0,0,0,0,0,0,0,1,2,2,.216,.318,.284,.602,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,93.0,98.0,95.0,98.0,99.0,97.0,117.0,99.0,107.0,0.138,0.37,0.228,0.1,0.34,-1.16,-0.57,0.84,94.2,86.3,93.6,86.5,0.29,0.462,0.294,0.208,0.383,0.223,0.317,0.524,0.099,0.204,0.296,0.177,,,,,,,,,,0.2,0.433,0.464,103.0,105.0,103.0,0.164,-1.2,82.8,0.263,0.5,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/19,1:10 PM.,AZ,DET,away,Roof Closed.,77,656756,C,2,0,0,0,0,0,0,0,0,0,1,.225,.321,.296,.617,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,66.0,98.0,89.0,89.0,95.0,93.0,104.0,95.0,90.0,0.308,0.173,0.018,0.193,-0.02,-2.11,3.84,-1.92,92.1,83.1,91.8,84.2,0.0,0.0,0.5,0.284,0.375,0.184,0.374,0.577,0.159,0.321,0.593,0.386,,,,,,,,,,,,,106.0,102.0,107.0,0.307,-0.83,79.2,0.27,0.453,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/18,5:12 PM.,AZ,DET,away,Roof Closed.,78,668678,C,4,1,2,1,0,0,2,0,0,1,1,.232,.329,.304,.633,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,0.001,0.463,0.087,0.14,-0.55,-1.02,-0.56,0.43,93.7,86.6,94.7,87.0,0.31,0.476,0.337,0.28,0.46,0.133,,,,0.27,0.382,0.265,89.0,87.0,79.0,0.031,-0.78,90.3,0.25,0.625,0.36,,,,,,,,,,0.148,0.23,0.392,,,,,,,,,,107.0,108.0,112.0,,0.277,,2.29,,81.0,,,,,,,,,,,,
