date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2024/07/20,6:45 PM.,CIN,WSH,home,Cloudy.,78,666157,C,2,1,0,0,0,0,0,0,1,0,0,.234,.302,.351,.653,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.72,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,100.0,119.0,103.0,97.0,111.0,97.0,93.0,,,,0.133,0.43,,0.273,0.164,0.11,,0.99,-0.75,-0.21,94.1,,88.1,94.1,81.7,0.232,0.39,0.259,0.241,0.407,0.23,,,,0.234,0.453,0.183,0.217,0.302,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/13,3:11 PM.,MIL,WSH,away,Partly Cloudy.,86,572971,C,3,0,2,0,0,0,1,0,0,0,0,.239,.301,.359,.660,572971,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,5.11,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,,,,,,,71.0,97.0,96.0,89.0,88.0,86.0,0.568,,0.146,,0.276,,-4.71,-2.99,,2.23,,84.6,81.1,88.1,,0.059,0.059,0.353,,,,0.375,0.875,0.083,0.422,0.667,0.152,,,,116.0,91.0,97.0,0.01,1.97,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/11,1:10 PM.,NYM,WSH,away,Sunny.,87,656849,C,4,0,0,0,0,0,0,0,0,2,4,.225,.290,.348,.638,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,,,,0.31,0.265,,0.076,0.164,0.39,,1.83,0.11,0.03,93.1,,84.7,91.9,79.1,0.211,0.324,0.271,0.22,0.266,0.287,,,,0.253,0.36,0.16,0.207,0.345,0.259,115.0,99.0,104.0,0.184,-1.81,85.1,0.287,0.447,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/07,1:35 PM.,STL,WSH,home,Partly Cloudy.,93,502043,C,4,0,1,0,0,0,1,0,0,1,0,.235,.302,.365,.667,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,99.0,92.0,89.0,102.0,103.0,104.0,80.0,88.0,83.0,84.0,101.0,96.0,96.0,95.0,91.0,0.264,0.132,0.211,0.086,0.099,-1.39,0.21,0.22,-2.21,1.2,91.4,88.6,84.9,90.7,78.3,0.19,0.254,0.39,0.268,0.563,0.065,0.299,0.479,0.181,0.267,0.422,0.092,0.325,0.675,0.462,104.0,102.0,105.0,0.207,0.92,80.7,,,,,,,0.2,0.312,0.412,,,,,,,,,,,,,,,,,,,,,
2024/07/05,6:45 PM.,STL,WSH,home,Partly Cloudy.,96,543243,C,0,0,0,0,0,0,0,0,0,0,0,.235,.304,.370,.674,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,92.0,98.0,96.0,0.178,0.239,0.178,0.139,0.064,-0.05,0.19,1.64,0.7,-2.25,92.4,87.7,88.3,92.7,80.0,0.357,0.714,0.328,0.333,0.567,0.182,0.287,0.494,0.308,0.2,0.385,0.208,0.21,0.452,0.331,152.0,114.0,125.0,0.201,0.94,84.8,,,,,,,0.142,0.205,0.444,,,,0.0,-2.42,75.4,,,,,,,,,,,,,,,
2024/07/04,11:05 AM.,NYM,WSH,home,Partly Cloudy.,87,500779,C,2,0,2,0,0,0,0,0,0,0,0,.235,.304,.370,.674,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.203,0.26,0.367,0.227,0.427,0.169,,,,0.249,0.431,0.131,0.265,0.444,0.264,,,,,,,,,,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/01,4:10 PM.,CLE,WSH,away,Partly Cloudy.,80,594902,C,3,0,0,0,0,0,0,0,0,2,0,.215,.281,.354,.635,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,,,,0.29,0.314,,0.088,0.091,-0.21,,0.56,-0.11,-0.79,89.9,,83.9,90.4,76.9,0.279,0.382,0.185,0.268,0.504,0.166,,,,0.227,0.392,0.133,0.206,0.365,0.18,105.0,102.0,101.0,0.218,-0.01,79.4,0.238,0.476,0.419,,,,0.231,0.413,0.241,,,,,,,,,,,,,,,,,,,,,
2024/05/28,7:21 PM.,ATL,WSH,away,Partly Cloudy.,82,608331,C,3,0,0,0,0,0,0,0,0,3,1,.224,.291,.368,.659,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,93.0,96.0,94.0,0.158,0.327,0.054,0.21,0.136,0.63,-1.33,1.47,1.39,1.7,93.9,88.5,85.7,93.6,74.6,0.196,0.283,0.251,0.266,0.36,0.182,0.286,0.476,0.286,0.265,0.299,0.137,0.154,0.285,0.371,102.0,97.0,98.0,0.115,0.5,82.1,0.22,0.293,0.297,,,,0.167,0.2,0.358,,,,,,,,,,,,,,,,,,,,,
2024/05/26,1:35 PM.,SEA,WSH,home,Partly Cloudy.,84,693433,C,2,0,0,0,0,0,0,0,0,0,0,.233,.301,.384,.685,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,116.0,109.0,109.0,,,,0.23,0.489,,,0.094,1.44,,1.85,,0.0,94.8,,89.6,94.7,,0.186,0.373,0.207,0.218,0.355,0.273,,,,0.234,0.315,0.097,,,,113.0,101.0,107.0,0.187,1.23,84.2,0.265,0.529,0.241,,,,0.1,0.1,0.417,,,,,,,,,,,,,,,,,,,,,
2024/05/22,1:05 PM.,MIN,WSH,home,Sunny.,85,680573,C,2,0,1,0,0,0,0,0,0,0,0,.239,.309,.394,.703,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,,,,,,,,0.403,,0.093,0.193,0.82,,,1.68,-3.33,93.1,,82.8,,76.1,0.311,0.622,0.205,0.258,0.356,0.219,,,,,,,0.186,0.326,0.221,92.0,108.0,106.0,0.312,0.76,86.4,0.214,0.313,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/18,6:31 PM.,PHI,WSH,away,Rain.,63,650911,C,4,0,1,0,0,0,0,0,0,2,2,.232,.304,.391,.695,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,86.0,52.0,74.0,0.473,,0.001,,0.357,,2.59,-0.55,,1.56,,86.5,85.1,94.5,,0.177,0.22,0.348,,,,,,,0.345,0.481,0.131,,,,102.0,102.0,103.0,0.169,0.65,84.4,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/15,1:10 PM.,CWS,WSH,away,Sunny.,60,676979,C,2,0,1,1,0,0,0,0,1,0,1,.231,.307,.400,.707,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,,,,104.0,103.0,103.0,123.0,98.0,97.0,94.0,105.0,103.0,0.021,0.537,0.284,,0.059,1.66,-0.14,4.04,,-0.36,97.2,91.6,91.0,97.9,,0.184,0.289,0.339,0.198,0.295,0.314,0.268,0.458,0.334,0.154,0.154,0.321,,,,138.0,102.0,107.0,0.098,-2.29,84.3,,,,,,,0.228,0.561,0.422,,,,,,,,,,,,,,,,,,,,,
2024/05/14,3:40 PM.,CWS,WSH,away,Cloudy.,55,623167,C,3,0,0,0,0,0,0,0,0,2,2,.222,.292,.381,.673,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,47.0,101.0,90.0,0.002,0.37,0.261,0.122,0.157,-0.64,-0.75,2.01,0.43,-1.32,91.3,87.4,81.3,91.4,72.0,0.257,0.436,0.379,0.261,0.473,0.132,0.319,0.536,0.218,,,,0.246,0.393,0.308,148.0,102.0,103.0,0.087,-2.65,80.0,0.361,0.475,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/12,1:37 PM.,BOS,WSH,away,Partly Cloudy.,61,678394,C,2,0,1,0,0,0,0,1,0,0,0,.233,.304,.400,.704,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,74.0,108.0,101.0,103.0,100.0,101.0,,,,0.403,0.048,,,0.269,0.25,,-0.24,,0.15,95.6,,87.6,95.7,,0.177,0.354,0.369,0.12,0.16,0.218,,,,0.309,0.44,0.111,,,,114.0,98.0,110.0,0.28,-0.58,86.8,0.268,0.401,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/03,6:45 PM.,TOR,WSH,home,Partly Cloudy.,64,579328,C,3,2,1,0,0,0,0,0,1,2,2,.224,.288,.397,.685,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,99.0,105.0,105.0,114.0,103.0,107.0,,,,,,,,0.471,,0.183,0.111,-0.08,,,0.02,-0.15,95.5,,86.7,,82.4,0.194,0.25,0.358,0.274,0.505,0.28,,,,,,,0.264,0.395,0.274,111.0,100.0,106.0,0.235,1.31,88.3,0.21,0.28,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/01,7:07 PM.,TEX,WSH,away,Roof Closed.,74,571760,C,3,0,0,0,0,0,0,0,0,1,0,.218,.274,.400,.674,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,126.0,105.0,103.0,77.0,102.0,98.0,34.0,82.0,74.0,20.0,51.0,51.0,0.014,0.501,0.001,0.036,0.17,0.15,-19.13,-4.52,-3.31,0.46,91.5,86.6,83.7,92.2,75.6,0.239,0.384,0.243,0.23,0.412,0.213,,,,0.455,0.455,0.125,0.5,1.1,0.188,79.0,100.0,103.0,0.278,-0.26,82.5,0.26,0.385,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/28,1:41 PM.,MIA,WSH,away,Roof Closed.,72,677960,C,4,0,0,0,0,0,0,0,1,3,7,.231,.288,.423,.711,677960,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.2,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,84.0,102.0,103.0,,,,96.0,97.0,96.0,82.0,98.0,95.0,,,,0.121,0.397,,,0.26,-0.81,,0.13,,1.39,95.9,,86.4,94.5,,0.193,0.367,0.379,0.319,0.451,0.141,,,,0.259,0.5,0.063,,,,120.0,87.0,98.0,0.222,0.49,82.9,0.25,0.5,0.5,,,,0.118,0.176,0.51,,,,,,,,,,,,,,,,,,,,,
2024/04/24,6:45 PM.,LAD,WSH,home,Partly Cloudy.,71,689017,C,4,0,0,0,0,0,0,0,0,1,0,.250,.296,.458,.754,689017,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.94,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.429,73.0,91.0,90.0,77.0,92.0,89.0,115.0,99.0,103.0,,,,,,,,0.463,,0.162,0.145,0.2,,,-1.55,-0.24,93.5,,84.2,,79.6,0.182,0.364,0.271,0.228,0.526,0.203,,,,,,,0.333,0.485,0.206,120.0,105.0,104.0,0.23,1.46,85.1,0.183,0.296,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/23,6:45 PM.,LAD,WSH,home,Clear.,71,572020,C,3,0,0,0,0,0,0,0,1,0,2,.273,.320,.500,.820,572020,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.74,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,72.0,95.0,95.0,,,,69.0,98.0,86.0,64.0,107.0,97.0,82.0,95.0,83.0,0.05,0.551,0.031,,0.066,-0.21,-3.38,-1.01,,-2.12,93.2,84.0,82.6,92.8,,0.25,0.375,0.326,0.264,0.431,0.144,0.308,0.769,0.13,0.308,0.423,0.091,0.2,0.3,0.362,,,,,,,,,,,,,,,,82.0,98.0,97.0,0.303,0.57,80.8,,,,,,,,,,,,,,,
2024/04/21,1:35 PM.,HOU,WSH,home,Cloudy.,53,686613,C,3,0,1,0,0,0,0,0,1,1,3,.293,.326,.537,.863,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,110.0,101.0,102.0,93.0,102.0,98.0,90.0,103.0,101.0,0.182,0.347,0.17,,0.126,0.16,0.14,0.92,,0.95,96.0,92.4,88.4,95.6,,0.221,0.26,0.296,0.244,0.413,0.288,0.23,0.363,0.216,0.275,0.321,0.161,0.237,0.421,0.305,110.0,103.0,107.0,0.051,1.7,89.1,0.2,0.2,0.236,,,,,,,127.0,100.0,106.0,0.125,-0.79,82.9,,,,,,,,,,,,,,,
2024/04/20,4:05 PM.,HOU,WSH,home,Sunny.,71,669854,C,2,0,0,0,0,0,1,0,1,2,3,.289,.310,.553,.863,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,,,,,,,,0.383,,0.094,0.221,-0.42,,,2.55,-0.16,93.4,,85.2,,80.1,0.188,0.356,0.343,0.232,0.497,0.192,,,,,,,0.071,0.071,0.376,89.0,103.0,101.0,0.302,2.24,86.4,0.18,0.284,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/19,6:45 PM.,HOU,WSH,home,Overcast.,56,434378,C,3,2,2,1,0,1,1,0,0,0,0,.306,.316,.583,.899,434378,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.78,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,115.0,101.0,104.0,110.0,101.0,97.0,116.0,98.0,102.0,,,,,,,,0.487,,0.219,0.101,-0.59,,,-1.46,-0.58,93.5,,84.0,,77.6,0.235,0.353,0.253,0.299,0.497,0.202,,,,,,,0.34,0.56,0.22,127.0,108.0,112.0,0.193,0.66,86.7,0.195,0.322,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,
