date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,vKN (sc),Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,KN%,wFC/C,wFS/C,wKC/C,wKN/C,vFC,vFS,vKC,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
2024/09/15,1:39 PM.,NYY,BOS,away,Sunny.,74,607074,SS,3,0,0,0,0,0,0,0,0,3,3,.250,.308,.350,.658,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.129,0.05,,-0.4,1.44,95.4,85.5,,86.8,0.262,0.514,0.214,,,,0.199,0.361,0.393,0.188,0.247,0.495,,,,,100.0,83.0,82.0,,,,0.035,,,,-3.11,,,,91.8,,,,,,0.281,0.531,0.276,103.0,86.0,93.0,0.083,-1.32,81.0,0.353,0.647,0.255,,,
2024/09/14,1:07 PM.,NYY,BOS,away,Sunny.,77,543037,SS,4,1,3,0,0,0,0,1,0,0,0,.263,.311,.368,.679,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,116.0,100.0,104.0,,,,128.0,106.0,112.0,0.002,0.462,0.146,0.04,0.7,17.25,1.25,-3.6,95.9,88.2,93.7,88.2,0.189,0.365,0.234,0.0,0.0,0.143,0.222,0.27,0.264,0.333,0.667,0.28,,102.0,99.0,106.0,99.0,102.0,102.0,,,,0.163,,0.187,,-0.7,,2.35,,91.4,,82.5,,,,0.209,0.239,0.301,,,,,,,0.32,0.56,0.22,,,
2024/09/13,7:09 PM.,NYY,BOS,away,Clear.,74,657376,SS,4,1,2,0,0,1,2,0,0,0,0,.226,.281,.340,.621,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.78,85.1,98.0,116.0,100.0,0.724,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.208,0.281,0.401,36.0,89.0,96.0,,,,83.0,94.0,85.0,136.0,94.0,102.0,0.21,,0.252,0.006,,-0.75,1.21,-13.05,,87.1,94.3,85.2,,,,0.267,0.483,0.203,,,,0.667,1.0,0.0,,150.0,102.0,113.0,106.0,102.0,100.0,,,,0.35,,0.182,,0.53,,0.89,,92.4,,83.8,,,,0.143,0.19,0.33,,,,,,,0.256,0.38,0.322,0.21,0.323,0.297
2024/09/12,7:16 PM.,NYY,BOS,away,Partly Cloudy.,72,641482,SS,4,0,0,0,0,0,0,0,0,1,5,.204,.264,.265,.529,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,0.014,0.442,0.168,0.097,0.25,1.37,-1.27,-0.89,92.1,83.6,90.3,78.2,0.235,0.443,0.215,0.143,0.143,0.316,0.364,0.727,0.167,0.226,0.369,0.326,,,,,109.0,100.0,102.0,,,,0.28,,,,1.32,,,,87.5,,,,,,,,,,,,,,,0.249,0.378,0.251,0.284,0.511,0.25
2024/09/11,7:11 PM.,BAL,BOS,home,Clear.,72,665152,SS,3,0,0,0,0,0,0,0,1,1,1,.222,.286,.289,.575,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,91.0,100.0,99.0,79.0,105.0,97.0,,,,0.151,0.32,,,-0.18,0.67,,,93.4,,92.3,,0.245,0.503,0.232,0.247,0.353,0.072,,,,,,,,,,,99.0,102.0,98.0,72.0,99.0,99.0,0.23,0.184,,,0.33,0.73,,,86.9,84.1,,0.139,0.248,0.36,0.225,0.3,0.198,92.0,98.0,96.0,0.114,0.29,77.0,0.25,0.355,0.237,,,
2024/09/09,7:12 PM.,BAL,BOS,home,Partly Cloudy.,71,700249,SS,4,1,1,0,0,0,0,1,0,1,2,.238,.289,.310,.599,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,0.084,0.407,0.13,0.109,0.56,0.86,-0.43,-2.05,92.4,86.1,91.5,82.6,0.223,0.379,0.185,0.2,0.24,0.103,,,,0.25,0.542,0.235,,,,,97.0,94.0,94.0,,,,0.075,,,,-3.12,,,,88.3,,,,,,0.333,0.517,0.269,93.0,101.0,104.0,0.196,-2.26,76.3,0.333,0.81,0.288,0.232,0.411,0.276
2024/09/08,1:36 PM.,CWS,BOS,home,Sunny.,69,623167,SS,3,0,1,0,0,0,0,0,0,1,3,.237,.293,.316,.609,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,0.002,0.37,0.087,0.157,-0.64,2.01,-2.65,-1.32,91.3,81.3,91.4,80.0,0.261,0.473,0.132,,,,0.361,0.475,0.271,0.257,0.436,0.379,,,,,47.0,101.0,90.0,,,,0.261,,,,-0.75,,,,87.4,,,,,,0.246,0.393,0.308,83.0,98.0,101.0,0.122,0.43,72.0,0.319,0.536,0.218,,,
2024/09/07,7:15 PM.,CWS,BOS,home,Cloudy.,71,676979,SS,4,0,1,0,0,0,1,0,0,2,1,.229,.289,.314,.603,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,0.021,0.537,0.098,0.059,1.66,4.04,-2.29,-0.36,97.2,91.0,97.9,84.3,0.198,0.295,0.314,0.154,0.154,0.321,,,,0.184,0.289,0.339,,,,,94.0,105.0,103.0,,,,0.284,,,,-0.14,,,,91.6,,,,,,,,,,,,,,,0.268,0.458,0.334,0.228,0.561,0.422
2024/04/05,7:06 PM.,LAA,BOS,away,Partly Cloudy.,54,656288,SS,2,0,0,0,0,0,0,0,0,0,1,.226,.294,.323,.617,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,73.0,94.0,86.0,76.0,89.0,78.0,107.0,100.0,110.0,0.01,0.376,0.24,0.267,-0.85,-6.83,-0.91,0.48,93.4,88.6,93.0,87.7,0.251,0.529,0.147,0.429,0.857,0.0,0.284,0.444,0.331,0.259,0.387,0.288,,,,,,,,,,,,,,,,,,,,,,,,,0.271,0.438,0.241,75.0,96.0,96.0,0.107,-0.86,80.6,,,,,,
2024/04/03,12:37 PM.,OAK,BOS,away,Cloudy.,56,548389,SS,3,0,0,0,0,0,0,0,1,1,1,.241,.313,.345,.658,548389,rossstripling,Stripling,Right,Ross Stripling,OAK,6.01,4.74,85.1,105.0,86.0,98.0,0.849,5.17,2.32,11.5,0.74,1.11,0.304,0.359,0.175,0.301,0.443,90.0,111.0,105.0,62.0,100.0,87.0,90.0,102.0,90.0,121.0,108.0,112.0,0.142,0.303,0.134,0.176,-0.05,-0.67,-1.89,-1.87,91.7,82.7,90.2,84.7,0.244,0.422,0.175,0.39,0.441,0.078,0.328,0.5,0.157,0.333,0.52,0.241,,89.0,105.0,106.0,80.0,107.0,92.0,,,,0.159,,0.086,,0.67,,-1.1,,87.5,,76.3,,,,0.364,0.455,0.179,,,,,,,0.245,0.367,0.156,,,
2024/04/02,6:40 PM.,OAK,BOS,away,Clear.,64,622072,SS,5,0,3,2,0,0,2,0,0,2,2,.269,.321,.385,.706,622072,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.66,39.1,98.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,82.0,99.0,93.0,74.0,94.0,90.0,0.462,,0.315,0.224,,-1.92,-0.4,-2.67,,84.5,90.5,81.4,,,,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/01,6:40 PM.,OAK,BOS,away,Clear.,64,671212,SS,4,1,1,1,0,0,2,0,1,1,4,.190,.261,.238,.499,671212,joeboyle,Boyle,Right,Joe Boyle,OAK,6.42,4.34,47.2,89.0,122.0,93.0,0.727,10.57,7.55,7.93,0.76,0.96,0.27,0.278,0.167,0.254,0.395,,,,108.0,85.0,86.0,,,,140.0,103.0,117.0,,0.59,0.373,,-0.77,,0.1,,97.7,,,87.7,0.27,0.39,0.253,,,,0.164,0.224,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,75.0,87.0,0.037,0.56,80.4,,,,0.4,0.8,0.25
2024/03/31,1:11 PM.,SEA,BOS,away,Sunny.,52,682243,SS,4,0,2,0,0,0,0,0,0,2,1,.176,.222,.176,.398,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,0.171,0.423,0.168,,1.53,1.55,-0.21,,95.2,,94.7,84.5,0.184,0.348,0.266,0.248,0.358,0.092,0.243,0.568,0.261,,,,,92.0,104.0,111.0,93.0,80.0,85.0,95.0,107.0,111.0,0.023,0.171,0.044,,0.14,1.51,-0.4,,92.1,84.4,85.0,0.148,0.225,0.29,0.231,0.308,0.378,,,,,,,0.25,0.333,0.207,0.24,0.4,0.188
2024/03/30,6:40 PM.,SEA,BOS,away,Roof Closed.,54,669302,SS,5,0,0,0,0,0,0,0,0,1,2,.077,.143,.077,.220,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,,,,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,0.015,0.308,0.32,,1.41,0.32,1.72,,96.6,,95.5,88.4,0.204,0.383,0.193,0.286,0.286,0.05,0.21,0.375,0.368,,,,,,,,116.0,104.0,103.0,99.0,96.0,104.0,0.106,0.134,,,0.14,1.18,,,92.3,84.5,,0.101,0.162,0.506,0.181,0.301,0.354,124.0,99.0,107.0,0.118,0.81,83.2,0.247,0.483,0.272,,,
2024/03/29,6:40 PM.,SEA,BOS,away,Clear.,53,669923,SS,4,0,0,0,0,0,0,0,0,1,4,.125,.222,.125,.347,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,0.236,0.339,0.237,,0.46,1.5,1.28,,96.0,,96.0,87.2,0.221,0.458,0.291,0.263,0.354,0.105,0.226,0.316,0.271,,,,73.9,114.0,110.0,113.0,97.0,99.0,93.0,109.0,100.0,108.0,0.004,0.102,0.082,0.0,0.79,-2.05,-1.95,-3.5,92.3,86.0,83.4,0.253,0.413,0.295,0.333,0.439,0.286,,,,,,,,,,,,
2024/03/28,7:11 PM.,SEA,BOS,away,Roof Closed.,53,622491,SS,4,0,1,0,0,0,0,1,1,1,0,.250,.400,.250,.650,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,0.179,0.454,0.224,0.143,0.97,-0.41,0.65,-1.63,95.6,88.1,95.6,85.7,0.203,0.365,0.273,0.298,0.457,0.105,0.207,0.357,0.358,0.287,0.545,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
