date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,vKC,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,SL_ba,SL_slg,SL_whiff
2024/06/17,6:41 PM.,LAD,COL,home,Partly Cloudy.,87,572020,PH,1,1,1,0,0,1,1,0,0,0,0,.200,.333,.800,1.133,572020,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.74,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,72.0,95.0,95.0,,,,69.0,98.0,86.0,64.0,107.0,97.0,,,,82.0,95.0,83.0,0.05,0.551,0.031,,,0.303,0.066,-0.21,-3.38,-1.01,,,0.57,-2.12,93.2,84.0,82.6,92.8,,,80.8,,,,0.308,0.423,0.091,0.264,0.431,0.144,0.308,0.769,0.13,0.2,0.3,0.362,0.25,0.375,0.326,82.0,98.0,97.0,,,
2024/06/12,12:11 PM.,MIN,COL,away,Overcast.,65,641154,PH,1,0,0,0,0,0,0,0,0,1,0,.000,.200,.000,.200,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,,,,0.073,0.407,,0.219,0.1,,0.201,1.65,,-2.77,-0.84,-1.28,,-0.14,95.0,,88.5,94.5,84.5,82.4,,0.239,0.436,0.331,0.426,0.639,0.142,0.208,0.352,0.259,,,,0.23,0.446,0.341,0.281,0.359,0.249,,,,,,
2024/06/11,6:40 PM.,MIN,COL,away,Clear.,82,686973,RF,1,0,0,0,0,0,0,0,0,1,0,.000,.250,.000,.250,686973,louievarland,Varland,Right,Louie Varland,MIN,7.61,5.42,49.2,100.0,101.0,100.0,0.781,8.88,2.9,12.32,2.17,1.23,0.296,0.361,0.112,0.379,0.473,93.0,93.0,97.0,,,,107.0,105.0,105.0,94.0,107.0,102.0,,,,91.0,93.0,92.0,0.038,0.425,0.277,,,0.155,0.104,-0.34,-3.42,-5.1,,,-1.27,-0.65,96.3,90.1,89.4,93.8,,,84.6,,,,0.5,0.875,0.059,0.306,0.553,0.242,0.333,0.603,0.246,0.293,0.366,0.288,0.294,0.294,0.105,108.0,93.0,99.0,,,
2024/06/09,1:16 PM.,STL,COL,away,Overcast.,71,669467,RF,2,0,0,0,0,0,0,0,1,2,2,.000,.333,.000,.333,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,,,,,,,87.0,91.0,92.0,85.0,98.0,89.0,111.0,105.0,110.0,,,,0.19,0.512,,0.172,,0.126,,1.34,,-0.25,-0.64,,0.42,,94.5,,,94.8,87.5,,79.5,,,,0.265,0.373,0.132,0.23,0.297,0.162,,,,0.157,0.257,0.345,,,,88.0,102.0,109.0,0.294,0.435,0.282
2024/06/08,3:16 PM.,STL,COL,away,Partly Cloudy.,81,502043,RF,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,99.0,92.0,89.0,102.0,103.0,104.0,80.0,88.0,83.0,84.0,101.0,96.0,104.0,102.0,105.0,96.0,95.0,91.0,0.264,0.132,0.211,0.207,0.086,,0.099,-1.39,0.21,0.22,0.92,-2.21,,1.2,91.4,88.6,84.9,90.7,80.7,78.3,,0.2,0.312,0.412,0.267,0.422,0.092,0.268,0.563,0.065,0.299,0.479,0.181,0.325,0.675,0.462,0.19,0.254,0.39,,,,,,
2024/06/06,6:46 PM.,STL,COL,away,Clear.,80,543243,RF,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.0,0.064,-0.05,0.19,1.64,0.94,0.7,-2.42,-2.25,92.4,87.7,88.3,92.7,84.8,80.0,75.4,0.142,0.205,0.444,0.2,0.385,0.208,0.333,0.567,0.182,0.287,0.494,0.308,0.21,0.452,0.331,0.357,0.714,0.328,,,,,,
