date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff
2024/09/28,6:41 PM.,LAA,TEX,away,Clear.,71,656288,3B,1,2,1,0,0,0,0,0,0,0,0,.286,.500,.286,.786,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,75.0,96.0,96.0,76.0,89.0,78.0,107.0,100.0,110.0,,,,0.01,,0.24,0.107,0.267,,-6.83,-0.91,-0.86,0.48,,88.6,93.0,87.7,80.6,,,,0.284,0.444,0.331,0.271,0.438,0.241,0.429,0.857,0.0,0.259,0.387,0.288,73.0,94.0,86.0,0.376,-0.85,93.4,0.251,0.529,0.147
2024/09/27,6:40 PM.,LAA,TEX,away,Partly Cloudy.,69,672282,3B,4,0,1,0,0,0,0,0,0,1,2,.167,.375,.167,.542,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.7,4.14,87.1,99.0,95.0,99.0,0.735,11.23,3.92,10.1,1.85,0.88,0.252,0.479,0.132,0.364,0.439,92.0,96.0,97.0,89.0,100.0,103.0,,,,117.0,106.0,114.0,,,,,,0.244,0.146,0.142,,,-0.44,-3.5,-1.18,,84.7,,86.2,75.0,,,,0.22,0.39,0.368,0.37,0.804,0.216,,,,0.351,0.544,0.319,86.0,96.0,92.0,0.468,-0.56,93.8,0.278,0.508,0.253
2024/09/25,6:40 PM.,OAK,TEX,away,Partly Cloudy.,64,669620,3B,2,0,0,0,0,0,0,0,2,0,2,.000,.500,.000,.500,669620,bradybasso,Basso,Left,Brady Basso,OAK,4.03,3.46,22.1,104.0,82.0,98.0,0.765,7.66,2.01,9.27,1.21,1.07,0.275,0.406,0.145,0.333,0.443,77.0,96.0,84.0,79.0,112.0,110.0,43.0,110.0,99.0,,,,102.0,107.0,103.0,0.023,0.18,,0.206,0.123,-2.37,-1.21,,1.0,-3.63,88.1,86.4,92.0,,76.4,0.385,0.615,0.308,,,,0.2,0.2,0.385,,,,0.357,0.571,0.227,77.0,100.0,95.0,0.469,2.37,92.2,0.225,0.325,0.165
2024/09/24,6:40 PM.,OAK,TEX,away,Partly Cloudy.,69,687765,3B,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,0.146,0.396,0.326,0.121,0.011,-0.41,-1.41,0.01,-0.82,-7.88,90.7,88.4,91.9,84.3,80.4,0.278,0.472,0.176,0.278,0.493,0.276,0.196,0.351,0.31,0.338,0.403,0.16,0.571,0.857,0.0,,,,,,,,,
