date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/06/05,6:39 PM.,SD,LAA,home,Clear.,70,656302,3B,4,0,1,0,0,0,0,0,0,0,0,.327,.374,.469,.843,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,,,,,,,112.0,100.0,105.0,113.0,89.0,90.0,,0.006,0.471,,0.009,-5.11,,1.98,,-4.13,91.8,69.7,,87.2,,0.25,1.0,0.0,0.28,0.44,0.286,0.159,0.257,0.447,0.25,1.0,0.2,,,,0.2,0.267,0.385,123.0,95.0,102.0,0.435,0.22,96.9,0.235,0.39,0.203,,,,,,,,,,105.0,95.0,102.0,0.079,-0.95,82.3,,,,,,
2024/06/04,6:40 PM.,SD,LAA,home,Clear.,73,800049,3B,3,0,2,0,0,0,1,1,1,0,1,.329,.376,.475,.851,800049,adammazur,Mazur,Right,Adam Mazur,SDP,7.49,5.64,33.2,95.0,98.0,96.0,0.839,5.88,5.61,10.69,1.6,0.75,0.23,0.398,0.133,0.345,0.416,79.0,84.0,84.0,112.0,103.0,109.0,90.0,83.0,77.0,123.0,98.0,108.0,,,,0.041,,0.337,0.127,0.103,,-4.79,1.16,-2.5,-2.61,,89.9,93.9,86.8,80.7,,,,0.364,0.818,0.083,0.216,0.333,0.25,0.429,0.571,0.35,0.429,0.429,0.083,,,,78.0,95.0,88.0,0.392,-3.03,94.6,0.333,0.667,0.134,,,,,,,,,,,,,,,,,,,,,
2024/06/03,6:37 PM.,SD,LAA,home,Partly Cloudy.,69,663362,3B,3,1,1,0,0,0,0,1,0,0,0,.323,.367,.471,.838,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,,,,73.0,108.0,102.0,115.0,101.0,107.0,83.0,98.0,90.0,0.144,0.086,0.198,,,1.88,0.64,0.5,,,87.0,,90.0,79.3,,0.231,0.385,0.144,,,,,,,,,,0.303,0.404,0.067,0.227,0.454,0.201,57.0,108.0,91.0,0.19,-0.77,90.6,0.265,0.513,0.224,,,,,,,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024/06/02,1:12 PM.,SEA,LAA,away,Roof Closed.,60,622491,3B,4,0,1,0,0,0,0,0,0,0,2,.322,.368,.474,.842,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,,,,100.0,102.0,98.0,72.0,106.0,108.0,,,,0.179,,0.224,,0.143,,-0.41,0.65,,-1.63,,88.1,95.6,85.7,,,,,,,,0.207,0.357,0.358,0.287,0.545,0.265,0.298,0.457,0.105,,,,120.0,105.0,103.0,0.454,0.97,95.6,0.203,0.365,0.273,,,,,,,,,,,,,,,,,,,,,
2024/06/01,4:16 PM.,SEA,LAA,away,Cloudy.,65,682243,2B,4,0,1,0,0,0,0,0,0,1,1,.324,.371,.480,.851,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,100.0,102.0,99.0,122.0,96.0,101.0,93.0,80.0,85.0,0.171,0.023,0.168,,,0.14,1.55,-0.21,,,92.1,,94.7,84.5,,0.25,0.333,0.207,0.231,0.308,0.378,0.243,0.568,0.261,,,,0.248,0.358,0.092,0.24,0.4,0.188,124.0,102.0,106.0,0.423,1.53,95.2,0.184,0.348,0.266,95.0,107.0,111.0,0.171,1.51,84.4,0.148,0.225,0.29,92.0,104.0,111.0,0.044,-0.4,85.0,,,,,,
2024/05/31,7:10 PM.,SEA,LAA,away,Clear.,68,693433,2B,4,0,0,0,0,0,0,0,0,0,1,.326,.374,.486,.860,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,116.0,109.0,109.0,113.0,101.0,107.0,,,,0.23,,0.187,,0.094,,1.85,1.23,,0.0,,89.6,94.7,84.2,,,,,,,,0.265,0.529,0.241,0.186,0.373,0.207,0.234,0.315,0.097,0.1,0.1,0.417,97.0,109.0,107.0,0.489,1.44,94.8,0.218,0.355,0.273,,,,,,,,,,,,,,,,,,,,,
2024/05/30,6:41 PM.,NYY,LAA,home,Clear.,68,607074,3B,3,1,0,0,0,0,0,0,1,0,1,.336,.384,.500,.884,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,,,,144.0,104.0,113.0,100.0,83.0,82.0,,0.035,0.26,0.083,0.129,-3.11,,-0.4,-1.32,1.44,91.8,85.5,,86.8,81.0,0.353,0.647,0.255,0.281,0.531,0.276,0.199,0.361,0.393,0.188,0.247,0.495,,,,,,,114.0,98.0,101.0,0.494,0.05,95.4,0.262,0.514,0.214,,,,,,,,,,,,,,,,,,,,,
2024/05/29,6:38 PM.,NYY,LAA,home,Clear.,68,661563,2B,4,0,2,0,0,0,0,0,0,0,0,.343,.388,.511,.899,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,,,,,,,108.0,94.0,105.0,,,,,,0.259,,0.253,,,1.37,,0.37,,91.6,,87.5,,,,,,,,0.171,0.312,0.315,0.179,0.282,0.269,,,,,,,128.0,96.0,102.0,0.488,0.06,96.6,0.205,0.395,0.285,,,,,,,,,,,,,,,,,,,,,
2024/05/28,6:39 PM.,NYY,LAA,home,Clear.,69,641482,3B,4,2,3,0,0,0,0,0,0,1,0,.338,.385,.511,.896,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,,,,86.0,116.0,113.0,99.0,98.0,101.0,109.0,100.0,102.0,0.014,0.28,0.168,,0.097,1.32,1.37,-1.27,,-0.89,87.5,83.6,90.3,78.2,,0.249,0.378,0.251,,,,0.364,0.727,0.167,0.226,0.369,0.326,0.143,0.143,0.316,0.284,0.511,0.25,99.0,103.0,100.0,0.442,0.25,92.1,0.235,0.443,0.215,,,,,,,,,,,,,,,,,,,,,
2024/05/26,1:08 PM.,CLE,LAA,home,Partly Cloudy.,71,594902,3B,4,1,1,0,0,0,1,0,0,1,0,.326,.374,.504,.878,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,108.0,94.0,105.0,102.0,101.0,,,,0.29,,0.218,0.088,0.091,,0.56,-0.01,-0.11,-0.79,,83.9,90.4,79.4,76.9,,,,0.206,0.365,0.18,0.238,0.476,0.419,0.279,0.382,0.185,0.227,0.392,0.133,0.231,0.413,0.241,57.0,94.0,83.0,0.314,-0.21,89.9,0.268,0.504,0.166,,,,,,,,,,,,,,,,,,,,,
2024/05/25,6:39 PM.,CLE,LAA,home,Partly Cloudy.,66,676440,3B,4,1,2,1,0,0,0,0,0,0,1,.328,.378,.512,.890,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,119.0,109.0,112.0,89.0,64.0,93.0,113.0,102.0,109.0,,,,0.003,,0.278,0.105,0.18,,-1.41,1.74,-0.9,0.13,,82.5,93.9,86.2,81.3,0.141,0.225,0.368,0.208,0.458,0.184,0.196,0.411,0.299,0.238,0.431,0.291,,,,,,,92.0,103.0,98.0,0.434,-0.69,94.6,0.282,0.476,0.213,,,,,,,,,,,,,,,,,,,,,
2024/05/24,6:38 PM.,CLE,LAA,home,Partly Cloudy.,66,671106,2B,4,2,3,1,0,1,1,0,0,1,0,.322,.374,.504,.878,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,,,,,,,89.0,98.0,86.0,91.0,97.0,96.0,,0.146,0.187,,0.183,-0.03,,-2.55,,-0.92,85.3,81.7,,78.6,,0.245,0.491,0.202,,,,,,,0.237,0.438,0.269,,,,0.273,0.576,0.333,60.0,98.0,88.0,0.484,-1.54,91.2,0.342,0.609,0.147,,,,,,,,,,,,,,,,,,,,,
2024/05/22,1:10 PM.,HOU,LAA,away,Roof Closed.,73,686613,3B,3,0,0,0,0,0,0,0,1,1,2,.308,.362,.462,.824,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,93.0,102.0,98.0,110.0,103.0,107.0,90.0,103.0,101.0,0.182,0.17,0.051,,0.126,0.14,0.92,1.7,,0.95,92.4,88.4,95.6,89.1,,0.23,0.363,0.216,0.237,0.421,0.305,0.2,0.2,0.236,0.221,0.26,0.296,0.275,0.321,0.161,,,,110.0,101.0,102.0,0.347,0.16,96.0,0.244,0.413,0.288,,,,,,,,,,127.0,100.0,106.0,0.125,-0.79,82.9,,,,,,
2024/05/21,7:11 PM.,HOU,LAA,away,Roof Closed.,73,664299,3B,5,1,2,0,0,1,3,0,0,0,2,.316,.366,.474,.840,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.56,34.2,92.0,113.0,96.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,,,,,,,113.0,93.0,99.0,,,,,,0.295,,0.268,,,0.38,,1.39,,81.2,,77.5,,,,,0.5,0.667,0.143,0.205,0.341,0.25,0.194,0.306,0.276,,,,,,,101.0,88.0,89.0,0.393,-1.3,91.7,0.256,0.535,0.27,,,,,,,,,,81.0,95.0,97.0,0.044,-5.23,75.2,,,,,,
2024/05/20,7:12 PM.,HOU,LAA,away,Roof Closed.,73,664285,3B,5,0,2,0,0,0,0,2,0,0,0,.312,.364,.450,.814,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,98.0,99.0,97.0,107.0,102.0,110.0,,,,0.458,,0.043,0.313,0.175,,1.46,-0.2,1.59,0.62,,89.9,94.1,85.1,79.7,,,,0.121,0.187,0.398,0.233,0.467,0.383,0.226,0.278,0.354,0.276,0.399,0.116,,,,60.0,102.0,94.0,0.012,-4.64,94.5,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,,,,
2024/05/19,1:37 PM.,TEX,LAA,away,Roof Closed.,74,547179,3B,3,0,1,0,1,0,1,0,1,1,0,.308,.363,.452,.815,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,81.0,102.0,94.0,126.0,98.0,108.0,94.0,92.0,91.0,0.212,0.1,0.149,0.079,0.188,0.04,-0.25,-1.51,0.02,1.94,90.1,84.6,93.6,83.9,81.7,0.235,0.51,0.236,0.217,0.348,0.352,0.368,0.632,0.253,0.122,0.173,0.373,0.291,0.441,0.062,0.19,0.429,0.291,84.0,95.0,89.0,0.272,1.0,93.8,0.155,0.309,0.184,,,,,,,,,,,,,,,,,,,,,
2024/05/18,6:15 PM.,TEX,LAA,away,Roof Closed.,74,570632,3B,6,0,0,0,0,0,0,0,0,2,4,.307,.358,.436,.794,570632,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.43,109.0,98.0,83.0,95.0,0.797,5.78,3.22,8.67,1.07,1.57,0.24,0.411,0.146,0.297,0.397,76.0,94.0,88.0,,,,91.0,99.0,96.0,76.0,99.0,98.0,,,,0.409,,0.341,,0.187,,0.74,-0.19,,-0.66,,88.7,96.0,87.0,,,,,,,,0.242,0.363,0.331,0.2,0.471,0.321,0.271,0.372,0.121,,,,88.0,97.0,93.0,0.063,-2.67,96.4,0.385,0.769,0.167,,,,,,,,,,,,,,,,,,,,,
2024/05/17,7:07 PM.,TEX,LAA,away,Clear.,81,571760,3B,4,1,1,1,0,0,0,1,1,0,1,.326,.379,.463,.842,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,126.0,105.0,103.0,34.0,82.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.001,0.278,0.036,0.17,-19.13,-4.52,-0.26,-3.31,0.46,86.6,83.7,92.2,82.5,75.6,,,,0.5,1.1,0.188,0.26,0.385,0.365,0.239,0.384,0.243,0.455,0.455,0.125,,,,77.0,102.0,98.0,0.501,0.15,91.5,0.23,0.412,0.213,,,,,,,,,,,,,,,,,,,,,
2024/05/03,7:11 PM.,CLE,LAA,away,Overcast.,67,676440,2B,5,0,2,0,0,0,0,0,0,0,2,.330,.378,.462,.840,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,119.0,109.0,112.0,89.0,64.0,93.0,113.0,102.0,109.0,,,,0.003,,0.278,0.105,0.18,,-1.41,1.74,-0.9,0.13,,82.5,93.9,86.2,81.3,0.141,0.225,0.368,0.208,0.458,0.184,0.196,0.411,0.299,0.238,0.431,0.291,,,,,,,92.0,103.0,98.0,0.434,-0.69,94.6,0.282,0.476,0.213,,,,,,,,,,,,,,,,,,,,,
2024/05/01,1:08 PM.,PHI,LAA,home,Sunny.,71,554430,2B,3,0,2,0,0,0,0,0,1,0,1,.326,.376,.465,.841,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,110.0,101.0,107.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,0.192,0.093,0.125,0.1,,-0.23,2.68,1.04,-0.98,,91.1,,94.6,84.9,81.8,0.226,0.371,0.183,0.205,0.397,0.387,,,,,,,0.189,0.259,0.142,0.152,0.273,0.335,101.0,106.0,109.0,0.416,0.88,95.3,0.209,0.395,0.296,94.0,110.0,110.0,0.074,1.47,86.1,0.137,0.196,0.402,,,,,,,,,,,,
2024/04/30,6:38 PM.,PHI,LAA,home,Clear.,68,605513,3B,4,1,3,0,0,1,3,1,0,0,0,.313,.360,.458,.818,605513,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,4.05,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,88.0,99.0,93.0,127.0,97.0,102.0,,,,0.123,,0.385,0.09,0.053,,-1.59,1.98,2.0,1.35,,87.7,93.2,83.9,78.8,,,,0.067,0.067,0.594,0.071,0.071,0.4,0.0,0.0,0.167,0.238,0.667,0.111,0.145,0.226,0.308,92.0,95.0,94.0,0.348,-0.44,92.0,0.28,0.453,0.162,,,,,,,,,,,,,,,,,,,,,
2024/04/29,6:39 PM.,PHI,LAA,home,Clear.,71,650911,2B,3,1,1,1,0,0,0,1,0,1,2,.291,.341,.405,.746,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,,0.357,2.59,-0.55,0.65,,1.56,86.5,85.1,94.5,84.4,,,,,,,,0.219,0.368,0.308,0.177,0.22,0.348,0.345,0.481,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/28,1:09 PM.,MIN,LAA,home,Sunny.,73,641154,3B,3,2,1,0,0,1,2,0,0,1,0,.289,.341,.395,.736,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,107.0,107.0,106.0,103.0,110.0,,,,0.073,,0.219,0.1,0.201,,-2.77,-0.84,-1.28,-0.14,,88.5,94.5,84.5,82.4,,,,0.23,0.446,0.341,,,,0.281,0.359,0.249,0.426,0.639,0.142,0.239,0.436,0.331,97.0,105.0,101.0,0.407,1.65,95.0,0.208,0.352,0.259,,,,,,,,,,,,,,,,,,,,,
2024/04/27,6:38 PM.,MIN,LAA,home,Clear.,67,663978,3B,4,0,1,0,0,0,0,0,0,0,3,.288,.333,.356,.689,663978,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.84,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,,,,71.0,97.0,96.0,,,,,,0.177,0.136,0.259,,,-0.21,-1.69,-1.51,,82.9,,85.9,78.2,,,,0.326,0.435,0.19,0.264,0.434,0.254,0.283,0.519,0.248,,,,,,,79.0,111.0,103.0,0.429,0.63,93.3,0.277,0.4,0.243,,,,,,,,,,,,,,,,,,,,,
2024/04/26,6:40 PM.,MIN,LAA,home,Partly Cloudy.,64,641927,2B,3,1,1,0,0,0,0,0,1,1,0,.290,.338,.362,.700,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,,,,74.0,100.0,101.0,84.0,104.0,100.0,,0.195,0.118,0.011,0.294,-0.86,,2.03,4.57,1.98,86.2,83.4,,80.3,76.0,0.279,0.504,0.229,0.0,0.0,0.375,0.095,0.162,0.307,0.154,0.285,0.395,,,,,,,81.0,104.0,96.0,0.381,-0.01,91.7,0.258,0.506,0.222,,,,,,,,,,,,,,,,,,,,,
2024/04/24,1:07 PM.,BAL,LAA,home,Cloudy.,67,665152,2B,2,0,0,0,0,0,0,1,1,1,1,.288,.329,.364,.693,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,92.0,98.0,96.0,79.0,105.0,97.0,,,,99.0,102.0,98.0,0.151,0.23,,0.114,,0.33,0.67,,0.29,,86.9,,92.3,,77.0,0.25,0.355,0.237,0.225,0.3,0.198,,,,,,,0.247,0.353,0.072,,,,91.0,100.0,99.0,0.32,-0.18,93.4,0.245,0.503,0.232,72.0,99.0,99.0,0.184,0.73,84.1,0.139,0.248,0.36,,,,,,,,,,,,
2024/04/23,6:38 PM.,BAL,LAA,home,Partly Cloudy.,66,680570,2B,4,2,2,1,0,0,1,0,0,1,0,.297,.328,.375,.703,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,133.0,102.0,111.0,118.0,101.0,108.0,,,,0.012,,0.158,0.155,0.21,,5.3,-0.96,0.29,1.63,,83.1,96.1,86.5,81.3,,,,0.26,0.38,0.241,0.25,0.563,0.361,0.161,0.306,0.348,0.167,0.333,0.294,,,,113.0,102.0,106.0,0.465,-0.38,96.1,0.291,0.413,0.269,,,,,,,,,,,,,,,,,,,,,
2024/04/22,6:38 PM.,BAL,LAA,home,Cloudy.,59,544150,PH,0,0,0,0,0,0,0,0,1,0,0,.283,.317,.350,.667,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,94.0,99.0,98.0,,,,,,,74.0,99.0,92.0,,0.195,,0.132,0.172,0.73,,,0.41,-0.5,86.3,86.1,,,79.0,0.24,0.365,0.308,0.174,0.348,0.252,,,,0.274,0.434,0.228,,,,,,,90.0,101.0,96.0,0.5,-0.36,94.8,0.276,0.469,0.228,,,,,,,,,,,,,,,,,,,,,
2024/04/21,1:41 PM.,CIN,LAA,away,Cloudy.,49,593423,2B,3,0,2,0,0,0,0,0,1,0,1,.283,.306,.350,.656,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,,,,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,0.191,0.187,0.107,,,-1.4,1.13,-1.94,,,90.4,,94.8,85.4,,0.326,0.609,0.223,,,,0.288,0.577,0.325,,,,0.248,0.407,0.113,,,,83.0,105.0,98.0,0.332,-0.02,95.6,0.206,0.367,0.231,119.0,99.0,105.0,0.183,-0.23,86.0,0.218,0.297,0.426,,,,,,,,,,,,
2024/04/20,6:40 PM.,CIN,LAA,away,Partly Cloudy.,54,668933,3B,4,0,0,0,0,0,1,0,0,0,1,.263,.276,.333,.609,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.18,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.285,0.43,87.0,78.0,79.0,,,,71.0,100.0,83.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,,0.03,-1.57,-2.72,1.37,,-3.78,95.6,90.5,94.8,88.4,,0.329,0.52,0.161,,,,0.145,0.217,0.372,0.333,0.333,0.2,0.333,0.5,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/19,6:40 PM.,CIN,LAA,away,Clear.,61,666157,2B,4,1,2,1,0,0,0,1,0,1,0,.283,.296,.358,.654,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.72,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,100.0,111.0,97.0,93.0,,,,,,,0.133,,,0.273,0.164,,0.99,,-0.75,-0.21,,88.1,94.1,,81.7,,,,0.217,0.302,0.429,,,,0.232,0.39,0.259,0.234,0.453,0.183,,,,119.0,103.0,97.0,0.43,0.11,94.1,0.241,0.407,0.23,,,,,,,,,,,,,,,,,,,,,
2024/04/18,1:10 PM.,TB,LAA,away,Dome.,72,686752,2B,4,0,2,0,0,0,0,0,0,1,0,.265,.280,.327,.607,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,,,,119.0,95.0,106.0,100.0,103.0,100.0,,0.06,0.173,0.027,0.235,-0.88,,0.51,-1.47,-0.47,91.6,85.8,,89.0,80.6,0.276,0.586,0.141,0.167,0.167,0.5,0.267,0.407,0.317,0.216,0.353,0.286,,,,,,,115.0,98.0,102.0,0.506,1.07,94.9,0.181,0.33,0.316,,,,,,,,,,,,,,,,,,,,,
2024/04/17,6:51 PM.,TB,LAA,away,Dome.,72,641793,2B,4,0,1,1,0,0,1,1,0,0,0,.244,.261,.311,.572,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,,,,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,,0.399,,,,-0.6,0.45,,,,,91.6,85.7,,,,,,,,0.257,0.427,0.227,,,,0.265,0.439,0.141,0.406,0.594,0.115,54.0,110.0,91.0,0.221,0.58,92.4,0.245,0.358,0.191,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,,,,,,,,,,,,
2024/04/16,6:50 PM.,TB,LAA,away,Dome.,72,650644,2B,5,1,0,0,0,0,0,1,0,1,1,.244,.262,.293,.555,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,104.0,104.0,109.0,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,0.24,0.322,0.163,0.156,,1.08,0.06,-1.03,-1.36,,88.1,,92.6,80.5,77.1,0.232,0.394,0.233,0.25,0.479,0.275,0.25,0.375,0.438,,,,0.241,0.421,0.158,0.267,0.467,0.272,68.0,102.0,96.0,0.099,-1.7,92.0,0.294,0.49,0.095,57.0,96.0,102.0,0.02,-4.86,85.6,0.375,0.625,0.261,,,,,,,,,,,,
