date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024/09/08,1:35 PM.,PIT,WSH,away,Sunny.,66,683003,DH,4,0,1,1,0,0,1,0,0,2,0,.256,.312,.500,.812,683003,jaredjones,Jones,Right,Jared Jones,PIT,4.14,4.05,121.2,102.0,127.0,108.0,0.726,9.76,2.88,7.84,1.33,0.93,0.238,0.39,0.149,0.335,0.458,113.0,99.0,106.0,132.0,102.0,109.0,,,,130.0,103.0,111.0,,0.493,0.348,0.066,0.15,,1.12,-2.91,97.3,89.9,,88.8,0.224,0.425,0.257,0.317,0.561,0.229,,,,0.208,0.354,0.373,95.0,96.0,98.0,,,,,,,,,0.093,,,-2.53,,,81.5,,,,,,,0.348,0.87,0.327,,,,,,,,,,,,
2024/09/07,6:44 PM.,PIT,WSH,away,Partly Cloudy.,65,656605,1B,5,1,3,0,0,1,3,0,0,2,2,.256,.315,.500,.815,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,86.0,103.0,96.0,82.0,102.0,94.0,129.0,100.0,109.0,0.22,0.304,0.25,0.008,0.3,-0.26,-1.04,-12.5,94.4,89.8,93.4,84.7,0.257,0.4,0.24,0.667,1.333,0.0,0.266,0.405,0.125,0.338,0.636,0.248,111.0,96.0,104.0,96.0,99.0,98.0,,,,0.122,,0.096,-1.0,,-0.11,90.4,,78.4,0.272,0.593,0.195,,,,0.233,0.442,0.293,0.204,0.331,0.25,,,,,,,,,
2024/09/07,1:35 PM.,PIT,WSH,away,Partly Cloudy.,66,682847,DH,4,0,1,0,0,0,0,0,0,0,2,.234,.298,.455,.753,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,PIT,3.32,4.31,135.2,100.0,104.0,99.0,0.816,7.1,2.79,7.23,1.06,0.94,0.246,0.425,0.166,0.286,0.443,66.0,87.0,88.0,97.0,104.0,97.0,105.0,97.0,95.0,121.0,102.0,109.0,0.258,0.268,0.268,0.009,1.02,1.13,-0.41,0.21,95.9,90.6,94.9,85.8,0.187,0.331,0.208,,,,0.237,0.374,0.129,0.203,0.392,0.31,,,,90.0,100.0,94.0,,,,0.197,,,0.71,,,91.0,,,0.273,0.416,0.168,,,,,,,,,,,,,,,,,,
2024/09/05,6:42 PM.,PIT,WSH,away,Clear.,81,663559,DH,4,1,1,0,0,1,3,0,0,2,2,.233,.291,.466,.757,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,0.142,0.484,0.216,,0.38,1.23,0.27,,91.8,,92.0,86.1,0.255,0.41,0.166,,,,0.26,0.448,0.157,0.245,0.304,0.287,100.0,99.0,98.0,,,,43.0,95.0,70.0,,0.006,0.152,,-7.04,-1.24,,86.9,77.7,,,,0.333,1.333,0.125,0.305,0.61,0.207,,,,,,,,,,,,
2024/09/04,6:40 PM.,MIA,WSH,away,Roof Closed.,72,678368,DH,4,0,0,0,0,0,1,0,0,0,3,.232,.284,.435,.719,678368,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.67,5.14,68.2,99.0,73.0,91.0,0.818,5.77,2.75,9.04,1.97,0.58,0.281,0.404,0.184,0.368,0.427,99.0,95.0,96.0,54.0,102.0,84.0,,,,100.0,105.0,104.0,,0.374,0.103,0.144,-0.41,,0.03,-3.12,89.2,81.1,,77.7,0.247,0.454,0.133,0.326,0.488,0.296,,,,,,,93.0,94.0,94.0,67.0,98.0,91.0,,,,0.253,,0.125,1.23,,-3.5,82.8,,73.7,0.205,0.438,0.163,,,,0.333,0.741,0.283,0.233,0.433,0.286,,,,,,,,,
2024/09/03,6:40 PM.,MIA,WSH,away,Roof Closed.,72,676974,DH,5,1,1,1,0,0,1,0,0,0,1,.246,.300,.462,.762,676974,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.74,57.0,98.0,98.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,86.0,88.0,88.0,83.0,97.0,94.0,81.0,92.0,82.0,119.0,103.0,115.0,0.021,0.394,0.407,0.179,-2.29,-1.39,-0.21,-2.48,94.1,86.7,92.7,88.2,0.33,0.648,0.139,0.233,0.6,0.235,,,,0.24,0.471,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/01,1:35 PM.,CHC,WSH,home,Cloudy.,81,696136,DH,3,0,0,0,0,0,0,0,0,0,0,.250,.308,.467,.775,696136,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.48,5.18,46.0,102.0,92.0,100.0,0.779,8.22,3.91,10.76,1.76,1.0,0.223,0.426,0.115,0.284,0.378,100.0,100.0,102.0,90.0,105.0,104.0,71.0,101.0,90.0,117.0,96.0,98.0,0.131,0.448,0.087,0.258,-0.12,-3.86,-4.44,1.18,92.6,82.2,91.7,84.2,0.264,0.425,0.163,0.17,0.358,0.419,0.419,0.677,0.161,0.444,0.889,0.217,93.0,92.0,90.0,78.0,103.0,88.0,,,,0.014,,0.061,-9.26,,-5.0,87.5,,78.4,0.667,0.667,0.0,,,,0.667,1.167,0.154,,,,,,,,,,,,
2024/08/31,4:05 PM.,CHC,WSH,home,Cloudy.,83,665871,DH,4,1,1,0,0,1,1,0,0,1,1,.263,.323,.491,.814,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,68.0,102.0,92.0,75.0,101.0,92.0,114.0,94.0,100.0,0.357,0.158,0.107,0.046,-0.91,0.51,-1.54,-1.65,91.5,83.7,91.4,80.1,0.319,0.472,0.201,0.296,0.296,0.125,0.236,0.373,0.111,0.364,0.636,0.368,98.0,101.0,97.0,96.0,97.0,92.0,,,,0.216,,0.116,-0.73,,-0.4,87.9,,76.8,0.315,0.583,0.142,,,,0.178,0.329,0.3,0.174,0.37,0.341,,,,,,,,,
2024/08/30,6:46 PM.,CHC,WSH,home,Overcast.,73,684007,1B,2,1,1,0,0,0,0,0,1,0,0,.264,.328,.453,.781,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.52,0.077,0.039,0.36,0.77,0.14,0.48,91.7,81.6,88.7,81.6,0.229,0.47,0.176,0.194,0.226,0.333,0.25,0.333,0.37,,,,70.0,96.0,97.0,50.0,107.0,96.0,81.0,106.0,100.0,0.005,0.306,0.032,-6.3,1.39,-0.59,89.8,82.9,72.7,0.333,1.333,0.143,0.204,0.283,0.431,0.444,0.556,0.0,0.267,0.311,0.347,,,,0.0,-76.55,53.9,,,
2024/08/28,6:46 PM.,NYY,WSH,home,Partly Cloudy.,98,607074,1B,2,0,0,0,0,0,0,0,1,2,1,.255,.309,.451,.760,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.129,0.05,,-0.4,1.44,95.4,85.5,,86.8,0.262,0.514,0.214,0.188,0.247,0.495,,,,0.199,0.361,0.393,103.0,86.0,93.0,100.0,83.0,82.0,,,,0.035,,0.083,-3.11,,-1.32,91.8,,81.0,0.353,0.647,0.255,,,,0.281,0.531,0.276,,,,,,,,,,,,
2024/08/27,6:46 PM.,NYY,WSH,home,Clear.,88,543037,DH,4,1,1,0,0,1,1,0,0,3,1,.265,.308,.469,.777,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,116.0,100.0,104.0,,,,128.0,106.0,112.0,0.002,0.462,0.146,0.04,0.7,17.25,1.25,-3.6,95.9,88.2,93.7,88.2,0.189,0.365,0.234,0.333,0.667,0.28,0.0,0.0,0.143,0.222,0.27,0.264,,,,99.0,102.0,102.0,,,,0.163,,,-0.7,,,91.4,,,0.32,0.56,0.22,,,,0.209,0.239,0.301,,,,102.0,99.0,106.0,0.187,2.35,82.5,,,
2024/08/26,6:46 PM.,NYY,WSH,home,Partly Cloudy.,82,641482,1B,4,0,1,1,0,0,0,0,0,1,5,.267,.313,.422,.735,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,0.014,0.442,0.168,0.097,0.25,1.37,-1.27,-0.89,92.1,83.6,90.3,78.2,0.235,0.443,0.215,0.226,0.369,0.326,0.143,0.143,0.316,0.364,0.727,0.167,,,,109.0,100.0,102.0,,,,0.28,,,1.32,,,87.5,,,0.249,0.378,0.251,,,,,,,0.284,0.511,0.25,,,,,,,,,
2024/08/25,12:06 PM.,ATL,WSH,away,Sunny.,82,625643,1B,4,0,0,0,0,0,0,0,0,1,2,.268,.318,.415,.733,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,91.0,103.0,99.0,,,,113.0,100.0,105.0,,0.552,0.294,0.038,1.19,,1.45,-3.58,95.5,86.1,,85.0,0.266,0.369,0.165,0.263,0.737,0.349,,,,0.168,0.257,0.443,84.0,99.0,104.0,,,,,,,,,0.116,,,1.61,,,77.0,,,,,,,0.151,0.264,0.364,,,,,,,,,,,,
2024/08/24,7:21 PM.,ATL,WSH,away,Clear.,84,450203,1B,4,0,2,1,0,0,0,0,0,0,3,.297,.350,.459,.809,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,0.099,0.289,,0.11,-1.4,0.39,,-1.38,94.1,85.0,93.5,,0.281,0.517,0.193,0.292,0.6,0.333,0.333,0.433,0.07,,,,122.0,98.0,108.0,73.0,92.0,86.0,,,,0.078,,0.424,-0.75,,0.78,88.5,,81.5,0.286,0.571,0.149,,,,0.2,0.309,0.342,,,,,,,,,,,,
2024/08/23,7:22 PM.,ATL,WSH,away,Clear.,82,519242,DH,4,0,1,1,0,0,2,0,0,0,0,.273,.333,.424,.757,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,0.072,0.378,0.403,0.147,-0.12,-1.99,2.16,2.97,94.8,87.1,94.2,78.6,0.281,0.443,0.241,0.159,0.195,0.236,0.327,0.551,0.133,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/21,6:45 PM.,COL,WSH,home,Clear.,73,685299,DH,4,1,2,1,0,0,0,0,0,0,0,.276,.344,.414,.758,685299,tannergordon,Gordon,Right,Tanner Gordon,COL,8.65,5.94,34.1,108.0,86.0,100.0,0.834,6.82,1.57,13.89,2.62,0.94,0.232,0.448,0.12,0.328,0.479,83.0,107.0,103.0,74.0,108.0,100.0,101.0,114.0,106.0,100.0,111.0,102.0,0.01,0.488,0.267,0.191,-1.03,6.83,-2.41,-4.31,92.0,83.9,93.3,85.2,0.338,0.574,0.119,0.371,0.743,0.234,,,,0.324,0.618,0.284,83.0,118.0,93.0,,,,,,,,,0.044,,,-15.33,,,80.4,,,,,,,0.545,1.091,0.2,,,,,,,,,,,,
2024/08/20,6:45 PM.,COL,WSH,home,Partly Cloudy.,71,596295,1B,4,0,0,0,0,0,0,0,0,1,1,.240,.321,.360,.681,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,82.0,103.0,99.0,71.0,98.0,91.0,51.0,110.0,96.0,91.0,103.0,102.0,0.001,0.404,0.167,0.205,-1.23,-42.96,-0.17,-0.15,90.4,81.1,90.1,83.8,0.305,0.6,0.096,0.28,0.409,0.273,,,,0.274,0.513,0.22,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.368,0.269,,,,93.0,109.0,107.0,0.224,-0.08,77.6,,,
2024/08/18,1:36 PM.,PHI,WSH,away,Partly Cloudy.,83,592836,1B,4,1,1,0,0,0,0,0,1,0,1,.286,.375,.429,.804,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,7.1,7.09,83.2,98.0,88.0,95.0,0.847,6.24,3.98,11.51,2.58,0.93,0.184,0.442,0.131,0.389,0.429,,,,61.0,93.0,83.0,78.0,98.0,91.0,56.0,108.0,104.0,0.275,0.126,0.178,,-2.65,-2.96,2.03,,91.5,,91.1,85.1,0.346,0.615,0.232,,,,0.378,0.684,0.082,,,,87.0,96.0,97.0,95.0,91.0,87.0,108.0,101.0,106.0,0.094,0.219,0.108,-4.99,-4.16,1.99,87.3,86.7,74.7,0.435,1.087,0.093,0.38,0.652,0.163,0.172,0.31,0.149,0.157,0.314,0.28,,,,,,,,,
2024/08/17,6:35 PM.,PHI,WSH,away,Cloudy.,78,650911,DH,3,0,1,0,0,0,0,0,0,1,0,.294,.368,.471,.839,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,95.0,101.0,98.0,102.0,102.0,103.0,0.473,,0.169,0.357,,-0.55,0.65,1.56,,85.1,94.5,84.4,,,,0.177,0.22,0.348,0.345,0.481,0.131,0.219,0.368,0.308,,,,86.0,52.0,74.0,,,,0.001,,,2.59,,,86.5,,,,,,,,,,,,,,,,,,,,,,,
2024/08/16,6:43 PM.,PHI,WSH,away,Partly Cloudy.,87,605400,DH,4,0,0,0,0,0,0,0,0,1,4,.286,.375,.500,.875,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,78.0,102.0,91.0,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.204,0.278,,0.096,0.81,-0.34,,-1.67,92.5,85.7,91.5,,0.168,0.318,0.224,0.279,0.426,0.135,0.313,0.475,0.136,,,,,,,69.0,99.0,92.0,,,,0.092,,,-2.57,,,87.5,,,0.389,0.796,0.178,,,,0.221,0.381,0.37,,,,135.0,106.0,113.0,0.329,0.94,79.1,,,
2024/08/15,6:41 PM.,PHI,WSH,away,Partly Cloudy.,84,554430,1B,4,0,1,0,0,0,0,0,0,0,1,.400,.500,.700,1.200,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,0.192,0.416,0.125,,0.88,2.68,1.04,,95.3,,94.6,84.9,0.209,0.395,0.296,,,,0.189,0.259,0.142,,,,110.0,101.0,107.0,92.0,97.0,94.0,94.0,110.0,110.0,0.093,0.074,0.1,-0.23,1.47,-0.98,91.1,86.1,81.8,0.226,0.371,0.183,0.137,0.196,0.402,0.205,0.397,0.387,0.152,0.273,0.335,,,,,,,,,
2024/08/14,6:37 PM.,BAL,WSH,away,Partly Cloudy.,83,665152,1B,2,0,0,0,0,0,0,0,2,0,0,.500,.625,1.000,1.625,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,91.0,100.0,99.0,79.0,105.0,97.0,,,,0.151,0.32,,,-0.18,0.67,,,93.4,,92.3,,0.245,0.503,0.232,,,,0.247,0.353,0.072,,,,92.0,98.0,96.0,99.0,102.0,98.0,72.0,99.0,99.0,0.23,0.184,0.114,0.33,0.73,0.29,86.9,84.1,77.0,0.25,0.355,0.237,0.139,0.248,0.36,0.225,0.3,0.198,,,,,,,,,,,,
