date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C
2024/06/20,12:37 PM.,OAK,KC,away,Partly Cloudy.,63,687765,DH,4,2,3,0,0,2,2,0,0,0,0,.303,.352,.447,.799,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,,,,121.0,105.0,109.0,99.0,100.0,96.0,,0.396,0.326,0.121,0.011,,-0.41,0.01,-0.82,-7.88,,90.7,88.4,84.3,80.4,,,,0.571,0.857,0.0,0.278,0.472,0.176,0.278,0.493,0.276,0.196,0.351,0.31,40.0,97.0,84.0,0.146,-1.41,91.9,0.338,0.403,0.16,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/18,6:40 PM.,OAK,KC,away,Partly Cloudy.,69,663687,C,4,1,1,0,0,0,1,0,0,1,2,.289,.341,.391,.732,663687,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.86,5.04,72.1,98.0,85.0,95.0,0.813,7.59,4.11,8.09,0.87,0.93,0.226,0.38,0.125,0.317,0.468,118.0,95.0,101.0,59.0,102.0,106.0,81.0,97.0,89.0,87.0,100.0,102.0,,,,0.563,,0.115,0.157,0.165,0.33,,-3.23,-0.41,1.22,92.9,,81.1,78.8,72.4,0.261,0.408,0.169,0.15,0.175,0.247,,,,0.282,0.641,0.211,0.244,0.311,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/16,1:11 PM.,LAD,KC,away,Sunny.,78,607192,C,3,0,0,0,0,0,0,0,0,2,1,.290,.343,.395,.738,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,,,,139.0,97.0,110.0,118.0,101.0,103.0,108.0,104.0,109.0,,,,0.45,,0.277,0.186,,1.04,,1.15,1.93,,96.3,,,90.0,83.7,0.215,0.421,0.213,,,,,,,0.2,0.333,0.404,0.098,0.174,0.475,101.0,106.0,108.0,0.087,0.75,96.6,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/15,6:10 PM.,LAD,KC,away,Clear.,77,808967,C,2,1,1,1,0,0,0,0,2,0,0,.298,.351,.405,.756,808967,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,3.0,3.44,90.0,105.0,100.0,106.0,0.75,10.5,2.2,7.8,0.7,1.52,0.246,0.396,0.146,0.325,0.434,,,,109.0,103.0,112.0,84.0,103.0,96.0,116.0,110.0,120.0,91.0,97.0,91.0,0.404,0.061,0.033,0.231,,0.77,0.28,0.53,1.14,,95.5,91.5,,86.3,78.0,0.262,0.413,0.176,,,,0.35,0.55,0.2,0.158,0.211,0.357,0.214,0.371,0.333,101.0,110.0,103.0,0.029,-1.65,94.9,0.364,0.545,0.13,,,,,,,,,,,,,121.0,112.0,119.0,0.242,0.25,90.2,0.17,0.266,0.386,,,
2024/06/14,7:10 PM.,LAD,KC,away,Clear.,75,694813,C,1,0,0,0,0,0,0,0,0,0,0,.294,.339,.395,.734,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,81.0,102.0,98.0,93.0,102.0,102.0,101.0,100.0,97.0,136.0,111.0,117.0,80.0,101.0,94.0,0.247,0.053,0.165,0.042,0.266,0.1,0.49,0.96,1.45,0.82,94.9,92.3,87.5,88.7,83.3,0.246,0.41,0.162,0.178,0.356,0.372,0.32,0.48,0.183,0.239,0.326,0.355,0.267,0.333,0.167,97.0,103.0,98.0,0.226,-0.69,95.3,0.314,0.504,0.136,0.182,0.182,0.133,,,,,,,,,,,,,,,,,,,,,
2024/06/13,1:10 PM.,NYY,KC,home,Sunny.,90,641482,C,4,0,1,0,0,0,0,0,0,0,1,.297,.341,.398,.739,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,,,,99.0,103.0,100.0,99.0,98.0,101.0,109.0,100.0,102.0,0.442,0.28,0.168,,0.097,0.25,1.32,-1.27,,-0.89,92.1,87.5,83.6,78.2,,0.235,0.443,0.215,0.226,0.369,0.326,0.249,0.378,0.251,0.364,0.727,0.167,,,,86.0,116.0,113.0,0.014,1.37,90.3,0.143,0.143,0.316,0.284,0.511,0.25,,,,,,,,,,,,,,,,,,,,,
2024/06/12,7:10 PM.,NYY,KC,home,Clear.,86,547001,DH,4,0,1,0,0,0,0,0,0,0,0,.298,.344,.404,.748,547001,codypoteet,Poteet,Right,Cody Poteet,NYY,2.22,5.01,24.1,99.0,93.0,97.0,0.861,5.92,2.96,6.66,0.74,1.36,0.211,0.437,0.085,0.225,0.385,107.0,94.0,97.0,100.0,107.0,100.0,78.0,95.0,92.0,133.0,92.0,101.0,,,,0.284,,0.172,0.099,0.198,0.76,,1.24,-1.44,1.71,93.3,,86.9,81.2,78.3,0.176,0.176,0.195,0.188,0.188,0.2,,,,,,,0.333,0.667,0.2,78.0,103.0,93.0,0.247,2.57,92.6,0.194,0.387,0.063,0.214,0.214,0.185,,,,,,,,,,,,,,,,,,,,,
2024/06/11,7:10 PM.,NYY,KC,home,Partly Cloudy.,83,573186,C,1,1,1,0,0,1,1,0,0,0,0,.300,.347,.409,.756,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,94.0,89.0,94.0,48.0,88.0,79.0,93.0,102.0,102.0,106.0,101.0,99.0,0.032,0.182,0.16,0.165,,-4.01,-0.26,-2.37,-0.03,,89.9,88.1,,85.3,81.3,0.455,0.636,0.259,,,,0.296,0.519,0.187,0.258,0.386,0.272,0.0,0.0,0.265,90.0,94.0,90.0,0.351,-0.03,90.0,0.306,0.466,0.12,,,,,,,,,,0.309,0.515,0.313,82.0,99.0,93.0,0.111,-0.31,83.3,0.235,0.309,0.241,,,
2024/06/10,7:10 PM.,NYY,KC,home,Clear.,80,607074,C,3,0,1,0,0,0,1,0,0,0,3,.294,.342,.376,.718,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,144.0,104.0,113.0,100.0,83.0,82.0,0.494,0.035,0.26,0.083,0.129,0.05,-3.11,-0.4,-1.32,1.44,95.4,91.8,85.5,86.8,81.0,0.262,0.514,0.214,0.188,0.247,0.495,0.353,0.647,0.255,0.199,0.361,0.393,0.281,0.531,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/09,1:12 PM.,SEA,KC,home,Sunny.,76,669923,C,4,2,1,0,0,0,0,0,0,2,0,.292,.342,.377,.719,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,102.0,107.0,101.0,110.0,104.0,110.0,97.0,99.0,93.0,0.339,0.004,0.237,,,0.46,0.79,1.28,,,96.0,92.3,,87.2,,0.221,0.458,0.291,,,,,,,0.226,0.316,0.271,0.333,0.439,0.286,106.0,108.0,108.0,0.236,1.5,96.0,0.263,0.354,0.105,,,,114.0,110.0,113.0,0.082,-1.95,83.4,,,,109.0,100.0,108.0,0.102,-2.05,86.0,0.253,0.413,0.295,73.9,0.0,-3.5
2024/06/06,1:10 PM.,CLE,KC,away,Sunny.,74,676440,C,4,1,1,0,0,0,0,0,1,2,3,.294,.345,.382,.727,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,119.0,109.0,112.0,92.0,103.0,98.0,113.0,102.0,109.0,,,,0.434,,0.278,0.105,0.18,-0.69,,1.74,-0.9,0.13,94.6,,82.5,86.2,81.3,0.282,0.476,0.213,0.238,0.431,0.291,0.141,0.225,0.368,0.196,0.411,0.299,0.208,0.458,0.184,89.0,64.0,93.0,0.003,-1.41,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/02,1:13 PM.,SD,KC,home,Cloudy.,82,650633,C,3,0,1,0,0,0,0,0,0,2,1,.296,.343,.388,.731,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,,,,86.0,103.0,101.0,115.0,97.0,102.0,,,,0.241,,0.234,,0.246,-0.15,,-0.19,,1.61,93.7,,86.7,82.9,,0.265,0.402,0.261,0.207,0.286,0.362,,,,0.281,0.5,0.284,,,,88.0,105.0,98.0,0.279,0.68,92.9,0.2,0.376,0.189,0.206,0.304,0.345,,,,,,,,,,,,,,,,,,,,,
2024/06/01,3:11 PM.,SD,KC,home,Partly Cloudy.,80,681190,C,4,0,1,1,0,0,0,0,0,1,3,.295,.343,.389,.732,681190,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.94,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,96.0,99.0,96.0,124.0,101.0,106.0,92.0,103.0,100.0,132.0,101.0,109.0,107.0,99.0,97.0,0.285,0.137,0.1,0.197,0.124,-0.56,2.22,-0.16,-0.45,-3.49,94.3,90.2,88.6,82.4,82.2,0.301,0.462,0.222,0.365,0.615,0.122,0.228,0.351,0.169,,,,0.234,0.422,0.239,103.0,103.0,98.0,0.157,-1.91,94.2,0.429,0.571,0.106,0.229,0.396,0.247,,,,,,,,,,,,,,,,,,,,,
2024/05/31,7:10 PM.,SD,KC,home,Overcast.,69,656302,C,1,0,1,0,0,0,2,0,0,0,0,.297,.347,.385,.732,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,,,,123.0,95.0,102.0,112.0,100.0,105.0,113.0,89.0,90.0,0.435,0.006,0.471,,0.009,0.22,-5.11,1.98,,-4.13,96.9,91.8,69.7,87.2,,0.235,0.39,0.203,0.25,1.0,0.2,0.25,1.0,0.0,0.159,0.257,0.447,0.28,0.44,0.286,,,,,,,,,,0.2,0.267,0.385,105.0,95.0,102.0,0.079,-0.95,82.3,,,,,,,,,,,,,,,
2024/05/30,12:12 PM.,MIN,KC,away,Partly Cloudy.,77,663978,C,3,0,0,0,0,0,0,0,0,0,2,.289,.340,.378,.718,663978,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.84,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,,,,0.429,,0.177,0.136,0.259,0.63,,-0.21,-1.69,-1.51,93.3,,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,,,,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/28,6:41 PM.,MIN,KC,away,Partly Cloudy.,65,680573,C,2,0,0,0,0,0,0,0,0,1,0,.299,.351,.391,.742,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,92.0,108.0,106.0,,,,0.403,,0.312,0.093,0.193,0.82,,0.76,1.68,-3.33,93.1,,82.8,86.4,76.1,0.258,0.356,0.219,0.311,0.622,0.205,,,,0.214,0.313,0.239,0.186,0.326,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/26,1:40 PM.,TB,KC,away,Dome.,72,671737,C,3,0,1,1,0,0,0,0,1,0,2,.306,.359,.400,.759,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,91.0,100.0,98.0,0.417,0.225,,0.089,,-0.04,1.02,,-1.5,,96.4,90.9,,,79.1,0.269,0.5,0.21,,,,0.205,0.357,0.324,,,,0.241,0.483,0.346,,,,,,,,,,,,,,,,,,,,,,123.0,102.0,114.0,0.269,0.47,90.9,0.213,0.32,0.33,,,
2024/05/25,4:10 PM.,TB,KC,away,Dome.,72,650644,C,0,1,0,0,0,0,0,0,0,0,0,.305,.352,.390,.742,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,104.0,104.0,109.0,68.0,102.0,96.0,152.0,101.0,112.0,91.0,100.0,101.0,0.099,0.322,0.163,0.156,,-1.7,1.08,-1.03,-1.36,,92.0,88.1,,80.5,77.1,0.294,0.49,0.095,,,,0.232,0.394,0.233,0.25,0.375,0.438,0.25,0.479,0.275,71.0,93.0,83.0,0.24,0.06,92.6,0.241,0.421,0.158,0.267,0.467,0.272,,,,,,,,,,57.0,96.0,102.0,0.02,-4.86,85.6,0.375,0.625,0.261,,,
2024/05/24,6:51 PM.,TB,KC,away,Dome.,72,542888,C,5,0,2,1,0,0,1,0,0,2,1,.305,.352,.390,.742,542888,shawnarmstrong,Armstrong,Right,Shawn Armstrong,- - -,4.86,5.11,66.2,105.0,95.0,102.0,0.819,8.91,3.38,10.4,0.81,0.91,0.312,0.307,0.183,0.332,0.462,,,,,,,86.0,110.0,104.0,126.0,114.0,117.0,99.0,103.0,101.0,0.332,0.315,0.082,,,0.72,-1.23,-0.2,,,93.3,90.5,,84.5,,0.198,0.341,0.333,,,,0.314,0.557,0.205,0.167,0.333,0.273,,,,95.0,100.0,97.0,0.271,-1.36,93.6,0.388,0.459,0.107,0.214,0.357,0.25,,,,,,,,,,,,,,,,,,,,,
2024/05/22,1:11 PM.,DET,KC,home,Sunny.,69,669373,C,4,1,2,1,0,0,3,0,0,2,0,.299,.349,.377,.726,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,111.0,99.0,103.0,,,,0.332,,0.149,,0.271,1.84,,0.78,,1.13,96.8,,86.3,88.7,,0.197,0.286,0.277,0.216,0.322,0.461,,,,0.169,0.364,0.346,0.158,0.316,0.175,95.0,105.0,104.0,0.205,1.25,96.6,0.207,0.305,0.16,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,,,,,,,
2024/05/20,6:41 PM.,DET,KC,home,Cloudy.,81,681857,C,4,1,2,0,0,0,1,0,0,1,2,.288,.342,.356,.698,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,92.0,91.0,90.0,70.0,94.0,86.0,111.0,97.0,103.0,,,,0.234,,0.278,0.06,0.223,-0.39,,2.08,-3.32,-0.05,94.2,,86.5,84.8,79.0,0.277,0.386,0.101,0.222,0.344,0.429,,,,0.143,0.194,0.455,0.304,0.652,0.295,75.0,103.0,95.0,0.205,1.85,94.2,0.284,0.385,0.076,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/19,1:11 PM.,OAK,KC,home,Sunny.,85,676664,C,3,1,2,0,0,0,0,0,1,0,0,.275,.333,.348,.681,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,,,,70.0,102.0,92.0,118.0,100.0,105.0,,,,0.363,,0.339,,0.192,-0.8,,-0.1,,-0.21,91.9,,84.0,78.9,,0.23,0.476,0.256,0.297,0.428,0.188,,,,0.23,0.525,0.259,,,,84.0,100.0,87.0,0.106,1.37,90.0,0.276,0.395,0.104,0.239,0.381,0.213,,,,,,,,,,,,,,,,,,,,,
2024/05/17,6:40 PM.,OAK,KC,home,Clear.,78,687765,C,0,0,0,0,0,0,0,0,0,0,0,.258,.310,.333,.643,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,,,,121.0,105.0,109.0,99.0,100.0,96.0,,0.396,0.326,0.121,0.011,,-0.41,0.01,-0.82,-7.88,,90.7,88.4,84.3,80.4,,,,0.571,0.857,0.0,0.278,0.472,0.176,0.278,0.493,0.276,0.196,0.351,0.31,40.0,97.0,84.0,0.146,-1.41,91.9,0.338,0.403,0.16,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/15,1:10 PM.,SEA,KC,away,Sunny.,61,693433,C,4,2,2,0,0,0,0,0,0,1,2,.258,.310,.333,.643,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,113.0,101.0,107.0,,,,0.489,,0.187,,0.094,1.44,,1.23,,0.0,94.8,,89.6,84.2,,0.218,0.355,0.273,0.186,0.373,0.207,,,,0.265,0.529,0.241,,,,116.0,109.0,109.0,0.23,1.85,94.7,0.234,0.315,0.097,0.1,0.1,0.417,,,,,,,,,,,,,,,,,,,,,
2024/05/12,1:07 PM.,LAA,KC,away,Sunny.,73,663776,C,4,1,1,0,0,0,1,0,0,2,3,.242,.299,.323,.622,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.25,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.132,0.312,0.421,95.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,150.0,98.0,105.0,,,,0.16,,0.293,0.09,0.283,-2.18,,0.27,2.03,0.73,93.7,,82.9,86.8,76.3,0.381,0.524,0.16,0.208,0.292,0.39,,,,0.265,0.434,0.243,0.118,0.118,0.279,63.0,96.0,88.0,0.174,-1.81,93.7,0.413,0.565,0.142,0.235,0.471,0.281,,,,,,,,,,,,,,,,,,,,,
2024/05/08,1:10 PM.,MIL,KC,home,Partly Cloudy.,67,605452,C,3,0,2,1,0,0,1,0,1,0,0,.241,.302,.328,.630,605452,joeross,Ross,Right,Joe Ross,MIL,3.77,3.91,74.0,102.0,88.0,98.0,0.752,8.03,3.53,8.76,0.85,0.98,0.29,0.366,0.21,0.321,0.454,81.0,106.0,97.0,110.0,102.0,99.0,84.0,106.0,97.0,94.0,103.0,104.0,,,,0.16,,0.373,0.017,0.084,-2.63,,0.42,2.4,0.43,94.8,,90.2,86.6,83.2,0.288,0.5,0.275,0.286,0.357,0.157,,,,0.237,0.32,0.384,0.0,0.0,0.308,85.0,98.0,92.0,0.366,0.77,94.8,0.248,0.343,0.154,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/06,6:10 PM.,MIL,KC,home,Cloudy.,74,669060,C,0,0,0,0,0,0,0,0,0,0,0,.218,.271,.291,.562,669060,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.04,5.35,104.2,105.0,93.0,98.0,0.818,7.05,2.67,8.77,1.72,0.88,0.252,0.369,0.157,0.375,0.453,54.0,96.0,85.0,106.0,107.0,106.0,85.0,113.0,105.0,,,,98.0,101.0,95.0,0.15,0.349,,0.139,0.042,-3.09,1.16,,-3.29,-0.91,93.6,88.8,88.0,,80.4,0.288,0.493,0.229,0.182,0.273,0.174,0.23,0.361,0.263,,,,0.309,0.709,0.229,92.0,106.0,96.0,0.32,1.31,93.1,0.236,0.368,0.134,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/05,2:32 PM.,TEX,KC,home,Cloudy.,63,592351,C,4,0,1,0,0,0,0,0,0,1,2,.218,.271,.291,.562,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,,,,0.444,,0.439,0.046,0.071,-0.71,,0.77,-0.7,-1.39,94.9,,88.7,88.6,78.9,0.311,0.443,0.15,0.257,0.543,0.19,,,,0.213,0.344,0.334,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/03,6:40 PM.,TEX,KC,home,Partly Cloudy.,74,547179,C,4,0,0,0,0,0,0,0,0,1,3,.216,.273,.294,.567,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,126.0,98.0,108.0,94.0,92.0,91.0,0.272,0.1,0.149,0.079,0.188,1.0,0.04,-1.51,0.02,1.94,93.8,90.1,84.6,83.9,81.7,0.155,0.309,0.184,0.122,0.173,0.373,0.235,0.51,0.236,0.368,0.632,0.253,0.217,0.348,0.352,81.0,102.0,94.0,0.212,-0.25,93.6,0.291,0.441,0.062,0.19,0.429,0.291,,,,,,,,,,,,,,,,,,,,,
2024/04/30,7:08 PM.,TOR,KC,away,Roof Closed.,68,621244,C,3,0,1,0,0,0,0,0,1,0,0,.234,.294,.319,.613,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,,,,84.0,108.0,99.0,0.183,0.035,,0.286,0.16,-1.26,-1.83,,0.28,0.88,94.1,91.4,84.8,,83.2,0.305,0.558,0.189,0.171,0.364,0.269,0.36,0.48,0.123,,,,,,,85.0,103.0,95.0,0.337,1.02,93.4,0.268,0.366,0.125,,,,,,,,,,0.188,0.404,0.31,,,,,,,,,,,,
2024/04/29,7:07 PM.,TOR,KC,away,Roof Closed.,68,684320,C,3,2,2,0,0,1,1,0,1,0,1,.227,.277,.318,.595,684320,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.47,4.0,86.2,97.0,97.0,97.0,0.765,8.83,4.15,7.68,1.14,0.9,0.268,0.393,0.184,0.272,0.392,,,,97.0,95.0,100.0,86.0,93.0,87.0,120.0,104.0,111.0,,,,0.409,,0.282,0.105,,-0.12,,0.67,-2.85,,93.9,,,84.6,78.3,0.255,0.439,0.22,,,,,,,0.213,0.36,0.335,0.348,0.739,0.25,84.0,94.0,92.0,0.108,2.98,93.4,0.167,0.167,0.149,,,,,,,,,,,,,85.0,102.0,102.0,0.096,-1.17,88.9,0.194,0.306,0.215,,,
2024/04/28,1:40 PM.,DET,KC,away,Overcast.,70,669373,C,3,0,0,0,0,0,0,0,0,1,1,.195,.233,.220,.453,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,111.0,99.0,103.0,,,,0.332,,0.149,,0.271,1.84,,0.78,,1.13,96.8,,86.3,88.7,,0.197,0.286,0.277,0.216,0.322,0.461,,,,0.169,0.364,0.346,0.158,0.316,0.175,95.0,105.0,104.0,0.205,1.25,96.6,0.207,0.305,0.16,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,,,,,,,
2024/04/25,1:12 PM.,TOR,KC,home,Cloudy.,59,621244,C,2,0,1,0,0,0,0,0,0,0,0,.211,.250,.237,.487,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,,,,84.0,108.0,99.0,0.183,0.035,,0.286,0.16,-1.26,-1.83,,0.28,0.88,94.1,91.4,84.8,,83.2,0.305,0.558,0.189,0.171,0.364,0.269,0.36,0.48,0.123,,,,,,,85.0,103.0,95.0,0.337,1.02,93.4,0.268,0.366,0.125,,,,,,,,,,0.188,0.404,0.31,,,,,,,,,,,,
2024/04/21,1:11 PM.,BAL,KC,home,Sunny.,55,608344,C,3,0,1,0,0,0,0,0,1,1,0,.194,.237,.222,.459,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,65.0,108.0,100.0,102.0,98.0,102.0,62.0,99.0,85.0,85.0,121.0,119.0,86.0,102.0,91.0,0.264,0.109,0.041,0.252,0.134,-1.16,-0.64,-3.18,-0.38,-1.52,91.9,85.9,84.9,78.1,77.3,0.296,0.592,0.163,0.282,0.474,0.243,0.327,0.551,0.181,0.25,0.438,0.196,0.283,0.424,0.189,75.0,101.0,89.0,0.2,-0.49,91.5,0.307,0.485,0.088,,,,,,,,,,,,,,,,,,,,,,,,
