date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/08/05,6:40 PM.,AZ,CLE,home,Partly Cloudy.,81,668678,SS,0,0,0,0,0,0,1,0,0,0,0,.227,.301,.429,.730,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,,,,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,89.0,87.0,79.0,0.001,0.463,0.031,0.087,,0.14,-0.55,-0.78,-1.02,-0.56,,0.43,93.7,90.3,86.6,94.7,87.0,,0.28,0.46,0.133,0.148,0.23,0.392,,,,0.25,0.625,0.36,0.27,0.382,0.265,,,,,,,,,,0.31,0.476,0.337,,,,,,,107.0,108.0,112.0,0.277,2.29,81.0,,,,,,
2024/08/04,1:41 PM.,BAL,CLE,home,Sunny.,83,669203,SS,2,1,1,0,0,0,0,1,0,0,1,.227,.304,.429,.733,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,,0.45,0.146,0.215,0.11,,1.37,-0.5,0.7,0.44,0.2,,95.3,89.2,97.0,87.2,80.3,,,,0.2,0.326,0.378,0.235,0.412,0.157,0.251,0.362,0.19,0.194,0.339,0.377,,,,,,,,,,0.196,0.268,0.463,0.125,0.5,0.457,,,,,,,,,,,,,,,
2024/08/03,7:15 PM.,BAL,CLE,home,Partly Cloudy.,80,621107,SS,4,0,2,1,0,0,0,0,0,0,1,.222,.301,.427,.728,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.09,0.282,0.097,0.188,0.061,-0.64,1.54,0.0,0.46,-1.27,0.21,92.4,88.2,85.6,91.7,79.7,78.8,0.236,0.418,0.248,0.291,0.472,0.333,0.293,0.404,0.133,0.214,0.345,0.223,0.188,0.354,0.105,,,,,,,,,,,,,0.236,0.473,0.203,,,,,,,,,,,,,,,
2024/08/01,6:40 PM.,BAL,CLE,home,Partly Cloudy.,84,669432,3B,1,0,0,0,0,0,0,0,0,1,1,.212,.295,.416,.711,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.317,,0.206,,0.238,-0.26,,-0.36,-1.99,,-1.32,91.9,,85.6,91.5,82.4,,0.252,0.467,0.234,,,,0.292,0.492,0.1,,,,0.295,0.396,0.238,,,,,,,,,,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,
2024/07/30,1:10 PM.,DET,CLE,away,Cloudy.,80,663947,3B,4,0,1,1,0,0,1,0,0,0,3,.214,.297,.420,.717,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,59.0,104.0,101.0,109.0,94.0,100.0,79.0,100.0,91.0,77.0,105.0,97.0,113.0,97.0,105.0,85.0,105.0,101.0,0.216,0.152,0.273,0.155,0.015,0.189,4.5,1.85,2.61,1.73,1.83,0.4,92.1,87.6,83.6,91.5,80.6,79.2,0.105,0.14,0.257,,,,0.156,0.338,0.094,0.194,0.292,0.253,0.25,0.382,0.289,,,,,,,,,,,,,0.13,0.174,0.379,,,,,,,,,,,,,,,
2024/07/27,6:06 PM.,PHI,CLE,away,Partly Cloudy.,85,663969,3B,3,0,0,0,0,0,0,0,0,1,2,.213,.298,.417,.715,663969,tylerphillips,Phillips,Right,Tyler Phillips,PHI,6.87,5.97,36.2,100.0,94.0,99.0,0.799,6.87,1.72,11.05,2.21,1.13,0.122,0.496,0.171,0.358,0.419,82.0,110.0,104.0,107.0,112.0,116.0,68.0,92.0,90.0,80.0,101.0,91.0,121.0,95.0,102.0,,,,0.311,0.187,,0.292,0.144,0.066,3.13,,-1.15,-2.49,-0.37,-9.69,92.7,,85.7,93.7,82.5,81.0,0.219,0.313,0.214,0.174,0.304,0.222,0.35,0.7,0.118,,,,0.6,1.1,0.182,,,,,,,,,,,,,0.311,0.511,0.329,,,,,,,,,,,,,,,
2024/07/25,1:11 PM.,DET,CLE,home,Cloudy.,75,663947,RF,1,0,0,0,0,0,0,0,0,1,1,.219,.306,.429,.735,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,59.0,104.0,101.0,109.0,94.0,100.0,79.0,100.0,91.0,77.0,105.0,97.0,113.0,97.0,105.0,85.0,105.0,101.0,0.216,0.152,0.273,0.155,0.015,0.189,4.5,1.85,2.61,1.73,1.83,0.4,92.1,87.6,83.6,91.5,80.6,79.2,0.105,0.14,0.257,,,,0.156,0.338,0.094,0.194,0.292,0.253,0.25,0.382,0.289,,,,,,,,,,,,,0.13,0.174,0.379,,,,,,,,,,,,,,,
2024/07/24,6:42 PM.,DET,CLE,home,Cloudy.,77,656427,SS,3,0,0,0,0,0,0,0,0,2,0,.221,.308,.433,.741,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,,,,0.023,0.441,,0.29,,0.027,0.5,,-5.05,0.02,,-0.55,93.3,,85.7,90.6,84.7,,0.245,0.401,0.238,0.164,0.219,0.436,0.6,1.2,0.4,,,,0.111,0.333,0.111,,,,,,,,,,0.222,0.455,0.363,,,,,,,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,
2024/07/23,6:41 PM.,DET,CLE,home,Partly Cloudy.,78,663947,LF,4,1,1,0,0,0,0,0,0,0,3,.228,.316,.446,.762,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,59.0,104.0,101.0,109.0,94.0,100.0,79.0,100.0,91.0,77.0,105.0,97.0,113.0,97.0,105.0,85.0,105.0,101.0,0.216,0.152,0.273,0.155,0.015,0.189,4.5,1.85,2.61,1.73,1.83,0.4,92.1,87.6,83.6,91.5,80.6,79.2,0.105,0.14,0.257,,,,0.156,0.338,0.094,0.194,0.292,0.253,0.25,0.382,0.289,,,,,,,,,,,,,0.13,0.174,0.379,,,,,,,,,,,,,,,
2024/07/21,1:40 PM.,SD,CLE,home,Partly Cloudy.,80,650633,SS,3,0,0,0,0,0,0,0,0,1,0,.227,.319,.454,.773,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,,,,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,,,,0.279,0.241,,0.234,,0.246,-0.15,,0.68,-0.19,,1.61,93.7,,86.7,92.9,82.9,,0.265,0.402,0.261,,,,0.2,0.376,0.189,,,,0.207,0.286,0.362,,,,,,,,,,0.281,0.5,0.284,0.206,0.304,0.345,,,,,,,,,,,,,,,
2024/07/20,7:11 PM.,SD,CLE,home,Partly Cloudy.,77,656302,2B,3,0,0,0,0,0,0,0,0,1,1,.234,.327,.468,.795,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,,,,123.0,95.0,102.0,,,,112.0,100.0,105.0,113.0,89.0,90.0,,0.435,0.006,0.471,,0.009,0.22,-5.11,,1.98,,-4.13,96.9,91.8,69.7,,87.2,,0.235,0.39,0.203,0.28,0.44,0.286,,,,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,0.159,0.257,0.447,0.2,0.267,0.385,,,,105.0,95.0,102.0,0.079,-0.95,82.3,,,,,,
2024/07/19,7:11 PM.,SD,CLE,home,Clear.,74,663362,SS,2,0,1,1,0,0,1,0,0,1,0,.242,.336,.484,.820,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,,,,57.0,108.0,91.0,73.0,108.0,102.0,115.0,101.0,107.0,83.0,98.0,90.0,0.144,0.19,0.086,0.198,,,-0.77,1.88,0.64,0.5,,,90.6,87.0,,90.0,79.3,,0.265,0.513,0.224,,,,0.303,0.404,0.067,0.231,0.385,0.144,,,,,,,,,,,,,,,,0.227,0.454,0.201,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024/07/14,1:40 PM.,TB,CLE,away,Dome.,72,686752,3B,3,0,0,0,0,0,0,0,0,1,2,.236,.333,.472,.805,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,115.0,98.0,102.0,,,,119.0,95.0,106.0,100.0,103.0,100.0,,0.506,0.06,0.173,0.027,0.235,1.07,-0.88,,0.51,-1.47,-0.47,94.9,91.6,85.8,,89.0,80.6,0.181,0.33,0.316,0.167,0.167,0.5,,,,0.276,0.586,0.141,0.216,0.353,0.286,,,,,,,,,,0.267,0.407,0.317,,,,,,,,,,,,,,,,,,
2024/07/13,4:10 PM.,TB,CLE,away,Dome.,72,641793,SS,3,0,0,0,0,0,0,0,0,1,4,.244,.343,.488,.831,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,,,,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,0.221,,0.399,,,0.58,,-0.6,0.45,,,92.4,,,91.6,85.7,,0.245,0.358,0.191,,,,0.265,0.439,0.141,,,,,,,104.0,106.0,112.0,0.232,-0.84,83.0,,,,0.257,0.427,0.227,0.406,0.594,0.115,0.258,0.423,0.344,,,,,,,,,,,,
2024/07/12,6:50 PM.,TB,CLE,away,Dome.,72,671737,SS,3,0,2,1,0,0,0,0,0,1,1,.253,.354,.506,.860,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,,,,91.0,100.0,98.0,,0.417,0.225,,0.089,,-0.04,1.02,,,-1.5,,96.4,90.9,,,,79.1,0.269,0.5,0.21,0.241,0.483,0.346,,,,0.205,0.357,0.324,,,,123.0,102.0,114.0,0.269,0.47,90.9,,,,,,,,,,0.213,0.32,0.33,,,,,,,,,,,,
2024/07/11,1:09 PM.,DET,CLE,away,Sunny.,83,656427,3B,3,0,0,0,0,0,0,0,1,1,0,.238,.344,.488,.832,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,,,,0.023,0.441,,0.29,,0.027,0.5,,-5.05,0.02,,-0.55,93.3,,85.7,90.6,84.7,,0.245,0.401,0.238,0.164,0.219,0.436,0.6,1.2,0.4,,,,0.111,0.333,0.111,,,,,,,,,,0.222,0.455,0.363,,,,,,,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,
2024/07/10,6:40 PM.,DET,CLE,away,Overcast.,67,681857,RF,2,1,1,0,0,1,1,0,0,1,0,.247,.348,.506,.854,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,92.0,91.0,90.0,70.0,94.0,86.0,75.0,103.0,95.0,111.0,97.0,103.0,,,,0.205,0.234,,0.278,0.06,0.223,-0.39,,1.85,2.08,-3.32,-0.05,94.2,,86.5,94.2,84.8,79.0,0.277,0.386,0.101,0.304,0.652,0.295,0.284,0.385,0.076,,,,0.222,0.344,0.429,,,,,,,,,,0.143,0.194,0.455,,,,,,,,,,,,,,,,,,
2024/07/09,6:40 PM.,DET,CLE,away,Cloudy.,83,628317,RF,4,0,0,0,0,0,0,0,1,2,0,.240,.344,.467,.811,628317,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.185,0.27,0.388,,,,80.0,75.0,78.0,67.0,99.0,91.0,59.0,104.0,93.0,101.0,95.0,98.0,65.0,94.0,79.0,0.072,0.225,0.016,0.359,0.016,,-2.6,1.08,-0.02,-0.34,-4.36,,90.8,84.8,,90.4,81.4,76.4,0.359,0.667,0.13,0.5,0.75,0.0,0.294,0.324,0.133,0.333,0.333,0.391,,,,110.0,105.0,110.0,0.312,-0.22,83.9,,,,0.31,0.569,0.268,0.241,0.379,0.207,0.217,0.42,0.303,,,,,,,,,,,,
2024/07/08,6:40 PM.,DET,CLE,away,Partly Cloudy.,88,672456,RF,2,0,0,0,0,0,0,0,0,1,1,.254,.353,.493,.846,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,,,,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,,,,0.078,0.421,,0.28,,0.109,-0.19,,1.09,0.02,,-2.78,94.8,,86.0,94.1,83.5,,0.27,0.486,0.18,0.269,0.615,0.224,0.32,0.32,0.038,,,,0.289,0.474,0.329,,,,,,,,,,0.235,0.391,0.259,,,,,,,95.0,102.0,111.0,0.112,-3.94,78.8,,,,,,
2024/07/07,1:40 PM.,SF,CLE,home,Sunny.,80,806185,RF,3,0,1,1,0,0,1,0,0,1,0,.261,.361,.507,.868,806185,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.65,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,111.0,102.0,104.0,90.0,89.0,85.0,,,,119.0,90.0,100.0,,,,,0.446,,0.184,0.187,0.184,-0.02,,,-0.26,0.82,-0.87,95.8,,88.1,,86.4,80.5,0.216,0.44,0.182,0.145,0.218,0.327,,,,,,,0.269,0.365,0.349,,,,,,,,,,0.244,0.512,0.487,,,,,,,,,,,,,,,,,,
2024/07/05,7:36 PM.,SF,CLE,home,Partly Cloudy.,74,669062,RF,2,0,0,0,0,0,0,0,2,0,3,.258,.363,.500,.863,669062,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.88,3.14,67.1,96.0,110.0,99.0,0.712,11.63,5.08,6.68,0.94,1.46,0.165,0.475,0.177,0.348,0.386,118.0,97.0,105.0,,,,95.0,94.0,91.0,,,,137.0,101.0,110.0,,,,,0.497,,0.164,0.001,0.338,0.99,,,-1.06,3.94,0.1,96.9,,85.5,,83.3,81.1,0.184,0.311,0.291,,,,,,,,,,0.21,0.35,0.302,,,,,,,,,,0.244,0.415,0.375,,,,,,,,,,,,,,,,,,
2024/07/03,6:40 PM.,CWS,CLE,home,Partly Cloudy.,85,607200,CF,3,1,1,1,0,0,0,0,0,1,1,.266,.355,.516,.871,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,,,,17.0,112.0,76.0,76.0,105.0,93.0,126.0,101.0,106.0,78.0,104.0,97.0,0.308,0.003,0.323,0.202,,0.164,-6.18,0.43,0.59,1.28,,-0.54,92.9,89.9,87.7,93.0,83.5,,0.5,0.5,0.0,,,,0.25,0.358,0.202,0.262,0.47,0.232,0.228,0.351,0.165,,,,,,,,,,,,,0.165,0.309,0.251,,,,,,,,,,,,,,,
2024/07/02,6:40 PM.,CWS,CLE,home,Partly Cloudy.,83,623167,RF,4,1,1,0,0,1,2,0,0,2,1,.262,.356,.508,.864,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,47.0,101.0,90.0,0.002,0.37,0.261,0.087,0.122,0.157,-0.64,-0.75,2.01,-2.65,0.43,-1.32,91.3,87.4,81.3,91.4,80.0,72.0,0.261,0.473,0.132,0.246,0.393,0.308,,,,0.319,0.536,0.218,0.257,0.436,0.379,,,,,,,,,,0.361,0.475,0.271,,,,,,,,,,,,,,,,,,
2024/06/30,1:11 PM.,KC,CLE,away,Sunny.,78,607625,3B,3,1,1,0,0,0,0,0,1,1,1,.263,.362,.474,.836,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,97.0,103.0,103.0,0.185,0.24,0.082,0.135,0.262,0.069,0.7,2.86,0.65,-0.67,1.44,0.08,92.2,90.1,87.4,92.1,85.2,79.4,0.234,0.392,0.176,0.178,0.271,0.339,0.274,0.381,0.129,0.228,0.228,0.23,0.208,0.333,0.291,93.0,107.0,106.0,0.026,0.07,85.7,0.215,0.28,0.285,0.213,0.387,0.2,0.375,0.75,0.109,0.105,0.421,0.351,,,,,,,,,,,,
2024/06/28,7:11 PM.,KC,CLE,away,Partly Cloudy.,87,679525,LF,2,0,0,0,0,0,1,0,1,1,2,.259,.354,.481,.835,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,103.0,105.0,103.0,93.0,98.0,95.0,98.0,99.0,97.0,117.0,99.0,107.0,,,,0.138,0.37,,0.228,0.164,0.1,0.34,,-1.16,-0.57,-1.2,0.84,94.2,,86.3,93.6,86.5,82.8,0.208,0.383,0.223,0.263,0.5,0.274,0.317,0.524,0.099,,,,0.204,0.296,0.177,,,,,,,,,,0.29,0.462,0.294,0.2,0.433,0.464,,,,,,,,,,,,,,,
2024/06/27,7:11 PM.,KC,CLE,away,Cloudy.,84,608379,RF,2,0,0,0,0,0,1,0,0,2,0,.269,.361,.500,.861,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,78.0,100.0,92.0,0.153,0.238,0.114,0.092,0.081,0.322,0.39,-0.94,0.29,-2.39,-1.64,2.26,93.6,88.8,81.2,93.6,84.1,75.2,0.279,0.449,0.169,0.357,0.643,0.174,0.252,0.301,0.099,0.319,0.458,0.148,0.169,0.312,0.341,,,,,,,,,,0.371,0.6,0.373,,,,,,,,,,,,,,,,,,
2024/06/26,6:36 PM.,BAL,CLE,away,Cloudy.,89,680570,RF,4,0,1,0,0,0,0,0,0,1,0,.280,.379,.520,.899,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,,,,0.012,0.465,,0.158,0.155,0.21,-0.38,,5.3,-0.96,0.29,1.63,96.1,,83.1,96.1,86.5,81.3,0.291,0.413,0.269,0.26,0.38,0.241,0.167,0.333,0.294,,,,0.161,0.306,0.348,,,,,,,,,,0.25,0.563,0.361,,,,,,,,,,,,,,,,,,
2024/06/25,6:35 PM.,BAL,CLE,away,Partly Cloudy.,91,608344,RF,1,0,0,0,0,0,0,0,0,0,1,.283,.389,.543,.932,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,65.0,108.0,100.0,102.0,98.0,102.0,62.0,99.0,85.0,75.0,101.0,89.0,85.0,121.0,119.0,86.0,102.0,91.0,0.2,0.264,0.109,0.041,0.252,0.134,-1.16,-0.64,-0.49,-3.18,-0.38,-1.52,91.9,85.9,84.9,91.5,78.1,77.3,0.296,0.592,0.163,0.283,0.424,0.189,0.307,0.485,0.088,0.327,0.551,0.181,0.282,0.474,0.243,,,,,,,,,,0.25,0.438,0.196,,,,,,,,,,,,,,,,,,
2024/06/24,6:36 PM.,BAL,CLE,away,Partly Cloudy.,84,700249,CF,4,0,1,0,1,0,0,0,0,1,1,.289,.396,.556,.952,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,97.0,94.0,94.0,0.084,0.407,0.075,0.13,0.196,0.109,0.56,-3.12,0.86,-0.43,-2.26,-2.05,92.4,88.3,86.1,91.5,82.6,76.3,0.223,0.379,0.185,0.333,0.517,0.269,0.2,0.24,0.103,0.333,0.81,0.288,0.25,0.542,0.235,,,,,,,,,,,,,0.232,0.411,0.276,,,,,,,,,,,,,,,
2024/06/23,1:41 PM.,TOR,CLE,home,Cloudy.,78,579328,2B,4,0,1,0,0,0,1,0,0,2,3,.293,.408,.537,.945,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,99.0,105.0,105.0,114.0,103.0,107.0,,,,111.0,100.0,106.0,,,,,0.471,,0.235,0.183,0.111,-0.08,,,1.31,0.02,-0.15,95.5,,86.7,,88.3,82.4,0.274,0.505,0.28,0.264,0.395,0.274,,,,,,,0.194,0.25,0.358,,,,,,,,,,0.21,0.28,0.297,,,,,,,,,,,,,,,,,,
2024/06/22,4:11 PM.,TOR,CLE,home,Partly Cloudy.,89,621244,CF,4,1,1,0,0,1,1,0,0,1,1,.297,.422,.568,.990,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,85.0,103.0,95.0,,,,84.0,108.0,99.0,0.337,0.183,0.035,,0.286,0.16,-1.26,-1.83,1.02,,0.28,0.88,94.1,91.4,84.8,93.4,,83.2,0.305,0.558,0.189,,,,0.268,0.366,0.125,0.36,0.48,0.123,0.171,0.364,0.269,,,,,,,0.188,0.404,0.31,,,,,,,,,,,,,,,,,,,,,
2024/06/20,1:10 PM.,SEA,CLE,home,Partly Cloudy.,88,622491,3B,3,0,0,0,0,0,0,0,1,1,2,.303,.439,.515,.954,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,,,,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,,,,0.179,0.454,,0.224,,0.143,0.97,,-0.41,0.65,,-1.63,95.6,,88.1,95.6,85.7,,0.203,0.365,0.273,,,,0.298,0.457,0.105,,,,0.287,0.545,0.265,,,,,,,,,,0.207,0.357,0.358,,,,,,,,,,,,,,,,,,
2024/06/19,6:42 PM.,SEA,CLE,home,Partly Cloudy.,85,693433,SS,3,1,0,0,0,0,0,1,1,1,0,.333,.459,.567,1.026,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,,,,0.23,0.489,,0.187,,0.094,1.44,,1.85,1.23,,0.0,94.8,,89.6,94.7,84.2,,0.218,0.355,0.273,,,,0.234,0.315,0.097,,,,0.186,0.373,0.207,,,,,,,,,,0.265,0.529,0.241,0.1,0.1,0.417,,,,,,,,,,,,,,,
