date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024/08/21,7:08 PM.,CIN,TOR,home,Partly Cloudy.,70,607259,1B,3,2,2,1,0,1,2,0,2,0,0,.260,.353,.425,.778,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.1,3.19,142.1,109.0,99.0,107.0,0.786,7.33,1.14,8.09,0.82,0.89,0.265,0.393,0.198,0.23,0.441,118.0,113.0,116.0,107.0,102.0,105.0,91.0,110.0,109.0,80.0,106.0,97.0,105.0,110.0,110.0,0.176,0.224,0.061,0.119,0.216,0.73,0.88,-0.55,-1.69,1.79,92.6,80.1,92.0,84.9,80.8,0.219,0.351,0.212,0.233,0.4,0.364,0.24,0.375,0.09,0.186,0.286,0.416,0.342,0.605,0.247,96.0,108.0,104.0,0.203,1.32,89.1,0.281,0.43,0.12,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/20,7:08 PM.,CIN,TOR,home,Roof Closed.,68,686730,1B,4,1,1,0,0,1,1,0,0,0,3,.255,.344,.403,.747,686730,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.46,4.84,90.2,103.0,89.0,100.0,0.805,7.94,2.68,11.12,1.99,0.79,0.265,0.413,0.195,0.339,0.452,69.0,102.0,90.0,,,,76.0,101.0,95.0,80.0,107.0,99.0,121.0,106.0,113.0,0.175,0.299,0.245,,0.121,-1.66,0.68,-1.23,,-5.43,92.4,86.7,92.1,81.5,,0.256,0.462,0.205,0.0,0.0,0.4,0.3,0.5,0.122,0.396,0.774,0.198,,,,82.0,103.0,98.0,0.16,-0.84,87.8,0.321,0.547,0.195,,,,,,,0.291,0.544,0.319,,,,,,,,,,,,,,,
2024/08/19,7:08 PM.,CIN,TOR,home,Clear.,65,687924,1B,4,0,0,0,0,0,0,0,0,1,2,.260,.351,.399,.750,687924,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.25,4.94,31.2,97.0,86.0,97.0,0.836,5.4,3.41,8.53,2.27,0.79,0.24,0.413,0.183,0.231,0.449,97.0,84.0,89.0,93.0,87.0,96.0,,,,79.0,102.0,98.0,94.0,99.0,105.0,0.54,,0.179,0.092,0.189,,-0.41,0.21,-2.92,-1.59,,84.0,94.3,80.3,78.0,,,,0.176,0.353,0.25,0.282,0.563,0.151,0.2,0.36,0.25,0.2,0.5,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/18,1:20 PM.,CHC,TOR,away,Cloudy.,74,684007,2B,4,0,1,0,0,0,0,0,0,0,2,.265,.357,.407,.764,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.52,0.077,0.032,0.039,0.36,0.77,0.14,-0.59,0.48,91.7,81.6,88.7,81.6,72.7,0.229,0.47,0.176,,,,0.25,0.333,0.37,0.194,0.226,0.333,0.444,0.556,0.0,50.0,107.0,96.0,0.005,-6.3,89.8,0.333,1.333,0.143,81.0,106.0,100.0,0.306,1.39,82.9,0.267,0.311,0.347,0.204,0.283,0.431,,,,0.0,-76.55,53.9,,,,,,
2024/08/17,1:20 PM.,CHC,TOR,away,Cloudy.,78,657006,PH,0,0,0,0,0,0,0,0,1,0,0,.265,.359,.410,.769,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,0.053,0.595,0.297,0.022,0.033,0.38,0.43,1.81,2.76,0.32,91.6,86.2,91.6,83.3,79.9,0.253,0.396,0.223,0.16,0.243,0.282,0.292,0.458,0.182,0.222,0.222,0.172,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/16,1:20 PM.,CHC,TOR,away,Partly Cloudy.,81,543294,DH,5,1,1,0,0,0,0,0,0,2,2,.265,.356,.410,.766,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.81,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.194,0.288,0.402,108.0,106.0,106.0,87.0,109.0,108.0,59.0,94.0,86.0,97.0,106.0,96.0,,,,0.355,0.127,,0.131,0.387,-1.51,-0.77,,0.52,-0.72,87.7,80.9,87.6,,74.3,0.237,0.553,0.209,,,,0.333,0.493,0.106,0.267,0.409,0.239,0.22,0.3,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/14,6:38 PM.,LAA,TOR,away,Clear.,82,542881,DH,4,1,0,0,0,0,0,0,1,2,2,.267,.360,.415,.775,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,105.0,100.0,105.0,,,,89.0,99.0,96.0,66.0,95.0,83.0,80.0,141.0,142.0,0.033,0.396,0.013,0.001,0.371,-0.73,-3.87,-0.06,-3.14,1.32,89.4,78.9,88.1,81.3,71.6,0.272,0.494,0.183,0.0,0.0,0.357,0.261,0.696,0.152,0.185,0.259,0.396,,,,99.0,100.0,96.0,0.185,-0.41,84.3,0.264,0.455,0.247,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/13,6:39 PM.,LAA,TOR,away,Clear.,81,608334,DH,3,2,1,0,0,1,1,0,1,1,2,.272,.363,.424,.787,608334,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.74,86.2,101.0,94.0,98.0,0.772,8.41,4.15,8.41,1.14,1.04,0.214,0.429,0.115,0.361,0.393,90.0,104.0,102.0,109.0,102.0,103.0,85.0,105.0,103.0,88.0,100.0,94.0,114.0,96.0,98.0,0.237,0.234,0.204,0.056,0.27,0.19,0.39,1.22,-7.73,-0.64,93.1,87.8,92.6,87.0,82.4,0.224,0.447,0.195,0.157,0.294,0.284,0.299,0.39,0.118,0.228,0.347,0.367,0.471,1.118,0.393,,,,,,,,,,,,,,,,0.286,0.714,0.458,,,,,,,,,,,,,,,
2024/08/12,6:38 PM.,LAA,TOR,away,Clear.,82,669721,1B,5,1,1,1,0,0,1,0,0,2,4,.271,.361,.410,.771,669721,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.34,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,98.0,,,,125.0,101.0,108.0,,0.48,0.238,0.077,0.205,-1.06,,-0.4,2.13,-2.86,91.5,84.6,,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,,,,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/11,1:40 PM.,OAK,TOR,home,Roof Closed.,68,676664,1B,3,1,0,0,0,0,0,0,1,0,0,.273,.364,.410,.774,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,,,,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,0.106,0.363,0.339,,0.192,-0.8,1.37,-0.1,,-0.21,91.9,84.0,90.0,78.9,,0.23,0.476,0.256,0.23,0.525,0.259,0.276,0.395,0.104,0.297,0.428,0.188,,,,,,,,,,,,,,,,,,,0.239,0.381,0.213,,,,,,,,,,,,,,,
2024/08/10,3:07 PM.,OAK,TOR,home,Partly Cloudy.,73,674370,2B,3,0,0,0,0,0,0,0,0,1,2,.278,.367,.417,.784,674370,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.72,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.258,0.425,78.0,103.0,102.0,,,,102.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,0.099,0.394,0.211,,0.152,0.18,-0.7,1.83,,1.82,94.8,88.9,94.9,85.8,,0.203,0.297,0.287,0.197,0.311,0.27,0.304,0.478,0.146,0.121,0.152,0.343,,,,93.0,99.0,96.0,0.143,2.25,86.9,0.152,0.212,0.197,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/09,7:07 PM.,OAK,TOR,home,Clear.,79,687765,DH,4,1,3,1,0,1,1,0,0,0,1,.282,.369,.424,.793,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,,,,40.0,97.0,84.0,121.0,105.0,109.0,0.146,,0.326,0.121,0.011,,-1.41,0.01,-0.82,-7.88,,88.4,91.9,84.3,80.4,,,,0.278,0.493,0.276,0.338,0.403,0.16,0.571,0.857,0.0,0.196,0.351,0.31,99.0,100.0,96.0,0.396,-0.41,90.7,0.278,0.472,0.176,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/08,7:08 PM.,BAL,TOR,home,Roof Closed.,68,665152,2B,4,0,0,0,0,0,0,0,0,3,3,.272,.361,.393,.754,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,92.0,98.0,96.0,91.0,100.0,99.0,79.0,105.0,97.0,,,,0.151,0.32,,0.114,,-0.18,0.67,,0.29,,93.4,,92.3,,77.0,0.245,0.503,0.232,,,,0.247,0.353,0.072,,,,0.225,0.3,0.198,99.0,102.0,98.0,0.23,0.33,86.9,0.25,0.355,0.237,72.0,99.0,99.0,0.184,0.73,84.1,,,,0.139,0.248,0.36,,,,,,,,,,,,
2024/08/07,7:08 PM.,BAL,TOR,home,Clear.,74,669432,1B,3,0,0,0,0,0,1,0,0,0,3,.278,.369,.402,.771,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.317,0.206,,0.238,-0.26,-0.36,-1.99,,-1.32,91.9,85.6,91.5,82.4,,0.252,0.467,0.234,0.312,0.506,0.259,0.292,0.492,0.1,0.295,0.396,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/06,7:09 PM.,BAL,TOR,home,Roof Closed.,71,544150,DH,3,1,2,0,0,0,0,0,1,0,1,.283,.376,.410,.786,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,94.0,99.0,98.0,90.0,101.0,96.0,,,,,,,,0.5,,0.132,0.172,-0.36,,,0.41,-0.5,94.8,86.1,,,79.0,0.276,0.469,0.228,,,,,,,0.274,0.434,0.228,0.174,0.348,0.252,74.0,99.0,92.0,0.195,0.73,86.3,0.24,0.365,0.308,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/04,1:39 PM.,NYY,TOR,away,Cloudy.,79,543037,1B,3,0,0,0,0,0,0,0,1,1,1,.276,.368,.405,.773,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,,,,116.0,100.0,104.0,,,,128.0,106.0,112.0,0.002,0.462,0.146,,0.04,0.7,17.25,1.25,,-3.6,95.9,88.2,93.7,88.2,,0.189,0.365,0.234,0.222,0.27,0.264,0.0,0.0,0.143,0.333,0.667,0.28,0.209,0.239,0.301,99.0,102.0,102.0,0.163,-0.7,91.4,0.32,0.56,0.22,,,,,,,,,,,,,102.0,99.0,106.0,0.187,2.35,82.5,,,,,,
2024/08/03,1:10 PM.,NYY,TOR,away,Partly Cloudy.,90,607074,2B,3,0,1,0,0,0,0,0,1,0,1,.281,.371,.413,.784,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.083,0.129,0.05,,-0.4,-1.32,1.44,95.4,85.5,,86.8,81.0,0.262,0.514,0.214,0.199,0.361,0.393,,,,0.188,0.247,0.495,0.281,0.531,0.276,100.0,83.0,82.0,0.035,-3.11,91.8,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/02,8:31 PM.,NYY,TOR,away,Cloudy.,76,573186,DH,5,2,2,0,0,0,2,0,0,2,2,.280,.368,.414,.782,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,94.0,89.0,94.0,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,0.351,0.032,0.16,0.165,,-4.01,-0.03,-2.37,-0.03,,89.9,,90.0,85.3,81.3,0.455,0.636,0.259,0.258,0.386,0.272,0.306,0.466,0.12,,,,0.0,0.0,0.265,106.0,101.0,99.0,0.182,-0.26,88.1,0.296,0.519,0.187,82.0,99.0,93.0,0.111,-0.31,83.3,,,,0.235,0.309,0.241,,,,,,,0.309,0.515,0.313,,,
2024/07/31,12:37 PM.,BAL,TOR,away,Partly Cloudy.,90,680570,1B,4,0,0,0,0,0,0,0,0,1,2,.276,.367,.414,.781,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,0.012,0.465,0.158,0.155,0.21,-0.38,5.3,-0.96,0.29,1.63,96.1,83.1,96.1,86.5,81.3,0.291,0.413,0.269,0.25,0.563,0.361,0.167,0.333,0.294,0.161,0.306,0.348,0.26,0.38,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/30,6:36 PM.,BAL,TOR,away,Overcast.,79,669203,2B,4,0,1,0,0,0,0,0,0,1,2,.284,.376,.426,.802,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,0.078,,0.146,0.215,0.11,,-0.5,0.7,0.44,0.2,,89.2,97.0,87.2,80.3,,,,0.196,0.268,0.463,0.235,0.412,0.157,0.194,0.339,0.377,0.2,0.326,0.378,125.0,105.0,108.0,0.45,1.37,95.3,0.251,0.362,0.19,,,,,,,0.125,0.5,0.457,,,,,,,,,,,,,,,
2024/07/29,3:06 PM.,BAL,TOR,away,Partly Cloudy.,90,621107,1B,5,2,2,1,0,0,0,0,0,1,1,.295,.390,.446,.836,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,0.282,0.09,0.097,0.188,0.061,-0.64,0.0,0.46,-1.27,0.21,92.4,85.6,91.7,79.7,78.8,0.236,0.418,0.248,,,,0.293,0.404,0.133,0.188,0.354,0.105,0.291,0.472,0.333,85.0,105.0,98.0,0.282,1.54,88.2,0.214,0.345,0.223,,,,,,,0.236,0.473,0.203,,,,,,,,,,,,,,,
2024/07/29,8:31 PM.,BAL,TOR,away,Partly Cloudy.,83,700249,2B,5,0,0,0,0,0,1,0,0,1,7,.285,.379,.431,.810,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,0.084,0.407,0.13,0.196,0.109,0.56,0.86,-0.43,-2.26,-2.05,92.4,86.1,91.5,82.6,76.3,0.223,0.379,0.185,,,,0.2,0.24,0.103,0.25,0.542,0.235,0.333,0.517,0.269,97.0,94.0,94.0,0.075,-3.12,88.3,0.333,0.81,0.288,,,,,,,0.232,0.411,0.276,,,,,,,,,,,,,,,
2024/07/28,1:39 PM.,TEX,TOR,home,Sunny.,81,592351,2B,3,1,0,0,0,0,0,0,1,0,2,.291,.390,.440,.830,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,0.444,0.439,0.046,0.071,-0.71,,0.77,-0.7,-1.39,94.9,88.7,,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,,,,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/27,3:09 PM.,TEX,TOR,home,Sunny.,76,547179,1B,4,0,0,0,0,0,1,0,0,1,0,.298,.394,.450,.844,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,0.212,0.272,0.149,0.079,0.188,1.0,-0.25,-1.51,0.02,1.94,93.8,84.6,93.6,83.9,81.7,0.155,0.309,0.184,0.368,0.632,0.253,0.291,0.441,0.062,0.122,0.173,0.373,0.217,0.348,0.352,94.0,92.0,91.0,0.1,0.04,90.1,0.235,0.51,0.236,,,,,,,0.19,0.429,0.291,,,,,,,,,,,,,,,
2024/07/26,7:07 PM.,TEX,TOR,home,Clear.,75,571760,2B,4,1,1,1,0,0,2,0,1,1,4,.307,.407,.465,.872,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,126.0,105.0,103.0,77.0,102.0,98.0,34.0,82.0,74.0,79.0,100.0,103.0,0.014,0.501,0.278,0.036,0.17,0.15,-4.52,-0.26,-3.31,0.46,91.5,83.7,92.2,82.5,75.6,0.23,0.412,0.213,0.26,0.385,0.365,0.455,0.455,0.125,0.239,0.384,0.243,0.5,1.1,0.188,20.0,51.0,51.0,0.001,-19.13,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/25,3:09 PM.,TB,TOR,home,Partly Cloudy.,76,671737,1B,3,0,1,1,0,0,0,0,1,0,0,.309,.407,.463,.870,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.417,,0.089,,-0.04,,,-1.5,,96.4,,,,79.1,0.269,0.5,0.21,,,,,,,,,,0.241,0.483,0.346,91.0,100.0,98.0,0.225,1.02,90.9,0.205,0.357,0.324,123.0,102.0,114.0,0.269,0.47,90.9,,,,0.213,0.32,0.33,,,,,,,,,,,,
2024/07/24,7:09 PM.,TB,TOR,home,Partly Cloudy.,78,621107,2B,4,1,2,1,0,0,0,0,0,1,1,.308,.404,.458,.862,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,0.282,0.09,0.097,0.188,0.061,-0.64,0.0,0.46,-1.27,0.21,92.4,85.6,91.7,79.7,78.8,0.236,0.418,0.248,,,,0.293,0.404,0.133,0.188,0.354,0.105,0.291,0.472,0.333,85.0,105.0,98.0,0.282,1.54,88.2,0.214,0.345,0.223,,,,,,,0.236,0.473,0.203,,,,,,,,,,,,,,,
2024/07/23,7:07 PM.,TB,TOR,home,Partly Cloudy.,78,542888,2B,4,0,0,0,0,0,0,0,0,3,1,.302,.401,.448,.849,542888,shawnarmstrong,Armstrong,Right,Shawn Armstrong,- - -,4.86,5.11,66.2,105.0,95.0,102.0,0.819,8.91,3.38,10.4,0.81,0.91,0.312,0.307,0.183,0.332,0.462,,,,,,,86.0,110.0,104.0,95.0,100.0,97.0,126.0,114.0,117.0,0.271,0.332,0.082,,,0.72,-1.36,-0.2,,,93.3,,93.6,84.5,,0.198,0.341,0.333,0.167,0.333,0.273,0.388,0.459,0.107,,,,,,,99.0,103.0,101.0,0.315,-1.23,90.5,0.314,0.557,0.205,,,,,,,0.214,0.357,0.25,,,,,,,,,,,,,,,
2024/07/21,1:39 PM.,DET,TOR,home,Partly Cloudy.,74,672456,1B,4,0,1,0,0,0,1,0,0,1,0,.313,.414,.464,.878,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,,,,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,0.078,0.421,0.28,,0.109,-0.19,1.09,0.02,,-2.78,94.8,86.0,94.1,83.5,,0.27,0.486,0.18,0.235,0.391,0.259,0.32,0.32,0.038,0.289,0.474,0.329,0.269,0.615,0.224,,,,,,,,,,,,,,,,,,,,,,95.0,102.0,111.0,0.112,-3.94,78.8,,,,,,
2024/07/20,3:07 PM.,DET,TOR,home,Partly Cloudy.,75,681857,1B,3,1,0,0,0,0,0,0,1,0,1,.315,.419,.472,.891,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,92.0,91.0,90.0,70.0,94.0,86.0,75.0,103.0,95.0,111.0,97.0,103.0,0.205,0.234,0.278,0.06,0.223,-0.39,1.85,2.08,-3.32,-0.05,94.2,86.5,94.2,84.8,79.0,0.277,0.386,0.101,0.143,0.194,0.455,0.284,0.385,0.076,0.222,0.344,0.429,0.304,0.652,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/19,7:09 PM.,DET,TOR,home,Clear.,73,656427,2B,3,1,1,0,0,0,0,0,1,1,0,.324,.424,.486,.910,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,0.023,0.441,0.29,,0.027,0.5,-5.05,0.02,,-0.55,93.3,85.7,90.6,84.7,,0.245,0.401,0.238,0.222,0.455,0.363,0.6,1.2,0.4,0.111,0.333,0.111,0.164,0.219,0.436,,,,,,,,,,,,,,,,,,,,,,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,
2024/07/14,1:12 PM.,AZ,TOR,away,Roof Closed.,77,668678,2B,5,0,1,0,0,0,0,0,0,1,2,.324,.421,.490,.911,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,,,,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,0.001,0.463,0.087,,0.14,-0.55,-1.02,-0.56,,0.43,93.7,86.6,94.7,87.0,,0.28,0.46,0.133,0.31,0.476,0.337,,,,0.27,0.382,0.265,0.148,0.23,0.392,89.0,87.0,79.0,0.031,-0.78,90.3,0.25,0.625,0.36,,,,,,,,,,,,,107.0,108.0,112.0,0.277,2.29,81.0,,,,,,
2024/07/13,7:10 PM.,AZ,TOR,away,Roof Closed.,78,700270,2B,4,0,2,1,0,0,0,0,0,1,0,.330,.431,.505,.936,700270,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,3.81,5.04,28.1,95.0,76.0,92.0,0.823,6.04,3.81,8.58,0.95,1.0,0.295,0.318,0.091,0.352,0.443,28.0,69.0,59.0,,,,74.0,95.0,87.0,,,,88.0,108.0,110.0,,0.58,0.273,,0.004,-0.95,,1.97,,0.83,96.1,86.0,,83.6,,0.301,0.521,0.112,0.13,0.174,0.365,,,,,,,0.222,0.333,0.353,,,,,,,,,,,,,,,,,,,,,,62.0,69.0,78.0,0.143,-0.98,78.7,,,,,,
2024/07/12,6:40 PM.,AZ,TOR,away,Roof Closed.,78,669194,1B,3,0,1,0,0,0,1,0,0,0,0,.323,.429,.495,.924,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,91.0,94.0,94.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,,0.557,0.103,0.057,0.099,0.64,,-0.66,1.81,-2.35,95.2,83.0,,83.8,77.8,0.249,0.418,0.195,0.226,0.34,0.156,,,,0.302,0.587,0.203,0.138,0.207,0.148,78.0,107.0,96.0,0.184,-0.85,91.2,0.317,0.508,0.154,,,,,,,0.4,0.733,0.167,,,,,,,,,,,,,,,
