date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,wFA/C,wSI/C,wSL/C,wCU/C,vFA,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff
2024/06/08,4:05 PM.,ATL,WSH,home,Partly Cloudy.,83,450203,3B,3,2,3,2,0,1,3,0,1,0,0,.243,.352,.441,.793,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,122.0,98.0,108.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,0.099,0.289,,0.424,-1.4,0.39,,0.78,94.1,93.5,,81.5,0.281,0.517,0.193,,,,0.2,0.309,0.342,0.333,0.433,0.07,86.0,97.0,93.0,0.11,-1.38,85.0,0.292,0.6,0.333,,,,73.0,92.0,86.0,0.078,,-0.75,,88.5,,0.286,0.571,0.149,,,,,,,,,,,,,,,,,,,,,
2024/06/07,6:45 PM.,ATL,WSH,home,Partly Cloudy.,82,519242,3B,3,1,0,0,0,0,0,1,1,1,1,.226,.335,.391,.726,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,,,,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,0.072,0.378,0.403,,-0.12,-1.99,2.16,,94.8,94.2,78.6,,0.281,0.443,0.241,0.171,0.236,0.427,,,,0.327,0.551,0.133,64.0,107.0,98.0,0.147,2.97,87.1,0.159,0.195,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/06,6:45 PM.,ATL,WSH,home,Partly Cloudy.,84,625643,3B,3,0,0,0,0,0,0,0,0,2,1,.231,.338,.400,.738,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,84.0,99.0,104.0,91.0,103.0,99.0,,,,113.0,100.0,105.0,,0.552,0.294,0.116,1.19,,1.45,1.61,95.5,,85.0,77.0,0.266,0.369,0.165,0.168,0.257,0.443,0.151,0.264,0.364,,,,75.0,110.0,105.0,0.038,-3.58,86.1,0.263,0.737,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/04,6:45 PM.,NYM,WSH,home,Partly Cloudy.,81,656849,3B,4,0,0,0,0,0,0,0,0,0,1,.236,.345,.409,.754,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,0.31,0.265,0.184,0.076,0.39,1.83,-1.81,0.11,93.1,91.9,85.1,79.1,0.22,0.266,0.287,0.287,0.447,0.339,0.207,0.345,0.259,0.253,0.36,0.16,97.0,90.0,93.0,0.164,0.03,84.7,0.211,0.324,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/03,6:45 PM.,NYM,WSH,home,Partly Cloudy.,84,656731,3B,4,2,1,0,0,0,0,0,1,0,2,.244,.354,.423,.777,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,91.0,77.0,82.0,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,0.098,0.467,0.132,0.078,0.29,3.24,-0.85,-0.37,95.7,94.6,85.1,78.0,0.228,0.35,0.292,0.233,0.302,0.291,0.188,0.313,0.333,0.206,0.206,0.184,130.0,94.0,112.0,0.015,-4.39,87.2,0.5,0.5,0.111,,,,101.0,96.0,93.0,0.136,,-1.19,,90.1,,0.326,0.565,0.27,0.25,1.0,0.167,105.0,93.0,107.0,0.073,-1.25,84.7,0.143,0.393,0.429,,,,,,,,,
2024/06/02,1:41 PM.,CLE,WSH,away,Overcast.,68,471911,3B,3,0,1,1,0,0,0,0,1,2,1,.244,.353,.429,.782,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,89.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,-0.84,-1.96,-0.96,1.49,91.6,91.1,83.5,80.4,0.337,0.554,0.146,0.284,0.52,0.288,0.053,0.158,0.213,0.304,0.609,0.13,101.0,108.0,105.0,0.23,-1.09,86.8,0.241,0.472,0.282,,,,,,,,,,,,,,,,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,
2024/06/01,4:10 PM.,CLE,WSH,away,Partly Cloudy.,80,594902,3B,3,0,2,1,0,0,0,0,0,1,0,.241,.348,.422,.770,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,0.29,0.314,0.218,0.088,-0.21,0.56,-0.01,-0.11,89.9,90.4,79.4,76.9,0.268,0.504,0.166,0.238,0.476,0.419,0.206,0.365,0.18,0.227,0.392,0.133,75.0,108.0,95.0,0.091,-0.79,83.9,0.279,0.382,0.185,,,,,,,,,,,,,,,,0.231,0.413,0.241,,,,,,,,,,,,,,,,,,
2024/05/31,7:11 PM.,CLE,WSH,away,Clear.,69,676440,3B,3,0,0,0,0,0,0,0,0,0,1,.230,.341,.407,.748,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,119.0,109.0,112.0,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,0.003,0.434,0.278,0.105,-0.69,-1.41,1.74,-0.9,94.6,93.9,86.2,81.3,0.282,0.476,0.213,0.196,0.411,0.299,0.208,0.458,0.184,,,,82.0,100.0,108.0,0.18,0.13,82.5,0.238,0.431,0.291,,,,,,,,,,,,,0.141,0.225,0.368,,,,,,,,,,,,,,,,,,,,,
2024/05/30,7:21 PM.,ATL,WSH,away,Clear.,79,678061,3B,3,0,2,1,0,0,0,0,1,0,2,.236,.349,.418,.767,678061,raykerr,Kerr,Left,Ray Kerr,ATL,5.64,5.01,22.1,94.0,101.0,92.0,0.661,10.88,2.82,11.69,1.61,0.84,0.242,0.424,0.106,0.409,0.435,109.0,90.0,93.0,97.0,97.0,93.0,,,,,,,,0.446,,0.47,-4.98,,,1.98,95.2,,,82.0,0.407,0.704,0.217,,,,0.118,0.206,0.506,,,,,,,,,,,,,,,,98.0,81.0,74.0,0.039,,0.04,,90.1,,,,,,,,54.0,116.0,119.0,0.044,-9.99,89.4,0.75,1.0,0.167,,,,,,,,,
2024/05/29,7:21 PM.,ATL,WSH,away,Partly Cloudy.,80,680885,3B,0,0,0,0,0,0,0,0,1,0,0,.224,.336,.402,.738,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,101.0,104.0,108.0,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,0.068,0.291,0.199,0.146,0.27,-0.12,0.61,0.29,96.1,95.1,87.3,80.6,0.24,0.448,0.205,0.225,0.333,0.279,0.236,0.436,0.409,0.231,0.385,0.078,,,,,,,,,,,,,94.0,104.0,100.0,0.168,,0.53,,92.9,,0.27,0.5,0.199,,,,84.0,107.0,109.0,0.128,1.96,84.5,0.147,0.235,0.463,,,,,,,,,
2024/05/28,7:21 PM.,ATL,WSH,away,Partly Cloudy.,82,608331,3B,3,0,1,0,0,0,0,0,0,0,2,.224,.331,.402,.733,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,0.158,0.327,0.115,0.21,0.63,1.47,0.5,1.39,93.9,93.6,82.1,74.6,0.266,0.36,0.182,0.22,0.293,0.297,0.154,0.285,0.371,0.265,0.299,0.137,91.0,101.0,103.0,0.136,1.7,85.7,0.196,0.283,0.251,,,,93.0,96.0,94.0,0.054,,-1.33,,88.5,,0.286,0.476,0.286,0.167,0.2,0.358,,,,,,,,,,,,,,,,,,
2024/05/27,4:12 PM.,ATL,WSH,away,Partly Cloudy.,83,450203,3B,4,1,2,1,0,0,2,0,0,1,0,.221,.331,.404,.735,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,122.0,98.0,108.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,0.099,0.289,,0.424,-1.4,0.39,,0.78,94.1,93.5,,81.5,0.281,0.517,0.193,,,,0.2,0.309,0.342,0.333,0.433,0.07,86.0,97.0,93.0,0.11,-1.38,85.0,0.292,0.6,0.333,,,,73.0,92.0,86.0,0.078,,-0.75,,88.5,,0.286,0.571,0.149,,,,,,,,,,,,,,,,,,,,,
2024/05/26,1:35 PM.,SEA,WSH,home,Partly Cloudy.,84,693433,3B,3,1,2,0,0,0,0,0,0,0,0,.210,.325,.390,.715,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,,,,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,,1.44,1.85,1.23,,94.8,94.7,84.2,,0.218,0.355,0.273,0.265,0.529,0.241,,,,0.234,0.315,0.097,91.0,104.0,100.0,0.094,0.0,89.6,0.186,0.373,0.207,,,,,,,,,,,,,,,,0.1,0.1,0.417,,,,,,,,,,,,,,,,,,
2024/05/25,4:05 PM.,SEA,WSH,home,Partly Cloudy.,88,669302,3B,2,0,0,0,0,0,0,0,0,0,2,.196,.316,.381,.697,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,124.0,99.0,107.0,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,0.015,0.308,0.32,0.118,1.41,0.32,1.72,0.81,96.6,95.5,88.4,83.2,0.204,0.383,0.193,0.21,0.375,0.368,0.181,0.301,0.354,0.286,0.286,0.05,,,,,,,,,,,,,116.0,104.0,103.0,0.106,,0.14,,92.3,,0.247,0.483,0.272,,,,99.0,96.0,104.0,0.134,1.18,84.5,0.101,0.162,0.506,,,,,,,,,
2024/05/24,6:45 PM.,SEA,WSH,home,Partly Cloudy.,82,669923,3B,3,0,1,0,0,0,0,0,0,0,0,.200,.321,.389,.710,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,0.236,0.339,0.237,,0.46,1.5,1.28,,96.0,96.0,87.2,,0.221,0.458,0.291,0.226,0.316,0.271,0.333,0.439,0.286,0.263,0.354,0.105,,,,,,,,,,114.0,110.0,113.0,97.0,99.0,93.0,0.004,0.082,0.79,-1.95,92.3,83.4,,,,,,,109.0,100.0,108.0,0.102,-2.05,86.0,0.253,0.413,0.295,73.9,0.0,-3.5,,,,,,
2024/05/22,1:05 PM.,MIN,WSH,home,Sunny.,85,680573,3B,1,0,0,0,0,0,0,0,0,0,0,.196,.321,.391,.712,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,106.0,103.0,102.0,71.0,100.0,88.0,,,,92.0,108.0,106.0,,0.403,0.312,0.093,0.82,,0.76,1.68,93.1,,86.4,76.1,0.258,0.356,0.219,0.214,0.313,0.239,0.186,0.326,0.221,,,,103.0,106.0,113.0,0.193,-3.33,82.8,0.311,0.622,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/21,6:45 PM.,MIN,WSH,home,Partly Cloudy.,83,657746,3B,2,0,0,0,0,0,0,0,1,0,0,.198,.324,.396,.720,657746,joeryan,Ryan,Right,Joe Ryan,MIN,3.6,2.87,135.0,107.0,99.0,104.0,0.752,9.8,1.53,7.33,1.27,0.79,0.242,0.427,0.198,0.281,0.481,,,,94.0,110.0,105.0,110.0,108.0,105.0,108.0,103.0,112.0,0.06,0.485,0.234,,1.38,-0.77,-0.09,,94.0,92.9,83.1,,0.194,0.379,0.275,0.343,0.6,0.216,,,,0.345,0.483,0.094,,,,,,,,,,,,,,,,,,,,,,,,,0.207,0.37,0.337,101.0,103.0,94.0,0.221,0.2,88.6,0.202,0.387,0.258,,,,,,,,,
2024/05/20,6:45 PM.,MIN,WSH,home,Partly Cloudy.,78,641154,3B,4,0,0,0,0,0,0,0,0,1,2,.202,.324,.404,.728,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,0.219,0.1,1.65,-2.77,-0.84,-1.28,95.0,94.5,84.5,82.4,0.208,0.352,0.259,,,,0.23,0.446,0.341,0.426,0.639,0.142,95.0,104.0,105.0,0.201,-0.14,88.5,0.281,0.359,0.249,,,,,,,,,,,,,,,,0.239,0.436,0.331,,,,,,,,,,,,,,,,,,
2024/05/19,1:35 PM.,PHI,WSH,away,Sunny.,74,605400,3B,1,1,1,0,0,0,0,0,3,0,0,.212,.337,.424,.761,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.204,0.278,,,0.81,-0.34,,,92.5,91.5,,,0.168,0.318,0.224,,,,0.221,0.381,0.37,0.313,0.475,0.136,78.0,102.0,91.0,0.096,-1.67,85.7,0.279,0.426,0.135,135.0,106.0,113.0,69.0,99.0,92.0,0.092,0.329,-2.57,0.94,87.5,79.1,0.389,0.796,0.178,,,,,,,,,,,,,,,,,,,,,
2024/05/18,6:31 PM.,PHI,WSH,away,Rain.,63,650911,3B,4,0,1,1,0,0,0,0,0,0,2,.202,.309,.417,.726,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,,,,,,,95.0,101.0,98.0,102.0,102.0,103.0,0.473,,0.169,,,-0.55,0.65,,,94.5,84.4,,,,,0.219,0.368,0.308,,,,0.345,0.481,0.131,97.0,105.0,116.0,0.357,1.56,85.1,0.177,0.22,0.348,,,,86.0,52.0,74.0,0.001,,2.59,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/17,6:40 PM.,PHI,WSH,away,Partly Cloudy.,68,554430,3B,2,0,0,0,0,0,0,0,1,0,0,.200,.312,.413,.725,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,0.192,0.416,0.125,0.1,0.88,2.68,1.04,-0.98,95.3,94.6,84.9,81.8,0.209,0.395,0.296,,,,0.205,0.397,0.387,0.189,0.259,0.142,,,,,,,,,,,,,92.0,97.0,94.0,0.093,,-0.23,,91.1,,0.226,0.371,0.183,0.152,0.273,0.335,94.0,110.0,110.0,0.074,1.47,86.1,0.137,0.196,0.402,,,,,,,,,
2024/05/15,1:10 PM.,CWS,WSH,away,Sunny.,60,676979,3B,3,0,0,0,0,0,0,0,0,1,1,.205,.311,.423,.734,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,,,,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,0.021,0.537,0.098,,1.66,4.04,-2.29,,97.2,97.9,84.3,,0.198,0.295,0.314,,,,,,,0.154,0.154,0.321,66.0,101.0,102.0,0.059,-0.36,91.0,0.184,0.289,0.339,,,,94.0,105.0,103.0,0.284,,-0.14,,91.6,,0.268,0.458,0.334,0.228,0.561,0.422,,,,,,,,,,,,,,,,,,
2024/05/14,3:40 PM.,CWS,WSH,away,Cloudy.,55,623167,DH,3,1,0,0,0,0,0,0,1,1,2,.213,.322,.440,.762,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,0.002,0.37,0.087,0.122,-0.64,2.01,-2.65,0.43,91.3,91.4,80.0,72.0,0.261,0.473,0.132,0.361,0.475,0.271,0.246,0.393,0.308,,,,126.0,99.0,104.0,0.157,-1.32,81.3,0.257,0.436,0.379,,,,47.0,101.0,90.0,0.261,,-0.75,,87.4,,0.319,0.536,0.218,,,,,,,,,,,,,,,,,,,,,
2024/05/12,1:37 PM.,BOS,WSH,away,Partly Cloudy.,61,678394,DH,2,1,1,0,0,0,0,0,2,0,0,.222,.325,.458,.783,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,,,,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,0.403,0.048,0.28,,0.25,-0.24,-0.58,,95.6,95.7,86.8,,0.12,0.16,0.218,0.268,0.401,0.343,,,,0.309,0.44,0.111,88.0,99.0,97.0,0.269,0.15,87.6,0.177,0.354,0.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/08,6:45 PM.,BAL,WSH,home,Partly Cloudy.,84,680694,DH,5,0,0,0,0,0,0,0,1,4,4,.214,.304,.457,.761,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.72,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,83.0,102.0,100.0,157.0,100.0,115.0,0.399,0.131,0.298,0.172,-1.17,1.65,1.35,-0.48,94.5,95.3,88.2,84.1,0.364,0.545,0.273,0.171,0.244,0.337,0.227,0.5,0.283,0.157,0.229,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/07,6:45 PM.,BAL,WSH,home,Cloudy.,77,669203,DH,3,0,0,0,0,0,0,0,1,2,2,.231,.315,.492,.807,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,0.078,,0.146,0.215,,-0.5,0.7,0.44,,97.0,87.2,80.3,,,,0.196,0.268,0.463,0.2,0.326,0.378,0.235,0.412,0.157,110.0,98.0,103.0,0.11,0.2,89.2,0.194,0.339,0.377,,,,125.0,105.0,108.0,0.45,,1.37,,95.3,,0.251,0.362,0.19,0.125,0.5,0.457,,,,,,,,,,,,,,,,,,
2024/05/05,3:00 PM.,TOR,WSH,home,Overcast.,69,666201,DH,5,1,1,0,0,0,0,0,0,2,4,.242,.319,.516,.835,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,3.7,4.14,24.1,95.0,86.0,92.0,0.737,9.62,2.96,6.29,1.85,0.85,0.215,0.508,0.123,0.292,0.416,,,,89.0,92.0,87.0,77.0,92.0,83.0,93.0,100.0,99.0,0.272,0.275,0.305,,-0.19,1.91,-0.36,,93.4,93.5,81.0,,0.143,0.19,0.341,0.219,0.438,0.3,,,,0.136,0.136,0.191,82.0,98.0,103.0,0.148,-1.14,87.5,0.267,0.867,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/04,4:05 PM.,TOR,WSH,home,Drizzle.,53,592332,3B,5,0,1,0,0,0,1,0,0,3,3,.246,.328,.544,.872,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,0.054,0.528,0.084,,0.43,-3.21,-1.21,,93.9,93.3,82.7,,0.277,0.466,0.175,0.268,0.439,0.266,,,,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,108.0,106.0,0.334,0.51,86.0,0.169,0.262,0.335,,,,,,,,,
2024/05/03,6:45 PM.,TOR,WSH,home,Partly Cloudy.,64,579328,3B,4,0,2,1,0,0,1,0,1,1,1,.250,.339,.577,.916,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,105.0,105.0,114.0,103.0,107.0,,,,111.0,100.0,106.0,,0.471,0.235,0.183,-0.08,,1.31,0.02,95.5,,88.3,82.4,0.274,0.505,0.28,0.21,0.28,0.297,0.264,0.395,0.274,,,,99.0,93.0,91.0,0.111,-0.15,86.7,0.194,0.25,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/02,1:37 PM.,TEX,WSH,away,Roof Closed.,74,543135,DH,2,0,0,0,0,0,0,0,2,2,1,.229,.315,.563,.878,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,99.0,104.0,104.0,75.0,105.0,98.0,,,,114.0,102.0,102.0,,0.374,0.033,0.137,0.83,,-0.69,-0.79,95.4,,86.3,76.7,0.212,0.335,0.178,0.269,0.462,0.25,0.214,0.471,0.355,,,,,,,,,,,,,,,,91.0,108.0,99.0,0.148,,-1.41,,91.4,,0.327,0.624,0.2,,,,127.0,101.0,110.0,0.308,1.55,88.4,0.2,0.286,0.368,,,,,,,,,
2024/05/01,7:07 PM.,TEX,WSH,away,Roof Closed.,74,571760,DH,4,0,2,0,0,0,0,0,0,0,0,.239,.300,.587,.887,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,126.0,105.0,103.0,77.0,102.0,98.0,34.0,82.0,74.0,79.0,100.0,103.0,0.014,0.501,0.278,0.036,0.15,-4.52,-0.26,-3.31,91.5,92.2,82.5,75.6,0.23,0.412,0.213,0.26,0.385,0.365,0.5,1.1,0.188,0.455,0.455,0.125,83.0,102.0,94.0,0.17,0.46,83.7,0.239,0.384,0.243,,,,20.0,51.0,51.0,0.001,,-19.13,,86.6,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/30,7:07 PM.,TEX,WSH,away,Roof Closed.,74,592351,DH,3,0,0,0,0,0,0,0,0,1,0,.214,.283,.595,.878,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,0.444,0.439,0.046,-0.71,,0.77,-0.7,94.9,,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.333,0.333,0.267,,,,72.0,100.0,94.0,0.071,-1.39,88.7,0.257,0.543,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/29,6:41 PM.,MIA,WSH,away,Partly Cloudy.,80,669432,DH,3,0,1,1,0,0,0,0,1,0,0,.231,.302,.641,.943,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.317,0.206,,-0.26,-0.36,-1.99,,91.9,91.5,82.4,,0.252,0.467,0.234,0.312,0.506,0.259,,,,0.292,0.492,0.1,111.0,108.0,115.0,0.238,-1.32,85.6,0.295,0.396,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/28,1:41 PM.,MIA,WSH,away,Roof Closed.,72,677960,DH,6,2,2,0,0,2,5,0,0,2,1,.222,.263,.639,.902,677960,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.2,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,,,,96.0,97.0,96.0,82.0,98.0,95.0,120.0,87.0,98.0,0.121,0.397,0.222,,-0.81,0.13,0.49,,95.9,94.5,82.9,,0.319,0.451,0.141,0.25,0.5,0.5,,,,0.259,0.5,0.063,84.0,102.0,103.0,0.26,1.39,86.4,0.193,0.367,0.379,,,,,,,,,,,,,,,,0.118,0.176,0.51,,,,,,,,,,,,,,,,,,
