date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCH,vCU,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,SV_ba,SV_slg,SV_whiff
2024/07/05,6:10 PM.,COL,KC,away,Partly Cloudy.,79,607536,1B,4,0,1,0,0,0,0,0,0,0,3,.200,.301,.256,.557,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,,,,0.245,0.202,,0.227,-1.51,,-1.33,-1.11,91.6,,91.4,86.9,0.322,0.522,0.067,,,,,,,0.316,0.589,0.162,0.31,0.556,0.074,61.0,100.0,89.0,,,,,,,,,0.137,,,-1.64,,86.1,,0.333,0.647,0.161,,,,0.194,0.276,0.42,128.0,102.0,107.0,0.188,0.07,83.5,,,,,,
2024/07/04,7:10 PM.,TB,KC,home,Clear.,83,621107,LF,5,1,1,1,0,0,0,0,0,0,2,.198,.303,.256,.559,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,,,,0.282,0.09,,0.097,-0.64,,0.0,0.46,92.4,,91.7,79.7,0.236,0.418,0.248,,,,0.236,0.473,0.203,,,,0.293,0.404,0.133,87.0,101.0,103.0,108.0,112.0,108.0,85.0,105.0,98.0,0.282,0.188,0.061,1.54,-1.27,0.21,88.2,85.6,78.8,0.188,0.354,0.105,0.214,0.345,0.223,0.291,0.472,0.333,,,,,,,,,,,,
2024/07/03,7:11 PM.,TB,KC,home,Rain.,76,686752,3B,4,0,0,0,0,0,0,0,0,0,3,.198,.307,.250,.557,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,115.0,98.0,102.0,,,,119.0,95.0,106.0,,,,,0.506,,0.173,1.07,,,0.51,94.9,,,89.0,0.181,0.33,0.316,,,,,,,0.267,0.407,0.317,,,,118.0,105.0,117.0,140.0,75.0,84.0,100.0,103.0,100.0,0.06,0.027,0.235,-0.88,-1.47,-0.47,91.6,85.8,80.6,0.216,0.353,0.286,0.276,0.586,0.141,0.167,0.167,0.5,,,,,,,,,,,,
2024/07/02,7:10 PM.,TB,KC,home,Cloudy.,92,641793,3B,1,0,0,0,0,0,0,0,0,0,1,.205,.316,.259,.575,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,104.0,106.0,112.0,0.148,0.221,0.232,0.399,0.58,-0.84,-0.6,0.45,92.4,83.0,91.6,85.7,0.245,0.358,0.191,0.258,0.423,0.344,0.406,0.594,0.115,0.257,0.427,0.227,0.265,0.439,0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/30,1:11 PM.,CLE,KC,home,Sunny.,78,671106,3B,3,0,0,0,0,0,0,0,1,1,1,.207,.318,.261,.579,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,60.0,98.0,88.0,,,,89.0,98.0,86.0,,,,,0.484,,0.187,-1.54,,,-2.55,91.2,,,78.6,0.342,0.609,0.147,,,,0.273,0.576,0.333,,,,,,,99.0,92.0,94.0,,,,91.0,97.0,96.0,0.146,,0.183,-0.03,,-0.92,85.3,81.7,,0.237,0.438,0.269,0.245,0.491,0.202,,,,,,,,,,,,,,,
2024/06/29,3:14 PM.,CLE,KC,home,Cloudy.,89,676440,3B,3,0,0,0,0,0,0,0,0,1,0,.213,.320,.269,.589,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,,,,0.003,0.434,,0.278,-0.69,,-1.41,1.74,94.6,,93.9,86.2,0.282,0.476,0.213,,,,,,,0.196,0.411,0.299,,,,82.0,100.0,108.0,119.0,109.0,112.0,,,,,0.105,0.18,,-0.9,0.13,,82.5,81.3,0.238,0.431,0.291,0.141,0.225,0.368,0.208,0.458,0.184,,,,,,,,,,,,
2024/06/28,7:11 PM.,CLE,KC,home,Partly Cloudy.,87,663474,3B,2,0,0,0,0,0,0,0,2,0,3,.219,.328,.276,.604,663474,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.67,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,98.0,86.0,87.0,,,,106.0,87.0,90.0,,,,,0.524,,0.21,-2.18,,,1.48,91.1,,,85.4,0.303,0.652,0.103,,,,,,,0.143,0.143,0.376,,,,,,,97.0,102.0,100.0,,,,,0.266,,,-0.16,,,,77.7,,,,,,,0.176,0.341,0.373,,,,,,,,,,,,
2024/06/27,7:11 PM.,CLE,KC,home,Cloudy.,84,594902,3B,2,0,0,0,0,0,0,1,1,1,3,.223,.322,.282,.604,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,,,,0.29,0.314,,0.218,-0.21,,0.56,-0.01,89.9,,90.4,79.4,0.268,0.504,0.166,,,,0.231,0.413,0.241,0.238,0.476,0.419,0.227,0.392,0.133,75.0,108.0,95.0,43.0,106.0,93.0,,,,,0.088,0.091,,-0.11,-0.79,,83.9,76.9,0.279,0.382,0.185,,,,0.206,0.365,0.18,,,,,,,,,,,,
2024/06/26,1:10 PM.,MIA,KC,home,Partly Cloudy.,79,678368,3B,4,1,1,0,0,0,1,0,0,0,0,.228,.322,.287,.609,678368,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.67,5.14,68.2,99.0,73.0,91.0,0.818,5.77,2.75,9.04,1.97,0.58,0.281,0.404,0.184,0.368,0.427,54.0,102.0,84.0,,,,100.0,105.0,104.0,,,,,0.374,,0.103,-0.41,,,0.03,89.2,,,77.7,0.247,0.454,0.133,,,,0.233,0.433,0.286,,,,,,,99.0,95.0,96.0,93.0,94.0,94.0,67.0,98.0,91.0,0.253,0.125,0.144,1.23,-3.5,-3.12,82.8,81.1,73.7,0.326,0.488,0.296,0.205,0.438,0.163,0.333,0.741,0.283,,,,,,,,,,,,
2024/06/25,7:10 PM.,MIA,KC,home,Clear.,94,630023,PH,1,0,0,0,0,0,0,0,0,0,1,.227,.325,.289,.614,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.71,30.0,97.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.301,0.443,69.0,97.0,84.0,100.0,97.0,97.0,154.0,97.0,106.0,98.0,99.0,92.0,0.297,0.165,0.148,0.39,-6.18,0.1,-6.8,0.86,93.0,85.7,92.7,85.2,0.333,0.833,0.289,0.182,0.318,0.205,,,,0.2,0.286,0.244,0.522,0.826,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/23,1:37 PM.,TEX,KC,away,Roof Closed.,74,453286,2B,4,0,0,0,0,0,0,0,0,0,0,.229,.327,.292,.619,453286,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.95,3.86,43.1,106.0,84.0,103.0,0.732,8.31,2.08,8.31,1.45,0.7,0.278,0.437,0.175,0.286,0.422,78.0,105.0,100.0,,,,100.0,106.0,105.0,,,,,0.439,,0.221,0.05,,,1.2,92.5,,,85.0,0.262,0.492,0.222,,,,,,,0.214,0.333,0.438,,,,59.0,110.0,106.0,84.0,101.0,103.0,121.0,119.0,105.0,0.061,0.139,0.139,2.89,-2.13,-1.96,86.6,82.8,74.7,0.192,0.462,0.255,0.222,0.278,0.143,0.333,0.611,0.4,,,,,,,,,,,,
2024/06/22,3:07 PM.,TEX,KC,away,Roof Closed.,74,592351,2B,3,0,0,0,0,0,0,0,0,2,0,.239,.339,.304,.643,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,73.0,103.0,91.0,,,,97.0,105.0,105.0,,,,,0.444,,0.439,-0.71,,,0.77,94.9,,,88.6,0.311,0.443,0.15,,,,,,,0.213,0.344,0.334,,,,72.0,100.0,94.0,97.0,97.0,102.0,,,,,0.046,0.071,,-0.7,-1.39,,88.7,78.9,0.257,0.543,0.19,,,,0.333,0.333,0.267,,,,,,,,,,,,
2024/06/21,7:08 PM.,TEX,KC,away,Roof Closed.,74,543135,2B,4,0,1,1,0,0,0,0,0,1,1,.247,.349,.315,.664,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,75.0,105.0,98.0,,,,114.0,102.0,102.0,127.0,101.0,110.0,,0.374,0.308,0.033,0.83,1.55,,-0.69,95.4,88.4,,86.3,0.212,0.335,0.178,0.2,0.286,0.368,,,,0.269,0.462,0.25,,,,,,,99.0,104.0,104.0,91.0,108.0,99.0,0.148,0.137,,-1.41,-0.79,,91.4,,76.7,,,,0.327,0.624,0.2,0.214,0.471,0.355,,,,,,,,,,,,
2024/06/20,12:37 PM.,OAK,KC,away,Partly Cloudy.,63,687765,2B,4,0,0,0,0,0,0,0,0,1,0,.247,.353,.306,.659,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,,,,40.0,97.0,84.0,121.0,105.0,109.0,,,,0.146,,,0.326,,,-1.41,0.01,,,91.9,84.3,,,,,,,,,,0.278,0.493,0.276,0.338,0.403,0.16,74.0,86.0,83.0,118.0,117.0,117.0,99.0,100.0,96.0,0.396,0.121,0.011,-0.41,-0.82,-7.88,90.7,88.4,80.4,0.571,0.857,0.0,0.278,0.472,0.176,0.196,0.351,0.31,,,,,,,,,,,,
2024/06/19,6:42 PM.,OAK,KC,away,Partly Cloudy.,60,665622,2B,2,0,1,1,0,0,0,0,2,1,1,.259,.367,.321,.688,665622,luismedina,Medina,Right,Luis Medina,OAK,5.18,4.65,40.0,95.0,105.0,96.0,0.81,7.2,4.5,9.68,0.9,0.94,0.291,0.457,0.173,0.307,0.438,100.0,98.0,95.0,108.0,97.0,97.0,111.0,90.0,95.0,,,,0.143,0.425,,0.251,0.46,,-2.88,-0.28,95.9,,95.9,85.8,0.238,0.365,0.122,,,,,,,0.262,0.357,0.308,0.429,0.667,0.118,103.0,88.0,87.0,107.0,101.0,104.0,,,,,0.101,0.079,,-0.19,-2.61,,89.6,81.2,0.353,0.529,0.067,,,,0.154,0.308,0.433,,,,,,,,,,,,
2024/06/18,6:40 PM.,OAK,KC,away,Partly Cloudy.,69,663687,2B,3,1,1,0,0,1,3,0,1,0,1,.253,.351,.304,.655,663687,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.86,5.04,72.1,98.0,85.0,95.0,0.813,7.59,4.11,8.09,0.87,0.93,0.226,0.38,0.125,0.317,0.468,81.0,97.0,89.0,,,,87.0,100.0,102.0,,,,,0.563,,0.115,0.33,,,-3.23,92.9,,,78.8,0.261,0.408,0.169,,,,,,,0.282,0.641,0.211,,,,118.0,95.0,101.0,59.0,102.0,106.0,,,,,0.157,0.165,,-0.41,1.22,,81.1,72.4,0.15,0.175,0.247,,,,0.244,0.311,0.338,,,,,,,,,,,,
2024/06/15,6:10 PM.,LAD,KC,away,Clear.,77,808967,2B,2,0,0,0,0,0,1,0,0,0,1,.250,.344,.263,.607,808967,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,3.0,3.44,90.0,105.0,100.0,106.0,0.75,10.5,2.2,7.8,0.7,1.52,0.246,0.396,0.146,0.325,0.434,84.0,103.0,96.0,101.0,110.0,103.0,116.0,110.0,120.0,121.0,112.0,119.0,0.029,0.404,0.242,0.033,0.77,0.25,-1.65,0.53,95.5,90.2,94.9,86.3,0.262,0.413,0.176,0.17,0.266,0.386,,,,0.158,0.211,0.357,0.364,0.545,0.13,,,,109.0,103.0,112.0,91.0,97.0,91.0,0.061,0.231,,0.28,1.14,,91.5,,78.0,,,,0.35,0.55,0.2,0.214,0.371,0.333,,,,,,,,,,,,
2024/06/14,7:10 PM.,LAD,KC,away,Clear.,75,694813,2B,4,0,0,0,0,0,0,0,0,2,1,.257,.352,.270,.622,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,101.0,100.0,97.0,97.0,103.0,98.0,136.0,111.0,117.0,,,,0.226,0.247,,0.165,0.1,,-0.69,0.96,94.9,,95.3,88.7,0.246,0.41,0.162,,,,0.182,0.182,0.133,0.239,0.326,0.355,0.314,0.504,0.136,81.0,102.0,98.0,93.0,102.0,102.0,80.0,101.0,94.0,0.053,0.042,0.266,0.49,1.45,0.82,92.3,87.5,83.3,0.178,0.356,0.372,0.32,0.48,0.183,0.267,0.333,0.167,,,,,,,,,,,,
2024/06/13,1:10 PM.,NYY,KC,home,Sunny.,90,641482,1B,0,0,0,0,0,0,0,0,0,0,0,.271,.369,.286,.655,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,,,,0.014,0.442,,0.168,0.25,,1.37,-1.27,92.1,,90.3,78.2,0.235,0.443,0.215,,,,0.284,0.511,0.25,0.364,0.727,0.167,0.143,0.143,0.316,86.0,102.0,94.0,,,,109.0,100.0,102.0,0.28,,0.097,1.32,,-0.89,87.5,83.6,,0.226,0.369,0.326,0.249,0.378,0.251,,,,,,,,,,,,,,,
2024/06/12,7:10 PM.,NYY,KC,home,Clear.,86,547001,2B,5,0,0,0,0,0,0,0,0,2,4,.271,.369,.286,.655,547001,codypoteet,Poteet,Right,Cody Poteet,NYY,2.22,5.01,24.1,99.0,93.0,97.0,0.861,5.92,2.96,6.66,0.74,1.36,0.211,0.437,0.085,0.225,0.385,78.0,95.0,92.0,78.0,103.0,93.0,133.0,92.0,101.0,,,,0.247,0.284,,0.172,0.76,,2.57,1.24,93.3,,92.6,81.2,0.176,0.176,0.195,,,,0.214,0.214,0.185,,,,0.194,0.387,0.063,107.0,94.0,97.0,100.0,107.0,100.0,,,,,0.099,0.198,,-1.44,1.71,,86.9,78.3,0.188,0.188,0.2,,,,0.333,0.667,0.2,,,,,,,,,,,,
2024/06/11,7:10 PM.,NYY,KC,home,Partly Cloudy.,83,573186,2B,3,0,0,0,0,0,0,0,1,0,0,.292,.392,.308,.700,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,82.0,99.0,93.0,0.351,0.032,0.111,0.16,-4.01,-0.31,-0.03,-2.37,89.9,83.3,90.0,85.3,0.455,0.636,0.259,0.235,0.309,0.241,,,,0.258,0.386,0.272,0.306,0.466,0.12,,,,94.0,89.0,94.0,106.0,101.0,99.0,0.182,0.165,,-0.26,-0.03,,88.1,,81.3,,,,0.296,0.519,0.187,0.0,0.0,0.265,,,,,,,,,,0.309,0.515,0.313
2024/06/10,7:10 PM.,NYY,KC,home,Clear.,80,607074,2B,2,0,2,0,0,0,0,0,1,0,0,.306,.400,.323,.723,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,114.0,98.0,101.0,,,,144.0,104.0,113.0,,,,,0.494,,0.26,0.05,,,-0.4,95.4,,,86.8,0.262,0.514,0.214,,,,,,,0.199,0.361,0.393,,,,129.0,92.0,106.0,103.0,86.0,93.0,100.0,83.0,82.0,0.035,0.083,0.129,-3.11,-1.32,1.44,91.8,85.5,81.0,0.188,0.247,0.495,0.353,0.647,0.255,0.281,0.531,0.276,,,,,,,,,,,,
