date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024/09/04,6:42 PM.,SD,DET,away,Clear.,80,506433,C,3,0,0,0,0,0,1,0,0,0,2,.131,.159,.262,.421,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,3.31,3.62,81.2,102.0,101.0,102.0,0.755,8.6,2.42,7.16,1.32,0.89,0.171,0.504,0.154,0.325,0.467,,,,85.0,94.0,102.0,97.0,104.0,102.0,88.0,104.0,98.0,118.0,100.0,106.0,0.168,0.19,0.371,0.086,,-0.19,-0.28,0.6,0.49,,94.0,,93.6,84.4,73.8,0.21,0.403,0.151,0.0,0.0,0.346,,,,0.269,0.478,0.286,0.162,0.243,0.364,80.0,103.0,97.0,110.0,99.0,99.0,0.044,0.09,2.98,0.68,90.6,87.9,0.255,0.473,0.176,,,,0.214,0.333,0.261,0.167,0.333,0.328,89.0,114.0,112.0,0.051,2.13,78.7
2024/09/01,1:41 PM.,BOS,DET,home,Partly Cloudy.,80,681867,C,3,0,0,0,0,0,0,0,0,3,1,.138,.167,.276,.443,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,,,,,,,102.0,108.0,100.0,110.0,95.0,99.0,0.297,,0.288,,0.261,,0.48,-1.92,,0.55,,84.4,89.1,77.1,,,,,0.163,0.306,0.294,0.256,0.338,0.171,0.429,0.857,0.154,,,,79.0,103.0,93.0,,,,0.154,,0.64,,86.4,,0.33,0.511,0.073,,,,0.287,0.479,0.207,,,,,,,,,
2024/08/29,1:10 PM.,LAA,DET,home,Overcast.,72,686799,C,4,0,0,0,0,0,0,0,0,0,6,.145,.175,.291,.466,686799,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,111.0,95.0,106.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,0.724,0.062,,0.184,0.03,-1.87,0.89,,-1.06,-3.35,96.3,88.3,95.8,,85.0,0.167,0.5,0.364,,,,0.333,0.444,0.067,,,,0.235,0.412,0.25,,,,,,,,,,,,,0.286,0.411,0.121,,,,,,,,,,,,,,,
2024/08/26,7:10 PM.,CWS,DET,away,Clear.,91,663436,C,4,0,0,0,0,0,0,0,0,2,4,.157,.189,.314,.503,663436,davismartin,Martin,Right,Davis Martin,CHW,4.32,4.02,50.0,99.0,104.0,98.0,0.748,8.46,4.14,9.0,0.9,1.25,0.207,0.455,0.221,0.29,0.406,143.0,103.0,107.0,95.0,91.0,93.0,92.0,95.0,91.0,,,,114.0,108.0,111.0,,0.285,0.268,0.076,0.196,-2.03,,1.22,-2.54,-0.16,93.6,89.3,,83.6,78.4,0.389,0.472,0.202,0.206,0.294,0.231,0.34,0.4,0.204,0.121,0.293,0.378,0.357,0.429,0.348,76.0,93.0,84.0,,,,0.175,,1.59,,89.0,,,,,,,,,,,,,,,,,,,
2024/08/25,1:10 PM.,CWS,DET,away,Sunny.,90,686563,C,5,0,0,0,0,0,0,0,0,4,5,.170,.204,.340,.544,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,,,,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,0.28,0.123,0.218,,0.187,-1.13,0.44,-1.39,,-0.22,94.3,85.7,93.3,81.9,,0.25,0.411,0.252,0.263,0.45,0.191,0.248,0.394,0.269,,,,,,,79.0,101.0,93.0,,,,0.192,,0.39,,90.2,,0.287,0.449,0.132,,,,0.255,0.489,0.282,,,,,,,,,
2024/08/23,7:11 PM.,CWS,DET,away,Clear.,80,623167,C,4,0,1,0,0,0,1,0,0,1,1,.190,.227,.381,.608,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,0.002,0.37,0.087,0.122,0.157,-0.64,2.01,-2.65,0.43,-1.32,91.3,81.3,91.4,80.0,72.0,0.261,0.473,0.132,0.319,0.536,0.218,0.257,0.436,0.379,0.361,0.475,0.271,0.246,0.393,0.308,47.0,101.0,90.0,,,,0.261,,-0.75,,87.4,,,,,,,,,,,,,,,,,,,
2024/08/22,1:20 PM.,CHC,DET,away,Partly Cloudy.,75,657006,C,3,0,0,0,0,0,0,0,0,3,0,.184,.225,.395,.620,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,0.053,0.595,0.297,0.022,0.033,0.38,0.43,1.81,2.76,0.32,91.6,86.2,91.6,83.3,79.9,0.253,0.396,0.223,,,,0.222,0.222,0.172,0.16,0.243,0.282,0.0,0.0,0.2,,,,,,,,,,,,,0.292,0.458,0.182,,,,,,,,,,,,,,,
2024/08/20,7:05 PM.,CHC,DET,away,Clear.,66,665871,C,4,0,2,0,1,0,1,0,0,0,1,.200,.243,.429,.672,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,98.0,101.0,97.0,68.0,102.0,92.0,75.0,101.0,92.0,114.0,94.0,100.0,0.357,0.158,0.107,0.116,0.046,-0.91,0.51,-1.54,-0.4,-1.65,91.5,83.7,91.4,80.1,76.8,0.319,0.472,0.201,0.315,0.583,0.142,0.296,0.296,0.125,0.364,0.636,0.368,0.178,0.329,0.3,96.0,97.0,92.0,,,,0.216,,-0.73,,87.9,,0.236,0.373,0.111,,,,0.174,0.37,0.341,,,,,,,,,
2024/08/17,1:10 PM.,NYY,DET,home,Cloudy.,76,607074,C,4,0,0,0,0,0,0,0,0,1,2,.161,.212,.355,.567,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.083,0.129,0.05,,-0.4,-1.32,1.44,95.4,85.5,,86.8,81.0,0.262,0.514,0.214,0.353,0.647,0.255,0.188,0.247,0.495,0.199,0.361,0.393,0.281,0.531,0.276,100.0,83.0,82.0,,,,0.035,,-3.11,,91.8,,,,,,,,,,,,,,,,,,,
2024/08/15,1:10 PM.,SEA,DET,home,Sunny.,80,682243,C,3,0,0,0,0,0,0,0,0,1,0,.185,.241,.407,.648,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,0.171,0.423,0.168,,,1.53,1.55,-0.21,,,95.2,,94.7,84.5,,0.184,0.348,0.266,0.25,0.333,0.207,,,,0.243,0.568,0.261,0.231,0.308,0.378,93.0,80.0,85.0,95.0,107.0,111.0,0.023,0.171,0.14,1.51,92.1,84.4,0.248,0.358,0.092,,,,0.24,0.4,0.188,0.148,0.225,0.29,92.0,104.0,111.0,0.044,-0.4,85.0
2024/08/11,1:06 PM.,SF,DET,away,Partly Cloudy.,62,806185,C,4,2,2,1,0,1,2,0,0,0,2,.208,.269,.458,.727,806185,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.65,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,111.0,102.0,104.0,90.0,89.0,85.0,,,,119.0,90.0,100.0,,0.446,0.184,0.187,0.184,-0.02,,-0.26,0.82,-0.87,95.8,88.1,,86.4,80.5,0.216,0.44,0.182,,,,0.269,0.365,0.349,0.244,0.512,0.487,0.145,0.218,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/10,1:06 PM.,SF,DET,away,Partly Cloudy.,66,657277,C,4,0,0,0,0,0,1,0,0,2,2,.150,.227,.250,.477,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,137.0,105.0,112.0,,,,57.0,106.0,88.0,95.0,104.0,102.0,126.0,104.0,114.0,0.399,0.053,0.212,,0.309,0.2,1.32,0.16,,-0.13,92.6,87.4,92.6,83.8,,0.179,0.231,0.329,0.077,0.077,0.265,0.275,0.411,0.216,,,,,,,52.0,95.0,88.0,,,,0.026,,4.3,,91.0,,0.268,0.338,0.144,,,,0.239,0.331,0.268,,,,,,,,,
2024/08/08,6:41 PM.,SEA,DET,away,Partly Cloudy.,80,693433,C,3,0,0,0,0,0,0,0,0,1,3,.188,.278,.313,.591,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,,0.094,1.44,1.85,1.23,,0.0,94.8,89.6,94.7,84.2,,0.218,0.355,0.273,,,,0.186,0.373,0.207,0.265,0.529,0.241,,,,,,,,,,,,,,,,0.234,0.315,0.097,,,,0.1,0.1,0.417,,,,,,,,,
2024/08/06,6:42 PM.,SEA,DET,away,Clear.,68,622491,C,4,0,1,1,0,0,0,0,0,1,2,.231,.333,.385,.718,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,,,,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,0.179,0.454,0.224,,0.143,0.97,-0.41,0.65,,-1.63,95.6,88.1,95.6,85.7,,0.203,0.365,0.273,,,,0.287,0.545,0.265,0.207,0.357,0.358,,,,,,,,,,,,,,,,0.298,0.457,0.105,,,,,,,,,,,,,,,
2024/08/04,1:40 PM.,KC,DET,home,Sunny.,86,608379,C,3,0,1,0,0,0,0,0,1,0,0,.222,.364,.333,.697,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,0.153,0.238,0.092,0.081,0.322,0.39,0.29,-2.39,-1.64,2.26,93.6,81.2,93.6,84.1,75.2,0.279,0.449,0.169,0.319,0.458,0.148,0.169,0.312,0.341,0.371,0.6,0.373,0.357,0.643,0.174,78.0,100.0,92.0,,,,0.114,,-0.94,,88.8,,0.252,0.301,0.099,,,,,,,,,,,,,,,
2024/08/01,6:40 PM.,KC,DET,home,Partly Cloudy.,87,607625,C,3,0,0,0,0,0,0,0,0,2,1,.167,.286,.333,.619,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,0.185,0.24,0.135,0.262,0.069,0.7,0.65,-0.67,1.44,0.08,92.2,87.4,92.1,85.2,79.4,0.234,0.392,0.176,0.228,0.228,0.23,0.208,0.333,0.291,0.213,0.387,0.2,0.178,0.271,0.339,97.0,103.0,103.0,93.0,107.0,106.0,0.082,0.026,2.86,0.07,90.1,85.7,0.274,0.381,0.129,0.215,0.28,0.285,0.375,0.75,0.109,0.105,0.421,0.351,,,,,,
2024/07/29,6:40 PM.,CLE,DET,home,Partly Cloudy.,83,676440,C,3,0,1,1,0,0,1,0,1,1,0,.333,.500,.667,1.167,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,119.0,109.0,112.0,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,0.003,0.434,0.278,0.105,0.18,-0.69,-1.41,1.74,-0.9,0.13,94.6,82.5,93.9,86.2,81.3,0.282,0.476,0.213,0.141,0.225,0.368,0.238,0.431,0.291,0.196,0.411,0.299,0.208,0.458,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
