date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSL/C,wKC/C,vFA,vFC,vFS,vSL,vKC,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff
2024/08/25,7:11 PM.,HOU,BAL,home,Partly Cloudy.,86,579328,2B,3,0,0,0,0,0,0,0,0,1,1,.171,.224,.333,.557,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,114.0,103.0,107.0,111.0,100.0,106.0,,,,,,,,,,0.471,,,0.235,,-0.08,,,1.31,,95.5,,,88.3,,,,,0.274,0.505,0.28,,,,,,,0.264,0.395,0.274,99.0,93.0,91.0,,,,,0.111,,-0.15,86.7,,0.194,0.25,0.358,,,,0.21,0.28,0.297,99.0,105.0,105.0,0.183,0.02,82.4,,,
2024/08/24,4:09 PM.,HOU,BAL,home,Partly Cloudy.,84,664285,2B,1,0,1,1,0,0,3,0,0,0,0,.175,.230,.342,.572,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,60.0,102.0,94.0,107.0,102.0,110.0,,,,,,,,,,0.012,,,0.043,,-4.64,,,-0.2,,94.5,,,85.1,,,,,0.4,1.0,0.273,,,,,,,0.121,0.187,0.398,130.0,96.0,104.0,98.0,99.0,97.0,0.458,0.175,1.46,0.62,89.9,94.1,0.226,0.278,0.354,0.276,0.399,0.116,0.233,0.467,0.383,129.0,96.0,108.0,0.313,1.59,79.7,,,
2024/08/23,7:06 PM.,HOU,BAL,home,Clear.,77,686613,2B,4,0,0,0,0,0,0,0,0,3,3,.168,.223,.327,.550,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,110.0,101.0,102.0,110.0,103.0,107.0,127.0,100.0,106.0,90.0,103.0,101.0,,,,0.347,0.17,,0.051,0.125,0.16,0.14,,1.7,-0.79,96.0,92.4,,89.1,82.9,0.23,0.363,0.216,0.244,0.413,0.288,,,,,,,0.237,0.421,0.305,84.0,101.0,102.0,93.0,102.0,98.0,0.182,0.126,0.92,0.95,88.4,95.6,0.221,0.26,0.296,0.275,0.321,0.161,0.2,0.2,0.236,,,,,,,,,
2024/08/22,7:09 PM.,HOU,BAL,home,Clear.,75,681293,2B,4,0,0,0,0,0,0,0,0,1,3,.174,.231,.339,.570,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,91.0,100.0,99.0,117.0,93.0,101.0,,,,66.0,98.0,96.0,,,,0.41,0.196,,0.108,,-1.33,0.57,,0.99,,94.1,88.2,,80.8,,0.248,0.444,0.228,0.303,0.528,0.198,0.113,0.226,0.386,,,,0.171,0.282,0.424,89.0,97.0,90.0,,,,,0.086,,-2.52,85.5,,0.395,0.512,0.378,,,,,,,118.0,98.0,104.0,0.2,0.8,78.4,,,
2024/08/21,1:10 PM.,NYM,BAL,away,Sunny.,71,640455,2B,1,1,0,0,0,0,0,0,1,1,0,.181,.239,.352,.591,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,88.0,88.0,93.0,,,,84.0,88.0,85.0,,,,0.113,0.071,,0.251,,1.13,0.97,,0.37,,92.3,88.4,,79.5,,0.222,0.25,0.179,0.167,0.295,0.311,0.193,0.311,0.388,,,,,,,83.0,98.0,95.0,95.0,100.0,97.0,0.447,0.118,1.36,-1.19,85.3,92.3,0.25,0.438,0.254,0.201,0.333,0.21,0.174,0.435,0.32,,,,,,,,,
2024/08/20,7:11 PM.,NYM,BAL,away,Clear.,70,500779,2B,4,0,0,0,0,0,0,0,0,1,0,.183,.227,.356,.583,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,92.0,85.0,,,,,,,,,,,,,0.225,,,,,-0.32,,,,,90.7,,,,,,,,0.227,0.427,0.169,,,,,,,0.265,0.444,0.264,70.0,100.0,97.0,76.0,97.0,91.0,0.304,0.193,0.82,0.5,85.7,90.8,0.203,0.26,0.367,0.249,0.431,0.131,,,,110.0,100.0,99.0,0.278,-0.04,77.7,0.195,0.366,0.284
2024/08/19,7:20 PM.,NYM,BAL,away,Cloudy.,76,656849,2B,3,0,0,0,0,0,1,0,0,2,1,.190,.236,.370,.606,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,70.0,103.0,94.0,115.0,99.0,104.0,,,,,,,,,,0.265,,,0.184,,0.39,,,-1.81,,93.1,,,85.1,,,,,0.22,0.266,0.287,,,,,,,0.207,0.345,0.259,97.0,90.0,93.0,102.0,98.0,95.0,0.31,0.164,1.83,0.03,84.7,91.9,0.211,0.324,0.271,0.253,0.36,0.16,0.287,0.447,0.339,83.0,102.0,100.0,0.076,0.11,79.1,,,
2024/08/18,1:38 PM.,BOS,BAL,home,Cloudy.,81,676710,2B,3,0,0,0,0,0,0,0,0,1,0,.196,.243,.381,.624,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,109.0,109.0,112.0,100.0,99.0,102.0,98.0,97.0,99.0,114.0,104.0,104.0,87.0,102.0,106.0,0.337,0.32,0.086,0.185,0.072,-0.43,0.55,0.47,-0.56,1.14,92.6,87.5,82.4,80.8,77.3,0.216,0.418,0.265,0.255,0.5,0.198,0.222,0.437,0.263,0.192,0.26,0.404,0.143,0.171,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/17,8:21 PM.,BOS,BAL,home,Overcast.,75,678394,2B,4,0,1,0,0,0,0,0,0,0,2,.202,.250,.394,.644,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,74.0,108.0,101.0,114.0,98.0,110.0,,,,,,,,,,0.048,,,0.28,,0.25,,,-0.58,,95.6,,,86.8,,,,,0.12,0.16,0.218,,,,,,,,,,88.0,99.0,97.0,103.0,100.0,101.0,0.403,0.269,-0.24,0.15,87.6,95.7,0.177,0.354,0.369,0.309,0.44,0.111,0.268,0.401,0.343,,,,,,,,,
2024/08/16,7:07 PM.,BOS,BAL,home,Partly Cloudy.,83,657514,2B,5,3,4,0,1,0,1,0,0,0,1,.200,.250,.400,.650,657514,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,4.06,3.88,51.0,97.0,92.0,93.0,0.802,9.88,3.88,8.82,1.06,1.37,0.225,0.401,0.162,0.31,0.489,,,,82.0,98.0,98.0,,,,132.0,88.0,81.0,,,,,0.112,,0.071,,,-0.74,,1.71,,,86.8,,84.2,,0.364,0.455,0.086,,,,,,,,,,0.197,0.316,0.312,,,,84.0,103.0,93.0,0.466,,0.17,,,91.4,,,,0.29,0.47,0.17,0.25,0.375,0.25,92.0,93.0,97.0,0.352,-0.62,78.9,,,
2024/08/15,6:36 PM.,BOS,BAL,home,Clear.,86,601713,2B,4,0,0,0,0,0,0,0,0,1,2,.165,.220,.353,.573,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,122.0,105.0,108.0,155.0,103.0,111.0,,,,104.0,96.0,82.0,,,,0.486,0.059,,0.291,,0.73,-4.63,,-0.1,,93.9,88.3,,82.6,,0.394,0.879,0.211,0.239,0.399,0.218,0.224,0.436,0.35,,,,0.167,0.4,0.206,,,,,,,,,,,,,,,,,,,0.143,0.393,0.326,118.0,104.0,104.0,0.163,0.61,80.0,,,
2024/08/14,6:37 PM.,WSH,BAL,home,Partly Cloudy.,83,687792,2B,3,0,1,0,0,0,1,0,0,2,1,.173,.230,.370,.600,687792,djherz,Herz,Left,DJ Herz,WSN,4.16,3.26,88.2,97.0,99.0,97.0,0.734,10.76,3.65,7.71,1.12,0.82,0.254,0.436,0.14,0.326,0.429,93.0,98.0,96.0,105.0,95.0,100.0,102.0,82.0,88.0,,,,,,,0.542,,,0.179,0.033,0.86,,,-0.96,1.64,93.5,,,86.1,81.2,,,,0.222,0.317,0.305,,,,,,,0.2,0.2,0.533,113.0,98.0,99.0,,,,,0.245,,-0.19,83.5,,0.224,0.388,0.26,,,,0.229,0.429,0.275,,,,,,,,,
2024/08/13,6:36 PM.,WSH,BAL,home,Clear.,85,663623,2B,4,0,1,0,0,0,0,0,0,1,3,.167,.226,.372,.598,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,82.0,104.0,97.0,110.0,115.0,117.0,,,,78.0,102.0,93.0,,,,0.379,0.065,,0.003,,0.44,0.06,,-14.34,,93.9,89.9,,85.9,,0.283,0.522,0.204,0.204,0.381,0.235,,,,,,,0.226,0.42,0.251,99.0,91.0,93.0,97.0,102.0,102.0,0.205,0.035,-0.64,1.34,88.4,93.3,0.125,0.125,0.349,0.325,0.497,0.149,,,,110.0,104.0,106.0,0.313,0.24,81.1,,,
2024/08/11,1:41 PM.,TB,BAL,away,Dome.,72,605488,2B,4,0,0,0,0,0,0,0,0,2,0,.162,.225,.378,.603,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.27,3.7,33.0,99.0,87.0,96.0,0.733,10.09,3.0,9.27,1.36,0.9,0.226,0.441,0.151,0.344,0.351,77.0,98.0,93.0,92.0,106.0,107.0,,,,18.0,84.0,80.0,,,,0.423,0.023,,0.235,,-0.7,-1.54,,2.84,,89.8,85.3,,82.3,,,,,0.216,0.49,0.17,0.0,0.0,0.571,,,,,,,107.0,102.0,100.0,47.0,55.0,53.0,0.002,0.317,-3.5,-1.59,79.6,89.8,0.333,0.439,0.442,,,,0.222,0.222,0.236,,,,,,,,,
2024/08/10,7:16 PM.,TB,BAL,away,Dome.,72,656876,2B,4,2,1,0,0,1,1,0,1,1,0,.171,.237,.400,.637,656876,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.83,1.98,28.2,106.0,128.0,111.0,0.705,10.99,1.88,7.85,0.0,1.74,0.347,0.36,0.173,0.24,0.451,136.0,110.0,117.0,137.0,116.0,128.0,,,,117.0,101.0,102.0,,,,0.377,0.277,,0.054,,2.64,0.79,,5.27,,97.4,89.1,,85.4,,0.25,0.292,0.406,0.171,0.2,0.308,0.083,0.083,0.412,,,,,,,,,,125.0,105.0,107.0,0.292,,-1.1,,,96.2,,,,0.316,0.395,0.167,,,,,,,,,,,,
2024/08/09,6:51 PM.,TB,BAL,away,Dome.,72,641793,2B,4,0,0,0,0,0,0,0,0,1,5,.167,.225,.364,.589,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,54.0,110.0,91.0,102.0,99.0,98.0,,,,,,,104.0,106.0,112.0,0.221,,0.232,0.399,,0.58,,-0.84,0.45,,92.4,,83.0,85.7,,,,,0.245,0.358,0.191,0.406,0.594,0.115,0.258,0.423,0.344,,,,,,,67.0,103.0,91.0,0.148,,-0.6,,,91.6,,,,0.265,0.439,0.141,0.257,0.427,0.227,,,,,,,,,
2024/08/08,7:08 PM.,TOR,BAL,away,Roof Closed.,68,592332,2B,4,1,0,0,0,0,1,0,0,1,3,.177,.239,.387,.626,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,99.0,105.0,105.0,88.0,90.0,95.0,,,,,,,88.0,108.0,106.0,0.528,,0.334,0.084,,0.43,,0.51,-1.21,,93.9,,86.0,82.7,,,,,0.277,0.466,0.175,,,,0.169,0.262,0.335,,,,,,,90.0,102.0,94.0,0.054,,-3.21,,,93.3,,,,0.316,0.579,0.117,0.268,0.439,0.266,,,,,,,,,
2024/08/07,7:08 PM.,TOR,BAL,away,Clear.,74,670102,2B,4,1,1,0,0,1,2,0,0,1,2,.190,.254,.414,.668,670102,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.3,3.39,103.2,102.0,97.0,104.0,0.8,7.99,1.91,6.42,1.48,0.74,0.247,0.498,0.171,0.341,0.465,94.0,106.0,107.0,96.0,92.0,92.0,,,,,,,109.0,105.0,110.0,0.513,,0.184,0.092,,2.21,,1.44,-1.47,,92.9,,83.8,81.7,,,,,0.174,0.371,0.185,,,,0.169,0.169,0.225,0.308,0.558,0.243,,,,79.0,96.0,85.0,0.029,,1.45,,,90.3,,,,0.182,0.455,0.067,0.25,0.583,0.436,99.0,94.0,100.0,0.182,-1.71,73.5,,,
2024/08/06,7:09 PM.,TOR,BAL,away,Roof Closed.,71,605135,2B,2,1,1,0,0,1,1,0,0,1,0,.185,.254,.370,.624,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,64.0,103.0,94.0,120.0,96.0,106.0,,,,79.0,101.0,91.0,87.0,90.0,86.0,0.045,0.197,0.043,0.118,,-1.6,0.44,-2.64,-0.88,,92.6,89.6,84.1,77.2,,0.188,0.316,0.268,0.242,0.394,0.25,0.154,0.231,0.458,0.303,0.364,0.167,0.221,0.351,0.292,75.0,87.0,84.0,96.0,101.0,97.0,0.407,0.053,-0.08,-2.29,84.5,92.5,0.321,0.607,0.158,0.327,0.423,0.128,0.375,0.781,0.096,101.0,91.0,102.0,0.137,-0.09,71.0,,,
2024/08/04,1:41 PM.,CLE,BAL,away,Sunny.,83,668909,2B,4,1,2,0,0,1,1,0,1,1,1,.173,.246,.308,.554,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.22,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,97.0,102.0,102.0,95.0,80.0,96.0,,,,98.0,99.0,94.0,,,,0.515,0.12,,0.113,,0.08,0.56,,-0.16,,96.6,91.6,,88.6,,0.205,0.333,0.341,0.286,0.421,0.22,,,,,,,0.155,0.31,0.304,66.0,96.0,101.0,,,,,0.054,,-3.82,89.2,,0.417,0.833,0.148,,,,0.258,0.387,0.242,121.0,101.0,105.0,0.198,-0.01,79.5,,,
2024/08/03,7:15 PM.,CLE,BAL,away,Partly Cloudy.,80,676282,2B,4,1,2,1,0,0,1,0,0,1,0,.146,.212,.229,.441,676282,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.83,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,96.0,91.0,87.0,112.0,104.0,103.0,,,,,,,,,,0.488,,,0.084,,-1.29,,,2.07,,92.2,,,82.6,,,,,0.292,0.585,0.22,,,,,,,0.172,0.276,0.271,94.0,90.0,96.0,,,,,0.276,,0.26,77.8,,0.216,0.324,0.437,,,,0.188,0.375,0.424,95.0,109.0,105.0,0.152,1.01,76.2,,,
2024/08/02,7:10 PM.,CLE,BAL,away,Partly Cloudy.,80,471911,2B,3,1,2,0,0,0,1,0,1,1,0,.114,.188,.182,.370,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,62.0,95.0,86.0,96.0,104.0,108.0,,,,,,,,,,0.26,,,0.278,,-0.84,,,-0.96,,91.6,,,83.5,,,,,0.337,0.554,0.146,0.25,0.313,0.357,,,,0.053,0.158,0.213,101.0,108.0,105.0,90.0,95.0,89.0,0.165,0.23,-1.96,-1.09,86.8,91.1,0.241,0.472,0.282,0.304,0.609,0.13,0.284,0.52,0.288,103.0,103.0,105.0,0.067,1.49,80.4,,,
2024/08/01,6:40 PM.,CLE,BAL,away,Partly Cloudy.,84,594902,2B,2,1,0,0,0,0,0,0,0,1,0,.073,.136,.146,.282,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,57.0,94.0,83.0,105.0,102.0,101.0,,,,,,,,,,0.314,,,0.218,,-0.21,,,-0.01,,89.9,,,79.4,,,,,0.268,0.504,0.166,0.231,0.413,0.241,,,,0.206,0.365,0.18,75.0,108.0,95.0,57.0,108.0,94.0,0.29,0.091,0.56,-0.79,83.9,90.4,0.279,0.382,0.185,0.227,0.392,0.133,0.238,0.476,0.419,43.0,106.0,93.0,0.088,-0.11,76.9,,,
2024/07/31,12:37 PM.,TOR,BAL,home,Partly Cloudy.,90,502179,2B,5,1,1,0,0,1,4,0,0,1,4,.077,.122,.154,.276,502179,paoloespino,Espino,Right,Paolo Espino,TOR,8.31,10.07,8.2,96.0,89.0,91.0,0.901,3.12,5.19,14.54,3.12,0.69,0.286,0.457,0.229,0.343,0.392,67.0,91.0,79.0,114.0,96.0,85.0,,,,,,,,,,0.329,,,0.12,,-7.61,,,-4.16,,88.2,,,75.6,,,,,0.462,1.0,0.048,0.5,0.75,0.182,,,,0.417,1.0,0.25,61.0,98.0,88.0,,,,,0.234,,5.29,83.4,,0.125,0.25,0.0,,,,,,,119.0,99.0,108.0,0.316,-7.08,70.6,,,
2024/04/23,6:38 PM.,LAA,BAL,away,Partly Cloudy.,66,656288,2B,4,1,1,0,0,0,0,0,0,2,0,.059,.111,.059,.170,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,73.0,94.0,86.0,107.0,100.0,110.0,,,,,,,,,,0.376,,,0.24,,-0.85,,,-0.91,,93.4,,,87.7,,,,,0.251,0.529,0.147,,,,,,,0.271,0.438,0.241,96.0,102.0,102.0,76.0,89.0,78.0,0.01,0.267,-6.83,0.48,88.6,93.0,0.259,0.387,0.288,0.429,0.857,0.0,0.284,0.444,0.331,75.0,96.0,96.0,0.107,-0.86,80.6,,,
2024/04/21,1:11 PM.,KC,BAL,away,Sunny.,55,607625,2B,3,0,0,0,0,0,0,0,1,1,4,.033,.094,.033,.127,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,75.0,103.0,95.0,125.0,97.0,105.0,,,,97.0,103.0,103.0,93.0,107.0,106.0,0.24,0.082,0.026,0.135,,0.7,2.86,0.07,-0.67,,92.2,90.1,85.7,85.2,,0.228,0.228,0.23,0.234,0.392,0.176,0.375,0.75,0.109,0.105,0.421,0.351,0.178,0.271,0.339,93.0,100.0,98.0,68.0,101.0,92.0,0.185,0.069,0.65,0.08,87.4,92.1,0.208,0.333,0.291,0.274,0.381,0.129,0.213,0.387,0.2,126.0,100.0,110.0,0.262,1.44,79.4,0.215,0.28,0.285
2024/04/19,6:42 PM.,KC,BAL,away,Partly Cloudy.,59,679525,2B,2,0,0,0,0,0,0,0,0,1,0,.037,.071,.037,.108,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,93.0,98.0,95.0,117.0,99.0,107.0,,,,,,,,,,0.37,,,0.228,,0.34,,,-0.57,,94.2,,,86.5,,,,,0.208,0.383,0.223,0.2,0.433,0.464,,,,0.263,0.5,0.274,88.0,95.0,94.0,98.0,99.0,97.0,0.138,0.1,-1.16,0.84,86.3,93.6,0.204,0.296,0.177,0.317,0.524,0.099,0.29,0.462,0.294,103.0,105.0,103.0,0.164,-1.2,82.8,,,
2024/04/17,1:07 PM.,MIN,BAL,home,Cloudy.,68,641154,2B,3,0,0,0,0,0,0,0,0,2,1,.040,.077,.040,.117,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,97.0,105.0,101.0,106.0,103.0,110.0,,,,,,,,,,0.407,,,0.219,,1.65,,,-0.84,,95.0,,,84.5,,,,,0.208,0.352,0.259,0.239,0.436,0.331,,,,0.23,0.446,0.341,95.0,104.0,105.0,97.0,107.0,107.0,0.073,0.201,-2.77,-0.14,88.5,94.5,0.281,0.359,0.249,0.426,0.639,0.142,,,,92.0,103.0,108.0,0.1,-1.28,82.4,,,
2024/04/16,6:37 PM.,MIN,BAL,home,Clear.,71,663978,2B,3,1,0,0,0,0,0,0,1,2,2,.045,.087,.045,.132,663978,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.84,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,79.0,111.0,103.0,71.0,97.0,96.0,,,,,,,,,,0.429,,,0.177,,0.63,,,-0.21,,93.3,,,85.9,,,,,0.277,0.4,0.243,,,,,,,0.326,0.435,0.19,108.0,107.0,112.0,,,,,0.259,,-1.51,82.9,,0.283,0.519,0.248,,,,0.264,0.434,0.254,106.0,102.0,103.0,0.136,-1.69,78.2,,,
2024/04/15,6:36 PM.,MIN,BAL,home,Partly Cloudy.,80,686973,2B,4,0,0,0,0,0,0,0,0,1,0,.053,.053,.053,.106,686973,louievarland,Varland,Right,Louie Varland,MIN,7.61,5.42,49.2,100.0,101.0,100.0,0.781,8.88,2.9,12.32,2.17,1.23,0.296,0.361,0.112,0.379,0.473,107.0,105.0,105.0,,,,108.0,93.0,99.0,91.0,93.0,92.0,,,,0.425,0.277,,,0.155,-0.34,-3.42,,,-1.27,96.3,90.1,,,84.6,0.333,0.603,0.246,0.306,0.553,0.242,,,,,,,0.293,0.366,0.288,93.0,93.0,97.0,94.0,107.0,102.0,0.038,0.104,-5.1,-0.65,89.4,93.8,0.294,0.294,0.105,0.5,0.875,0.059,,,,,,,,,,,,
2024/04/14,1:36 PM.,MIL,BAL,home,Sunny.,81,607067,2B,4,1,1,0,0,0,0,0,0,2,2,.067,.067,.067,.134,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,70.0,109.0,95.0,109.0,106.0,108.0,,,,76.0,94.0,88.0,78.0,98.0,96.0,0.193,0.194,0.088,0.172,,0.49,-1.34,-2.02,1.41,,92.9,87.6,86.5,82.0,,0.287,0.656,0.168,0.207,0.314,0.248,0.159,0.234,0.227,0.286,0.492,0.277,0.394,0.636,0.18,,,,82.0,103.0,96.0,0.311,,-0.28,,,92.3,,,,0.298,0.482,0.115,,,,100.0,109.0,104.0,0.042,-3.64,78.7,,,
2024/04/12,7:07 PM.,MIL,BAL,home,Cloudy.,62,642547,2B,3,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,112.0,99.0,101.0,98.0,99.0,105.0,,,,,,,,,,0.539,,,0.217,,0.05,,,-0.09,,94.3,,,81.4,,,,,0.239,0.424,0.252,,,,,,,0.182,0.341,0.372,84.0,92.0,88.0,,,,,0.175,,0.84,87.7,,0.218,0.291,0.369,,,,0.203,0.384,0.41,104.0,106.0,110.0,0.07,0.36,78.1,,,
2024/04/11,7:11 PM.,BOS,BAL,away,Cloudy.,50,676477,2B,4,2,0,0,0,0,0,0,0,2,3,.000,.000,.000,.000,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.49,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,,,,143.0,108.0,112.0,,,,77.0,96.0,93.0,,,,,0.193,,0.296,,,-1.84,,2.3,,,86.6,,82.4,,0.308,0.692,0.207,,,,0.0,0.0,0.125,,,,,,,90.0,101.0,107.0,101.0,97.0,91.0,0.227,0.283,-0.25,1.81,84.4,93.4,0.174,0.217,0.204,0.333,0.4,0.167,0.091,0.091,0.103,,,,,,,,,
2024/04/10,7:13 PM.,BOS,BAL,away,Partly Cloudy.,59,676710,2B,4,0,0,0,0,0,1,0,0,2,3,.000,.000,.000,.000,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,109.0,109.0,112.0,100.0,99.0,102.0,98.0,97.0,99.0,114.0,104.0,104.0,87.0,102.0,106.0,0.337,0.32,0.086,0.185,0.072,-0.43,0.55,0.47,-0.56,1.14,92.6,87.5,82.4,80.8,77.3,0.216,0.418,0.265,0.255,0.5,0.198,0.222,0.437,0.263,0.192,0.26,0.404,0.143,0.171,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
