date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024/08/24,5:40 PM.,NYM,SD,home,Clear.,71,656849,DH,3,0,0,0,0,0,0,0,1,1,1,.310,.362,.438,.800,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,0.31,0.265,0.184,0.076,0.164,0.39,1.83,-1.81,0.11,0.03,93.1,84.7,91.9,85.1,79.1,0.22,0.266,0.287,0.287,0.447,0.339,0.253,0.36,0.16,0.211,0.324,0.271,0.207,0.345,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/21,3:41 PM.,MIN,SD,home,Partly Cloudy.,78,680573,3B,2,1,1,0,0,1,1,0,0,0,0,.314,.364,.444,.808,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,,,,92.0,108.0,106.0,,0.403,0.312,0.093,0.193,0.82,,0.76,1.68,-3.33,93.1,82.8,,86.4,76.1,0.258,0.356,0.219,0.214,0.313,0.239,,,,0.311,0.622,0.205,0.186,0.326,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/20,6:41 PM.,MIN,SD,home,Clear.,81,641927,1B,1,1,1,0,0,0,0,0,0,0,0,.312,.363,.429,.792,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,,,,74.0,100.0,101.0,,0.381,0.118,0.011,0.294,-0.01,,2.03,4.57,1.98,91.7,83.4,,80.3,76.0,0.258,0.506,0.222,0.095,0.162,0.307,,,,0.154,0.285,0.395,0.0,0.0,0.375,84.0,104.0,100.0,,,,0.195,,,-0.86,,,86.2,,,,,,,,,0.279,0.504,0.229,,,,,,,,,
2024/08/18,1:09 PM.,COL,SD,away,Sunny.,92,687134,PH,0,0,0,0,0,0,0,0,1,0,0,.304,.356,.422,.778,687134,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,5.87,6.58,30.2,95.0,90.0,93.0,0.821,5.87,5.87,10.27,1.17,0.89,0.179,0.387,0.142,0.434,0.426,,,,103.0,110.0,109.0,78.0,91.0,86.0,,,,123.0,100.0,103.0,,0.474,0.204,0.115,,-1.33,,1.78,-0.99,,93.5,,,85.3,79.4,0.321,0.5,0.153,0.156,0.219,0.283,,,,,,,0.188,0.5,0.167,85.0,93.0,94.0,75.0,84.0,87.0,0.038,0.168,,-4.12,-2.77,,88.8,85.2,,0.4,0.7,0.314,,,,,,,,,,,,,,,
2024/08/17,6:35 PM.,COL,SD,away,Partly Cloudy.,95,607536,3B,5,0,1,0,0,0,0,0,0,3,0,.304,.353,.422,.775,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,,,,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,0.245,0.202,0.227,,0.137,-1.51,-1.33,-1.11,,-1.64,91.6,86.1,91.4,86.9,,0.322,0.522,0.067,0.316,0.589,0.162,0.31,0.556,0.074,0.333,0.647,0.161,0.194,0.276,0.42,,,,,,,,,0.188,,,0.07,,,83.5,,,,,,,,,,128.0,102.0,107.0,,,,,,
2024/08/16,6:40 PM.,COL,SD,away,Clear.,91,615698,PH,1,0,0,0,0,0,0,0,0,0,0,.307,.356,.427,.783,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,88.0,97.0,103.0,98.0,101.0,104.0,,,,79.0,95.0,89.0,,,,0.402,,,0.126,0.018,,-2.0,,-0.77,1.81,,84.9,93.8,,79.6,,,,,,,0.35,0.596,0.184,0.222,0.222,0.167,0.25,0.531,0.282,76.0,96.0,93.0,109.0,94.0,97.0,0.135,0.32,,-0.41,0.4,,87.8,86.5,,0.206,0.314,0.234,,,,0.296,0.507,0.203,,,,,,,,,
2024/08/12,6:41 PM.,PIT,SD,home,Clear.,77,663765,3B,3,0,0,0,0,0,0,0,0,0,1,.308,.358,.429,.787,663765,jakewoodford,Woodford,Right,Jake Woodford,- - -,7.97,5.67,35.0,99.0,90.0,95.0,0.874,6.69,2.31,12.34,1.54,0.94,0.233,0.45,0.132,0.333,0.424,58.0,104.0,95.0,,,,66.0,106.0,93.0,92.0,99.0,91.0,99.0,102.0,106.0,0.448,0.029,0.282,,0.05,-0.64,-2.26,-2.09,,-0.65,91.3,85.6,91.5,80.7,,,,,,,,0.366,0.592,0.046,0.2,0.2,0.091,,,,85.0,92.0,88.0,,,,0.191,,,-0.82,,,88.6,,,,,,0.26,0.5,0.272,0.308,0.5,0.13,,,,,,,,,
2024/08/11,1:40 PM.,MIA,SD,away,Roof Closed.,72,676974,1B,1,1,1,0,0,1,2,0,0,0,0,.313,.363,.436,.799,676974,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.74,57.0,98.0,98.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,86.0,88.0,88.0,,,,83.0,97.0,94.0,81.0,92.0,82.0,119.0,103.0,115.0,0.021,0.394,0.407,,0.179,-2.29,-1.39,-0.21,,-2.48,94.1,86.7,92.7,88.2,,0.33,0.648,0.139,0.24,0.471,0.342,,,,0.233,0.6,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/10,4:11 PM.,MIA,SD,away,Roof Closed.,72,682610,PH,1,0,0,0,0,0,0,0,0,1,1,.309,.360,.418,.778,682610,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.83,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,96.0,89.0,,,,96.0,97.0,94.0,93.0,94.0,91.0,103.0,94.0,100.0,0.228,0.269,0.198,,0.093,-3.28,-0.99,-2.57,,-2.82,95.4,89.3,94.9,85.7,,0.325,0.714,0.175,0.261,0.536,0.328,0.27,0.554,0.109,0.27,0.595,0.306,,,,89.0,96.0,90.0,,,,0.212,,,-0.08,,,89.8,,,,,,,,,0.229,0.471,0.313,,,,,,,,,
2024/08/08,12:36 PM.,PIT,SD,away,Cloudy.,82,682847,1B,2,0,0,0,0,0,0,0,0,1,2,.311,.362,.420,.782,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,PIT,3.32,4.31,135.2,100.0,104.0,99.0,0.816,7.1,2.79,7.23,1.06,0.94,0.246,0.425,0.166,0.286,0.443,66.0,87.0,88.0,,,,97.0,104.0,97.0,105.0,97.0,95.0,121.0,102.0,109.0,0.258,0.268,0.268,,0.009,1.02,1.13,-0.41,,0.21,95.9,90.6,94.9,85.8,,0.187,0.331,0.208,0.203,0.392,0.31,0.237,0.374,0.129,,,,,,,90.0,100.0,94.0,,,,0.197,,,0.71,,,91.0,,,,,,,,,0.273,0.416,0.168,,,,,,,,,
2024/08/07,6:42 PM.,PIT,SD,away,Overcast.,78,594835,1B,6,1,2,0,0,0,0,0,0,2,5,.314,.365,.424,.789,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.53,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,,,,0.092,0.315,,0.101,0.255,-1.03,-0.44,,-2.22,-1.32,89.7,80.2,90.0,,79.0,0.324,0.459,0.136,,,,0.313,0.5,0.0,0.298,0.447,0.31,0.353,0.647,0.176,80.0,99.0,93.0,,,,0.238,,,0.9,,,85.7,,,,,,,,,0.286,0.429,0.123,,,,,,,,,
2024/08/06,6:44 PM.,PIT,SD,away,Cloudy.,77,663559,DH,5,0,4,0,0,0,4,0,0,1,1,.314,.366,.427,.793,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,100.0,99.0,98.0,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,0.142,0.484,0.216,0.152,,0.38,1.23,0.27,-1.24,,91.8,,92.0,86.1,77.7,0.255,0.41,0.166,0.245,0.304,0.287,0.26,0.448,0.157,,,,0.305,0.61,0.207,,,,43.0,95.0,70.0,,0.006,,,-7.04,,,86.9,,0.333,1.333,0.125,,,,,,,,,,,,,,,
2024/08/02,6:41 PM.,COL,SD,home,Clear.,78,596295,DH,3,1,1,0,0,1,1,0,0,0,2,.300,.355,.417,.772,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,82.0,103.0,99.0,,,,71.0,98.0,91.0,51.0,110.0,96.0,91.0,103.0,102.0,0.001,0.404,0.167,,0.205,-1.23,-42.96,-0.17,,-0.15,90.4,81.1,90.1,83.8,,0.305,0.6,0.096,0.274,0.513,0.22,,,,0.28,0.409,0.273,0.22,0.368,0.269,,,,,,,,,0.224,,,-0.08,,,77.6,,,,,,,,,,93.0,109.0,107.0,,,,,,
2024/07/31,5:40 PM.,LAD,SD,home,Clear.,73,477132,1B,2,0,0,0,0,0,0,0,0,0,0,.299,.356,.401,.757,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,4.5,4.59,30.0,100.0,101.0,100.0,0.79,7.2,2.7,10.8,0.6,1.12,0.134,0.485,0.144,0.289,0.461,58.0,86.0,75.0,114.0,99.0,107.0,90.0,99.0,94.0,,,,108.0,103.0,104.0,0.006,0.351,0.437,0.163,0.022,-2.61,-2.44,-0.11,0.67,3.89,89.9,84.2,90.2,86.0,72.1,0.429,0.514,0.078,0.281,0.421,0.264,,,,,,,0.174,0.348,0.317,,,,61.0,72.0,74.0,,0.022,,,-4.62,,,82.9,,0.333,0.333,0.375,,,,,,,,,,,,,,,
2024/07/30,6:41 PM.,LAD,SD,home,Clear.,73,607192,PH,1,0,1,0,0,0,1,0,0,0,0,.303,.359,.406,.765,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,,,,139.0,97.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,,1.04,0.75,1.15,1.93,,96.3,,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.233,0.395,0.171,,,,0.098,0.174,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/25,12:05 PM.,WSH,SD,away,Partly Cloudy.,83,571578,3B,4,1,2,0,0,0,0,0,0,1,1,.299,.356,.402,.758,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,73.0,100.0,97.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,0.338,0.076,0.343,0.016,0.034,-1.46,-1.9,0.41,-2.3,-5.53,91.3,81.0,91.5,80.0,70.0,0.311,0.578,0.133,0.216,0.335,0.354,0.339,0.567,0.091,0.409,0.773,0.279,0.5,1.25,0.526,76.0,107.0,98.0,,,,0.192,,0.001,-0.37,,4.71,85.7,,63.2,,,,,,,0.301,0.434,0.223,,,,,,,,,
2024/07/24,6:45 PM.,WSH,SD,away,Cloudy.,84,680730,DH,2,0,1,0,0,0,0,0,0,0,0,.294,.353,.400,.753,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,,,,106.0,107.0,110.0,,0.486,0.098,0.225,,0.07,,-0.73,0.47,,92.5,,,84.5,80.5,0.276,0.425,0.12,0.238,0.429,0.364,,,,,,,0.252,0.36,0.263,,,,89.0,94.0,94.0,,0.191,,,-0.6,,,85.6,,0.233,0.4,0.372,,,,,,,,,,,,,,,
2024/07/14,1:12 PM.,ATL,SD,home,Sunny.,75,519242,DH,3,1,1,0,0,0,0,0,1,0,1,.292,.351,.399,.750,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,0.072,0.378,0.403,,0.147,-0.12,-1.99,2.16,,2.97,94.8,87.1,94.2,78.6,,0.281,0.443,0.241,0.171,0.236,0.427,0.327,0.551,0.133,0.159,0.195,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/13,4:16 PM.,ATL,SD,home,Sunny.,74,625643,3B,4,1,2,0,0,0,0,1,0,0,1,.291,.348,.400,.748,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,,,,113.0,100.0,105.0,,0.552,0.294,0.116,0.038,1.19,,1.45,1.61,-3.58,95.5,86.1,,85.0,77.0,0.266,0.369,0.165,0.168,0.257,0.443,,,,0.263,0.737,0.349,0.151,0.264,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/10,3:40 PM.,SEA,SD,home,Partly Cloudy.,74,682243,3B,4,0,1,0,0,0,0,0,0,1,3,.286,.345,.398,.743,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,0.171,0.423,0.168,,,1.53,1.55,-0.21,,,95.2,,94.7,84.5,,0.184,0.348,0.266,0.243,0.568,0.261,0.248,0.358,0.092,,,,0.231,0.308,0.378,93.0,80.0,85.0,95.0,107.0,111.0,0.023,0.171,0.044,0.14,1.51,-0.4,92.1,84.4,85.0,0.148,0.225,0.29,0.24,0.4,0.188,0.25,0.333,0.207,92.0,104.0,111.0,,,,,,
2024/07/09,6:40 PM.,SEA,SD,home,Clear.,72,669302,DH,3,0,1,0,0,0,0,0,0,1,0,.287,.347,.401,.748,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,,,,124.0,99.0,107.0,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,0.015,0.308,0.32,0.118,,1.41,0.32,1.72,0.81,,96.6,,95.5,88.4,83.2,0.204,0.383,0.193,0.21,0.375,0.368,0.286,0.286,0.05,,,,0.181,0.301,0.354,116.0,104.0,103.0,99.0,96.0,104.0,0.106,0.134,,0.14,1.18,,92.3,84.5,,0.101,0.162,0.506,,,,0.247,0.483,0.272,,,,,,,,,
2024/07/07,1:10 PM.,AZ,SD,home,Sunny.,75,669194,3B,3,0,0,0,0,0,0,0,0,2,1,.286,.347,.403,.750,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,91.0,94.0,94.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,,0.557,0.103,0.057,0.099,0.64,,-0.66,1.81,-2.35,95.2,83.0,,83.8,77.8,0.249,0.418,0.195,0.226,0.34,0.156,,,,0.302,0.587,0.203,0.138,0.207,0.148,78.0,107.0,96.0,,,,0.184,,,-0.85,,,91.2,,,,,,0.4,0.733,0.167,0.317,0.508,0.154,,,,,,,,,
2024/07/06,6:41 PM.,AZ,SD,home,Clear.,73,694297,DH,5,1,2,2,0,0,1,0,0,2,2,.291,.353,.411,.764,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,0.222,0.334,0.273,0.053,0.112,0.37,-0.09,-0.12,-1.37,0.84,93.8,87.5,93.7,84.8,80.8,0.265,0.466,0.224,,,,0.286,0.365,0.119,0.25,0.289,0.312,0.429,0.571,0.295,,,,,,,,0.006,,,0.45,,,89.6,,0.2,0.8,0.0,0.215,0.455,0.362,,,,,,,,,,,,
2024/07/05,6:41 PM.,AZ,SD,home,Clear.,70,677944,DH,4,0,0,0,0,0,0,0,0,0,4,.288,.352,.397,.749,677944,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.66,4.52,77.0,105.0,102.0,105.0,0.816,7.48,1.99,10.75,1.87,0.69,0.3,0.356,0.162,0.332,0.485,103.0,98.0,100.0,103.0,101.0,106.0,95.0,109.0,106.0,,,,117.0,100.0,105.0,,0.548,0.24,0.09,0.121,-1.46,,-1.24,-1.42,-0.57,94.4,81.8,,85.1,75.4,0.329,0.582,0.164,0.278,0.494,0.207,,,,0.227,0.432,0.269,0.2,0.4,0.289,,,,,,,0.001,,,3.94,,,90.4,,,,,,,,,,,,,,,,,,,,
2024/07/04,1:37 PM.,TEX,SD,away,Roof Closed.,74,453286,DH,4,1,3,2,0,0,1,0,0,0,1,.296,.361,.408,.769,453286,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.95,3.86,43.1,106.0,84.0,103.0,0.732,8.31,2.08,8.31,1.45,0.7,0.278,0.437,0.175,0.286,0.422,59.0,110.0,106.0,84.0,101.0,103.0,78.0,105.0,100.0,,,,100.0,106.0,105.0,,0.439,0.221,0.139,0.139,0.05,,1.2,-2.13,-1.96,92.5,82.8,,85.0,74.7,0.262,0.492,0.222,0.214,0.333,0.438,,,,0.192,0.462,0.255,0.333,0.611,0.4,121.0,119.0,105.0,,,,0.061,,,2.89,,,86.6,,,,,,,,,0.222,0.278,0.143,,,,,,,,,
2024/07/03,7:07 PM.,TEX,SD,away,Roof Closed.,74,592351,DH,5,1,2,0,0,0,0,0,0,1,2,.283,.351,.384,.735,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,0.444,0.439,0.046,0.071,-0.71,,0.77,-0.7,-1.39,94.9,88.7,,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,,,,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/02,7:08 PM.,TEX,SD,away,Roof Closed.,74,543135,1B,3,0,1,0,0,0,0,0,0,0,0,.278,.349,.383,.732,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,75.0,105.0,98.0,,,,114.0,102.0,102.0,,0.374,0.033,0.137,,0.83,,-0.69,-0.79,,95.4,,,86.3,76.7,0.212,0.335,0.178,0.269,0.462,0.25,,,,,,,0.214,0.471,0.355,91.0,108.0,99.0,127.0,101.0,110.0,0.148,0.308,,-1.41,1.55,,91.4,88.4,,0.2,0.286,0.368,,,,0.327,0.624,0.2,,,,,,,,,
2024/06/30,1:35 PM.,BOS,SD,away,Cloudy.,86,670174,3B,4,0,0,0,0,0,0,0,0,1,1,.277,.349,.385,.734,670174,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.14,4.37,76.0,102.0,101.0,100.0,0.809,7.11,3.08,9.59,1.18,1.8,0.228,0.402,0.159,0.321,0.436,101.0,96.0,99.0,,,,72.0,117.0,106.0,105.0,102.0,101.0,124.0,107.0,112.0,0.336,0.051,0.133,,0.128,0.47,-0.16,0.49,,-2.35,95.1,91.5,95.1,85.2,,0.167,0.167,0.29,0.167,0.222,0.316,0.306,0.454,0.177,0.356,0.467,0.094,,,,94.0,101.0,95.0,,,,0.352,,,-0.21,,,90.4,,,,,,,,,0.253,0.495,0.233,,,,,,,,,
2024/06/29,4:10 PM.,BOS,SD,away,Cloudy.,73,656557,3B,4,1,1,0,0,0,0,0,0,0,0,.286,.359,.397,.756,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,0.324,,0.414,,,,0.67,0.54,,,,,93.5,83.2,,,,,,,,0.27,0.325,0.142,,,,,,,95.0,93.0,93.0,116.0,103.0,109.0,0.015,0.248,,-0.95,1.74,,87.1,88.4,,0.195,0.265,0.208,0.23,0.357,0.302,0.2,0.4,0.235,,,,,,,,,
2024/06/28,7:11 PM.,BOS,SD,away,Clear.,75,601713,DH,3,1,2,0,0,0,2,0,1,0,1,.287,.362,.402,.764,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,,,,118.0,104.0,104.0,122.0,105.0,108.0,,,,155.0,103.0,111.0,,0.486,0.291,0.163,,0.73,,-0.1,0.61,,93.9,,,82.6,80.0,0.239,0.399,0.218,0.143,0.393,0.326,,,,,,,0.167,0.4,0.206,104.0,96.0,82.0,,,,0.059,,,-4.63,,,88.3,,,,,,0.224,0.436,0.35,0.394,0.879,0.211,,,,,,,,,
2024/06/26,1:11 PM.,WSH,SD,home,Partly Cloudy.,75,687792,1B,3,0,0,0,0,0,0,0,1,1,1,.277,.351,.395,.746,687792,djherz,Herz,Left,DJ Herz,WSN,4.16,3.26,88.2,97.0,99.0,97.0,0.734,10.76,3.65,7.71,1.12,0.82,0.254,0.436,0.14,0.326,0.429,113.0,98.0,99.0,,,,93.0,98.0,96.0,,,,105.0,95.0,100.0,,0.542,0.179,,0.245,0.86,,-0.96,,-0.19,93.5,83.5,,86.1,,0.222,0.317,0.305,0.229,0.429,0.275,,,,0.224,0.388,0.26,0.2,0.2,0.533,,,,,,,,,0.033,,,1.64,,,81.2,,,,,,,,,,102.0,82.0,88.0,,,,,,
2024/06/25,6:39 PM.,WSH,SD,home,Partly Cloudy.,72,669022,DH,4,0,2,0,0,0,2,0,0,0,1,.284,.354,.405,.759,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,,,,89.0,92.0,92.0,,0.553,0.158,0.196,0.093,-0.02,,-0.77,0.62,-1.35,96.0,85.9,,90.6,82.8,0.281,0.418,0.226,0.255,0.422,0.323,,,,0.28,0.48,0.512,0.218,0.296,0.34,,,,,,,,,,,,,,,,,,,0.333,0.5,0.417,,,,,,,,,,,,
2024/06/24,6:40 PM.,WSH,SD,home,Clear.,77,571578,DH,4,2,2,1,0,0,0,0,0,0,0,.277,.349,.402,.751,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,73.0,100.0,97.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,0.338,0.076,0.343,0.016,0.034,-1.46,-1.9,0.41,-2.3,-5.53,91.3,81.0,91.5,80.0,70.0,0.311,0.578,0.133,0.216,0.335,0.354,0.339,0.567,0.091,0.409,0.773,0.279,0.5,1.25,0.526,76.0,107.0,98.0,,,,0.192,,0.001,-0.37,,4.71,85.7,,63.2,,,,,,,0.301,0.434,0.223,,,,,,,,,
2024/06/23,1:11 PM.,MIL,SD,home,Sunny.,79,668964,DH,4,0,0,0,0,0,0,0,0,3,2,.269,.344,.389,.733,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,92.0,106.0,103.0,0.005,0.401,0.21,0.041,0.114,0.58,11.28,1.43,-3.19,1.18,92.9,81.1,91.5,85.5,77.8,0.239,0.436,0.194,0.198,0.255,0.248,0.0,0.0,0.0,0.083,0.083,0.444,0.421,0.579,0.194,96.0,100.0,91.0,,,,0.23,,,-0.75,,,89.2,,,,,,,,,0.336,0.518,0.123,,,,,,,,,
