date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,FO%,wFO/C,vFO
2024/08/20,7:10 PM.,LAD,SEA,away,Clear.,82,621111,1B,1,0,0,0,0,0,0,0,0,0,1,.247,.343,.358,.701,621111,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,,,,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,103.0,103.0,100.0,0.163,0.29,0.208,0.095,,0.052,-2.43,1.62,-0.74,-0.87,,-5.9,95.0,91.2,90.0,94.8,82.9,,0.291,0.327,0.115,0.238,0.397,0.215,0.278,0.481,0.267,0.342,0.696,0.169,0.121,0.303,0.294,0.455,0.773,0.088,,,,,,,,,,1.0,2.5,0.25,100.0,98.0,105.0,0.192,-1.56,78.0,,,,,,,,,,,,
2024/08/19,7:10 PM.,LAD,SEA,away,Clear.,80,694813,1B,3,0,1,0,0,0,0,0,0,0,1,.248,.344,.359,.703,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,81.0,102.0,98.0,93.0,102.0,102.0,101.0,100.0,97.0,97.0,103.0,98.0,136.0,111.0,117.0,80.0,101.0,94.0,0.226,0.247,0.053,0.165,0.042,0.266,0.1,0.49,-0.69,0.96,1.45,0.82,94.9,92.3,87.5,95.3,88.7,83.3,0.314,0.504,0.136,0.32,0.48,0.183,0.267,0.333,0.167,0.246,0.41,0.162,0.182,0.182,0.133,0.178,0.356,0.372,,,,,,,,,,0.239,0.326,0.355,,,,,,,,,,,,,,,,,,
2024/08/18,1:37 PM.,PIT,SEA,away,Partly Cloudy.,78,663765,1B,4,0,1,0,0,0,0,0,0,0,1,.247,.344,.359,.703,663765,jakewoodford,Woodford,Right,Jake Woodford,- - -,7.97,5.67,35.0,99.0,90.0,95.0,0.874,6.69,2.31,12.34,1.54,0.94,0.233,0.45,0.132,0.333,0.424,58.0,104.0,95.0,,,,66.0,106.0,93.0,92.0,99.0,91.0,99.0,102.0,106.0,85.0,92.0,88.0,0.448,0.029,0.191,0.282,,0.05,-0.64,-0.82,-2.26,-2.09,,-0.65,91.3,88.6,85.6,91.5,80.7,,0.366,0.592,0.046,0.308,0.5,0.13,,,,,,,0.26,0.5,0.272,0.2,0.2,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/17,1:07 PM.,PIT,SEA,away,Cloudy.,83,663559,1B,4,0,0,0,0,0,0,0,0,0,4,.247,.343,.360,.703,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,100.0,99.0,98.0,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,,,,0.142,0.484,,0.216,0.152,,0.38,,1.23,0.27,-1.24,,91.8,,,92.0,86.1,77.7,0.26,0.448,0.157,,,,0.305,0.61,0.207,0.255,0.41,0.166,,,,,,,43.0,95.0,70.0,0.006,-7.04,86.9,0.333,1.333,0.125,0.245,0.304,0.287,,,,,,,,,,,,,,,,,,
2024/08/16,6:43 PM.,PIT,SEA,away,Partly Cloudy.,79,694973,PH,1,0,0,0,0,0,0,0,0,1,1,.250,.347,.365,.712,694973,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.53,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.235,0.427,82.0,108.0,107.0,105.0,100.0,104.0,98.0,107.0,103.0,80.0,95.0,86.0,131.0,101.0,113.0,,,,0.284,0.392,,0.162,0.108,0.054,0.64,,3.52,0.8,-0.18,2.34,98.8,,87.3,94.0,85.4,83.0,0.184,0.234,0.293,,,,0.25,0.375,0.337,0.23,0.351,0.242,0.104,0.188,0.226,0.088,0.118,0.548,,,,,,,,,,0.286,0.571,0.328,,,,,,,,,,,,,,,,,,
2024/08/15,1:10 PM.,DET,SEA,away,Sunny.,80,656412,DH,3,0,0,0,0,0,1,0,1,1,1,.251,.348,.366,.714,656412,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.43,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.306,0.362,108.0,102.0,108.0,,,,91.0,94.0,89.0,80.0,93.0,90.0,115.0,106.0,110.0,,,,0.054,0.352,,0.396,,0.199,-0.58,,-4.02,0.89,,-0.86,94.0,,89.1,93.5,83.2,,0.545,0.727,0.083,,,,,,,0.218,0.437,0.247,,,,0.286,0.405,0.268,,,,,,,,,,0.171,0.314,0.43,,,,,,,,,,,,,,,,,,
2024/08/13,6:40 PM.,DET,SEA,away,Clear.,81,669373,3B,3,1,0,0,0,0,0,0,0,2,0,.253,.349,.369,.718,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,,,,0.205,0.332,,0.149,,0.271,1.84,,1.25,0.78,,1.13,96.8,,86.3,96.6,88.7,,0.207,0.305,0.16,,,,0.158,0.316,0.175,0.197,0.286,0.277,,,,0.216,0.322,0.461,,,,,,,,,,0.169,0.364,0.346,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,,,,
2024/08/10,6:40 PM.,NYM,SEA,home,Clear.,75,640455,1B,3,1,2,1,0,0,2,0,1,0,0,.255,.350,.372,.722,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,0.447,0.113,0.071,0.251,,0.118,1.13,0.97,1.36,0.37,,-1.19,92.3,88.4,85.3,92.3,79.5,,0.201,0.333,0.21,0.222,0.25,0.179,,,,0.167,0.295,0.311,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,0.174,0.435,0.32,,,,,,,,,,,,,,,,,,
2024/08/09,7:12 PM.,NYM,SEA,home,Clear.,73,500779,1B,3,0,0,0,0,0,0,0,0,1,2,.252,.346,.367,.713,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,,,,0.304,0.225,,,0.278,0.193,-0.32,,0.82,,-0.04,0.5,90.7,,85.7,90.8,,77.7,0.249,0.431,0.131,,,,0.265,0.444,0.264,0.227,0.427,0.169,,,,0.203,0.26,0.367,,,,,,,,,,,,,,,,,,,0.195,0.366,0.284,,,,,,,,,
2024/08/08,6:41 PM.,DET,SEA,home,Partly Cloudy.,80,669724,DH,4,0,0,0,0,0,0,0,0,2,4,.254,.347,.370,.717,669724,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,3.07,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,,,,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,,,,0.539,0.141,,0.224,,0.096,-0.24,,2.09,0.13,,-3.75,95.6,,88.6,94.8,87.4,,0.231,0.246,0.088,,,,,,,0.222,0.5,0.359,,,,0.333,0.778,0.391,,,,,,,,,,0.227,0.409,0.133,,,,,,,,,,,,,,,,,,
2024/08/07,6:42 PM.,DET,SEA,home,Clear.,73,669373,1B,3,0,1,0,0,0,0,0,1,1,0,.257,.350,.375,.725,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,,,,0.205,0.332,,0.149,,0.271,1.84,,1.25,0.78,,1.13,96.8,,86.3,96.6,88.7,,0.207,0.305,0.16,,,,0.158,0.316,0.175,0.197,0.286,0.277,,,,0.216,0.322,0.461,,,,,,,,,,0.169,0.364,0.346,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,,,,
2024/08/06,6:42 PM.,DET,SEA,home,Clear.,68,672456,DH,2,0,0,0,0,0,0,0,0,1,1,.256,.349,.375,.724,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,,,,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,,,,0.078,0.421,,0.28,,0.109,-0.19,,1.09,0.02,,-2.78,94.8,,86.0,94.1,83.5,,0.32,0.32,0.038,,,,0.269,0.615,0.224,0.27,0.486,0.18,,,,0.289,0.474,0.329,,,,,,,,,,0.235,0.391,0.259,95.0,102.0,111.0,0.112,-3.94,78.8,,,,,,,,,,,,
2024/08/03,6:42 PM.,PHI,SEA,home,Partly Cloudy.,72,689147,1B,4,1,0,0,0,0,0,0,0,1,5,.258,.349,.377,.726,689147,orionkerkering,Kerkering,Right,Orion Kerkering,PHI,2.29,3.19,63.0,102.0,128.0,111.0,0.747,10.57,2.43,7.29,0.29,2.13,0.241,0.418,0.133,0.253,0.45,,,,,,,114.0,102.0,104.0,99.0,97.0,100.0,143.0,102.0,118.0,,,,0.152,0.292,,0.557,,,0.66,,1.52,0.75,,,97.6,,,96.4,86.2,,0.213,0.255,0.16,,,,,,,0.224,0.328,0.278,0.226,0.306,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/02,6:41 PM.,PHI,SEA,home,Clear.,77,663969,DH,4,1,2,0,0,1,4,0,0,1,0,.261,.351,.382,.733,663969,tylerphillips,Phillips,Right,Tyler Phillips,PHI,6.87,5.97,36.2,100.0,94.0,99.0,0.799,6.87,1.72,11.05,2.21,1.13,0.122,0.496,0.171,0.358,0.419,82.0,110.0,104.0,107.0,112.0,116.0,68.0,92.0,90.0,80.0,101.0,91.0,121.0,95.0,102.0,,,,0.311,0.187,,0.292,0.144,0.066,3.13,,-1.15,-2.49,-0.37,-9.69,92.7,,85.7,93.7,82.5,81.0,0.35,0.7,0.118,,,,0.174,0.304,0.222,0.219,0.313,0.214,0.311,0.511,0.329,0.6,1.1,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/31,4:11 PM.,BOS,SEA,away,Cloudy.,80,678394,1B,5,0,2,0,0,0,0,0,0,1,5,.258,.349,.371,.720,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,,,,0.403,0.048,,0.28,,0.269,0.25,,-0.24,-0.58,,0.15,95.6,,87.6,95.7,86.8,,0.309,0.44,0.111,,,,,,,0.12,0.16,0.218,,,,0.177,0.354,0.369,,,,,,,,,,0.268,0.401,0.343,,,,,,,,,,,,,,,,,,
2024/07/30,7:11 PM.,BOS,SEA,away,Clear.,84,572020,1B,5,0,1,0,0,0,2,0,0,1,4,.256,.348,.370,.718,572020,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.74,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,72.0,95.0,95.0,,,,69.0,98.0,86.0,64.0,107.0,97.0,,,,82.0,95.0,83.0,0.05,0.551,0.031,,,0.066,-0.21,-3.38,-1.01,,,-2.12,93.2,84.0,82.6,92.8,,,0.308,0.423,0.091,0.308,0.769,0.13,0.2,0.3,0.362,0.264,0.431,0.144,,,,0.25,0.375,0.326,,,,,,,,,,,,,82.0,98.0,97.0,0.303,0.57,80.8,,,,,,,,,,,,
2024/07/29,3:06 PM.,BAL,TOR,away,Partly Cloudy.,90,621107,1B,1,0,1,0,0,0,0,0,0,0,0,.257,.351,.373,.724,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.09,0.282,0.097,0.188,0.061,-0.64,1.54,0.0,0.46,-1.27,0.21,92.4,88.2,85.6,91.7,79.7,78.8,0.293,0.404,0.133,0.214,0.345,0.223,0.291,0.472,0.333,0.236,0.418,0.248,0.236,0.473,0.203,0.188,0.354,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/28,1:39 PM.,TEX,TOR,home,Sunny.,81,592351,DH,4,1,2,0,0,0,0,0,0,0,1,.254,.349,.371,.720,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,,,,0.444,,0.439,0.046,0.071,-0.71,,,0.77,-0.7,-1.39,94.9,,88.7,,88.6,78.9,,,,,,,0.333,0.333,0.267,0.311,0.443,0.15,,,,0.257,0.543,0.19,,,,,,,,,,0.213,0.344,0.334,,,,,,,,,,,,,,,,,,
2024/07/27,3:09 PM.,TEX,TOR,home,Sunny.,76,547179,DH,4,1,3,1,0,0,0,0,1,0,0,.251,.347,.369,.716,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,94.0,92.0,91.0,0.212,0.272,0.1,0.149,0.079,0.188,1.0,0.04,-0.25,-1.51,0.02,1.94,93.8,90.1,84.6,93.6,83.9,81.7,0.291,0.441,0.062,0.235,0.51,0.236,0.217,0.348,0.352,0.155,0.309,0.184,0.19,0.429,0.291,0.122,0.173,0.373,,,,,,,,,,0.368,0.632,0.253,,,,,,,,,,,,,,,,,,
2024/07/26,7:07 PM.,TEX,TOR,home,Clear.,75,571760,DH,5,0,2,1,0,0,0,0,0,0,1,.244,.340,.361,.701,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,126.0,105.0,103.0,77.0,102.0,98.0,34.0,82.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.278,0.036,0.17,0.15,-19.13,-4.52,-0.26,-3.31,0.46,91.5,86.6,83.7,92.2,82.5,75.6,0.455,0.455,0.125,,,,0.5,1.1,0.188,0.23,0.412,0.213,,,,0.239,0.384,0.243,,,,,,,,,,0.26,0.385,0.365,,,,,,,,,,,,,,,,,,
2024/07/25,3:09 PM.,TB,TOR,home,Partly Cloudy.,76,671737,DH,2,0,0,0,0,0,0,0,1,2,2,.241,.339,.357,.696,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,,,,91.0,100.0,98.0,,0.417,0.225,,0.089,,-0.04,1.02,,,-1.5,,96.4,90.9,,,,79.1,,,,0.205,0.357,0.324,0.241,0.483,0.346,0.269,0.5,0.21,,,,,,,123.0,102.0,114.0,0.269,0.47,90.9,0.213,0.32,0.33,,,,,,,,,,,,,,,,,,,,,
2024/07/24,7:09 PM.,TB,TOR,home,Partly Cloudy.,78,621107,DH,4,1,3,0,0,0,1,0,0,0,0,.243,.339,.359,.698,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.09,0.282,0.097,0.188,0.061,-0.64,1.54,0.0,0.46,-1.27,0.21,92.4,88.2,85.6,91.7,79.7,78.8,0.293,0.404,0.133,0.214,0.345,0.223,0.291,0.472,0.333,0.236,0.418,0.248,0.236,0.473,0.203,0.188,0.354,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/23,7:07 PM.,TB,TOR,home,Partly Cloudy.,78,542888,DH,4,1,3,0,0,1,1,0,0,0,0,.236,.334,.354,.688,542888,shawnarmstrong,Armstrong,Right,Shawn Armstrong,- - -,4.86,5.11,66.2,105.0,95.0,102.0,0.819,8.91,3.38,10.4,0.81,0.91,0.312,0.307,0.183,0.332,0.462,,,,,,,86.0,110.0,104.0,95.0,100.0,97.0,126.0,114.0,117.0,99.0,103.0,101.0,0.271,0.332,0.315,0.082,,,0.72,-1.23,-1.36,-0.2,,,93.3,90.5,,93.6,84.5,,0.388,0.459,0.107,0.314,0.557,0.205,,,,0.198,0.341,0.333,0.214,0.357,0.25,,,,,,,,,,,,,0.167,0.333,0.273,,,,,,,,,,,,,,,,,,
2024/07/21,1:39 PM.,DET,TOR,home,Partly Cloudy.,74,672456,1B,4,1,1,0,0,0,0,0,0,2,1,.228,.329,.337,.666,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,,,,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,,,,0.078,0.421,,0.28,,0.109,-0.19,,1.09,0.02,,-2.78,94.8,,86.0,94.1,83.5,,0.32,0.32,0.038,,,,0.269,0.615,0.224,0.27,0.486,0.18,,,,0.289,0.474,0.329,,,,,,,,,,0.235,0.391,0.259,95.0,102.0,111.0,0.112,-3.94,78.8,,,,,,,,,,,,
2024/07/20,3:07 PM.,DET,TOR,home,Partly Cloudy.,75,681857,DH,4,0,0,0,0,0,0,0,0,1,3,.228,.330,.338,.668,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,92.0,91.0,90.0,70.0,94.0,86.0,75.0,103.0,95.0,111.0,97.0,103.0,,,,0.205,0.234,,0.278,0.06,0.223,-0.39,,1.85,2.08,-3.32,-0.05,94.2,,86.5,94.2,84.8,79.0,0.284,0.385,0.076,,,,0.304,0.652,0.295,0.277,0.386,0.101,,,,0.222,0.344,0.429,,,,,,,,,,0.143,0.194,0.455,,,,,,,,,,,,,,,,,,
2024/07/19,7:09 PM.,DET,TOR,home,Clear.,73,656427,DH,4,0,1,0,0,0,0,0,0,0,1,.231,.334,.343,.677,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,,,,0.023,0.441,,0.29,,0.027,0.5,,-5.05,0.02,,-0.55,93.3,,85.7,90.6,84.7,,0.6,1.2,0.4,,,,0.164,0.219,0.436,0.245,0.401,0.238,,,,0.111,0.333,0.111,,,,,,,,,,0.222,0.455,0.363,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,,,,,,,
2024/07/13,7:10 PM.,AZ,TOR,away,Roof Closed.,78,700270,DH,4,0,0,0,0,0,0,0,0,1,0,.231,.335,.345,.680,700270,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,3.81,5.04,28.1,95.0,76.0,92.0,0.823,6.04,3.81,8.58,0.95,1.0,0.295,0.318,0.091,0.352,0.443,28.0,69.0,59.0,,,,74.0,95.0,87.0,,,,88.0,108.0,110.0,,,,,0.58,,0.273,,0.004,-0.95,,,1.97,,0.83,96.1,,86.0,,83.6,,,,,,,,0.222,0.333,0.353,0.301,0.521,0.112,,,,,,,,,,,,,,,,0.13,0.174,0.365,62.0,69.0,78.0,0.143,-0.98,78.7,,,,,,,,,,,,
2024/07/12,6:40 PM.,AZ,TOR,away,Roof Closed.,78,669194,1B,4,0,0,0,0,0,0,0,0,3,3,.235,.340,.350,.690,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,91.0,94.0,94.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,78.0,107.0,96.0,,0.557,0.184,0.103,0.057,0.099,0.64,-0.85,,-0.66,1.81,-2.35,95.2,91.2,83.0,,83.8,77.8,,,,0.317,0.508,0.154,0.138,0.207,0.148,0.249,0.418,0.195,0.4,0.733,0.167,0.302,0.587,0.203,,,,,,,,,,0.226,0.34,0.156,,,,,,,,,,,,,,,,,,
2024/07/11,12:45 PM.,SF,TOR,away,Partly Cloudy.,78,663855,DH,2,0,0,0,0,0,1,0,0,0,0,.238,.344,.355,.699,663855,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,4.1,4.91,109.2,94.0,107.0,97.0,0.765,7.88,3.86,9.19,0.98,1.64,0.219,0.422,0.125,0.337,0.403,,,,,,,79.0,85.0,79.0,95.0,95.0,94.0,125.0,93.0,101.0,,,,0.515,0.054,,0.241,,,-3.85,,-0.02,-0.1,,,95.4,,,94.5,81.1,,0.341,0.498,0.111,,,,,,,0.238,0.381,0.31,0.152,0.329,0.376,,,,121.0,92.0,106.0,0.191,-0.41,84.3,0.181,0.287,0.408,,,,,,,,,,,,,,,,,,,,,
2024/07/10,6:45 PM.,SF,TOR,away,Clear.,68,657277,DH,5,1,1,0,0,0,1,0,0,1,0,.240,.346,.358,.704,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,137.0,105.0,112.0,,,,57.0,106.0,88.0,95.0,104.0,102.0,126.0,104.0,114.0,52.0,95.0,88.0,0.399,0.053,0.026,0.212,,0.309,0.2,4.3,1.32,0.16,,-0.13,92.6,91.0,87.4,92.6,83.8,,0.268,0.338,0.144,0.077,0.077,0.265,,,,0.179,0.231,0.329,0.239,0.331,0.268,0.275,0.411,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/09,6:45 PM.,SF,TOR,away,Partly Cloudy.,64,605483,DH,4,0,0,0,0,0,0,0,0,1,0,.241,.348,.361,.709,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,110.0,108.0,116.0,148.0,99.0,109.0,116.0,96.0,100.0,,,,106.0,87.0,91.0,,,,,0.464,,0.101,0.26,0.176,1.16,,,0.11,2.25,0.95,95.9,,85.5,,88.7,81.1,,,,,,,0.111,0.183,0.498,0.2,0.303,0.244,,,,0.236,0.319,0.476,,,,,,,,,,0.167,0.267,0.446,,,,,,,,,,,,,,,,,,
2024/07/07,1:12 PM.,SEA,TOR,away,Sunny.,74,669923,DH,5,0,0,0,0,0,0,0,0,3,5,.245,.353,.367,.720,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,97.0,99.0,93.0,0.236,0.339,0.004,0.237,,,0.46,0.79,1.5,1.28,,,96.0,92.3,,96.0,87.2,,0.263,0.354,0.105,,,,0.333,0.439,0.286,0.221,0.458,0.291,,,,,,,109.0,100.0,108.0,0.102,-2.05,86.0,0.253,0.413,0.295,0.226,0.316,0.271,114.0,110.0,113.0,0.082,-1.95,83.4,,,,73.9,0.0,-3.5,,,,,,
2024/07/02,7:08 PM.,HOU,TOR,home,Cloudy.,68,681293,DH,2,1,1,0,0,0,1,0,2,0,0,.250,.359,.375,.734,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,118.0,98.0,104.0,91.0,100.0,99.0,,,,117.0,93.0,101.0,66.0,98.0,96.0,,0.41,0.196,0.108,0.2,0.086,-1.33,0.57,,0.99,0.8,-2.52,94.1,88.2,85.5,,80.8,78.4,,,,0.248,0.444,0.228,0.171,0.282,0.424,0.303,0.528,0.198,0.113,0.226,0.386,0.395,0.512,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
