date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024/09/22,1:08 PM.,NYY,OAK,home,Sunny.,69,661563,PH,1,0,1,1,0,0,2,0,0,0,0,.137,.255,.211,.466,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,128.0,96.0,102.0,108.0,94.0,105.0,,,,,,,0.488,,0.259,,0.253,0.06,,1.37,,0.37,96.6,,91.6,87.5,,0.171,0.312,0.315,0.205,0.395,0.285,0.179,0.282,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/21,6:07 PM.,NYY,OAK,home,Clear.,66,607074,RF,1,0,0,0,0,0,0,0,0,1,0,.128,.248,.191,.439,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,114.0,98.0,101.0,144.0,104.0,113.0,,,,100.0,83.0,82.0,0.494,0.035,0.26,,0.129,0.05,-3.11,-0.4,,1.44,95.4,91.8,85.5,86.8,,0.199,0.361,0.393,0.262,0.514,0.214,0.188,0.247,0.495,0.281,0.531,0.276,0.353,0.647,0.255,,,,103.0,86.0,93.0,,,,,0.083,,-1.32,,81.0,,,,,,,,,,,,,,,
2024/09/16,6:40 PM.,CHC,OAK,away,Partly Cloudy.,79,684007,RF,0,0,0,0,0,0,0,0,0,0,0,.129,.250,.194,.444,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,96.0,104.0,106.0,103.0,105.0,104.0,,,,50.0,107.0,96.0,0.52,0.005,0.077,0.0,0.039,0.36,-6.3,0.14,-76.55,0.48,91.7,89.8,81.6,81.6,53.9,,,,0.229,0.47,0.176,0.194,0.226,0.333,0.444,0.556,0.0,0.333,1.333,0.143,0.267,0.311,0.347,70.0,96.0,97.0,76.0,102.0,91.0,0.021,0.032,0.77,-0.59,88.7,72.7,0.25,0.333,0.37,81.0,106.0,100.0,0.306,1.39,82.9,0.204,0.283,0.431,,,
2024/09/13,6:40 PM.,CWS,OAK,away,Partly Cloudy.,78,676979,1B,2,0,0,0,0,0,0,0,0,2,0,.129,.250,.194,.444,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,104.0,103.0,103.0,138.0,102.0,107.0,,,,94.0,105.0,103.0,0.537,0.284,0.098,,0.059,1.66,-0.14,-2.29,,-0.36,97.2,91.6,91.0,84.3,,,,,0.198,0.295,0.314,0.184,0.289,0.339,,,,0.268,0.458,0.334,0.228,0.561,0.422,,,,123.0,98.0,97.0,0.021,,4.04,,97.9,,0.154,0.154,0.321,,,,,,,,,,,,
2024/09/11,7:10 PM.,HOU,OAK,away,Roof Closed.,73,686613,1B,3,1,1,0,0,0,0,0,1,1,3,.132,.255,.198,.453,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,110.0,103.0,107.0,127.0,100.0,106.0,90.0,103.0,101.0,0.347,0.17,0.051,0.125,0.126,0.16,0.14,1.7,-0.79,0.95,96.0,92.4,88.4,89.1,82.9,0.2,0.2,0.236,0.244,0.413,0.288,0.221,0.26,0.296,0.237,0.421,0.305,0.23,0.363,0.216,,,,,,,93.0,102.0,98.0,0.182,,0.92,,95.6,,0.275,0.321,0.161,,,,,,,,,,,,
2024/09/10,7:10 PM.,HOU,OAK,away,Roof Closed.,73,681293,1B,2,0,0,0,0,0,0,0,1,1,0,.125,.245,.193,.438,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,91.0,100.0,99.0,117.0,93.0,101.0,,,,66.0,98.0,96.0,0.41,0.196,0.108,,0.086,-1.33,0.57,0.99,,-2.52,94.1,88.2,85.5,80.8,,,,,0.303,0.528,0.198,0.395,0.512,0.378,0.171,0.282,0.424,0.248,0.444,0.228,0.113,0.226,0.386,118.0,98.0,104.0,,,,,0.2,,0.8,,78.4,,,,,,,,,,,,,,,
2024/05/01,12:37 PM.,PIT,OAK,home,Sunny.,71,682990,1B,3,0,0,0,0,0,0,0,1,2,1,.128,.242,.198,.440,682990,quinnpriester,Priester,Right,Quinn Priester,- - -,4.71,4.43,49.2,100.0,94.0,98.0,0.793,5.98,2.54,10.15,1.27,2.41,0.164,0.456,0.158,0.316,0.425,87.0,91.0,92.0,59.0,103.0,93.0,108.0,103.0,106.0,,,,,,,0.144,,0.279,,0.129,-1.72,,-0.99,,1.51,93.0,,88.5,87.1,,0.246,0.443,0.254,0.4,0.4,0.186,0.161,0.194,0.212,0.375,0.5,0.438,,,,,,,98.0,99.0,101.0,99.0,100.0,94.0,0.302,0.145,0.06,-1.2,93.1,80.6,0.29,0.493,0.132,,,,,,,,,,,,
2024/04/30,6:40 PM.,PIT,OAK,home,Clear.,64,656605,1B,4,0,0,0,0,0,0,0,0,2,2,.133,.242,.205,.447,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,86.0,103.0,96.0,129.0,100.0,109.0,,,,96.0,99.0,98.0,0.304,0.122,0.25,,0.008,0.3,-1.0,-1.04,,-12.5,94.4,90.4,89.8,84.7,,0.338,0.636,0.248,0.257,0.4,0.24,0.667,1.333,0.0,0.233,0.442,0.293,0.272,0.593,0.195,0.204,0.331,0.25,111.0,96.0,104.0,82.0,102.0,94.0,0.22,0.096,-0.26,-0.11,93.4,78.4,0.266,0.405,0.125,,,,,,,,,,,,
2024/04/29,6:40 PM.,PIT,OAK,home,Clear.,63,663559,1B,2,0,0,0,0,0,0,0,0,1,1,.139,.253,.215,.468,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,85.0,100.0,97.0,91.0,96.0,96.0,,,,,,,0.484,,0.216,,,0.38,,0.27,,,91.8,,,86.1,,0.245,0.304,0.287,0.255,0.41,0.166,,,,0.305,0.61,0.207,,,,,,,100.0,99.0,98.0,99.0,101.0,99.0,0.142,0.152,1.23,-1.24,92.0,77.7,0.26,0.448,0.157,43.0,95.0,70.0,0.006,-7.04,86.9,0.333,1.333,0.125,,,
2024/04/28,1:37 PM.,BAL,OAK,away,Sunny.,78,544150,1B,4,0,0,0,0,0,0,0,0,1,2,.143,.258,.221,.479,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,90.0,101.0,96.0,,,,,,,74.0,99.0,92.0,0.5,0.195,,,0.172,-0.36,0.73,,,-0.5,94.8,86.3,86.1,,,,,,0.276,0.469,0.228,0.274,0.434,0.228,0.174,0.348,0.252,0.24,0.365,0.308,,,,94.0,99.0,98.0,,,,,0.132,,0.41,,79.0,,,,,,,,,,,,,,,
2024/04/27,4:06 PM.,BAL,OAK,away,Cloudy.,61,608344,PH,1,0,0,0,0,0,0,0,0,0,0,.151,.271,.233,.504,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,65.0,108.0,100.0,62.0,99.0,85.0,85.0,121.0,119.0,,,,86.0,102.0,91.0,0.264,0.109,0.041,,0.134,-1.16,-0.64,-3.18,,-1.52,91.9,85.9,84.9,78.1,,0.25,0.438,0.196,0.296,0.592,0.163,0.282,0.474,0.243,0.283,0.424,0.189,0.327,0.551,0.181,,,,102.0,98.0,102.0,75.0,101.0,89.0,0.2,0.252,-0.49,-0.38,91.5,77.3,0.307,0.485,0.088,,,,,,,,,,,,
2024/04/26,7:05 PM.,BAL,OAK,away,Clear.,60,669203,1B,2,0,0,0,0,0,0,0,0,0,3,.153,.274,.236,.510,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,,,,133.0,105.0,120.0,,,,125.0,105.0,108.0,,0.45,0.146,,0.11,,1.37,0.7,,0.2,,95.3,89.2,87.2,,0.196,0.268,0.463,,,,0.194,0.339,0.377,0.2,0.326,0.378,0.251,0.362,0.19,0.125,0.5,0.457,109.0,101.0,106.0,104.0,95.0,89.0,0.078,0.215,-0.5,0.44,97.0,80.3,0.235,0.412,0.157,,,,,,,,,,,,
2024/04/25,7:08 PM.,NYY,OAK,away,Clear.,51,641482,1B,1,0,0,0,0,0,0,0,0,0,1,.157,.280,.243,.523,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,99.0,103.0,100.0,99.0,98.0,101.0,,,,109.0,100.0,102.0,0.442,0.28,0.168,,0.097,0.25,1.32,-1.27,,-0.89,92.1,87.5,83.6,78.2,,0.364,0.727,0.167,0.235,0.443,0.215,0.226,0.369,0.326,,,,0.249,0.378,0.251,0.284,0.511,0.25,,,,86.0,116.0,113.0,0.014,,1.37,,90.3,,0.143,0.143,0.316,,,,,,,,,,,,
2024/04/24,7:09 PM.,NYY,OAK,away,Clear.,63,657376,1B,3,1,0,0,0,0,0,0,0,1,0,.159,.284,.246,.530,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.78,85.1,98.0,116.0,100.0,0.724,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.208,0.281,0.401,36.0,89.0,96.0,,,,136.0,94.0,102.0,150.0,102.0,113.0,106.0,102.0,100.0,,0.35,0.252,0.182,0.006,,0.53,1.21,0.89,-13.05,,92.4,87.1,85.2,83.8,,,,,,,0.667,1.0,0.0,0.143,0.19,0.33,0.256,0.38,0.322,0.21,0.323,0.297,,,,83.0,94.0,85.0,0.21,,-0.75,,94.3,,0.267,0.483,0.203,,,,,,,,,,,,
2024/04/23,7:08 PM.,NYY,OAK,away,Partly Cloudy.,53,573186,1B,3,0,0,0,0,0,0,0,0,1,2,.167,.286,.258,.544,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,48.0,88.0,79.0,93.0,102.0,102.0,,,,106.0,101.0,99.0,0.032,0.182,0.16,,,-4.01,-0.26,-2.37,,,89.9,88.1,,85.3,,0.258,0.386,0.272,0.455,0.636,0.259,,,,0.0,0.0,0.265,0.296,0.519,0.187,,,,94.0,89.0,94.0,90.0,94.0,90.0,0.351,0.165,-0.03,-0.03,90.0,81.3,0.306,0.466,0.12,82.0,99.0,93.0,0.111,-0.31,83.3,0.235,0.309,0.241,0.309,0.515,0.313
2024/04/22,1:07 PM.,NYY,OAK,away,Sunny.,54,607074,1B,3,0,0,0,0,0,0,0,1,1,0,.175,.297,.270,.567,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,114.0,98.0,101.0,144.0,104.0,113.0,,,,100.0,83.0,82.0,0.494,0.035,0.26,,0.129,0.05,-3.11,-0.4,,1.44,95.4,91.8,85.5,86.8,,0.199,0.361,0.393,0.262,0.514,0.214,0.188,0.247,0.495,0.281,0.531,0.276,0.353,0.647,0.255,,,,103.0,86.0,93.0,,,,,0.083,,-1.32,,81.0,,,,,,,,,,,,,,,
2024/04/21,1:41 PM.,CLE,OAK,away,Cloudy.,44,676440,1B,2,1,0,0,0,0,0,0,2,2,0,.183,.300,.283,.583,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,92.0,103.0,98.0,113.0,102.0,109.0,,,,,,,0.434,,0.278,,0.18,-0.69,,1.74,,0.13,94.6,,82.5,86.2,,0.196,0.411,0.299,0.282,0.476,0.213,0.238,0.431,0.291,0.208,0.458,0.184,0.141,0.225,0.368,,,,119.0,109.0,112.0,89.0,64.0,93.0,0.003,0.105,-1.41,-0.9,93.9,81.3,,,,,,,,,,,,,,,
