date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,wFC/C,wSL/C,vFC,vSL,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024/07/10,3:40 PM.,SEA,SD,home,Partly Cloudy.,74,682243,C,2,0,0,0,0,0,0,0,1,0,0,.188,.235,.375,.610,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,124.0,102.0,106.0,100.0,102.0,99.0,0.171,0.423,,,1.53,1.55,,,95.2,,94.7,,,,,0.248,0.358,0.092,0.231,0.308,0.378,0.184,0.348,0.266,122.0,96.0,101.0,93.0,80.0,85.0,0.023,0.168,0.14,-0.21,92.1,84.5,0.243,0.568,0.261,0.25,0.333,0.207,0.24,0.4,0.188,95.0,107.0,111.0,0.171,1.51,84.4,0.148,0.225,0.29,92.0,104.0,111.0,0.044,-0.4,85.0
2024/07/04,1:37 PM.,TEX,SD,away,Roof Closed.,74,453286,C,4,0,0,0,0,0,0,0,0,1,1,.214,.214,.429,.643,453286,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.95,3.86,43.1,106.0,84.0,103.0,0.732,8.31,2.08,8.31,1.45,0.7,0.278,0.437,0.175,0.286,0.422,59.0,110.0,106.0,84.0,101.0,103.0,78.0,105.0,100.0,,,,,0.439,0.139,0.139,0.05,,-2.13,-1.96,92.5,82.8,,74.7,0.192,0.462,0.255,,,,0.333,0.611,0.4,0.262,0.492,0.222,100.0,106.0,105.0,121.0,119.0,105.0,0.061,0.221,2.89,1.2,86.6,85.0,0.214,0.333,0.438,0.222,0.278,0.143,,,,,,,,,,,,,,,,,,
2024/06/29,4:10 PM.,BOS,SD,away,Cloudy.,73,656557,C,5,1,2,0,0,1,2,0,0,1,2,.300,.300,.600,.900,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,0.324,,,,,0.67,,,,,93.5,,,,,0.27,0.325,0.142,,,,,,,116.0,98.0,108.0,95.0,93.0,93.0,0.015,0.414,-0.95,0.54,87.1,83.2,,,,0.2,0.4,0.235,0.23,0.357,0.302,116.0,103.0,109.0,0.248,1.74,88.4,0.195,0.265,0.208,,,,,,
2024/06/23,1:11 PM.,MIL,SD,home,Sunny.,79,668964,C,3,0,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,0.005,0.401,0.041,0.114,0.58,11.28,-3.19,1.18,92.9,81.1,91.5,77.8,0.083,0.083,0.444,0.0,0.0,0.0,0.421,0.579,0.194,0.239,0.436,0.194,92.0,106.0,103.0,96.0,100.0,91.0,0.23,0.21,-0.75,1.43,89.2,85.5,0.198,0.255,0.248,0.336,0.518,0.123,,,,,,,,,,,,,,,,,,
2024/04/15,6:41 PM.,MIL,SD,away,Roof Closed.,71,605452,1B,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,605452,joeross,Ross,Right,Joe Ross,MIL,3.77,3.91,74.0,102.0,88.0,98.0,0.752,8.03,3.53,8.76,0.85,0.98,0.29,0.366,0.21,0.321,0.454,81.0,106.0,97.0,110.0,102.0,99.0,84.0,106.0,97.0,85.0,98.0,92.0,0.366,0.16,0.017,0.084,-2.63,0.77,2.4,0.43,94.8,90.2,94.8,83.2,0.286,0.357,0.157,0.248,0.343,0.154,0.0,0.0,0.308,0.288,0.5,0.275,94.0,103.0,104.0,,,,,0.373,,0.42,,86.6,0.237,0.32,0.384,,,,,,,,,,,,,,,,,,,,,
2024/04/13,8:25 PM.,LAD,SD,away,Rain.,48,694813,C,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,81.0,102.0,98.0,93.0,102.0,102.0,101.0,100.0,97.0,97.0,103.0,98.0,0.226,0.247,0.042,0.266,0.1,-0.69,1.45,0.82,94.9,87.5,95.3,83.3,0.178,0.356,0.372,0.314,0.504,0.136,0.267,0.333,0.167,0.246,0.41,0.162,136.0,111.0,117.0,80.0,101.0,94.0,0.053,0.165,0.49,0.96,92.3,88.7,0.239,0.326,0.355,0.32,0.48,0.183,0.182,0.182,0.133,,,,,,,,,,,,,,,
2024/04/10,3:40 PM.,CHC,SD,home,Sunny.,71,543294,1B,1,0,0,0,0,0,0,0,0,1,2,.000,.000,.000,.000,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.81,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.194,0.288,0.402,108.0,106.0,106.0,87.0,109.0,108.0,59.0,94.0,86.0,97.0,106.0,96.0,0.355,0.127,0.131,0.387,-1.51,-0.77,0.52,-0.72,87.7,80.9,87.6,74.3,0.267,0.409,0.239,0.333,0.493,0.106,0.22,0.3,0.244,0.237,0.553,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
