date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,vFA,vFC,vFS,vSI,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CH%,wSL/C,wCH/C,vCH,vSL,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C
2024/09/25,6:45 PM.,WSH,KC,away,Overcast.,71,687792,2B,4,0,2,0,0,0,1,0,0,1,0,.257,.289,.437,.726,687792,djherz,Herz,Left,DJ Herz,WSN,4.16,3.26,88.2,97.0,99.0,97.0,0.734,10.76,3.65,7.71,1.12,0.82,0.254,0.436,0.14,0.326,0.429,,,,93.0,98.0,96.0,,,,,,,,,,,0.542,,,,0.86,,,,,93.5,,,,,0.222,0.317,0.305,,,,,,,,,,0.2,0.2,0.533,113.0,98.0,99.0,105.0,95.0,100.0,0.179,0.245,-0.96,-0.19,83.5,86.1,0.229,0.429,0.275,0.224,0.388,0.26,,,,,,,102.0,82.0,88.0,0.033,1.64,81.2,,,,,,
2024/09/24,7:25 PM.,WSH,KC,away,Overcast.,66,680730,2B,2,0,1,0,0,0,0,0,0,1,0,.254,.286,.436,.722,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,97.0,96.0,96.0,78.0,101.0,96.0,,,,,,,89.0,94.0,94.0,,0.486,,0.191,0.225,0.07,,-0.6,,0.47,92.5,,85.6,,80.5,0.276,0.425,0.12,,,,0.233,0.4,0.372,,,,0.252,0.36,0.263,,,,106.0,107.0,110.0,0.098,,-0.73,,,84.5,0.238,0.429,0.364,,,,,,,,,,,,,,,,,,,,,
2024/09/22,1:11 PM.,SF,KC,home,Drizzle.,64,605483,2B,1,0,0,0,0,0,0,0,0,0,1,.252,.285,.435,.720,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,148.0,99.0,109.0,116.0,96.0,100.0,,,,,,,,,,,0.464,,,0.26,1.16,,,,2.25,95.9,,,,81.1,0.2,0.303,0.244,,,,,,,,,,0.111,0.183,0.498,110.0,108.0,116.0,106.0,87.0,91.0,0.101,0.176,0.11,0.95,85.5,88.7,0.167,0.267,0.446,0.236,0.319,0.476,,,,,,,,,,,,,,,,,,
2024/09/21,4:10 PM.,SF,KC,home,Partly Cloudy.,87,694738,2B,4,0,0,0,0,0,0,0,0,1,3,.253,.284,.437,.721,694738,landenroupp,Roupp,Right,Landen Roupp,SFG,3.58,4.05,50.1,98.0,125.0,106.0,0.763,8.4,4.65,7.69,0.36,1.6,0.231,0.427,0.196,0.252,0.397,155.0,103.0,121.0,66.0,70.0,66.0,102.0,96.0,95.0,,,,,,,0.405,0.019,,,0.441,-2.8,,,0.31,0.4,93.4,,,94.4,77.4,,,,,,,,,,0.257,0.343,0.055,0.224,0.357,0.335,97.0,92.0,93.0,115.0,84.0,93.0,0.042,0.094,0.91,1.41,88.2,83.9,0.25,0.25,0.6,0.111,0.111,0.357,,,,,,,,,,,,,,,,,,
2024/09/20,7:11 PM.,SF,KC,home,Clear.,93,696131,2B,4,0,0,0,0,0,0,0,0,0,3,.256,.287,.442,.729,696131,masonblack,Black,Right,Mason Black,SFG,6.44,6.13,36.1,101.0,99.0,99.0,0.858,7.68,3.72,11.39,1.73,0.69,0.225,0.392,0.167,0.367,0.431,,,,86.0,103.0,98.0,101.0,100.0,97.0,,,,,,,0.285,0.321,,,,-2.69,,,-1.0,,92.4,,,92.6,,0.333,0.548,0.236,,,,,,,0.326,0.535,0.08,,,,92.0,88.0,77.0,109.0,97.0,101.0,0.371,0.023,-0.68,-13.48,87.6,83.3,0.0,0.0,0.179,0.667,0.833,0.0,0.318,0.591,0.16,,,,,,,,,,,,,,,
2024/09/18,6:40 PM.,DET,KC,home,Clear.,86,669373,2B,2,0,1,0,0,0,0,0,0,0,0,.260,.291,.448,.739,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,,,,112.0,104.0,103.0,95.0,105.0,104.0,,,,,,,0.205,0.332,,,,1.84,,,1.25,,96.8,,,96.6,,0.197,0.286,0.277,,,,,,,0.207,0.305,0.16,0.158,0.316,0.175,97.0,104.0,114.0,111.0,99.0,103.0,0.149,0.271,0.78,1.13,86.3,88.7,0.169,0.364,0.346,0.216,0.322,0.461,,,,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,
2024/09/17,6:40 PM.,DET,KC,home,Clear.,86,663554,2B,5,0,1,0,0,0,1,0,0,1,5,.258,.289,.448,.737,663554,caseymize,Mize,Right,Casey Mize,DET,4.49,4.74,102.1,102.0,107.0,101.0,0.803,6.86,2.55,10.64,0.97,1.65,0.227,0.405,0.149,0.335,0.435,,,,106.0,105.0,102.0,92.0,108.0,105.0,,,,112.0,99.0,102.0,0.08,0.386,,0.181,,-0.47,,-1.06,1.3,,95.5,,86.2,95.5,,0.306,0.428,0.205,,,,0.286,0.405,0.322,0.293,0.341,0.08,0.261,0.522,0.216,,,,107.0,101.0,102.0,0.277,,-0.46,,,85.7,0.271,0.5,0.218,,,,,,,,,,102.0,90.0,94.0,0.075,-2.21,79.6,,,,,,
2024/09/16,6:40 PM.,DET,KC,home,Partly Cloudy.,86,681857,2B,4,0,1,0,0,0,0,0,0,1,2,.259,.291,.452,.743,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,92.0,91.0,90.0,70.0,94.0,86.0,75.0,103.0,95.0,,,,,,,0.205,0.234,,,0.06,-0.39,,,1.85,-3.32,94.2,,,94.2,79.0,0.277,0.386,0.101,,,,,,,0.284,0.385,0.076,0.304,0.652,0.295,102.0,97.0,105.0,111.0,97.0,103.0,0.278,0.223,2.08,-0.05,86.5,84.8,0.143,0.194,0.455,0.222,0.344,0.429,,,,,,,,,,,,,,,,,,
2024/09/15,1:36 PM.,PIT,KC,away,Sunny.,83,683003,DH,3,1,2,1,0,0,0,0,1,0,0,.259,.291,.455,.746,683003,jaredjones,Jones,Right,Jared Jones,PIT,4.14,4.05,121.2,102.0,127.0,108.0,0.726,9.76,2.88,7.84,1.33,0.93,0.238,0.39,0.149,0.335,0.458,95.0,96.0,98.0,132.0,102.0,109.0,,,,,,,,,,,0.493,,,0.093,0.15,,,,-2.53,97.3,,,,81.5,0.224,0.425,0.257,,,,,,,,,,0.348,0.87,0.327,113.0,99.0,106.0,130.0,103.0,111.0,0.348,0.066,1.12,-2.91,89.9,88.8,0.208,0.354,0.373,0.317,0.561,0.229,,,,,,,,,,,,,,,,,,
2024/09/14,1:07 PM.,PIT,KC,away,Sunny.,82,656605,2B,4,1,1,1,0,0,0,0,0,2,1,.255,.285,.449,.734,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,111.0,96.0,104.0,86.0,103.0,96.0,82.0,102.0,94.0,96.0,99.0,98.0,,,,0.22,0.304,0.122,,0.096,0.3,-1.0,,-0.26,-0.11,94.4,90.4,,93.4,78.4,0.257,0.4,0.24,0.272,0.593,0.195,,,,0.266,0.405,0.125,0.233,0.442,0.293,88.0,103.0,102.0,129.0,100.0,109.0,0.25,0.008,-1.04,-12.5,89.8,84.7,0.338,0.636,0.248,0.667,1.333,0.0,0.204,0.331,0.25,,,,,,,,,,,,,,,
2024/09/13,6:41 PM.,PIT,KC,away,Clear.,81,682847,2B,4,0,0,0,0,0,0,0,0,1,2,.255,.286,.448,.734,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,PIT,3.32,4.31,135.2,100.0,104.0,99.0,0.816,7.1,2.79,7.23,1.06,0.94,0.246,0.425,0.166,0.286,0.443,,,,97.0,104.0,97.0,105.0,97.0,95.0,90.0,100.0,94.0,,,,0.258,0.268,0.197,,,1.02,0.71,,1.13,,95.9,91.0,,94.9,,0.187,0.331,0.208,0.273,0.416,0.168,,,,0.237,0.374,0.129,,,,66.0,87.0,88.0,121.0,102.0,109.0,0.268,0.009,-0.41,0.21,90.6,85.8,0.203,0.392,0.31,,,,,,,,,,,,,,,,,,,,,
2024/09/11,7:07 PM.,NYY,KC,away,Clear.,73,661563,2B,5,1,1,0,0,1,1,0,0,0,4,.259,.289,.455,.744,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,,,,128.0,96.0,102.0,,,,,,,,,,,0.488,,,,0.06,,,,,96.6,,,,,0.205,0.395,0.285,,,,,,,,,,,,,80.0,93.0,93.0,108.0,94.0,105.0,0.259,0.253,1.37,0.37,91.6,87.5,0.171,0.312,0.315,0.179,0.282,0.269,,,,,,,,,,,,,,,,,,
2024/09/10,7:08 PM.,NYY,KC,away,Clear.,76,573186,2B,1,0,1,0,0,0,0,1,2,0,0,.260,.291,.448,.739,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,94.0,89.0,94.0,48.0,88.0,79.0,90.0,94.0,90.0,106.0,101.0,99.0,82.0,99.0,93.0,0.351,0.032,0.182,0.111,0.165,-4.01,-0.26,-0.31,-0.03,-0.03,89.9,88.1,83.3,90.0,81.3,0.455,0.636,0.259,0.296,0.519,0.187,0.235,0.309,0.241,0.306,0.466,0.12,0.0,0.0,0.265,,,,93.0,102.0,102.0,0.16,,-2.37,,,85.3,0.258,0.386,0.272,,,,,,,0.309,0.515,0.313,,,,,,,,,,,,
2024/09/09,7:09 PM.,NYY,KC,away,Clear.,74,607074,2B,4,0,0,0,0,0,0,0,0,3,1,.257,.284,.446,.730,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,103.0,86.0,93.0,114.0,98.0,101.0,,,,100.0,83.0,82.0,,,,,0.494,0.035,,0.083,0.05,-3.11,,,-1.32,95.4,91.8,,,81.0,0.262,0.514,0.214,0.353,0.647,0.255,,,,,,,0.281,0.531,0.276,129.0,92.0,106.0,144.0,104.0,113.0,0.26,0.129,-0.4,1.44,85.5,86.8,0.199,0.361,0.393,0.188,0.247,0.495,,,,,,,,,,,,,,,,,,
2024/09/08,1:13 PM.,MIN,KC,home,Sunny.,73,680573,2B,2,0,0,0,0,0,0,0,0,0,4,.261,.288,.453,.741,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,106.0,103.0,102.0,71.0,100.0,88.0,,,,,,,,,,,0.403,,,0.093,0.82,,,,1.68,93.1,,,,76.1,0.258,0.356,0.219,,,,,,,,,,0.186,0.326,0.221,103.0,106.0,113.0,92.0,108.0,106.0,0.312,0.193,0.76,-3.33,82.8,86.4,0.214,0.313,0.239,0.311,0.622,0.205,,,,,,,,,,,,,,,,,,
2024/09/07,6:15 PM.,MIN,KC,home,Clear.,75,641927,2B,3,0,0,0,0,0,0,0,0,2,0,.263,.290,.456,.746,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,94.0,99.0,103.0,81.0,104.0,96.0,,,,84.0,104.0,100.0,,,,,0.381,0.195,,0.011,-0.01,-0.86,,,4.57,91.7,86.2,,,76.0,0.258,0.506,0.222,0.279,0.504,0.229,,,,,,,0.0,0.0,0.375,116.0,111.0,111.0,74.0,100.0,101.0,0.118,0.294,2.03,1.98,83.4,80.3,0.095,0.162,0.307,0.154,0.285,0.395,,,,,,,,,,,,,,,,,,
2024/09/06,7:10 PM.,MIN,KC,home,Clear.,76,805673,2B,3,1,3,0,0,1,1,0,0,0,0,.266,.293,.461,.754,805673,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.01,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,107.0,117.0,117.0,95.0,99.0,97.0,,,,96.0,101.0,95.0,,,,,0.428,0.162,,0.071,-1.19,-1.3,,,-5.76,94.9,90.9,,,81.7,0.288,0.627,0.178,0.345,0.655,0.182,,,,,,,0.4,0.667,0.174,88.0,87.0,93.0,114.0,100.0,105.0,0.259,0.079,-1.68,-3.13,85.8,87.2,0.308,0.462,0.376,0.222,0.333,0.313,,,,,,,,,,,,,,,,,,
2024/09/04,6:40 PM.,CLE,KC,home,Clear.,82,594902,2B,3,1,1,0,0,0,1,0,0,0,1,.257,.285,.444,.729,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,,,,,,,0.29,0.314,,,0.088,-0.21,,,0.56,-0.11,89.9,,,90.4,76.9,0.268,0.504,0.166,,,,,,,0.227,0.392,0.133,0.206,0.365,0.18,75.0,108.0,95.0,105.0,102.0,101.0,0.218,0.091,-0.01,-0.79,83.9,79.4,0.238,0.476,0.419,0.279,0.382,0.185,0.231,0.413,0.241,,,,,,,,,,,,,,,
2024/09/03,6:40 PM.,CLE,KC,home,Clear.,79,676440,DH,3,0,0,0,0,0,0,0,1,2,2,.257,.285,.445,.730,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,119.0,109.0,112.0,92.0,103.0,98.0,89.0,64.0,93.0,,,,,,,0.003,0.434,,,0.105,-0.69,,,-1.41,-0.9,94.6,,,93.9,81.3,0.282,0.476,0.213,0.141,0.225,0.368,,,,,,,0.208,0.458,0.184,82.0,100.0,108.0,113.0,102.0,109.0,0.278,0.18,1.74,0.13,82.5,86.2,0.196,0.411,0.299,0.238,0.431,0.291,,,,,,,,,,,,,,,,,,
2024/09/02,3:11 PM.,CLE,KC,home,Sunny.,78,668909,2B,4,0,0,0,0,0,0,0,0,0,1,.260,.285,.450,.735,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.22,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,121.0,101.0,105.0,97.0,102.0,102.0,,,,98.0,99.0,94.0,,,,,0.515,0.12,,0.198,0.08,0.56,,,-0.01,96.6,91.6,,,79.5,0.286,0.421,0.22,0.205,0.333,0.341,,,,,,,0.155,0.31,0.304,66.0,96.0,101.0,95.0,80.0,96.0,0.113,0.054,-0.16,-3.82,89.2,88.6,0.258,0.387,0.242,0.417,0.833,0.148,,,,,,,,,,,,,,,,,,
2024/09/01,1:10 PM.,HOU,KC,away,Roof Closed.,73,669854,2B,4,0,0,0,0,0,0,0,0,2,4,.264,.289,.457,.746,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,75.0,96.0,100.0,85.0,95.0,90.0,,,,,,,,,,,0.383,,,0.094,-0.42,,,,2.55,93.4,,,,80.1,0.232,0.497,0.192,,,,,,,,,,0.071,0.071,0.376,119.0,104.0,108.0,89.0,103.0,101.0,0.302,0.221,2.24,-0.16,85.2,86.4,0.18,0.284,0.333,0.188,0.356,0.343,,,,,,,,,,,,,,,,,,
2024/08/31,6:10 PM.,HOU,KC,away,Roof Closed.,73,579328,2B,1,0,0,0,0,0,0,0,0,0,0,.268,.294,.465,.759,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,105.0,105.0,114.0,103.0,107.0,,,,,,,,,,,0.471,,,0.183,-0.08,,,,0.02,95.5,,,,82.4,0.274,0.505,0.28,,,,,,,,,,0.264,0.395,0.274,99.0,93.0,91.0,111.0,100.0,106.0,0.235,0.111,1.31,-0.15,86.7,88.3,0.21,0.28,0.297,0.194,0.25,0.358,,,,,,,,,,,,,,,,,,
