date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff
2024/08/29,1:10 PM.,DET,LAA,away,Overcast.,72,672456,CF,1,0,0,0,0,0,0,0,0,0,0,.251,.305,.406,.711,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,95.0,102.0,111.0,0.078,0.421,0.28,0.112,0.109,-0.19,1.09,0.02,-3.94,-2.78,94.8,86.0,94.1,83.5,78.8,0.289,0.474,0.329,0.27,0.486,0.18,0.32,0.32,0.038,0.235,0.391,0.259,0.269,0.615,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/27,9:25 PM.,DET,LAA,away,Clear.,75,676428,CF,3,0,0,0,0,0,0,0,1,0,0,.252,.307,.408,.715,676428,branthurter,Hurter,Left,Brant Hurter,DET,2.58,2.27,45.1,102.0,90.0,95.0,0.815,7.54,1.19,6.75,0.79,1.58,0.206,0.366,0.206,0.229,0.495,58.0,95.0,83.0,55.0,102.0,88.0,89.0,107.0,94.0,111.0,98.0,103.0,,,,0.504,0.071,0.307,,0.118,2.29,2.47,0.03,,0.55,92.1,85.6,92.4,83.1,,0.188,0.313,0.212,0.0,0.0,0.348,0.234,0.319,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.184,0.388,0.37,,,,,,,,,,,,
2024/08/25,1:40 PM.,TOR,LAA,away,Partly Cloudy.,73,592332,LF,4,0,0,0,0,0,0,0,0,3,1,.255,.307,.413,.720,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,,,,0.054,0.528,0.084,,,0.43,-3.21,-1.21,,,93.9,,93.3,82.7,,,,,0.277,0.466,0.175,0.316,0.579,0.117,0.268,0.439,0.266,,,,,,,,,,88.0,108.0,106.0,,0.334,,,0.51,,,86.0,,0.169,0.262,0.335,,,,,,,,,,,,,,,
2024/08/24,3:08 PM.,TOR,LAA,away,Sunny.,76,670102,CF,4,0,0,0,0,0,0,0,0,4,0,.259,.312,.420,.732,670102,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.3,3.39,103.2,102.0,97.0,104.0,0.8,7.99,1.91,6.42,1.48,0.74,0.247,0.498,0.171,0.341,0.465,,,,94.0,106.0,107.0,79.0,96.0,85.0,96.0,92.0,92.0,,,,0.029,0.513,0.092,,,2.21,1.45,-1.47,,,92.9,,90.3,81.7,,,,,0.174,0.371,0.185,0.182,0.455,0.067,0.25,0.583,0.436,0.308,0.558,0.243,99.0,94.0,100.0,,,,109.0,105.0,110.0,,0.184,0.182,,1.44,-1.71,,83.8,73.5,0.169,0.169,0.225,,,,,,,,,,,,,,,
2024/08/23,7:10 PM.,TOR,LAA,away,Clear.,76,605135,CF,3,1,1,0,0,0,0,1,0,0,0,.264,.317,.427,.744,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,75.0,87.0,84.0,64.0,103.0,94.0,96.0,101.0,97.0,120.0,96.0,106.0,,,,0.407,0.045,0.118,,0.053,-1.6,-0.08,-0.88,,-2.29,92.6,84.5,92.5,77.2,,0.321,0.607,0.158,0.242,0.394,0.25,0.327,0.423,0.128,0.375,0.781,0.096,0.221,0.351,0.292,101.0,91.0,102.0,79.0,101.0,91.0,87.0,90.0,86.0,0.197,0.043,0.137,0.44,-2.64,-0.09,89.6,84.1,71.0,0.303,0.364,0.167,0.154,0.231,0.458,0.188,0.316,0.268,,,,,,,,,
2024/08/22,7:07 PM.,TOR,LAA,away,Partly Cloudy.,75,621114,CF,2,0,0,0,0,0,0,0,0,1,1,.263,.314,.428,.742,621114,ryanburr,Burr,Right,Ryan Burr,TOR,4.13,3.56,32.2,99.0,98.0,102.0,0.694,12.95,3.31,7.99,1.1,0.72,0.225,0.45,0.138,0.4,0.375,,,,79.0,94.0,91.0,,,,111.0,102.0,108.0,,,,,0.395,0.605,,,-0.36,,0.6,,,94.1,,,85.4,,,,,0.256,0.465,0.224,,,,0.214,0.369,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/20,7:10 PM.,KC,LAA,away,Clear.,74,666142,CF,2,2,1,1,0,0,2,0,1,0,2,.265,.316,.432,.748,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,105.0,101.0,106.0,,,,132.0,106.0,114.0,101.0,97.0,101.0,,0.418,0.128,0.104,0.237,0.85,,-0.34,0.9,1.43,95.4,84.8,,86.0,80.8,0.183,0.28,0.478,0.213,0.361,0.231,,,,0.21,0.305,0.337,0.14,0.256,0.352,,,,88.0,94.0,91.0,,,,0.113,,,0.26,,,90.7,,,,,,,,,0.348,0.455,0.228,,,,,,,,,
2024/08/19,7:10 PM.,KC,LAA,away,Clear.,84,607625,DH,1,0,0,0,0,0,0,0,0,1,0,.263,.311,.427,.738,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,,,,0.185,0.24,0.135,,0.069,0.7,0.65,-0.67,,0.08,92.2,87.4,92.1,85.2,,0.208,0.333,0.291,0.234,0.392,0.176,0.274,0.381,0.129,0.213,0.387,0.2,0.178,0.271,0.339,126.0,100.0,110.0,97.0,103.0,103.0,93.0,107.0,106.0,0.082,0.026,0.262,2.86,0.07,1.44,90.1,85.7,79.4,0.105,0.421,0.351,0.375,0.75,0.109,0.228,0.228,0.23,,,,,,,0.215,0.28,0.285
2024/08/18,1:07 PM.,ATL,LAA,home,Sunny.,83,450203,DH,2,0,0,0,0,0,0,0,0,1,1,.264,.312,.429,.741,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,,,,0.099,0.289,,,0.11,-1.4,0.39,,,-1.38,94.1,85.0,93.5,,,0.292,0.6,0.333,0.281,0.517,0.193,0.333,0.433,0.07,,,,0.2,0.309,0.342,122.0,98.0,108.0,73.0,92.0,86.0,,,,0.078,,0.424,-0.75,,0.78,88.5,,81.5,,,,,,,0.286,0.571,0.149,,,,,,,,,
2024/08/17,6:38 PM.,ATL,LAA,home,Clear.,76,519242,CF,4,1,2,1,0,0,2,0,0,2,2,.266,.315,.432,.747,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,0.072,0.378,0.403,,0.147,-0.12,-1.99,2.16,,2.97,94.8,87.1,94.2,78.6,,0.159,0.195,0.236,0.281,0.443,0.241,0.327,0.551,0.133,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/14,6:38 PM.,TOR,LAA,home,Clear.,82,621244,RF,3,0,0,0,0,0,0,0,0,1,2,.262,.311,.427,.738,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,82.0,99.0,92.0,85.0,103.0,95.0,,,,,,,0.337,0.183,,,0.16,-1.26,1.02,,,0.88,94.1,84.8,93.4,,,0.171,0.364,0.269,0.305,0.558,0.189,0.268,0.366,0.125,,,,,,,111.0,102.0,106.0,84.0,108.0,99.0,,,,0.035,,0.286,-1.83,,0.28,91.4,,83.2,,,,,,,0.36,0.48,0.123,,,,,,,0.188,0.404,0.31
2024/08/12,6:38 PM.,TOR,LAA,home,Clear.,82,670102,CF,1,0,0,0,0,0,0,0,0,0,1,.266,.313,.432,.745,670102,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.3,3.39,103.2,102.0,97.0,104.0,0.8,7.99,1.91,6.42,1.48,0.74,0.247,0.498,0.171,0.341,0.465,,,,94.0,106.0,107.0,79.0,96.0,85.0,96.0,92.0,92.0,,,,0.029,0.513,0.092,,,2.21,1.45,-1.47,,,92.9,,90.3,81.7,,,,,0.174,0.371,0.185,0.182,0.455,0.067,0.25,0.583,0.436,0.308,0.558,0.243,99.0,94.0,100.0,,,,109.0,105.0,110.0,,0.184,0.182,,1.44,-1.71,,83.8,73.5,0.169,0.169,0.225,,,,,,,,,,,,,,,
2024/08/11,11:35 AM.,WSH,LAA,away,Cloudy.,77,669022,DH,5,0,2,1,0,0,3,0,0,1,3,.267,.314,.434,.748,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,124.0,98.0,103.0,,,,89.0,92.0,92.0,,,,,0.553,0.158,,0.093,-0.02,,-0.77,,-1.35,96.0,85.9,,90.6,,0.28,0.48,0.512,0.281,0.418,0.226,,,,0.255,0.422,0.323,0.218,0.296,0.34,104.0,104.0,102.0,,,,,,,,,0.196,,,0.62,,,82.8,,,,0.333,0.5,0.417,,,,,,,,,,,,
2024/08/10,6:45 PM.,WSH,LAA,away,Cloudy.,88,571578,CF,5,0,1,1,0,0,1,0,0,2,3,.264,.312,.431,.743,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,,,,0.338,0.076,0.343,0.001,0.034,-1.46,-1.9,0.41,4.71,-5.53,91.3,81.0,91.5,80.0,63.2,0.409,0.773,0.279,0.311,0.578,0.133,0.339,0.567,0.091,0.216,0.335,0.354,0.5,1.25,0.526,73.0,100.0,97.0,76.0,107.0,98.0,,,,0.192,,0.016,-0.37,,-2.3,85.7,,70.0,,,,,,,0.301,0.434,0.223,,,,,,,,,
2024/08/09,6:45 PM.,WSH,LAA,away,Cloudy.,82,680730,CF,5,1,1,0,0,0,0,0,0,1,1,.265,.314,.431,.745,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,78.0,101.0,96.0,,,,106.0,107.0,110.0,,,,,0.486,0.098,,,0.07,,-0.73,,,92.5,,,84.5,,,,,0.276,0.425,0.12,,,,0.238,0.429,0.364,0.252,0.36,0.263,97.0,96.0,96.0,,,,89.0,94.0,94.0,,0.191,0.225,,-0.6,0.47,,85.6,80.5,0.233,0.4,0.372,,,,,,,,,,,,,,,
2024/08/08,7:08 PM.,NYY,LAA,away,Rain.,69,641482,LF,5,1,1,0,0,0,2,0,0,0,4,.267,.317,.437,.754,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,,,,0.014,0.442,0.168,,0.097,0.25,1.37,-1.27,,-0.89,92.1,83.6,90.3,78.2,,0.226,0.369,0.326,0.235,0.443,0.215,0.143,0.143,0.316,0.364,0.727,0.167,,,,,,,109.0,100.0,102.0,,,,0.28,,,1.32,,,87.5,,,,,,0.284,0.511,0.25,0.249,0.378,0.251,,,,,,,,,
2024/08/07,4:09 PM.,NYY,LAA,away,Rain.,65,661563,LF,4,0,0,0,0,0,0,0,0,0,4,.270,.322,.449,.771,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,128.0,96.0,102.0,,,,108.0,94.0,105.0,,,,,0.488,0.259,,0.253,0.06,,1.37,,0.37,96.6,91.6,,87.5,,0.179,0.282,0.269,0.205,0.395,0.285,,,,0.171,0.312,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/07,7:37 PM.,NYY,LAA,away,Cloudy.,67,701542,LF,5,1,1,0,0,0,0,0,0,1,2,.269,.320,.443,.763,701542,willwarren,"Warren, W",Right,Will Warren,NYY,10.32,4.52,22.2,99.0,102.0,104.0,0.756,11.51,3.97,13.1,1.99,0.86,0.174,0.406,0.116,0.362,0.376,90.0,101.0,107.0,92.0,102.0,101.0,93.0,104.0,108.0,126.0,88.0,98.0,,,,0.264,0.306,0.264,,0.122,1.94,-4.69,-2.61,,-6.86,93.8,86.3,93.1,83.1,,0.545,1.0,0.32,0.074,0.222,0.246,0.485,0.818,0.164,,,,,,,,,,112.0,117.0,129.0,,,,0.044,,,-5.11,,,86.4,,,,,,0.3,0.6,0.371,0.5,0.5,0.333,,,,,,,,,
2024/08/04,1:08 PM.,NYM,LAA,home,Sunny.,87,500779,CF,3,0,0,0,0,0,1,0,0,3,2,.276,.329,.458,.787,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,,,,0.304,0.225,,,0.193,-0.32,0.82,,,0.5,90.7,85.7,90.8,,,0.203,0.26,0.367,0.227,0.427,0.169,0.249,0.431,0.131,,,,0.265,0.444,0.264,110.0,100.0,99.0,,,,,,,,,0.278,,,-0.04,,,77.7,,,,,,,,,,,,,,,,0.195,0.366,0.284
2024/08/03,6:38 PM.,NYM,LAA,home,Clear.,88,656849,CF,4,0,1,0,0,0,1,0,0,0,1,.280,.335,.466,.801,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,0.31,0.265,0.184,,0.164,0.39,1.83,-1.81,,0.03,93.1,84.7,91.9,85.1,,0.211,0.324,0.271,0.22,0.266,0.287,0.253,0.36,0.16,0.287,0.447,0.339,0.207,0.345,0.259,83.0,102.0,100.0,,,,,,,,,0.076,,,0.11,,,79.1,,,,,,,,,,,,,,,,,,
2024/07/31,6:38 PM.,COL,LAA,home,Clear.,80,607536,CF,4,0,0,0,0,0,0,0,0,1,0,.281,.337,.470,.807,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,128.0,102.0,107.0,0.245,0.202,0.227,0.188,0.137,-1.51,-1.33,-1.11,0.07,-1.64,91.6,86.1,91.4,86.9,83.5,0.333,0.647,0.161,0.322,0.522,0.067,0.31,0.556,0.074,0.316,0.589,0.162,0.194,0.276,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/30,6:39 PM.,COL,LAA,home,Clear.,79,615698,DH,0,1,0,0,0,0,0,0,0,0,0,.287,.343,.481,.824,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,88.0,97.0,103.0,,,,79.0,95.0,89.0,,,,,,,0.402,,,,0.018,,-2.0,,,1.81,,84.9,93.8,,,0.222,0.222,0.167,,,,0.35,0.596,0.184,,,,0.25,0.531,0.282,98.0,101.0,104.0,76.0,96.0,93.0,109.0,94.0,97.0,0.135,0.32,0.126,-0.41,0.4,-0.77,87.8,86.5,79.6,0.206,0.314,0.234,,,,0.296,0.507,0.203,,,,,,,,,
