date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCH,vCU,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO
2024/08/13,6:41 PM.,MIN,KC,away,Partly Cloudy.,81,805673,1B,2,0,0,0,0,0,0,0,0,1,1,.246,.288,.329,.617,805673,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.01,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,95.0,99.0,97.0,,,,114.0,100.0,105.0,,,,,0.428,,0.259,-1.19,,,-1.68,94.9,,,87.2,0.288,0.627,0.178,,,,,,,0.308,0.462,0.376,,,,88.0,87.0,93.0,107.0,117.0,117.0,96.0,101.0,95.0,0.162,0.071,0.079,-1.3,-5.76,-3.13,90.9,85.8,81.7,0.222,0.333,0.313,0.345,0.655,0.182,0.4,0.667,0.174,,,,,,,,,,,,
2024/08/10,6:11 PM.,STL,KC,home,Clear.,77,669467,RF,2,0,0,0,0,0,0,0,0,0,4,.248,.291,.333,.624,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,87.0,91.0,92.0,85.0,98.0,89.0,111.0,105.0,110.0,,,,0.19,0.512,,0.172,1.34,,-0.25,-0.64,94.5,,94.8,87.5,0.23,0.297,0.162,,,,,,,0.294,0.435,0.282,0.265,0.373,0.132,,,,,,,,,,,,,,,,,,,,,,,,,0.157,0.257,0.345,88.0,102.0,109.0,0.126,0.42,79.5,,,,,,
2024/08/06,7:10 PM.,BOS,KC,home,Partly Cloudy.,77,678394,CF,1,0,0,0,0,0,0,0,0,0,0,.252,.295,.337,.632,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,,,,0.403,0.048,,0.28,0.25,,-0.24,-0.58,95.6,,95.7,86.8,0.12,0.16,0.218,,,,,,,0.268,0.401,0.343,0.309,0.44,0.111,88.0,99.0,97.0,,,,,,,,,0.269,,,0.15,,87.6,,0.177,0.354,0.369,,,,,,,,,,,,,,,,,,
2024/08/05,7:10 PM.,BOS,KC,home,Clear.,95,572020,LF,2,0,0,0,0,0,0,0,0,1,1,.253,.297,.340,.637,572020,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.74,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,69.0,98.0,86.0,64.0,107.0,97.0,,,,,,,0.05,0.551,,,-0.21,,-1.01,,93.2,,92.8,,0.264,0.431,0.144,,,,,,,,,,0.308,0.423,0.091,72.0,95.0,95.0,,,,82.0,95.0,83.0,0.031,,0.066,-3.38,,-2.12,84.0,82.6,,0.25,0.375,0.326,0.308,0.769,0.13,0.2,0.3,0.362,82.0,98.0,97.0,0.303,0.57,80.8,,,,,,
2024/08/04,1:40 PM.,DET,KC,away,Sunny.,86,656412,CF,3,0,1,0,0,0,0,0,0,0,0,.256,.300,.344,.644,656412,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.43,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.306,0.362,91.0,94.0,89.0,80.0,93.0,90.0,115.0,106.0,110.0,,,,0.054,0.352,,0.396,-0.58,,-4.02,0.89,94.0,,93.5,83.2,0.218,0.437,0.247,,,,,,,0.171,0.314,0.43,0.545,0.727,0.083,108.0,102.0,108.0,,,,,,,,,0.199,,,-0.86,,89.1,,0.286,0.405,0.268,,,,,,,,,,,,,,,,,,
2024/08/03,6:35 PM.,DET,KC,away,Clear.,90,663947,1B,1,0,0,0,0,0,0,0,0,0,0,.255,.299,.344,.643,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,79.0,100.0,91.0,77.0,105.0,97.0,113.0,97.0,105.0,,,,0.216,0.152,,0.155,4.5,,2.61,1.73,92.1,,91.5,80.6,0.105,0.14,0.257,,,,0.13,0.174,0.379,,,,0.156,0.338,0.094,59.0,104.0,101.0,109.0,94.0,100.0,85.0,105.0,101.0,0.273,0.015,0.189,1.85,1.83,0.4,87.6,83.6,79.2,0.25,0.382,0.289,0.194,0.292,0.253,,,,,,,,,,,,,,,
2024/08/02,6:40 PM.,DET,KC,away,Partly Cloudy.,80,669373,CF,4,0,2,0,0,0,0,0,1,1,1,.256,.301,.346,.647,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,,,,0.205,0.332,,0.149,1.84,,1.25,0.78,96.8,,96.6,88.7,0.197,0.286,0.277,,,,,,,0.169,0.364,0.346,0.207,0.305,0.16,97.0,104.0,114.0,,,,,,,,,0.271,,,1.13,,86.3,,0.216,0.322,0.461,,,,0.158,0.316,0.175,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,
2024/08/01,6:40 PM.,DET,KC,away,Partly Cloudy.,87,672456,LF,4,0,0,0,0,0,0,0,0,1,2,.250,.292,.342,.634,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,,,,0.078,0.421,,0.28,-0.19,,1.09,0.02,94.8,,94.1,83.5,0.27,0.486,0.18,,,,,,,0.235,0.391,0.259,0.32,0.32,0.038,83.0,95.0,94.0,,,,,,,,,0.109,,,-2.78,,86.0,,0.289,0.474,0.329,,,,0.269,0.615,0.224,95.0,102.0,111.0,0.112,-3.94,78.8,,,,,,
2024/07/31,1:10 PM.,CWS,KC,away,Cloudy.,86,689672,SS,1,0,1,1,0,0,0,0,0,0,0,.257,.299,.351,.650,689672,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,5.48,4.71,44.1,99.0,81.0,93.0,0.772,5.08,4.26,7.11,1.62,0.76,0.232,0.408,0.225,0.239,0.38,63.0,95.0,82.0,,,,99.0,99.0,102.0,,,,,0.322,,0.184,-1.43,,,-1.97,91.0,,,81.2,0.245,0.566,0.077,,,,0.0,0.0,0.25,0.333,0.5,0.28,,,,89.0,106.0,103.0,,,,83.0,94.0,88.0,0.139,,0.355,-0.44,,1.65,86.3,81.6,,0.164,0.311,0.379,0.182,0.409,0.071,,,,,,,,,,,,,,,
2024/07/30,7:10 PM.,CWS,KC,away,Partly Cloudy.,84,686563,CF,1,0,0,0,0,0,0,0,0,0,1,.252,.295,.340,.635,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,,,,0.28,0.123,,0.218,-1.13,,0.44,-1.39,94.3,,93.3,81.9,0.25,0.411,0.252,,,,0.255,0.489,0.282,,,,0.287,0.449,0.132,95.0,105.0,106.0,,,,79.0,101.0,93.0,0.192,,0.187,0.39,,-0.22,90.2,85.7,,0.248,0.394,0.269,0.263,0.45,0.191,,,,,,,,,,,,,,,
2024/07/29,7:11 PM.,CWS,KC,away,Cloudy.,79,623167,CF,1,0,0,0,0,0,0,0,0,1,0,.253,.297,.342,.639,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,,,,0.002,0.37,,0.087,-0.64,,2.01,-2.65,91.3,,91.4,80.0,0.261,0.473,0.132,,,,,,,0.361,0.475,0.271,,,,126.0,99.0,104.0,83.0,98.0,101.0,47.0,101.0,90.0,0.261,0.122,0.157,-0.75,0.43,-1.32,87.4,81.3,72.0,0.257,0.436,0.379,0.319,0.536,0.218,0.246,0.393,0.308,,,,,,,,,,,,
2024/07/27,6:10 PM.,CHC,KC,home,Cloudy.,73,684007,CF,4,0,1,1,0,0,0,0,0,1,2,.255,.299,.345,.644,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,81.0,106.0,100.0,0.021,0.52,0.306,0.077,0.36,1.39,0.77,0.14,91.7,82.9,88.7,81.6,0.229,0.47,0.176,0.204,0.283,0.431,0.267,0.311,0.347,,,,0.25,0.333,0.37,82.0,105.0,104.0,70.0,96.0,97.0,50.0,107.0,96.0,0.005,0.032,0.039,-6.3,-0.59,0.48,89.8,81.6,72.7,0.194,0.226,0.333,0.333,1.333,0.143,0.444,0.556,0.0,,,,0.0,-76.55,53.9,,,,,,
2024/07/26,7:10 PM.,CHC,KC,home,Clear.,88,543294,LF,4,1,1,0,0,0,0,0,0,0,4,.255,.300,.340,.640,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.81,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.194,0.288,0.402,59.0,94.0,86.0,97.0,106.0,96.0,,,,,,,0.355,0.127,,,-1.51,,-0.77,,87.7,,87.6,,0.237,0.553,0.209,,,,,,,,,,0.333,0.493,0.106,108.0,106.0,106.0,87.0,109.0,108.0,,,,,0.131,0.387,,0.52,-0.72,,80.9,74.3,0.267,0.409,0.239,,,,0.22,0.3,0.244,,,,,,,,,,,,
2024/07/24,7:11 PM.,AZ,KC,home,Partly Cloudy.,90,669194,2B,1,0,0,0,0,0,0,0,0,0,1,.255,.301,.343,.644,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,105.0,107.0,106.0,,,,111.0,112.0,110.0,,,,,0.557,,0.103,0.64,,,-0.66,95.2,,,83.8,0.249,0.418,0.195,,,,0.4,0.733,0.167,0.226,0.34,0.156,,,,108.0,99.0,107.0,91.0,94.0,94.0,78.0,107.0,96.0,0.184,0.057,0.099,-0.85,1.81,-2.35,91.2,83.0,77.8,0.302,0.587,0.203,0.317,0.508,0.154,0.138,0.207,0.148,,,,,,,,,,,,
2024/07/23,7:10 PM.,AZ,KC,home,Cloudy.,86,656756,CF,4,1,1,0,0,0,0,0,0,1,1,.257,.303,.346,.649,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,66.0,98.0,89.0,89.0,95.0,93.0,104.0,95.0,90.0,,,,0.308,0.173,,0.018,-0.02,,-2.11,3.84,92.1,,91.8,84.2,0.284,0.375,0.184,,,,,,,0.0,0.0,0.5,0.374,0.577,0.159,97.0,100.0,92.0,106.0,102.0,107.0,,,,,0.307,0.193,,-0.83,-1.92,,83.1,79.2,0.321,0.593,0.386,,,,0.27,0.453,0.353,,,,,,,,,,,,
2024/07/21,1:11 PM.,CWS,KC,home,Partly Cloudy.,77,689672,2B,2,0,0,0,0,0,0,0,0,1,1,.258,.305,.348,.653,689672,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,5.48,4.71,44.1,99.0,81.0,93.0,0.772,5.08,4.26,7.11,1.62,0.76,0.232,0.408,0.225,0.239,0.38,63.0,95.0,82.0,,,,99.0,99.0,102.0,,,,,0.322,,0.184,-1.43,,,-1.97,91.0,,,81.2,0.245,0.566,0.077,,,,0.0,0.0,0.25,0.333,0.5,0.28,,,,89.0,106.0,103.0,,,,83.0,94.0,88.0,0.139,,0.355,-0.44,,1.65,86.3,81.6,,0.164,0.311,0.379,0.182,0.409,0.071,,,,,,,,,,,,,,,
2024/07/20,6:10 PM.,CWS,KC,home,Partly Cloudy.,76,686563,LF,0,0,0,0,0,0,1,0,1,0,0,.262,.309,.354,.663,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,,,,0.28,0.123,,0.218,-1.13,,0.44,-1.39,94.3,,93.3,81.9,0.25,0.411,0.252,,,,0.255,0.489,0.282,,,,0.287,0.449,0.132,95.0,105.0,106.0,,,,79.0,101.0,93.0,0.192,,0.187,0.39,,-0.22,90.2,85.7,,0.248,0.394,0.269,0.263,0.45,0.191,,,,,,,,,,,,,,,
2024/07/14,1:37 PM.,BOS,KC,away,Partly Cloudy.,91,678394,CF,1,0,0,0,0,0,0,0,1,0,0,.262,.304,.354,.658,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,,,,0.403,0.048,,0.28,0.25,,-0.24,-0.58,95.6,,95.7,86.8,0.12,0.16,0.218,,,,,,,0.268,0.401,0.343,0.309,0.44,0.111,88.0,99.0,97.0,,,,,,,,,0.269,,,0.15,,87.6,,0.177,0.354,0.369,,,,,,,,,,,,,,,,,,
2024/07/13,4:13 PM.,BOS,KC,away,Partly Cloudy.,80,676710,CF,3,0,1,1,0,0,0,0,0,0,1,.264,.301,.357,.658,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,109.0,109.0,112.0,,,,100.0,99.0,102.0,87.0,102.0,106.0,,0.337,0.086,0.185,-0.43,0.47,,-0.56,92.6,82.4,,80.8,0.255,0.5,0.198,0.192,0.26,0.404,0.222,0.437,0.263,,,,,,,,,,,,,114.0,104.0,104.0,0.32,,,0.55,,,87.5,,,,,,0.216,0.418,0.265,0.143,0.171,0.219,98.0,97.0,99.0,0.072,1.14,77.3,,,,,,
2024/07/10,12:47 PM.,STL,KC,away,Sunny.,83,669467,CF,4,0,1,1,0,0,2,1,0,1,0,.262,.301,.349,.650,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,87.0,91.0,92.0,85.0,98.0,89.0,111.0,105.0,110.0,,,,0.19,0.512,,0.172,1.34,,-0.25,-0.64,94.5,,94.8,87.5,0.23,0.297,0.162,,,,,,,0.294,0.435,0.282,0.265,0.373,0.132,,,,,,,,,,,,,,,,,,,,,,,,,0.157,0.257,0.345,88.0,102.0,109.0,0.126,0.42,79.5,,,,,,
2024/07/07,1:09 PM.,COL,KC,away,Partly Cloudy.,76,685299,SS,0,0,0,0,0,0,0,0,0,0,0,.262,.302,.344,.646,685299,tannergordon,Gordon,Right,Tanner Gordon,COL,8.65,5.94,34.1,108.0,86.0,100.0,0.834,6.82,1.57,13.89,2.62,0.94,0.232,0.448,0.12,0.328,0.479,74.0,108.0,100.0,101.0,114.0,106.0,100.0,111.0,102.0,,,,0.01,0.488,,0.267,-1.03,,6.83,-2.41,92.0,,93.3,85.2,0.338,0.574,0.119,,,,,,,0.324,0.618,0.284,,,,83.0,107.0,103.0,83.0,118.0,93.0,,,,,0.044,0.191,,-15.33,-4.31,,83.9,80.4,0.371,0.743,0.234,,,,0.545,1.091,0.2,,,,,,,,,,,,
2024/07/06,7:09 PM.,COL,KC,away,Partly Cloudy.,89,596295,2B,3,0,0,0,0,0,0,0,0,0,2,.262,.302,.344,.646,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,71.0,98.0,91.0,51.0,110.0,96.0,91.0,103.0,102.0,,,,0.001,0.404,,0.167,-1.23,,-42.96,-0.17,90.4,,90.1,83.8,0.305,0.6,0.096,,,,,,,0.274,0.513,0.22,,,,82.0,103.0,99.0,,,,,,,,,0.205,,,-0.15,,81.1,,0.28,0.409,0.273,,,,0.22,0.368,0.269,93.0,109.0,107.0,0.224,-0.08,77.6,,,,,,
2024/07/05,6:10 PM.,COL,KC,away,Partly Cloudy.,79,607536,2B,4,0,0,0,0,0,1,0,0,1,4,.269,.310,.353,.663,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,,,,0.245,0.202,,0.227,-1.51,,-1.33,-1.11,91.6,,91.4,86.9,0.322,0.522,0.067,,,,,,,0.316,0.589,0.162,0.31,0.556,0.074,61.0,100.0,89.0,,,,,,,,,0.137,,,-1.64,,86.1,,0.333,0.647,0.161,,,,0.194,0.276,0.42,128.0,102.0,107.0,0.188,0.07,83.5,,,,,,
2024/07/04,7:10 PM.,TB,KC,home,Clear.,83,621107,CF,2,1,1,1,0,0,1,0,0,0,0,.278,.320,.365,.685,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,,,,0.282,0.09,,0.097,-0.64,,0.0,0.46,92.4,,91.7,79.7,0.236,0.418,0.248,,,,0.236,0.473,0.203,,,,0.293,0.404,0.133,87.0,101.0,103.0,108.0,112.0,108.0,85.0,105.0,98.0,0.282,0.188,0.061,1.54,-1.27,0.21,88.2,85.6,78.8,0.188,0.354,0.105,0.214,0.345,0.223,0.291,0.472,0.333,,,,,,,,,,,,
2024/06/30,1:11 PM.,CLE,KC,home,Sunny.,78,671106,CF,4,0,1,1,0,0,1,0,0,0,2,.274,.317,.354,.671,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,60.0,98.0,88.0,,,,89.0,98.0,86.0,,,,,0.484,,0.187,-1.54,,,-2.55,91.2,,,78.6,0.342,0.609,0.147,,,,0.273,0.576,0.333,,,,,,,99.0,92.0,94.0,,,,91.0,97.0,96.0,0.146,,0.183,-0.03,,-0.92,85.3,81.7,,0.237,0.438,0.269,0.245,0.491,0.202,,,,,,,,,,,,,,,
2024/06/28,7:11 PM.,CLE,KC,home,Partly Cloudy.,87,663474,SS,0,0,0,0,0,0,0,0,0,0,0,.275,.319,.349,.668,663474,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.67,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,98.0,86.0,87.0,,,,106.0,87.0,90.0,,,,,0.524,,0.21,-2.18,,,1.48,91.1,,,85.4,0.303,0.652,0.103,,,,,,,0.143,0.143,0.376,,,,,,,97.0,102.0,100.0,,,,,0.266,,,-0.16,,,,77.7,,,,,,,0.176,0.341,0.373,,,,,,,,,,,,
2024/06/27,7:11 PM.,CLE,KC,home,Cloudy.,84,594902,LF,1,0,0,0,0,0,0,0,0,1,0,.275,.319,.349,.668,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,,,,0.29,0.314,,0.218,-0.21,,0.56,-0.01,89.9,,90.4,79.4,0.268,0.504,0.166,,,,0.231,0.413,0.241,0.238,0.476,0.419,0.227,0.392,0.133,75.0,108.0,95.0,43.0,106.0,93.0,,,,,0.088,0.091,,-0.11,-0.79,,83.9,76.9,0.279,0.382,0.185,,,,0.206,0.365,0.18,,,,,,,,,,,,
2024/06/26,1:10 PM.,MIA,KC,home,Partly Cloudy.,79,678368,CF,2,0,0,0,0,0,0,0,0,1,2,.278,.322,.352,.674,678368,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.67,5.14,68.2,99.0,73.0,91.0,0.818,5.77,2.75,9.04,1.97,0.58,0.281,0.404,0.184,0.368,0.427,54.0,102.0,84.0,,,,100.0,105.0,104.0,,,,,0.374,,0.103,-0.41,,,0.03,89.2,,,77.7,0.247,0.454,0.133,,,,0.233,0.433,0.286,,,,,,,99.0,95.0,96.0,93.0,94.0,94.0,67.0,98.0,91.0,0.253,0.125,0.144,1.23,-3.5,-3.12,82.8,81.1,73.7,0.326,0.488,0.296,0.205,0.438,0.163,0.333,0.741,0.283,,,,,,,,,,,,
2024/06/25,7:10 PM.,MIA,KC,home,Clear.,94,630023,LF,2,0,0,0,0,0,0,0,0,0,1,.283,.327,.358,.685,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.71,30.0,97.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.301,0.443,69.0,97.0,84.0,100.0,97.0,97.0,154.0,97.0,106.0,98.0,99.0,92.0,0.297,0.165,0.148,0.39,-6.18,0.1,-6.8,0.86,93.0,85.7,92.7,85.2,0.333,0.833,0.289,0.182,0.318,0.205,,,,0.2,0.286,0.244,0.522,0.826,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/22,3:07 PM.,TEX,KC,away,Roof Closed.,74,592351,CF,3,0,1,0,0,0,0,0,0,2,0,.288,.333,.365,.698,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,73.0,103.0,91.0,,,,97.0,105.0,105.0,,,,,0.444,,0.439,-0.71,,,0.77,94.9,,,88.6,0.311,0.443,0.15,,,,,,,0.213,0.344,0.334,,,,72.0,100.0,94.0,97.0,97.0,102.0,,,,,0.046,0.071,,-0.7,-1.39,,88.7,78.9,0.257,0.543,0.19,,,,0.333,0.333,0.267,,,,,,,,,,,,
2024/06/21,7:08 PM.,TEX,KC,away,Roof Closed.,74,543135,CF,2,0,1,0,0,0,1,0,0,0,0,.287,.333,.366,.699,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,75.0,105.0,98.0,,,,114.0,102.0,102.0,127.0,101.0,110.0,,0.374,0.308,0.033,0.83,1.55,,-0.69,95.4,88.4,,86.3,0.212,0.335,0.178,0.2,0.286,0.368,,,,0.269,0.462,0.25,,,,,,,99.0,104.0,104.0,91.0,108.0,99.0,0.148,0.137,,-1.41,-0.79,,91.4,,76.7,,,,0.327,0.624,0.2,0.214,0.471,0.355,,,,,,,,,,,,
2024/06/20,12:37 PM.,OAK,KC,away,Partly Cloudy.,63,687765,2B,2,0,0,0,0,0,0,0,0,1,3,.283,.330,.364,.694,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,,,,40.0,97.0,84.0,121.0,105.0,109.0,,,,0.146,,,0.326,,,-1.41,0.01,,,91.9,84.3,,,,,,,,,,0.278,0.493,0.276,0.338,0.403,0.16,74.0,86.0,83.0,118.0,117.0,117.0,99.0,100.0,96.0,0.396,0.121,0.011,-0.41,-0.82,-7.88,90.7,88.4,80.4,0.571,0.857,0.0,0.278,0.472,0.176,0.196,0.351,0.31,,,,,,,,,,,,
2024/06/18,6:40 PM.,OAK,KC,away,Partly Cloudy.,69,663687,LF,2,0,0,0,0,0,0,0,0,0,3,.289,.337,.371,.708,663687,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.86,5.04,72.1,98.0,85.0,95.0,0.813,7.59,4.11,8.09,0.87,0.93,0.226,0.38,0.125,0.317,0.468,81.0,97.0,89.0,,,,87.0,100.0,102.0,,,,,0.563,,0.115,0.33,,,-3.23,92.9,,,78.8,0.261,0.408,0.169,,,,,,,0.282,0.641,0.211,,,,118.0,95.0,101.0,59.0,102.0,106.0,,,,,0.157,0.165,,-0.41,1.22,,81.1,72.4,0.15,0.175,0.247,,,,0.244,0.311,0.338,,,,,,,,,,,,
2024/06/16,1:11 PM.,LAD,KC,away,Sunny.,78,607192,2B,3,0,0,0,0,0,0,0,0,2,1,.295,.343,.379,.722,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,,,,0.087,0.45,,0.277,1.04,,0.75,1.15,96.3,,96.6,90.0,0.215,0.421,0.213,,,,,,,0.2,0.333,0.404,0.233,0.395,0.171,,,,139.0,97.0,110.0,,,,,0.186,,,1.93,,,,83.7,,,,,,,0.098,0.174,0.475,,,,,,,,,,,,
