date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FO%,KC%,CH%,wFO/C,wSI/C,wKC/C,wCH/C,vFO,vCH,vSI,vKC,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024/08/04,1:40 PM.,KC,DET,home,Sunny.,86,608379,DH,4,0,1,0,0,0,0,0,0,2,1,.219,.311,.425,.736,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,72.0,89.0,92.0,83.0,103.0,99.0,97.0,89.0,90.0,78.0,100.0,92.0,,,,0.238,0.114,,0.092,0.081,0.39,-0.94,,-2.39,-1.64,93.6,88.8,,84.1,75.2,0.279,0.449,0.169,,,,0.319,0.458,0.148,0.357,0.643,0.174,0.371,0.6,0.373,111.0,109.0,112.0,78.0,103.0,89.0,,,,0.153,,,0.322,,0.29,,2.26,,81.2,93.6,,0.252,0.301,0.099,0.169,0.312,0.341,,,,,,,,,,,,,,,
2024/08/03,6:35 PM.,KC,DET,home,Clear.,90,547179,DH,5,0,1,1,0,0,1,0,0,0,4,.218,.313,.430,.743,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,102.0,93.0,96.0,84.0,95.0,89.0,126.0,98.0,108.0,94.0,92.0,91.0,,,,0.272,0.1,,0.149,0.079,1.0,0.04,,-1.51,0.02,93.8,90.1,,83.9,81.7,0.155,0.309,0.184,,,,0.235,0.51,0.236,0.217,0.348,0.352,0.368,0.632,0.253,93.0,101.0,99.0,81.0,102.0,94.0,,,,0.212,,,0.188,,-0.25,,1.94,,84.6,93.6,,0.291,0.441,0.062,0.122,0.173,0.373,0.19,0.429,0.291,,,,,,,,,,,,
2024/08/02,6:40 PM.,KC,DET,home,Partly Cloudy.,80,666142,DH,2,1,2,0,0,1,2,0,2,0,0,.219,.316,.431,.747,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,,,,105.0,101.0,106.0,132.0,106.0,114.0,88.0,94.0,91.0,,,,0.418,0.113,,0.128,,0.85,0.26,,-0.34,,95.4,90.7,,86.0,,0.213,0.361,0.231,,,,0.348,0.455,0.228,0.14,0.256,0.352,0.21,0.305,0.337,114.0,98.0,103.0,,,,101.0,97.0,101.0,,,0.104,0.237,,,0.9,1.43,,84.8,,80.8,,,,0.183,0.28,0.478,,,,,,,,,,,,,,,
2024/08/01,6:40 PM.,KC,DET,home,Partly Cloudy.,87,607625,DH,4,0,0,0,0,0,0,0,0,1,5,.207,.299,.400,.699,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,126.0,100.0,110.0,75.0,103.0,95.0,125.0,97.0,105.0,97.0,103.0,103.0,93.0,107.0,106.0,0.24,0.082,0.026,0.135,0.262,0.7,2.86,0.07,-0.67,1.44,92.2,90.1,85.7,85.2,79.4,0.234,0.392,0.176,0.105,0.421,0.351,0.228,0.228,0.23,0.178,0.271,0.339,0.213,0.387,0.2,93.0,100.0,98.0,68.0,101.0,92.0,,,,0.185,,,0.069,,0.65,,0.08,,87.4,92.1,,0.274,0.381,0.129,0.208,0.333,0.291,0.375,0.75,0.109,,,,,,,0.215,0.28,0.285,,,
2024/07/30,1:10 PM.,CLE,DET,home,Cloudy.,80,668909,LF,4,0,1,0,0,0,0,0,0,1,1,.214,.307,.412,.719,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.22,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,121.0,101.0,105.0,97.0,102.0,102.0,95.0,80.0,96.0,98.0,99.0,94.0,,,,0.515,0.12,,0.113,0.198,0.08,0.56,,-0.16,-0.01,96.6,91.6,,88.6,79.5,0.286,0.421,0.22,,,,0.205,0.333,0.341,0.155,0.31,0.304,0.258,0.387,0.242,66.0,96.0,101.0,,,,,,,,,,0.054,,,,-3.82,,89.2,,,,,,0.417,0.833,0.148,,,,,,,,,,,,,,,
2024/07/29,6:40 PM.,CLE,DET,home,Partly Cloudy.,83,676440,DH,4,0,1,0,0,0,0,0,1,0,2,.213,.308,.417,.725,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,119.0,109.0,112.0,92.0,103.0,98.0,113.0,102.0,109.0,,,,,,,0.434,,,0.278,0.105,-0.69,,,1.74,-0.9,94.6,,,86.2,81.3,0.282,0.476,0.213,,,,0.141,0.225,0.368,0.208,0.458,0.184,0.196,0.411,0.299,82.0,100.0,108.0,89.0,64.0,93.0,,,,0.003,,,0.18,,-1.41,,0.13,,82.5,93.9,,,,,0.238,0.431,0.291,,,,,,,,,,,,,,,
2024/07/28,1:40 PM.,MIN,DET,home,Sunny.,86,641927,LF,1,0,0,0,0,0,0,0,0,1,0,.211,.305,.423,.728,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,84.0,104.0,100.0,,,,0.381,0.195,,0.118,0.011,-0.01,-0.86,,2.03,4.57,91.7,86.2,,80.3,76.0,0.258,0.506,0.222,,,,0.279,0.504,0.229,0.0,0.0,0.375,0.095,0.162,0.307,116.0,111.0,111.0,,,,,,,,,,0.294,,,,1.98,,83.4,,,,,,0.154,0.285,0.395,,,,,,,,,,,,,,,
2024/07/27,6:10 PM.,MIN,DET,home,Clear.,82,657746,DH,4,0,1,1,0,0,0,0,0,2,2,.213,.307,.426,.733,657746,joeryan,Ryan,Right,Joe Ryan,MIN,3.6,2.87,135.0,107.0,99.0,104.0,0.752,9.8,1.53,7.33,1.27,0.79,0.242,0.427,0.198,0.281,0.481,,,,94.0,110.0,105.0,108.0,103.0,112.0,,,,101.0,103.0,94.0,0.485,,0.221,0.234,,1.38,,0.2,-0.09,,94.0,,88.6,83.1,,0.194,0.379,0.275,0.202,0.387,0.258,,,,,,,0.343,0.6,0.216,,,,110.0,108.0,105.0,,,,0.06,,,,,-0.77,,,,,92.9,,0.345,0.483,0.094,,,,0.207,0.37,0.337,,,,,,,,,,,,
2024/07/26,6:40 PM.,MIN,DET,home,Clear.,79,641154,DH,5,0,0,0,0,0,0,0,0,3,1,.212,.309,.424,.733,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,92.0,103.0,108.0,97.0,105.0,101.0,106.0,103.0,110.0,,,,,,,0.407,,,0.219,0.1,1.65,,,-0.84,-1.28,95.0,,,84.5,82.4,0.208,0.352,0.259,,,,,,,0.23,0.446,0.341,,,,95.0,104.0,105.0,97.0,107.0,107.0,,,,0.073,,,0.201,,-2.77,,-0.14,,88.5,94.5,,0.426,0.639,0.142,0.281,0.359,0.249,0.239,0.436,0.331,,,,,,,,,,,,
2024/07/25,1:11 PM.,CLE,DET,away,Cloudy.,75,668909,LF,3,0,1,0,0,0,0,0,1,2,0,.221,.321,.442,.763,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.22,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,121.0,101.0,105.0,97.0,102.0,102.0,95.0,80.0,96.0,98.0,99.0,94.0,,,,0.515,0.12,,0.113,0.198,0.08,0.56,,-0.16,-0.01,96.6,91.6,,88.6,79.5,0.286,0.421,0.22,,,,0.205,0.333,0.341,0.155,0.31,0.304,0.258,0.387,0.242,66.0,96.0,101.0,,,,,,,,,,0.054,,,,-3.82,,89.2,,,,,,0.417,0.833,0.148,,,,,,,,,,,,,,,
2024/07/23,6:41 PM.,CLE,DET,away,Partly Cloudy.,78,675540,LF,4,0,1,0,0,0,0,0,0,1,1,.218,.315,.445,.760,675540,xzavioncurry,Curry,Right,Xzavion Curry,- - -,4.64,5.07,42.2,104.0,84.0,101.0,0.837,5.91,1.48,8.02,1.69,0.42,0.263,0.321,0.146,0.401,0.46,78.0,98.0,100.0,73.0,102.0,97.0,101.0,109.0,109.0,,,,57.0,81.0,85.0,0.495,,0.008,0.344,0.139,-0.07,,4.59,0.7,-0.65,92.1,,83.8,84.6,73.9,0.262,0.492,0.196,,,,,,,0.185,0.593,0.229,0.236,0.444,0.221,76.0,94.0,90.0,,,,,,,,,,0.014,,,,4.86,,87.4,,,,,,,,,,,,,,,,,,,,,,,
2024/07/22,6:40 PM.,CLE,DET,away,Cloudy.,76,471911,DH,5,1,1,0,0,1,2,0,0,3,2,.217,.317,.453,.770,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,103.0,103.0,105.0,62.0,95.0,86.0,96.0,104.0,108.0,,,,,,,0.26,,,0.278,0.067,-0.84,,,-0.96,1.49,91.6,,,83.5,80.4,0.337,0.554,0.146,,,,,,,0.053,0.158,0.213,0.284,0.52,0.288,101.0,108.0,105.0,90.0,95.0,89.0,,,,0.165,,,0.23,,-1.96,,-1.09,,86.8,91.1,,0.304,0.609,0.13,0.241,0.472,0.282,0.25,0.313,0.357,,,,,,,,,,,,
2024/07/21,1:39 PM.,TOR,DET,away,Partly Cloudy.,74,592332,DH,3,1,1,0,0,1,4,0,1,0,1,.218,.322,.436,.758,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,88.0,90.0,95.0,,,,88.0,108.0,106.0,0.528,,0.334,0.084,,0.43,,0.51,-1.21,,93.9,,86.0,82.7,,0.277,0.466,0.175,0.169,0.262,0.335,,,,,,,0.268,0.439,0.266,,,,90.0,102.0,94.0,,,,0.054,,,,,-3.21,,,,,93.3,,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,
2024/07/20,3:07 PM.,TOR,DET,away,Partly Cloudy.,75,579328,DH,2,0,0,0,0,0,0,0,2,1,1,.214,.316,.408,.724,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,105.0,105.0,114.0,103.0,107.0,111.0,100.0,106.0,,,,,,,0.471,,,0.235,0.183,-0.08,,,1.31,0.02,95.5,,,88.3,82.4,0.274,0.505,0.28,,,,,,,0.264,0.395,0.274,0.21,0.28,0.297,99.0,93.0,91.0,,,,,,,,,,0.111,,,,-0.15,,86.7,,,,,,0.194,0.25,0.358,,,,,,,,,,,,,,,
2024/07/14,1:41 PM.,LAD,DET,home,Partly Cloudy.,85,641703,PH,1,1,1,0,0,0,1,0,0,0,0,.219,.309,.417,.726,641703,brenthoneywell,Honeywell,Right,Brent Honeywell,- - -,2.63,4.91,37.2,99.0,79.0,93.0,0.872,4.3,2.63,7.65,0.72,1.14,0.271,0.347,0.144,0.331,0.45,,,,66.0,93.0,82.0,107.0,105.0,109.0,,,,,,,0.508,,,0.237,,0.66,,,2.77,,94.7,,,85.7,,0.254,0.418,0.139,,,,,,,,,,0.161,0.258,0.147,126.0,131.0,126.0,70.0,127.0,112.0,,,,0.015,,,0.005,,5.27,,15.06,,84.9,94.9,,0.333,0.333,0.0,,,,,,,80.5,0.235,-2.19,0.321,0.429,0.212,,,,,,
2024/07/13,1:10 PM.,LAD,DET,home,Sunny.,86,680736,LF,5,1,1,0,0,0,0,0,0,1,1,.211,.303,.411,.714,680736,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,5.7,6.45,36.1,97.0,95.0,96.0,0.802,6.44,3.96,8.42,2.23,0.69,0.324,0.216,0.162,0.378,0.463,85.0,88.0,88.0,104.0,97.0,97.0,106.0,104.0,103.0,88.0,104.0,103.0,,,,0.591,0.13,,0.083,0.12,0.61,-0.17,,-6.42,-4.97,95.1,87.7,,84.4,82.5,0.205,0.386,0.23,,,,0.286,0.643,0.25,0.385,0.846,0.174,0.267,0.8,0.3,48.0,88.0,90.0,45.0,88.0,78.0,,,,0.044,,,0.032,,-1.16,,-3.53,,83.9,91.4,,0.333,0.5,0.0,,,,,,,,,,,,,,,,,,
2024/07/12,6:40 PM.,LAD,DET,home,Partly Cloudy.,83,572020,LF,2,1,2,0,1,0,1,0,1,0,0,.211,.308,.422,.730,572020,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.74,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,,,,69.0,98.0,86.0,,,,82.0,95.0,83.0,,,,0.551,0.031,,,,-0.21,-3.38,,,,93.2,84.0,,,,0.264,0.431,0.144,,,,0.308,0.769,0.13,0.2,0.3,0.362,,,,72.0,95.0,95.0,64.0,107.0,97.0,82.0,98.0,97.0,0.05,,0.303,0.066,,-1.01,0.57,-2.12,,82.6,92.8,80.8,0.308,0.423,0.091,0.25,0.375,0.326,,,,,,,,,,,,,,,
2024/07/11,1:09 PM.,CLE,DET,home,Sunny.,83,675921,DH,4,0,1,0,0,0,0,0,0,3,4,.193,.287,.386,.673,675921,spencerhoward,Howard,Right,Spencer Howard,- - -,6.21,5.35,29.0,103.0,86.0,96.0,0.79,8.38,4.34,13.66,1.55,0.89,0.32,0.379,0.136,0.398,0.477,77.0,105.0,97.0,74.0,107.0,97.0,101.0,104.0,101.0,,,,,,,0.51,,,0.251,0.069,-1.3,,,-2.27,-1.96,93.8,,,85.3,75.7,0.353,0.5,0.188,,,,,,,0.167,0.167,0.091,0.394,0.606,0.333,104.0,92.0,87.0,,,,,,,,,,0.169,,,,-4.38,,80.1,,,,,,0.286,0.714,0.3,,,,,,,,,,,,,,,
2024/07/10,6:40 PM.,CLE,DET,home,Overcast.,67,676440,DH,2,0,0,0,0,0,0,0,1,1,0,.190,.289,.393,.682,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,119.0,109.0,112.0,92.0,103.0,98.0,113.0,102.0,109.0,,,,,,,0.434,,,0.278,0.105,-0.69,,,1.74,-0.9,94.6,,,86.2,81.3,0.282,0.476,0.213,,,,0.141,0.225,0.368,0.208,0.458,0.184,0.196,0.411,0.299,82.0,100.0,108.0,89.0,64.0,93.0,,,,0.003,,,0.18,,-1.41,,0.13,,82.5,93.9,,,,,0.238,0.431,0.291,,,,,,,,,,,,,,,
2024/07/09,6:40 PM.,CLE,DET,home,Cloudy.,83,594902,DH,5,1,1,0,0,1,1,0,0,1,2,.195,.287,.402,.689,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,43.0,106.0,93.0,57.0,94.0,83.0,105.0,102.0,101.0,,,,,,,0.314,,,0.218,0.088,-0.21,,,-0.01,-0.11,89.9,,,79.4,76.9,0.268,0.504,0.166,,,,,,,0.206,0.365,0.18,0.238,0.476,0.419,75.0,108.0,95.0,57.0,108.0,94.0,,,,0.29,,,0.091,,0.56,,-0.79,,83.9,90.4,,0.227,0.392,0.133,0.279,0.382,0.185,0.231,0.413,0.241,,,,,,,,,,,,
2024/07/06,4:11 PM.,CIN,DET,away,Partly Cloudy.,85,668881,DH,3,0,0,0,0,0,0,0,1,1,1,.195,.292,.377,.669,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,118.0,96.0,101.0,123.0,102.0,104.0,125.0,96.0,103.0,,,,120.0,89.0,103.0,0.552,,0.083,0.346,0.018,1.56,,-0.79,0.62,-2.87,97.6,,87.0,86.8,80.9,0.184,0.273,0.248,0.243,0.405,0.284,,,,0.4,1.0,0.2,0.161,0.3,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/05,7:17 PM.,CIN,DET,away,Partly Cloudy.,80,686730,DH,3,0,1,0,0,0,0,0,1,0,1,.203,.294,.392,.686,686730,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.46,4.84,90.2,103.0,89.0,100.0,0.805,7.94,2.68,11.12,1.99,0.79,0.265,0.413,0.195,0.339,0.452,,,,76.0,101.0,95.0,121.0,106.0,113.0,82.0,103.0,98.0,,,,0.299,0.16,,0.245,,-1.66,-0.84,,-1.23,,92.4,87.8,,81.5,,0.256,0.462,0.205,,,,0.321,0.547,0.195,,,,0.0,0.0,0.4,69.0,102.0,90.0,80.0,107.0,99.0,,,,0.175,,,0.121,,0.68,,-5.43,,86.7,92.1,,0.3,0.5,0.122,0.396,0.774,0.198,0.291,0.544,0.319,,,,,,,,,,,,
2024/07/03,7:11 PM.,MIN,DET,away,Partly Cloudy.,83,701581,DH,4,0,1,0,0,0,0,1,0,2,0,.197,.284,.394,.678,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,,,,107.0,96.0,99.0,118.0,103.0,105.0,,,,,,,0.402,,,0.318,,-0.79,,,1.48,,94.7,,,86.1,,0.304,0.544,0.194,,,,,,,,,,0.207,0.315,0.291,72.0,105.0,105.0,,,,,,,,,,0.28,,,,-1.14,,88.4,,,,,,0.237,0.463,0.394,,,,,,,,,,,,,,,
2024/07/02,6:41 PM.,MIN,DET,away,Overcast.,72,680573,DH,4,1,2,0,0,1,1,0,0,1,1,.194,.286,.403,.689,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,106.0,103.0,102.0,71.0,100.0,88.0,92.0,108.0,106.0,,,,,,,0.403,,,0.312,0.093,0.82,,,0.76,1.68,93.1,,,86.4,76.1,0.258,0.356,0.219,,,,,,,0.186,0.326,0.221,0.214,0.313,0.239,103.0,106.0,113.0,,,,,,,,,,0.193,,,,-3.33,,82.8,,,,,,0.311,0.622,0.205,,,,,,,,,,,,,,,
2024/06/30,1:08 PM.,LAA,DET,away,Partly Cloudy.,87,542881,LF,3,1,2,0,0,1,2,0,0,1,0,.175,.274,.349,.623,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,,,,89.0,99.0,96.0,80.0,141.0,142.0,99.0,100.0,96.0,,,,0.396,0.185,,0.013,0.001,-0.73,-0.41,,-0.06,-3.14,89.4,84.3,,81.3,71.6,0.272,0.494,0.183,,,,0.264,0.455,0.247,,,,0.0,0.0,0.357,105.0,100.0,105.0,66.0,95.0,83.0,,,,0.033,,,0.371,,-3.87,,1.32,,78.9,88.1,,0.261,0.696,0.152,0.185,0.259,0.396,,,,,,,,,,,,,,,
2024/06/29,7:08 PM.,LAA,DET,away,Clear.,77,656288,DH,3,1,1,0,0,0,0,0,0,1,1,.150,.257,.283,.540,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,75.0,96.0,96.0,73.0,94.0,86.0,107.0,100.0,110.0,,,,,,,0.376,,,0.24,0.107,-0.85,,,-0.91,-0.86,93.4,,,87.7,80.6,0.251,0.529,0.147,,,,,,,0.271,0.438,0.241,0.284,0.444,0.331,96.0,102.0,102.0,76.0,89.0,78.0,,,,0.01,,,0.267,,-6.83,,0.48,,88.6,93.0,,0.429,0.857,0.0,0.259,0.387,0.288,,,,,,,,,,,,,,,
2024/06/27,6:37 PM.,LAA,DET,away,Clear.,77,669721,DH,3,0,0,0,0,0,0,0,0,1,1,.140,.242,.281,.523,669721,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.34,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,94.0,89.0,85.0,61.0,107.0,98.0,125.0,101.0,108.0,,,,,,,0.48,,,0.238,0.077,-1.06,,,-0.4,2.13,91.5,,,81.8,74.3,0.328,0.586,0.147,,,,,,,0.125,0.25,0.333,0.226,0.419,0.239,74.0,112.0,104.0,,,,,,,,,,0.205,,,,-2.86,,84.6,,,,,,0.4,0.533,0.226,,,,,,,,,,,,,,,
2024/06/26,1:10 PM.,PHI,DET,home,Cloudy.,80,605513,DH,3,0,0,0,0,0,0,0,0,1,0,.148,.254,.296,.550,605513,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,4.05,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,103.0,100.0,102.0,92.0,95.0,94.0,127.0,97.0,102.0,,,,,,,0.348,,,0.385,0.09,-0.44,,,1.98,2.0,92.0,,,83.9,78.8,0.28,0.453,0.162,,,,,,,0.067,0.067,0.594,0.071,0.071,0.4,125.0,107.0,103.0,88.0,99.0,93.0,,,,0.123,,,0.053,,-1.59,,1.35,,87.7,93.2,,0.238,0.667,0.111,0.0,0.0,0.167,0.145,0.226,0.308,,,,,,,,,,,,
2024/06/25,6:40 PM.,PHI,DET,home,Partly Cloudy.,84,624133,DH,3,1,1,0,0,0,0,0,0,1,2,.157,.267,.314,.581,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,84.0,107.0,108.0,68.0,101.0,91.0,22.0,85.0,77.0,101.0,98.0,93.0,,,,0.195,0.121,,0.001,0.205,0.67,-1.68,,-4.62,1.02,91.8,86.5,,81.3,74.4,0.224,0.327,0.18,,,,0.302,0.642,0.162,0.189,0.342,0.339,,,,73.0,100.0,98.0,87.0,106.0,104.0,,,,0.315,,,0.163,,0.84,,-0.63,,80.0,90.8,,0.27,0.381,0.101,0.229,0.323,0.35,,,,,,,,,,,,,,,
2024/06/24,6:40 PM.,PHI,DET,home,Partly Cloudy.,81,605400,DH,3,0,0,0,0,0,0,0,0,2,1,.146,.263,.313,.576,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,,,,90.0,103.0,99.0,,,,69.0,99.0,92.0,,,,0.278,0.092,,,,0.81,-2.57,,,,92.5,87.5,,,,0.168,0.318,0.224,,,,0.389,0.796,0.178,0.221,0.381,0.37,,,,78.0,102.0,91.0,100.0,109.0,106.0,135.0,106.0,113.0,0.204,,0.329,0.096,,-0.34,0.94,-1.67,,85.7,91.5,79.1,0.313,0.475,0.136,0.279,0.426,0.135,,,,,,,,,,,,,,,
2024/06/23,1:40 PM.,CWS,DET,home,Partly Cloudy.,84,686563,LF,0,0,0,0,0,0,0,0,0,0,0,.156,.278,.333,.611,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,,,,73.0,104.0,97.0,117.0,100.0,107.0,79.0,101.0,93.0,,,,0.123,0.192,,0.218,,-1.13,0.39,,-1.39,,94.3,90.2,,81.9,,0.25,0.411,0.252,,,,0.263,0.45,0.191,,,,,,,95.0,105.0,106.0,86.0,100.0,93.0,,,,0.28,,,0.187,,0.44,,-0.22,,85.7,93.3,,0.287,0.449,0.132,0.248,0.394,0.269,0.255,0.489,0.282,,,,,,,,,,,,
2024/06/22,1:12 PM.,CWS,DET,home,Partly Cloudy.,91,689672,DH,3,0,0,0,0,0,0,0,1,1,0,.156,.278,.333,.611,689672,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,5.48,4.71,44.1,99.0,81.0,93.0,0.772,5.08,4.26,7.11,1.62,0.76,0.232,0.408,0.225,0.239,0.38,,,,63.0,95.0,82.0,99.0,99.0,102.0,83.0,94.0,88.0,,,,0.322,0.139,,0.184,,-1.43,-0.44,,-1.97,,91.0,86.3,,81.2,,0.245,0.566,0.077,,,,0.182,0.409,0.071,,,,0.333,0.5,0.28,89.0,106.0,103.0,,,,,,,,,,0.355,,,,1.65,,81.6,,,,,,0.164,0.311,0.379,0.0,0.0,0.25,,,,,,,,,,,,
2024/06/21,6:40 PM.,CWS,DET,home,Clear.,85,607200,DH,3,1,1,1,0,0,0,0,0,0,0,.167,.280,.357,.637,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,,,,17.0,112.0,76.0,126.0,101.0,106.0,78.0,104.0,97.0,,,,0.003,0.323,,0.202,,-6.18,0.43,,1.28,,92.9,89.9,,83.5,,0.5,0.5,0.0,,,,0.262,0.47,0.232,,,,,,,86.0,108.0,106.0,76.0,105.0,93.0,,,,0.308,,,0.164,,0.59,,-0.54,,87.7,93.0,,0.25,0.358,0.202,0.228,0.351,0.165,0.165,0.309,0.251,,,,,,,,,,,,
