date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024/07/24,7:11 PM.,AZ,KC,home,Partly Cloudy.,90,669194,LF,2,0,1,1,0,0,1,0,1,1,0,.188,.316,.250,.566,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,91.0,94.0,94.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,78.0,107.0,96.0,,,,,0.557,0.184,,0.103,0.057,0.64,-0.85,,,-0.66,1.81,95.2,91.2,,,83.8,77.8,,,,0.226,0.34,0.156,0.317,0.508,0.154,,,,,,,0.138,0.207,0.148,0.249,0.418,0.195,108.0,99.0,107.0,0.099,-2.35,83.0,0.4,0.733,0.167,0.302,0.587,0.203,,,,,,
2024/07/22,7:10 PM.,AZ,KC,home,Partly Cloudy.,82,700270,LF,3,1,1,0,0,0,0,0,1,1,0,.143,.200,.143,.343,700270,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,3.81,5.04,28.1,95.0,76.0,92.0,0.823,6.04,3.81,8.58,0.95,1.0,0.295,0.318,0.091,0.352,0.443,,,,74.0,95.0,87.0,,,,88.0,108.0,110.0,,,,,,,,0.58,,,0.273,,-0.95,,,,1.97,,96.1,,,,83.6,,,,,0.13,0.174,0.365,,,,,,,,,,0.222,0.333,0.353,0.301,0.521,0.112,28.0,69.0,59.0,0.004,0.83,86.0,,,,,,,62.0,69.0,78.0,0.143,-0.98,78.7
2024/07/21,1:11 PM.,CWS,KC,home,Partly Cloudy.,77,689672,PR,0,1,0,0,0,0,0,0,0,0,0,.091,.091,.091,.182,689672,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,5.48,4.71,44.1,99.0,81.0,93.0,0.772,5.08,4.26,7.11,1.62,0.76,0.232,0.408,0.225,0.239,0.38,,,,63.0,95.0,82.0,,,,99.0,99.0,102.0,83.0,94.0,88.0,,,,,0.322,0.139,,0.184,,-1.43,-0.44,,,-1.97,,91.0,86.3,,,81.2,,,,,0.333,0.5,0.28,0.182,0.409,0.071,,,,,,,,,,0.245,0.566,0.077,89.0,106.0,103.0,0.355,1.65,81.6,0.0,0.0,0.25,0.164,0.311,0.379,,,,,,
2024/07/20,6:10 PM.,CWS,KC,home,Partly Cloudy.,76,686563,LF,3,0,0,0,0,0,0,0,0,2,1,.091,.091,.091,.182,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,,,,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,,,,0.28,0.123,0.192,,0.218,,-1.13,0.39,,0.44,-1.39,,94.3,90.2,,93.3,81.9,,0.287,0.449,0.132,,,,0.263,0.45,0.191,,,,,,,,,,0.25,0.411,0.252,95.0,105.0,106.0,0.187,-0.22,85.7,0.255,0.489,0.282,0.248,0.394,0.269,,,,,,
2024/06/14,7:10 PM.,LAD,KC,away,Clear.,75,694813,RF,3,0,0,0,0,0,0,0,0,0,1,.125,.125,.125,.250,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,93.0,102.0,102.0,101.0,100.0,97.0,97.0,103.0,98.0,136.0,111.0,117.0,80.0,101.0,94.0,,,,0.226,0.247,0.053,,0.165,0.042,0.1,0.49,,-0.69,0.96,1.45,94.9,92.3,,95.3,88.7,83.3,0.314,0.504,0.136,0.239,0.326,0.355,0.32,0.48,0.183,,,,,,,0.267,0.333,0.167,0.246,0.41,0.162,81.0,102.0,98.0,0.266,0.82,87.5,0.182,0.182,0.133,0.178,0.356,0.372,,,,,,
2024/06/13,1:10 PM.,NYY,KC,home,Sunny.,90,641482,RF,1,0,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,,,,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,109.0,100.0,102.0,,,,0.014,0.442,0.28,,0.168,,0.25,1.32,,1.37,-1.27,,92.1,87.5,,90.3,78.2,,0.143,0.143,0.316,0.364,0.727,0.167,0.249,0.378,0.251,,,,,,,,,,0.235,0.443,0.215,86.0,102.0,94.0,0.097,-0.89,83.6,0.284,0.511,0.25,0.226,0.369,0.326,,,,,,
2024/06/11,7:10 PM.,NYY,KC,home,Partly Cloudy.,83,573186,RF,4,0,0,0,0,0,0,0,0,2,4,.000,.000,.000,.000,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,94.0,89.0,94.0,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,106.0,101.0,99.0,82.0,99.0,93.0,0.351,0.032,0.182,0.111,0.16,0.165,-4.01,-0.26,-0.31,-0.03,-2.37,-0.03,89.9,88.1,83.3,90.0,85.3,81.3,0.306,0.466,0.12,0.258,0.386,0.272,0.296,0.519,0.187,0.235,0.309,0.241,0.309,0.515,0.313,0.0,0.0,0.265,0.455,0.636,0.259,,,,,,,,,,,,,,,,,,
