date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
2024/08/06,6:42 PM.,DET,SEA,home,Clear.,68,672456,PH,1,1,0,0,0,0,0,0,0,0,1,.250,.333,.250,.583,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,95.0,102.0,111.0,,,,0.078,0.421,,0.28,0.112,-0.19,,1.09,0.02,-3.94,94.8,,94.1,83.5,78.8,0.32,0.32,0.038,0.269,0.615,0.224,0.27,0.486,0.18,,,,0.235,0.391,0.259,83.0,95.0,94.0,,,,,0.109,,-2.78,,86.0,0.289,0.474,0.329,,,,,,,,,,,,
2024/08/04,1:11 PM.,PHI,SEA,home,Sunny.,71,554430,RF,1,0,1,0,0,0,0,0,0,0,0,.286,.375,.286,.661,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,,,,94.0,110.0,110.0,0.192,0.416,0.074,0.125,,0.88,1.47,2.68,1.04,,95.3,86.1,94.6,84.9,,0.189,0.259,0.142,0.205,0.397,0.387,0.209,0.395,0.296,0.137,0.196,0.402,,,,,,,92.0,97.0,94.0,0.093,,-0.23,,91.1,,,,,0.226,0.371,0.183,0.152,0.273,0.335,110.0,101.0,107.0,0.1,-0.98,81.8
2024/08/02,6:41 PM.,PHI,SEA,home,Clear.,77,663969,RF,1,0,0,0,0,0,0,0,0,0,0,.167,.286,.167,.453,663969,tylerphillips,Phillips,Right,Tyler Phillips,PHI,6.87,5.97,36.2,100.0,94.0,99.0,0.799,6.87,1.72,11.05,2.21,1.13,0.122,0.496,0.171,0.358,0.419,68.0,92.0,90.0,80.0,101.0,91.0,121.0,95.0,102.0,,,,,,,0.311,0.187,,0.292,,3.13,,-1.15,-2.49,,92.7,,93.7,82.5,,0.35,0.7,0.118,0.174,0.304,0.222,0.219,0.313,0.214,,,,,,,82.0,110.0,104.0,,,,,0.066,,-9.69,,85.7,0.6,1.1,0.182,,,,0.311,0.511,0.329,107.0,112.0,116.0,0.144,-0.37,81.0
2024/07/31,4:11 PM.,BOS,SEA,away,Cloudy.,80,678394,RF,0,0,0,0,0,0,0,0,0,0,0,.200,.333,.200,.533,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,,,,,,,0.403,0.048,,0.28,,0.25,,-0.24,-0.58,,95.6,,95.7,86.8,,0.309,0.44,0.111,,,,0.12,0.16,0.218,,,,0.268,0.401,0.343,88.0,99.0,97.0,,,,,0.269,,0.15,,87.6,0.177,0.354,0.369,,,,,,,,,,,,
2024/07/30,7:11 PM.,BOS,SEA,away,Clear.,84,572020,RF,0,0,0,0,0,0,0,0,0,0,0,.200,.333,.200,.533,572020,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.74,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,69.0,98.0,86.0,64.0,107.0,97.0,,,,82.0,98.0,97.0,,,,0.05,0.551,,,0.303,-0.21,,-1.01,,0.57,93.2,,92.8,,80.8,0.308,0.423,0.091,0.2,0.3,0.362,0.264,0.431,0.144,,,,,,,72.0,95.0,95.0,82.0,95.0,83.0,0.031,0.066,-3.38,-2.12,84.0,82.6,0.25,0.375,0.326,0.308,0.769,0.13,,,,,,,,,
2024/07/29,7:11 PM.,BOS,SEA,away,Partly Cloudy.,72,601713,CF,2,0,0,0,0,0,0,0,0,1,1,.200,.333,.200,.533,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,122.0,105.0,108.0,,,,155.0,103.0,111.0,,,,,,,,0.486,,0.291,,0.73,,,-0.1,,93.9,,,82.6,,,,,0.167,0.4,0.206,0.239,0.399,0.218,,,,0.143,0.393,0.326,,,,104.0,96.0,82.0,0.059,,-4.63,,88.3,,,,,0.394,0.879,0.211,0.224,0.436,0.35,118.0,104.0,104.0,0.163,0.61,80.0
2024/07/26,7:10 PM.,CWS,SEA,away,Clear.,76,689672,CF,1,0,0,0,0,0,0,0,0,0,1,.333,.500,.333,.833,689672,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,5.48,4.71,44.1,99.0,81.0,93.0,0.772,5.08,4.26,7.11,1.62,0.76,0.232,0.408,0.225,0.239,0.38,63.0,95.0,82.0,,,,99.0,99.0,102.0,,,,,,,,0.322,,0.184,,-1.43,,,-1.97,,91.0,,,81.2,,,,,,,,0.245,0.566,0.077,,,,0.333,0.5,0.28,89.0,106.0,103.0,83.0,94.0,88.0,0.139,0.355,-0.44,1.65,86.3,81.6,0.164,0.311,0.379,0.182,0.409,0.071,0.0,0.0,0.25,,,,,,
2024/07/23,6:40 PM.,LAA,SEA,home,Clear.,73,667755,RF,2,0,1,0,0,0,0,0,1,0,1,.500,.667,.500,1.167,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,96.0,92.0,86.0,95.0,95.0,96.0,117.0,92.0,99.0,98.0,96.0,108.0,120.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.05,0.8,2.22,0.02,-0.42,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.167,0.226,0.376,0.402,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
