date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/05/04,7:05 PM.,BAL,CIN,home,Cloudy.,74,607644,PR,0,0,0,0,0,0,0,0,0,0,0,.111,.111,.167,.278,607644,johnmeans,Means,Left,John Means,BAL,2.61,4.68,20.2,101.0,87.0,102.0,0.76,6.97,0.87,6.97,0.87,0.32,0.23,0.541,0.164,0.377,0.419,89.0,113.0,112.0,,,,88.0,96.0,96.0,,,,83.0,101.0,100.0,,,,,0.375,,0.231,,0.109,0.284,0.78,,,1.72,,1.37,0.89,90.5,,82.0,,84.5,,75.7,,,,0.167,0.278,0.333,,,,0.231,0.5,0.182,0.222,0.333,0.353,0.2,0.2,0.111,,,,,,,,,,,,,,,,88.0,92.0,100.0,,,,,,,,,
2024/04/29,6:40 PM.,SD,CIN,away,Clear.,64,663362,CF,0,0,0,0,0,0,0,0,0,0,0,.111,.111,.167,.278,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,,,,57.0,108.0,91.0,73.0,108.0,102.0,115.0,101.0,107.0,83.0,98.0,90.0,0.144,0.19,0.086,0.198,,,,-0.77,1.88,0.64,0.5,,,,90.6,87.0,,90.0,79.3,,,0.303,0.404,0.067,,,,0.231,0.385,0.144,0.265,0.513,0.224,,,,,,,,,,,,,0.227,0.454,0.201,,,,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024/04/28,1:37 PM.,TEX,CIN,away,Roof Closed.,74,641540,PR,0,0,0,0,0,0,0,1,0,0,0,.111,.111,.167,.278,641540,danedunning,Dunning,Right,Dane Dunning,TEX,5.31,5.28,95.0,98.0,82.0,94.0,0.785,8.62,3.79,9.19,1.71,1.15,0.158,0.5,0.127,0.345,0.425,83.0,94.0,86.0,,,,40.0,103.0,91.0,79.0,102.0,97.0,102.0,100.0,97.0,74.0,99.0,94.0,0.377,0.028,0.188,0.234,,0.047,0.125,-2.6,-0.73,0.0,-1.44,,0.09,-1.22,89.2,88.1,85.0,89.7,80.6,,75.6,0.276,0.442,0.133,0.274,0.512,0.304,0.254,0.46,0.242,0.25,0.583,0.259,0.233,0.488,0.327,0.0,0.0,0.429,,,,,,,,,,,,,,,,58.0,89.0,98.0,0.001,-6.34,76.4,,,,,,
2024/04/27,3:08 PM.,TEX,CIN,away,Roof Closed.,74,547179,CF,0,0,0,0,0,0,0,0,0,0,0,.111,.111,.167,.278,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,94.0,92.0,91.0,0.212,0.272,0.1,0.149,0.079,,0.188,1.0,0.04,-0.25,-1.51,0.02,,1.94,93.8,90.1,84.6,93.6,83.9,81.7,,0.291,0.441,0.062,0.368,0.632,0.253,0.235,0.51,0.236,0.155,0.309,0.184,0.122,0.173,0.373,0.217,0.348,0.352,,,,,,,0.19,0.429,0.291,,,,,,,,,,,,,,,,,,
2024/04/24,6:41 PM.,PHI,CIN,home,Partly Cloudy.,57,605513,DH,1,1,0,0,0,0,0,0,0,1,1,.111,.111,.167,.278,605513,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,4.05,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,93.0,127.0,97.0,102.0,,,,0.123,0.348,,0.385,0.09,,0.053,-0.44,,-1.59,1.98,2.0,,1.35,92.0,,87.7,93.2,83.9,78.8,,0.238,0.667,0.111,0.071,0.071,0.4,,,,0.28,0.453,0.162,0.0,0.0,0.167,0.067,0.067,0.594,,,,,,,0.145,0.226,0.308,,,,,,,,,,,,,,,,,,
2024/04/22,6:41 PM.,PHI,CIN,home,Clear.,63,624133,CF,3,0,0,0,0,0,0,0,0,2,0,.118,.118,.176,.294,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,87.0,106.0,104.0,22.0,85.0,77.0,101.0,98.0,93.0,0.315,0.195,0.121,0.001,0.205,,0.163,0.67,-1.68,0.84,-4.62,1.02,,-0.63,91.8,86.5,80.0,90.8,81.3,74.4,,0.27,0.381,0.101,,,,0.302,0.642,0.162,0.224,0.327,0.18,0.229,0.323,0.35,0.189,0.342,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/20,6:40 PM.,LAA,CIN,home,Partly Cloudy.,54,663776,CF,3,0,0,0,0,0,0,0,0,2,1,.143,.143,.214,.357,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.25,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.132,0.312,0.421,95.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,150.0,98.0,105.0,,,,0.174,0.16,,0.293,0.09,,0.283,-2.18,,-1.81,0.27,2.03,,0.73,93.7,,82.9,93.7,86.8,76.3,,0.413,0.565,0.142,0.265,0.434,0.243,,,,0.381,0.524,0.16,0.208,0.292,0.39,0.118,0.118,0.279,,,,,,,0.235,0.471,0.281,,,,,,,,,,,,,,,,,,
2024/04/13,1:10 PM.,CWS,CIN,away,Sunny.,62,676979,CF,3,0,0,0,0,0,0,0,0,3,2,.182,.182,.273,.455,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,,,,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,94.0,105.0,103.0,0.021,0.537,0.284,0.098,,,0.059,1.66,-0.14,4.04,-2.29,,,-0.36,97.2,91.6,91.0,97.9,84.3,,,0.154,0.154,0.321,,,,0.268,0.458,0.334,0.198,0.295,0.314,0.184,0.289,0.339,,,,,,,,,,0.228,0.561,0.422,,,,,,,,,,,,,,,,,,
2024/04/12,6:40 PM.,CWS,CIN,away,Cloudy.,54,623167,CF,0,0,0,0,0,0,0,0,0,0,0,.250,.250,.375,.625,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,47.0,101.0,90.0,0.002,0.37,0.261,0.087,0.122,,0.157,-0.64,-0.75,2.01,-2.65,0.43,,-1.32,91.3,87.4,81.3,91.4,80.0,72.0,,,,,0.361,0.475,0.271,0.319,0.536,0.218,0.261,0.473,0.132,0.257,0.436,0.379,0.246,0.393,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/08,6:41 PM.,MIL,CIN,home,Cloudy.,74,676879,CF,4,0,1,1,0,0,0,0,0,2,2,.250,.250,.375,.625,676879,aaronashby,Ashby,Left,Aaron Ashby,MIL,2.86,3.05,28.1,100.0,91.0,102.0,0.75,10.48,3.18,6.35,0.64,2.44,0.263,0.461,0.066,0.342,0.417,84.0,96.0,102.0,160.0,100.0,106.0,0.0,115.0,107.0,58.0,102.0,101.0,121.0,97.0,102.0,,,,0.455,0.014,,0.137,0.193,,0.201,6.74,,0.12,2.63,2.77,,-1.16,96.7,,88.8,96.2,83.2,82.2,,0.24,0.34,0.122,0.111,0.167,0.438,,,,,,,0.217,0.478,0.37,0.071,0.071,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,
