date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/07/27,6:10 PM.,HOU,LAD,away,Roof Closed.,73,669854,2B,3,1,2,1,0,1,2,0,1,1,1,.202,.319,.307,.626,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,,,,0.383,,0.302,0.094,0.221,-0.42,,,2.24,2.55,-0.16,93.4,,85.2,,86.4,80.1,,,,,,,0.071,0.071,0.376,0.232,0.497,0.192,,,,0.188,0.356,0.343,,,,,,,,,,0.18,0.284,0.333,,,,,,,,,,,,,,,
2024/07/26,7:11 PM.,HOU,LAD,away,Roof Closed.,73,664285,1B,4,0,0,0,0,0,0,0,0,3,2,.194,.310,.275,.585,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,,,,0.458,0.012,,0.043,0.313,0.175,-4.64,,1.46,-0.2,1.59,0.62,94.5,,89.9,94.1,85.1,79.7,0.276,0.399,0.116,,,,0.121,0.187,0.398,0.4,1.0,0.273,,,,0.226,0.278,0.354,,,,,,,,,,0.233,0.467,0.383,,,,,,,,,,,,,,,
2024/07/24,7:10 PM.,SF,LAD,home,Clear.,79,592662,RF,1,0,0,0,0,0,1,0,0,0,1,.199,.317,.282,.599,592662,robbieray,Ray,Left,Robbie Ray,SFG,4.7,3.72,30.2,95.0,102.0,95.0,0.667,12.62,4.4,5.87,1.76,0.53,0.344,0.391,0.281,0.219,0.377,,,,,,,96.0,98.0,96.0,,,,99.0,91.0,91.0,,,,,0.528,,0.322,,,0.46,,,0.18,,,94.1,,,,88.4,,,,,,,,0.316,0.684,0.489,0.167,0.367,0.264,,,,,,,,,,,,,,,,0.148,0.222,0.458,133.0,96.0,100.0,0.15,-2.65,83.5,,,,,,,,,
2024/07/23,7:10 PM.,SF,LAD,home,Partly Cloudy.,75,663855,3B,2,1,1,0,0,0,0,0,0,0,1,.200,.319,.284,.603,663855,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,4.1,4.91,109.2,94.0,107.0,97.0,0.765,7.88,3.86,9.19,0.98,1.64,0.219,0.422,0.125,0.337,0.403,,,,,,,79.0,85.0,79.0,95.0,95.0,94.0,125.0,93.0,101.0,,,,0.515,0.054,,0.241,,,-3.85,,-0.02,-0.1,,,95.4,,,94.5,81.1,,0.341,0.498,0.111,,,,,,,0.238,0.381,0.31,0.152,0.329,0.376,,,,121.0,92.0,106.0,0.191,-0.41,84.3,0.181,0.287,0.408,,,,,,,,,,,,,,,,,,
2024/07/21,4:11 PM.,BOS,LAD,home,Partly Cloudy.,86,676710,3B,3,1,1,0,0,0,1,0,0,0,0,.196,.317,.281,.598,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,109.0,109.0,112.0,,,,100.0,99.0,102.0,114.0,104.0,104.0,,0.337,0.32,0.185,,,-0.43,0.55,,-0.56,,,92.6,87.5,,,80.8,,,,,0.216,0.418,0.265,0.143,0.171,0.219,0.255,0.5,0.198,0.222,0.437,0.263,,,,87.0,102.0,106.0,0.086,0.47,82.4,0.192,0.26,0.404,,,,98.0,97.0,99.0,0.072,1.14,77.3,,,,,,,,,
2024/07/20,4:15 PM.,BOS,LAD,home,Sunny.,86,678394,PH,0,0,0,0,0,0,0,0,0,0,0,.193,.316,.280,.596,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,,,,0.403,0.048,,0.28,,0.269,0.25,,-0.24,-0.58,,0.15,95.6,,87.6,95.7,86.8,,0.309,0.44,0.111,,,,,,,0.12,0.16,0.218,,,,0.177,0.354,0.369,,,,,,,,,,0.268,0.401,0.343,,,,,,,,,,,,,,,
2024/07/13,1:10 PM.,DET,LAD,away,Sunny.,86,672456,3B,3,1,0,0,0,0,0,0,2,1,1,.193,.316,.280,.596,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,,,,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,,,,0.078,0.421,,0.28,,0.109,-0.19,,1.09,0.02,,-2.78,94.8,,86.0,94.1,83.5,,0.32,0.32,0.038,,,,0.269,0.615,0.224,0.27,0.486,0.18,,,,0.289,0.474,0.329,,,,,,,,,,0.235,0.391,0.259,95.0,102.0,111.0,0.112,-3.94,78.8,,,,,,,,,
2024/07/12,6:40 PM.,DET,LAD,away,Partly Cloudy.,83,669373,RF,0,0,0,0,0,0,0,0,0,0,0,.197,.314,.286,.600,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,,,,0.205,0.332,,0.149,,0.271,1.84,,1.25,0.78,,1.13,96.8,,86.3,96.6,88.7,,0.207,0.305,0.16,,,,0.158,0.316,0.175,0.197,0.286,0.277,,,,0.216,0.322,0.461,,,,,,,,,,0.169,0.364,0.346,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,
2024/07/09,6:41 PM.,PHI,LAD,away,Cloudy.,93,554430,1B,3,1,1,0,0,1,1,0,1,0,0,.197,.314,.286,.600,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,0.192,0.416,0.093,0.125,0.1,,0.88,-0.23,2.68,1.04,-0.98,,95.3,91.1,,94.6,84.9,81.8,0.189,0.259,0.142,0.226,0.371,0.183,0.205,0.397,0.387,0.209,0.395,0.296,0.152,0.273,0.335,,,,94.0,110.0,110.0,0.074,1.47,86.1,0.137,0.196,0.402,,,,,,,,,,,,,,,,,,
2024/07/07,1:10 PM.,MIL,LAD,home,Sunny.,82,572971,1B,1,0,0,0,0,0,0,0,0,1,1,.194,.310,.264,.574,572971,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,5.11,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,,,,,,,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,,0.146,0.01,,0.276,,-4.71,-2.99,1.97,,2.23,,84.6,81.1,88.1,78.6,,0.422,0.667,0.152,0.375,0.875,0.083,,,,,,,,,,0.059,0.059,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/04,6:10 PM.,AZ,LAD,home,Clear.,76,668678,PH,1,0,0,0,0,0,0,0,0,1,0,.196,.311,.266,.577,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,,,,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,89.0,87.0,79.0,0.001,0.463,0.031,0.087,,0.14,-0.55,-0.78,-1.02,-0.56,,0.43,93.7,90.3,86.6,94.7,87.0,,,,,0.25,0.625,0.36,0.148,0.23,0.392,0.28,0.46,0.133,,,,0.27,0.382,0.265,,,,,,,,,,0.31,0.476,0.337,107.0,108.0,112.0,0.277,2.29,81.0,,,,,,,,,
2024/07/03,7:10 PM.,AZ,LAD,home,Clear.,74,691441,1B,0,0,0,0,0,0,0,0,0,0,0,.197,.313,.268,.581,691441,cristianmena,Mena,Right,Cristian Mena,ARI,12.0,10.57,3.0,94.0,109.0,95.0,0.735,6.0,9.0,12.0,6.0,0.8,0.1,0.3,0.1,0.3,0.357,114.0,76.0,65.0,108.0,92.0,90.0,116.0,92.0,92.0,81.0,91.0,90.0,121.0,125.0,138.0,,,,0.086,0.386,,0.1,0.314,0.114,-3.63,,-1.34,-14.93,-0.59,-6.61,95.3,,92.7,95.6,87.5,87.1,,,,,,,0.167,0.167,0.273,0.333,1.333,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/30,1:05 PM.,SF,LAD,away,Sunny.,71,702352,1B,2,0,1,0,0,0,0,0,0,0,0,.197,.313,.268,.581,702352,spencerbivens,Bivens,Right,Spencer Bivens,SFG,3.14,4.05,48.2,102.0,102.0,101.0,0.835,6.84,2.03,8.69,1.66,1.61,0.268,0.405,0.157,0.32,0.447,106.0,103.0,103.0,,,,72.0,90.0,77.0,91.0,101.0,101.0,136.0,104.0,110.0,83.0,110.0,99.0,0.466,0.061,0.099,0.238,,0.135,-2.59,2.89,-0.78,0.96,,0.19,94.2,90.9,88.6,94.4,81.0,,0.307,0.489,0.108,0.217,0.348,0.182,,,,0.25,0.625,0.235,0.205,0.341,0.326,0.16,0.4,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/29,4:15 PM.,SF,LAD,away,Sunny.,68,669062,3B,2,0,0,0,0,0,0,0,0,0,2,.193,.311,.264,.575,669062,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.88,3.14,67.1,96.0,110.0,99.0,0.712,11.63,5.08,6.68,0.94,1.46,0.165,0.475,0.177,0.348,0.386,118.0,97.0,105.0,,,,95.0,94.0,91.0,,,,137.0,101.0,110.0,,,,,0.497,,0.164,0.001,0.338,0.99,,,-1.06,3.94,0.1,96.9,,85.5,,83.3,81.1,,,,,,,,,,0.184,0.311,0.291,,,,0.21,0.35,0.302,,,,,,,,,,0.244,0.415,0.375,,,,,,,,,,,,,,,
2024/06/28,7:15 PM.,SF,LAD,away,Clear.,64,657277,3B,3,0,0,0,0,0,0,0,0,2,1,.196,.315,.268,.583,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,137.0,105.0,112.0,,,,57.0,106.0,88.0,95.0,104.0,102.0,126.0,104.0,114.0,52.0,95.0,88.0,0.399,0.053,0.026,0.212,,0.309,0.2,4.3,1.32,0.16,,-0.13,92.6,91.0,87.4,92.6,83.8,,0.268,0.338,0.144,0.077,0.077,0.265,,,,0.179,0.231,0.329,0.239,0.331,0.268,0.275,0.411,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/25,7:11 PM.,CWS,LAD,away,Partly Cloudy.,81,623167,3B,4,0,0,0,0,0,0,0,0,2,5,.200,.321,.274,.595,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,47.0,101.0,90.0,0.002,0.37,0.261,0.087,0.122,0.157,-0.64,-0.75,2.01,-2.65,0.43,-1.32,91.3,87.4,81.3,91.4,80.0,72.0,,,,0.319,0.536,0.218,0.246,0.393,0.308,0.261,0.473,0.132,,,,0.257,0.436,0.379,,,,,,,,,,0.361,0.475,0.271,,,,,,,,,,,,,,,
2024/06/22,7:09 PM.,LAA,LAD,home,Clear.,79,668676,3B,4,2,2,0,0,0,0,0,0,2,1,.206,.329,.282,.611,668676,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.44,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,55.0,91.0,89.0,92.0,49.0,99.0,83.0,,,,76.0,97.0,100.0,,,,,0.442,,0.269,0.053,0.236,-2.74,,,-1.46,-5.16,0.77,90.2,,84.4,,83.8,75.9,,,,,,,0.333,0.667,0.0,0.304,0.783,0.065,,,,0.111,0.111,0.19,,,,,,,,,,0.25,0.5,0.423,,,,,,,,,,,,,,,
2024/06/21,7:10 PM.,LAA,LAD,home,Clear.,76,663776,PR,0,0,0,0,0,0,0,0,0,0,0,.197,.325,.276,.601,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.25,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.132,0.312,0.421,95.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,150.0,98.0,105.0,,,,0.174,0.16,,0.293,0.09,0.283,-2.18,,-1.81,0.27,2.03,0.73,93.7,,82.9,93.7,86.8,76.3,0.413,0.565,0.142,,,,0.118,0.118,0.279,0.381,0.524,0.16,0.235,0.471,0.281,0.208,0.292,0.39,,,,,,,,,,0.265,0.434,0.243,,,,,,,,,,,,,,,
2024/06/19,6:41 PM.,COL,LAD,away,Partly Cloudy.,73,663372,RF,3,1,0,0,0,0,0,0,0,2,2,.197,.325,.276,.601,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.49,4.31,162.1,100.0,97.0,99.0,0.781,7.65,2.88,9.15,1.11,1.28,0.226,0.394,0.158,0.327,0.452,117.0,95.0,102.0,108.0,107.0,113.0,81.0,102.0,96.0,93.0,93.0,89.0,109.0,99.0,104.0,,,,0.128,0.37,,0.254,0.101,0.147,0.63,,-0.45,-0.87,1.28,-1.02,94.6,,85.2,94.2,87.4,79.2,0.299,0.403,0.159,,,,0.164,0.26,0.248,0.24,0.376,0.177,0.156,0.375,0.35,0.299,0.485,0.394,,,,,,,,,,0.355,0.523,0.226,,,,,,,,,,,,,,,
2024/06/17,6:41 PM.,COL,LAD,away,Partly Cloudy.,87,615698,3B,4,1,1,0,0,0,1,0,1,1,3,.202,.327,.282,.609,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,88.0,97.0,103.0,98.0,101.0,104.0,,,,79.0,95.0,89.0,,,,76.0,96.0,93.0,0.402,,0.135,,0.126,0.018,,-0.41,-2.0,,-0.77,1.81,,87.8,84.9,93.8,,79.6,0.35,0.596,0.184,0.296,0.507,0.203,0.25,0.531,0.282,,,,,,,0.222,0.222,0.167,109.0,94.0,97.0,0.32,0.4,86.5,0.206,0.314,0.234,,,,,,,,,,,,,,,,,,
2024/06/16,1:11 PM.,KC,LAD,home,Sunny.,78,663903,3B,2,0,1,0,0,0,0,0,0,0,0,.200,.324,.283,.607,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,,,,0.413,0.113,,0.455,,0.019,-2.09,,0.77,0.0,,-5.71,91.6,,88.1,92.2,82.9,,0.267,0.389,0.127,,,,,,,0.326,0.609,0.197,0.327,0.571,0.35,0.429,0.5,0.111,,,,,,,,,,0.207,0.361,0.354,,,,,,,,,,,,,,,
2024/06/15,6:10 PM.,KC,LAD,home,Clear.,77,607625,RF,4,0,0,0,0,0,0,0,0,3,6,.195,.321,.280,.601,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,97.0,103.0,103.0,0.185,0.24,0.082,0.135,0.262,0.069,0.7,2.86,0.65,-0.67,1.44,0.08,92.2,90.1,87.4,92.1,85.2,79.4,0.274,0.381,0.129,0.228,0.228,0.23,0.178,0.271,0.339,0.234,0.392,0.176,0.375,0.75,0.109,0.208,0.333,0.291,93.0,107.0,106.0,0.026,0.07,85.7,0.105,0.421,0.351,0.213,0.387,0.2,,,,,,,0.215,0.28,0.285,,,,,,
