date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,vKC,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,SL_ba,SL_slg,SL_whiff
2024/07/28,11:35 AM.,TB,CIN,away,Dome.,72,542888,C,2,0,1,0,0,0,1,0,0,1,1,.368,.400,.579,.979,542888,shawnarmstrong,Armstrong,Right,Shawn Armstrong,- - -,4.86,5.11,66.2,105.0,95.0,102.0,0.819,8.91,3.38,10.4,0.81,0.91,0.312,0.307,0.183,0.332,0.462,,,,,,,86.0,110.0,104.0,95.0,100.0,97.0,126.0,114.0,117.0,99.0,103.0,101.0,0.271,0.332,0.315,0.082,,,,0.72,-1.23,-1.36,-0.2,,,,93.3,90.5,,93.6,84.5,,,0.214,0.357,0.25,0.388,0.459,0.107,0.198,0.341,0.333,0.314,0.557,0.205,,,,,,,,,,0.167,0.333,0.273
2024/07/21,1:35 PM.,WSH,CIN,away,Partly Cloudy.,88,663623,C,2,0,0,0,0,0,0,0,0,0,0,.353,.353,.588,.941,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,78.0,102.0,93.0,0.205,0.379,0.065,0.003,0.313,,0.035,0.44,0.06,-0.64,-14.34,0.24,,1.34,93.9,89.9,88.4,93.3,85.9,81.1,,,,,0.325,0.497,0.149,0.204,0.381,0.235,0.283,0.522,0.204,0.226,0.42,0.251,0.125,0.125,0.349,,,,,,
2024/07/14,1:40 PM.,MIA,CIN,home,Sunny.,90,669432,C,2,0,0,0,0,0,0,0,0,1,0,.400,.400,.667,1.067,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.317,,0.206,,,0.238,-0.26,,-0.36,-1.99,,,-1.32,91.9,,85.6,91.5,82.4,,,,,,0.292,0.492,0.1,0.252,0.467,0.234,,,,,,,0.295,0.396,0.238,,,,0.312,0.506,0.259
2024/07/11,1:11 PM.,COL,CIN,home,Partly Cloudy.,84,596295,C,4,0,1,0,0,0,0,0,0,0,2,.462,.462,.769,1.231,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,82.0,103.0,99.0,,,,71.0,98.0,91.0,51.0,110.0,96.0,91.0,103.0,102.0,,,,0.001,0.404,,0.167,,0.224,0.205,-1.23,,-42.96,-0.17,,-0.08,-0.15,90.4,,81.1,90.1,83.8,,77.6,,,,,,,0.305,0.6,0.096,,,,0.22,0.368,0.269,0.28,0.409,0.273,93.0,109.0,107.0,0.274,0.513,0.22
2024/07/10,7:14 PM.,COL,CIN,home,Clear.,79,607536,PH,1,1,1,0,0,0,0,0,0,0,0,.556,.556,1.000,1.556,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,,,,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,,,,0.245,0.202,,0.227,,0.188,0.137,-1.51,,-1.33,-1.11,,0.07,-1.64,91.6,,86.1,91.4,86.9,,83.5,,,,0.31,0.556,0.074,0.322,0.522,0.067,,,,0.194,0.276,0.42,0.333,0.647,0.161,128.0,102.0,107.0,0.316,0.589,0.162
2024/07/07,1:41 PM.,DET,CIN,home,Partly Cloudy.,86,669373,C,3,0,1,1,0,0,0,0,0,2,1,.500,.500,1.000,1.500,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,,,,0.205,0.332,,0.149,,0.042,0.271,1.84,,1.25,0.78,,1.26,1.13,96.8,,86.3,96.6,88.7,,78.5,,,,0.207,0.305,0.16,0.197,0.286,0.277,,,,0.158,0.316,0.175,0.216,0.322,0.461,95.0,91.0,101.0,0.169,0.364,0.346
2024/06/29,1:18 PM.,STL,CIN,away,Partly Cloudy.,88,543243,C,5,2,3,3,0,0,1,0,0,1,2,.600,.600,1.200,1.800,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.0,0.064,-0.05,0.19,1.64,0.94,0.7,-2.42,-2.25,92.4,87.7,88.3,92.7,84.8,80.0,75.4,0.142,0.205,0.444,0.2,0.385,0.208,0.333,0.567,0.182,0.287,0.494,0.308,0.21,0.452,0.331,0.357,0.714,0.328,,,,,,
