date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,wFC/C,wSL/C,vFC,vSL,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024/07/23,8:29 PM.,CHC,MIL,away,Cloudy.,70,592791,DH,1,0,0,0,0,0,0,0,2,0,1,.315,.406,.504,.910,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,78.0,102.0,95.0,104.0,111.0,113.0,66.0,106.0,96.0,74.0,104.0,92.0,0.109,0.296,0.147,0.043,-0.27,1.47,-1.04,-2.45,92.3,86.0,92.5,79.5,0.219,0.297,0.085,0.232,0.424,0.23,0.287,0.497,0.147,0.273,0.576,0.148,,,,104.0,116.0,120.0,92.0,103.0,98.0,0.251,0.155,2.12,0.65,86.5,80.4,0.183,0.296,0.317,0.252,0.31,0.191,,,,,,,,,,,,,,,,,,
2024/07/22,7:05 PM.,CHC,MIL,away,Partly Cloudy.,74,665871,DH,3,0,0,0,0,0,0,0,1,1,1,.316,.403,.506,.909,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,98.0,101.0,97.0,68.0,102.0,92.0,75.0,101.0,92.0,0.357,0.158,0.116,0.046,-0.91,0.51,-0.4,-1.65,91.5,83.7,91.4,76.8,0.236,0.373,0.111,0.178,0.329,0.3,0.319,0.472,0.201,0.296,0.296,0.125,,,,114.0,94.0,100.0,96.0,97.0,92.0,0.216,0.107,-0.73,-1.54,87.9,80.1,0.174,0.37,0.341,0.315,0.583,0.142,0.364,0.636,0.368,,,,,,,,,,,,,,,
2024/07/20,6:24 PM.,MIN,MIL,away,Cloudy.,83,641154,DH,5,0,0,0,0,0,1,0,0,1,1,.320,.405,.511,.916,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,0.073,0.407,0.1,0.201,1.65,-2.77,-1.28,-0.14,95.0,88.5,94.5,82.4,0.426,0.639,0.142,0.23,0.446,0.341,0.208,0.352,0.259,0.281,0.359,0.249,,,,106.0,103.0,110.0,,,,,0.219,,-0.84,,84.5,0.239,0.436,0.331,,,,,,,,,,,,,,,,,,,,,
2024/07/16,7:19 PM.,AL,NL,away,Roof Closed.,74,669203,RF,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,0.078,,0.215,0.11,,-0.5,0.44,0.2,,89.2,97.0,80.3,0.235,0.412,0.157,0.2,0.326,0.378,,,,0.194,0.339,0.377,,,,133.0,105.0,120.0,125.0,105.0,108.0,0.45,0.146,1.37,0.7,95.3,87.2,0.125,0.5,0.457,0.251,0.362,0.19,0.196,0.268,0.463,,,,,,,,,,,,,,,
2024/07/14,1:10 PM.,WSH,MIL,home,Partly Cloudy.,82,663623,DH,4,1,1,1,0,0,0,0,1,1,2,.326,.412,.521,.933,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,0.205,0.379,0.313,0.035,0.44,-0.64,0.24,1.34,93.9,88.4,93.3,81.1,0.325,0.497,0.149,0.226,0.42,0.251,0.204,0.381,0.235,0.125,0.125,0.349,,,,110.0,115.0,117.0,78.0,102.0,93.0,0.065,0.003,0.06,-14.34,89.9,85.9,,,,0.283,0.522,0.204,,,,,,,,,,,,,,,,,,
2024/07/12,7:10 PM.,WSH,MIL,home,Clear.,82,671131,DH,2,0,0,0,0,0,0,0,1,1,1,.327,.412,.521,.933,671131,jacksonrutledge,Rutledge,Right,Jackson Rutledge,WSN,3.24,5.14,8.1,98.0,100.0,98.0,0.787,9.72,2.16,8.64,1.08,1.67,0.227,0.364,0.182,0.318,0.446,,,,53.0,113.0,151.0,109.0,109.0,106.0,91.0,96.0,90.0,0.338,0.151,0.029,,-2.23,-1.13,5.86,,95.9,,95.2,79.3,0.333,0.75,0.105,,,,0.375,0.5,0.143,,,,,,,115.0,112.0,112.0,94.0,92.0,87.0,0.158,0.237,-1.39,4.22,88.4,83.8,,,,0.25,0.25,0.222,0.0,0.0,0.727,135.0,81.0,97.0,0.086,-2.77,85.2,,,,,,,,,
2024/07/11,1:11 PM.,PIT,MIL,home,Cloudy.,77,694973,DH,4,0,0,0,0,0,0,0,0,1,0,.329,.411,.525,.936,694973,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.53,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.235,0.427,82.0,108.0,107.0,105.0,100.0,104.0,98.0,107.0,103.0,80.0,95.0,86.0,0.284,0.392,0.108,0.054,0.64,3.52,-0.18,2.34,98.8,87.3,94.0,83.0,0.184,0.234,0.293,0.25,0.375,0.337,0.23,0.351,0.242,0.088,0.118,0.548,,,,131.0,101.0,113.0,,,,,0.162,,0.8,,85.4,0.104,0.188,0.226,,,,0.286,0.571,0.328,,,,,,,,,,,,,,,
2024/07/10,7:10 PM.,PIT,MIL,home,Clear.,74,527048,DH,3,1,2,0,0,0,0,1,1,0,1,.335,.417,.534,.951,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,71.0,109.0,99.0,74.0,102.0,98.0,56.0,92.0,86.0,78.0,101.0,93.0,0.358,0.053,0.141,0.227,-8.23,0.57,0.62,-1.27,91.3,83.4,90.7,77.9,0.275,0.383,0.097,0.246,0.354,0.29,0.458,0.917,0.043,0.28,0.448,0.341,,,,70.0,111.0,119.0,70.0,101.0,93.0,0.221,0.0,-0.61,-51.06,87.9,82.8,,,,0.28,0.57,0.212,,,,,,,,,,,,,,,,,,
2024/07/09,7:10 PM.,PIT,MIL,home,Cloudy.,73,676596,LF,2,0,1,0,0,0,0,1,2,0,0,.331,.412,.532,.944,676596,joshfleming,Fleming,Left,Josh Fleming,PIT,4.02,4.31,31.1,96.0,67.0,89.0,0.843,4.88,4.02,9.77,0.86,2.04,0.198,0.396,0.179,0.292,0.331,69.0,100.0,89.0,100.0,91.0,89.0,142.0,135.0,123.0,50.0,90.0,86.0,0.378,0.004,0.062,0.301,1.97,-2.42,-5.88,1.56,89.8,83.2,90.4,77.9,0.4,0.578,0.218,0.333,0.778,0.294,,,,0.156,0.2,0.159,,,,,,,83.0,101.0,93.0,0.256,,1.26,,87.2,,,,,0.261,0.304,0.164,,,,,,,,,,,,,,,,,,
2024/07/07,1:10 PM.,LAD,MIL,away,Sunny.,82,680736,DH,4,3,3,1,0,1,3,0,1,0,1,.329,.407,.533,.940,680736,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,5.7,6.45,36.1,97.0,95.0,96.0,0.802,6.44,3.96,8.42,2.23,0.69,0.324,0.216,0.162,0.378,0.463,48.0,88.0,90.0,85.0,88.0,88.0,104.0,97.0,97.0,45.0,88.0,78.0,0.044,0.591,0.12,0.032,0.61,-1.16,-4.97,-3.53,95.1,83.9,91.4,82.5,0.333,0.5,0.0,0.385,0.846,0.174,0.205,0.386,0.23,,,,,,,106.0,104.0,103.0,88.0,104.0,103.0,0.13,0.083,-0.17,-6.42,87.7,84.4,,,,0.286,0.643,0.25,0.267,0.8,0.3,,,,,,,,,,,,,,,
