date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO
2024/08/14,6:40 PM.,DET,SEA,away,Clear.,82,689225,CF,5,1,0,0,0,0,0,0,0,3,1,.252,.333,.364,.697,689225,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.31,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.298,0.406,,,,120.0,99.0,101.0,122.0,93.0,100.0,,,,0.404,,0.173,,0.99,,-1.62,,95.9,,86.1,,0.222,0.272,0.212,0.241,0.552,0.271,,,,,,,103.0,108.0,110.0,84.0,106.0,97.0,,,,0.159,,0.265,,2.22,0.26,,88.4,95.5,0.212,0.4,0.319,,,,0.235,0.294,0.116,,,,,,,,,,,,,,,
2024/08/13,6:40 PM.,DET,SEA,away,Clear.,81,669373,CF,4,0,0,0,0,0,0,0,0,3,2,.261,.344,.377,.721,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,,,,112.0,104.0,103.0,111.0,99.0,103.0,,,,0.332,,0.149,,1.84,,0.78,,96.8,,88.7,,0.197,0.286,0.277,0.169,0.364,0.346,,,,0.158,0.316,0.175,97.0,104.0,114.0,95.0,105.0,104.0,,,,0.205,,0.271,,1.25,1.13,,86.3,96.6,0.216,0.322,0.461,,,,0.207,0.305,0.16,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,
2024/08/11,4:11 PM.,NYM,SEA,home,Partly Cloudy.,69,622663,CF,4,1,1,0,0,0,2,0,1,1,1,.269,.353,.388,.741,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,,,,101.0,104.0,102.0,143.0,100.0,111.0,,,,0.355,,0.242,,0.15,,0.26,,96.2,,85.6,,0.243,0.392,0.218,0.263,0.342,0.284,,,,,,,87.0,95.0,95.0,90.0,98.0,94.0,92.0,91.0,89.0,0.248,0.081,0.075,1.05,1.24,-3.63,92.6,86.1,95.6,0.358,0.66,0.186,0.2,0.3,0.26,0.278,0.414,0.122,0.139,0.238,0.386,,,,,,,,,,,,
2024/08/10,6:40 PM.,NYM,SEA,home,Clear.,75,640455,CF,5,1,1,1,0,0,0,1,0,3,2,.269,.351,.392,.743,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,,,,88.0,103.0,99.0,88.0,88.0,93.0,,,,0.113,,0.251,,1.13,,0.37,,92.3,,79.5,,0.167,0.295,0.311,0.174,0.435,0.32,,,,,,,83.0,98.0,95.0,95.0,100.0,97.0,84.0,88.0,85.0,0.447,0.071,0.118,0.97,1.36,-1.19,88.4,85.3,92.3,0.25,0.438,0.254,0.222,0.25,0.179,0.201,0.333,0.21,0.193,0.311,0.388,,,,,,,,,,,,
2024/08/09,7:12 PM.,NYM,SEA,home,Clear.,73,500779,CF,3,1,0,0,0,0,0,1,1,1,0,.272,.357,.392,.749,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,110.0,100.0,99.0,70.0,92.0,85.0,,,,,,,0.225,,,0.278,-0.32,,,-0.04,90.7,,,77.7,0.227,0.427,0.169,,,,,,,0.265,0.444,0.264,70.0,100.0,97.0,76.0,97.0,91.0,,,,0.304,,0.193,,0.82,0.5,,85.7,90.8,0.203,0.26,0.367,,,,0.249,0.431,0.131,,,,,,,,,,0.195,0.366,0.284,,,
2024/08/08,6:41 PM.,DET,SEA,home,Partly Cloudy.,80,669724,CF,4,0,0,0,0,0,0,0,0,0,0,.279,.360,.402,.762,669724,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,3.07,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,,,,84.0,111.0,102.0,120.0,105.0,107.0,,,,0.141,,0.224,,-0.24,,0.13,,95.6,,87.4,,0.222,0.5,0.359,0.227,0.409,0.133,,,,,,,88.0,95.0,97.0,80.0,103.0,98.0,,,,0.539,,0.096,,2.09,-3.75,,88.6,94.8,0.333,0.778,0.391,,,,0.231,0.246,0.088,,,,,,,,,,,,,,,
2024/08/07,6:42 PM.,DET,SEA,home,Clear.,73,669373,CF,4,0,0,0,0,0,0,0,0,1,0,.288,.370,.415,.785,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,,,,112.0,104.0,103.0,111.0,99.0,103.0,,,,0.332,,0.149,,1.84,,0.78,,96.8,,88.7,,0.197,0.286,0.277,0.169,0.364,0.346,,,,0.158,0.316,0.175,97.0,104.0,114.0,95.0,105.0,104.0,,,,0.205,,0.271,,1.25,1.13,,86.3,96.6,0.216,0.322,0.461,,,,0.207,0.305,0.16,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,
2024/08/06,6:42 PM.,DET,SEA,home,Clear.,68,672456,CF,3,0,1,0,0,0,0,0,0,0,0,.298,.382,.430,.812,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,,,,92.0,100.0,96.0,110.0,99.0,104.0,,,,0.421,,0.28,,-0.19,,0.02,,94.8,,83.5,,0.27,0.486,0.18,0.235,0.391,0.259,,,,0.269,0.615,0.224,83.0,95.0,94.0,90.0,101.0,97.0,,,,0.078,,0.109,,1.09,-2.78,,86.0,94.1,0.289,0.474,0.329,,,,0.32,0.32,0.038,,,,95.0,102.0,111.0,0.112,-3.94,78.8,,,,,,
2024/08/04,1:11 PM.,PHI,SEA,home,Sunny.,71,554430,CF,3,0,1,0,0,0,0,0,0,1,0,.297,.378,.432,.810,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,110.0,101.0,107.0,101.0,106.0,109.0,128.0,106.0,115.0,94.0,110.0,110.0,0.416,0.074,0.125,0.1,0.88,1.47,1.04,-0.98,95.3,86.1,84.9,81.8,0.209,0.395,0.296,,,,0.137,0.196,0.402,0.205,0.397,0.387,,,,111.0,103.0,107.0,92.0,97.0,94.0,0.192,0.093,,-0.23,2.68,,91.1,,94.6,,,,0.226,0.371,0.183,0.189,0.259,0.142,0.152,0.273,0.335,,,,,,,,,,,,
2024/08/03,6:42 PM.,PHI,SEA,home,Partly Cloudy.,72,689147,CF,4,0,0,0,0,0,0,0,0,0,1,.296,.379,.435,.814,689147,orionkerkering,Kerkering,Right,Orion Kerkering,PHI,2.29,3.19,63.0,102.0,128.0,111.0,0.747,10.57,2.43,7.29,0.29,2.13,0.241,0.418,0.133,0.253,0.45,,,,114.0,102.0,104.0,143.0,102.0,118.0,,,,0.292,,0.557,,0.66,,0.75,,97.6,,86.2,,0.224,0.328,0.278,,,,,,,,,,,,,99.0,97.0,100.0,,,,0.152,,,,1.52,,,,96.4,,,,,,,0.213,0.255,0.16,0.226,0.306,0.311,,,,,,,,,,,,
2024/08/02,6:41 PM.,PHI,SEA,home,Clear.,77,663969,CF,4,2,2,0,0,1,1,1,0,0,0,.308,.387,.452,.839,663969,tylerphillips,Phillips,Right,Tyler Phillips,PHI,6.87,5.97,36.2,100.0,94.0,99.0,0.799,6.87,1.72,11.05,2.21,1.13,0.122,0.496,0.171,0.358,0.419,107.0,112.0,116.0,68.0,92.0,90.0,121.0,95.0,102.0,,,,0.187,,0.292,0.144,3.13,,-2.49,-0.37,92.7,,82.5,81.0,0.219,0.313,0.214,,,,,,,0.174,0.304,0.222,82.0,110.0,104.0,80.0,101.0,91.0,,,,0.311,,0.066,,-1.15,-9.69,,85.7,93.7,0.6,1.1,0.182,,,,0.35,0.7,0.118,0.311,0.511,0.329,,,,,,,,,,,,
2024/07/30,7:11 PM.,BOS,SEA,away,Clear.,84,572020,CF,5,3,2,0,0,0,0,1,0,0,2,.300,.383,.420,.803,572020,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.74,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,,,,69.0,98.0,86.0,,,,,,,0.551,,,,-0.21,,,,93.2,,,,0.264,0.431,0.144,,,,,,,0.2,0.3,0.362,72.0,95.0,95.0,64.0,107.0,97.0,82.0,95.0,83.0,0.05,0.031,0.066,-3.38,-1.01,-2.12,84.0,82.6,92.8,0.25,0.375,0.326,0.308,0.769,0.13,0.308,0.423,0.091,,,,82.0,98.0,97.0,0.303,0.57,80.8,,,,,,
2024/07/29,7:11 PM.,BOS,SEA,away,Partly Cloudy.,72,601713,LF,4,0,0,0,0,0,0,0,0,1,4,.295,.382,.421,.803,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,118.0,104.0,104.0,122.0,105.0,108.0,155.0,103.0,111.0,,,,0.486,,0.291,0.163,0.73,,-0.1,0.61,93.9,,82.6,80.0,0.239,0.399,0.218,0.143,0.393,0.326,,,,0.167,0.4,0.206,,,,,,,104.0,96.0,82.0,,0.059,,-4.63,,,88.3,,,,,,0.394,0.879,0.211,,,,0.224,0.436,0.35,,,,,,,,,,,,
2024/07/28,1:10 PM.,CWS,SEA,away,Cloudy.,81,676979,CF,5,1,2,1,0,0,0,0,0,0,1,.308,.396,.440,.836,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,,,,104.0,103.0,103.0,138.0,102.0,107.0,,,,0.537,,0.098,,1.66,,-2.29,,97.2,,84.3,,0.198,0.295,0.314,,,,,,,,,,66.0,101.0,102.0,123.0,98.0,97.0,94.0,105.0,103.0,0.021,0.284,0.059,-0.14,4.04,-0.36,91.6,91.0,97.9,0.184,0.289,0.339,0.268,0.458,0.334,0.154,0.154,0.321,0.228,0.561,0.422,,,,,,,,,,,,
2024/07/27,6:15 PM.,CWS,SEA,away,Partly Cloudy.,84,607200,CF,6,0,3,0,0,0,1,0,0,2,1,.302,.396,.430,.826,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,,,,17.0,112.0,76.0,126.0,101.0,106.0,,,,0.003,,0.202,,-6.18,,1.28,,92.9,,83.5,,0.5,0.5,0.0,,,,,,,,,,86.0,108.0,106.0,76.0,105.0,93.0,78.0,104.0,97.0,0.308,0.323,0.164,0.43,0.59,-0.54,89.9,87.7,93.0,0.228,0.351,0.165,0.262,0.47,0.232,0.25,0.358,0.202,0.165,0.309,0.251,,,,,,,,,,,,
2024/07/26,7:10 PM.,CWS,SEA,away,Clear.,76,689672,CF,3,1,1,0,0,1,1,0,1,0,0,.288,.389,.425,.814,689672,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,5.48,4.71,44.1,99.0,81.0,93.0,0.772,5.08,4.26,7.11,1.62,0.76,0.232,0.408,0.225,0.239,0.38,,,,63.0,95.0,82.0,99.0,99.0,102.0,,,,0.322,,0.184,,-1.43,,-1.97,,91.0,,81.2,,0.245,0.566,0.077,0.333,0.5,0.28,,,,,,,89.0,106.0,103.0,,,,83.0,94.0,88.0,,0.139,0.355,-0.44,,1.65,86.3,81.6,,0.164,0.311,0.379,0.182,0.409,0.071,,,,0.0,0.0,0.25,,,,,,,,,,,,
2024/07/24,12:40 PM.,LAA,SEA,home,Sunny.,65,656288,CF,4,0,1,0,0,0,0,1,0,0,2,.286,.385,.390,.775,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,75.0,96.0,96.0,73.0,94.0,86.0,107.0,100.0,110.0,,,,0.376,,0.24,0.107,-0.85,,-0.91,-0.86,93.4,,87.7,80.6,0.251,0.529,0.147,0.284,0.444,0.331,,,,0.271,0.438,0.241,96.0,102.0,102.0,76.0,89.0,78.0,,,,0.01,,0.267,,-6.83,0.48,,88.6,93.0,0.259,0.387,0.288,,,,0.429,0.857,0.0,,,,,,,,,,,,,,,
2024/07/23,6:40 PM.,LAA,SEA,home,Clear.,73,667755,CF,3,0,0,0,0,0,0,0,1,0,1,.288,.391,.397,.788,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,,,,96.0,92.0,86.0,117.0,92.0,99.0,120.0,100.0,112.0,0.146,0.081,0.055,,-2.05,0.8,0.02,,98.8,92.7,91.5,,0.356,0.622,0.103,0.143,0.214,0.463,0.15,0.3,0.329,0.226,0.376,0.402,,,,95.0,95.0,96.0,,,,0.464,,,,2.22,,,,97.7,,,,,,,0.214,0.26,0.167,,,,98.0,96.0,108.0,0.254,-0.42,86.4,,,,,,
2024/07/22,6:42 PM.,LAA,SEA,home,Cloudy.,63,542881,CF,4,0,2,0,0,0,0,0,0,1,1,.300,.398,.414,.812,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,,,,89.0,99.0,96.0,80.0,141.0,142.0,,,,0.396,,0.013,0.001,-0.73,,-0.06,-3.14,89.4,,81.3,71.6,0.272,0.494,0.183,0.0,0.0,0.357,,,,,,,105.0,100.0,105.0,66.0,95.0,83.0,99.0,100.0,96.0,0.033,0.185,0.371,-0.41,-3.87,1.32,84.3,78.9,88.1,0.185,0.259,0.396,0.264,0.455,0.247,0.261,0.696,0.152,,,,,,,,,,,,,,,
2024/07/21,1:11 PM.,HOU,SEA,home,Overcast.,64,669854,CF,4,0,2,1,0,0,0,1,0,1,1,.288,.392,.409,.801,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,75.0,96.0,100.0,85.0,95.0,90.0,89.0,103.0,101.0,,,,0.383,,0.302,0.094,-0.42,,2.24,2.55,93.4,,86.4,80.1,0.232,0.497,0.192,0.18,0.284,0.333,,,,0.071,0.071,0.376,119.0,104.0,108.0,,,,,,,,,0.221,,,-0.16,,85.2,,0.188,0.356,0.343,,,,,,,,,,,,,,,,,,,,,
2024/07/20,6:42 PM.,HOU,SEA,home,Clear.,81,664285,RF,3,1,1,0,0,0,0,2,1,1,0,.274,.387,.387,.774,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,129.0,96.0,108.0,60.0,102.0,94.0,107.0,102.0,110.0,,,,0.012,,0.043,0.313,-4.64,,-0.2,1.59,94.5,,85.1,79.7,0.4,1.0,0.273,0.233,0.467,0.383,,,,0.121,0.187,0.398,130.0,96.0,104.0,98.0,99.0,97.0,,,,0.458,,0.175,,1.46,0.62,,89.9,94.1,0.226,0.278,0.354,,,,0.276,0.399,0.116,,,,,,,,,,,,,,,
2024/07/19,7:10 PM.,HOU,SEA,home,Clear.,78,686613,RF,3,0,2,0,0,0,0,0,0,1,0,.271,.380,.390,.770,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,,,,110.0,101.0,102.0,110.0,103.0,107.0,,,,0.347,,0.051,,0.16,,1.7,,96.0,,89.1,,0.244,0.413,0.288,0.2,0.2,0.236,,,,0.237,0.421,0.305,84.0,101.0,102.0,93.0,102.0,98.0,90.0,103.0,101.0,0.182,0.17,0.126,0.14,0.92,0.95,92.4,88.4,95.6,0.221,0.26,0.296,0.23,0.363,0.216,0.275,0.321,0.161,,,,127.0,100.0,106.0,0.125,-0.79,82.9,,,,,,
2024/07/14,1:08 PM.,LAA,SEA,away,Partly Cloudy.,81,608334,LF,2,1,0,0,0,0,0,2,1,1,3,.250,.368,.375,.743,608334,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.74,86.2,101.0,94.0,98.0,0.772,8.41,4.15,8.41,1.14,1.04,0.214,0.429,0.115,0.361,0.393,109.0,102.0,103.0,85.0,105.0,103.0,114.0,96.0,98.0,,,,0.234,,0.204,0.056,0.19,,1.22,-7.73,93.1,,87.0,82.4,0.224,0.447,0.195,0.157,0.294,0.284,,,,0.471,1.118,0.393,90.0,104.0,102.0,88.0,100.0,94.0,,,,0.237,,0.27,,0.39,-0.64,,87.8,92.6,0.228,0.347,0.367,,,,0.299,0.39,0.118,0.286,0.714,0.458,,,,,,,,,,,,
2024/07/13,6:38 PM.,LAA,SEA,away,Clear.,77,667755,LF,4,0,3,1,0,0,0,0,0,1,0,.259,.359,.389,.748,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,,,,96.0,92.0,86.0,117.0,92.0,99.0,120.0,100.0,112.0,0.146,0.081,0.055,,-2.05,0.8,0.02,,98.8,92.7,91.5,,0.356,0.622,0.103,0.143,0.214,0.463,0.15,0.3,0.329,0.226,0.376,0.402,,,,95.0,95.0,96.0,,,,0.464,,,,2.22,,,,97.7,,,,,,,0.214,0.26,0.167,,,,98.0,96.0,108.0,0.254,-0.42,86.4,,,,,,
2024/07/12,6:38 PM.,LAA,SEA,away,Partly Cloudy.,75,542881,LF,2,0,0,0,0,0,0,0,0,0,0,.220,.333,.340,.673,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,,,,89.0,99.0,96.0,80.0,141.0,142.0,,,,0.396,,0.013,0.001,-0.73,,-0.06,-3.14,89.4,,81.3,71.6,0.272,0.494,0.183,0.0,0.0,0.357,,,,,,,105.0,100.0,105.0,66.0,95.0,83.0,99.0,100.0,96.0,0.033,0.185,0.371,-0.41,-3.87,1.32,84.3,78.9,88.1,0.185,0.259,0.396,0.264,0.455,0.247,0.261,0.696,0.152,,,,,,,,,,,,,,,
2024/07/11,6:38 PM.,LAA,SEA,away,Clear.,77,686799,CF,1,0,0,0,0,0,0,0,0,0,0,.229,.345,.354,.699,686799,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,111.0,95.0,106.0,87.0,95.0,90.0,,,,,,,0.062,,,0.184,-1.87,,,-1.06,96.3,,,85.0,0.167,0.5,0.364,,,,,,,0.235,0.412,0.25,74.0,103.0,98.0,99.0,103.0,102.0,,,,0.724,,0.03,,0.89,-3.35,,88.3,95.8,0.333,0.444,0.067,,,,0.286,0.411,0.121,,,,,,,,,,,,,,,
2024/07/09,6:40 PM.,SD,SEA,away,Clear.,72,800049,CF,2,0,1,1,0,0,1,0,0,1,0,.234,.351,.362,.713,800049,adammazur,Mazur,Right,Adam Mazur,SDP,7.49,5.64,33.2,95.0,98.0,96.0,0.839,5.88,5.61,10.69,1.6,0.75,0.23,0.398,0.133,0.345,0.416,112.0,103.0,109.0,78.0,95.0,88.0,123.0,98.0,108.0,,,,0.392,,0.337,0.127,-3.03,,1.16,-2.5,94.6,,86.8,80.7,0.333,0.667,0.134,0.216,0.333,0.25,,,,0.364,0.818,0.083,79.0,84.0,84.0,90.0,83.0,77.0,,,,0.041,,0.103,,-4.79,-2.61,,89.9,93.9,0.429,0.571,0.35,,,,0.429,0.429,0.083,,,,,,,,,,,,,,,
2024/07/07,1:12 PM.,TOR,SEA,home,Sunny.,74,621244,CF,1,2,1,0,0,1,1,1,1,0,0,.222,.345,.333,.678,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,111.0,102.0,106.0,82.0,99.0,92.0,,,,,,,0.183,,,0.286,-1.26,,,0.28,94.1,,,83.2,0.305,0.558,0.189,,,,,,,,,,86.0,104.0,101.0,85.0,103.0,95.0,84.0,108.0,99.0,0.337,0.035,0.16,-1.83,1.02,0.88,91.4,84.8,93.4,0.171,0.364,0.269,0.36,0.48,0.123,0.268,0.366,0.125,,,,,,,,,,0.188,0.404,0.31,,,
2024/07/05,6:42 PM.,TOR,SEA,home,Clear.,78,592332,LF,0,0,0,0,0,0,0,0,0,0,0,.205,.321,.250,.571,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,88.0,90.0,95.0,88.0,108.0,106.0,0.528,0.334,0.084,,0.43,0.51,-1.21,,93.9,86.0,82.7,,0.277,0.466,0.175,0.268,0.439,0.266,0.169,0.262,0.335,,,,,,,90.0,102.0,94.0,,,,0.054,,,,-3.21,,,,93.3,,,,,,,0.316,0.579,0.117,,,,,,,,,,,,,,,
2024/06/30,1:12 PM.,MIN,SEA,home,Partly Cloudy.,68,657746,PH,1,0,0,0,0,0,0,0,0,0,1,.205,.321,.250,.571,657746,joeryan,Ryan,Right,Joe Ryan,MIN,3.6,2.87,135.0,107.0,99.0,104.0,0.752,9.8,1.53,7.33,1.27,0.79,0.242,0.427,0.198,0.281,0.481,,,,94.0,110.0,105.0,108.0,103.0,112.0,101.0,103.0,94.0,0.485,0.221,0.234,,1.38,0.2,-0.09,,94.0,88.6,83.1,,0.194,0.379,0.275,0.343,0.6,0.216,0.202,0.387,0.258,,,,,,,110.0,108.0,105.0,,,,0.06,,,,-0.77,,,,92.9,,,,,,,0.345,0.483,0.094,0.207,0.37,0.337,,,,,,,,,,,,
2024/06/28,6:41 PM.,MIN,SEA,home,Cloudy.,66,641927,LF,0,0,0,0,0,0,0,0,0,0,0,.209,.327,.256,.583,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,,,,0.381,,0.118,0.011,-0.01,,2.03,4.57,91.7,,80.3,76.0,0.258,0.506,0.222,0.095,0.162,0.307,,,,0.0,0.0,0.375,116.0,111.0,111.0,,,,84.0,104.0,100.0,,0.195,0.294,-0.86,,1.98,86.2,83.4,,0.154,0.285,0.395,0.279,0.504,0.229,,,,,,,,,,,,,,,,,,
2024/06/26,12:10 PM.,TB,SEA,away,Dome.,72,686752,RF,1,0,0,0,0,0,0,0,0,0,0,.209,.327,.256,.583,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,140.0,75.0,84.0,115.0,98.0,102.0,119.0,95.0,106.0,,,,0.506,,0.173,0.027,1.07,,0.51,-1.47,94.9,,89.0,80.6,0.181,0.33,0.316,0.267,0.407,0.317,,,,0.167,0.167,0.5,118.0,105.0,117.0,,,,100.0,103.0,100.0,,0.06,0.235,-0.88,,-0.47,91.6,85.8,,0.216,0.353,0.286,0.276,0.586,0.141,,,,,,,,,,,,,,,,,,
2024/06/22,4:11 PM.,MIA,SEA,away,Roof Closed.,72,641312,CF,0,0,0,0,0,0,0,0,0,0,0,.214,.333,.262,.595,641312,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,8.27,6.74,16.1,103.0,96.0,103.0,0.904,5.51,0.55,18.73,1.65,0.93,0.219,0.315,0.151,0.329,0.541,,,,94.0,104.0,101.0,117.0,104.0,107.0,,,,0.303,,0.451,,-5.15,,-1.89,,91.3,,85.6,,0.435,0.609,0.176,0.452,0.613,0.082,,,,,,,85.0,104.0,119.0,56.0,111.0,101.0,,,,0.131,,0.115,,-13.41,-0.54,,85.9,91.4,0.3,0.5,0.188,,,,0.545,1.364,0.143,0.143,0.143,0.167,,,,,,,,,,,,
2024/06/21,7:11 PM.,MIA,SEA,away,Roof Closed.,72,669432,LF,3,0,1,0,0,0,0,1,0,0,1,.214,.333,.262,.595,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,,,,66.0,101.0,93.0,74.0,93.0,91.0,,,,0.317,,0.206,,-0.26,,-1.99,,91.9,,82.4,,0.252,0.467,0.234,0.312,0.506,0.259,,,,,,,111.0,108.0,115.0,86.0,97.0,92.0,,,,0.24,,0.238,,-0.36,-1.32,,85.6,91.5,0.295,0.396,0.238,,,,0.292,0.492,0.1,,,,,,,,,,,,,,,
