date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2024/09/29,12:05 PM.,STL,SF,home,Partly Cloudy.,62,700241,2B,2,0,1,0,0,0,0,0,0,0,2,.136,.240,.273,.513,700241,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.96,3.59,23.0,107.0,82.0,101.0,0.783,7.04,0.78,6.26,0.39,3.64,0.138,0.523,0.2,0.262,0.447,46.0,110.0,100.0,67.0,117.0,105.0,117.0,107.0,113.0,,,,63.0,97.0,84.0,0.196,0.109,0.19,,0.093,2.76,2.29,0.41,,-0.49,93.0,88.9,87.3,84.3,,0.222,0.444,0.345,0.083,0.25,0.31,0.25,0.25,0.5,,,,0.2,0.4,0.294,0.333,0.333,0.182,88.0,96.0,98.0,87.0,105.0,99.0,0.35,0.061,3.74,-0.51,91.9,79.8,0.184,0.211,0.06,,,,,,,,,
2024/09/21,4:10 PM.,KC,SF,away,Partly Cloudy.,87,663903,2B,3,1,0,0,0,0,0,0,0,2,1,.100,.217,.250,.467,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,63.0,96.0,86.0,106.0,99.0,102.0,,,,,,,0.113,,0.455,,0.019,-2.09,,0.0,,-5.71,91.6,,88.1,82.9,,0.207,0.361,0.354,0.326,0.609,0.197,,,,0.327,0.571,0.35,,,,0.429,0.5,0.111,,,,70.0,101.0,91.0,0.413,,0.77,,92.2,,0.267,0.389,0.127,,,,,,,,,
2024/09/20,7:11 PM.,KC,SF,away,Clear.,93,608379,2B,0,0,0,0,0,0,0,0,0,0,0,.118,.211,.294,.505,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,83.0,103.0,99.0,97.0,89.0,90.0,,,,78.0,100.0,92.0,0.238,0.114,0.092,,0.322,0.39,-0.94,-2.39,,2.26,93.6,88.8,81.2,84.1,,0.371,0.6,0.373,0.279,0.449,0.169,0.357,0.643,0.174,,,,0.319,0.458,0.148,0.169,0.312,0.341,72.0,89.0,92.0,78.0,103.0,89.0,0.153,0.081,0.29,-1.64,93.6,75.2,0.252,0.301,0.099,,,,,,,,,
2024/09/19,1:06 PM.,BAL,SF,away,Partly Cloudy.,79,621107,2B,4,0,0,0,0,0,0,0,0,2,4,.118,.211,.294,.505,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,61.0,105.0,94.0,122.0,107.0,113.0,,,,85.0,105.0,98.0,0.09,0.282,0.097,,0.061,-0.64,1.54,0.46,,0.21,92.4,88.2,85.6,79.7,,,,,0.236,0.418,0.248,0.291,0.472,0.333,0.236,0.473,0.203,0.214,0.345,0.223,0.188,0.354,0.105,108.0,112.0,108.0,91.0,109.0,105.0,0.282,0.188,0.0,-1.27,91.7,78.8,0.293,0.404,0.133,,,,,,,,,
2024/09/18,6:37 PM.,BAL,SF,away,Cloudy.,75,665152,2B,4,0,0,0,0,0,0,0,0,1,3,.154,.267,.385,.652,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,91.0,100.0,99.0,,,,,,,99.0,102.0,98.0,0.32,0.23,,,,-0.18,0.33,,,,93.4,86.9,,,,,,,0.245,0.503,0.232,0.225,0.3,0.198,,,,0.25,0.355,0.237,,,,92.0,98.0,96.0,79.0,105.0,97.0,0.151,0.114,0.67,0.29,92.3,77.0,0.247,0.353,0.072,72.0,99.0,99.0,0.184,0.73,84.1,0.139,0.248,0.36
2024/09/17,6:37 PM.,BAL,SF,away,Overcast.,75,544150,2B,2,1,1,0,0,0,1,0,2,0,1,.222,.364,.556,.920,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,90.0,101.0,96.0,,,,,,,74.0,99.0,92.0,0.5,0.195,,,0.172,-0.36,0.73,,,-0.5,94.8,86.3,86.1,,,,,,0.276,0.469,0.228,0.174,0.348,0.252,,,,0.24,0.365,0.308,0.274,0.434,0.228,94.0,99.0,98.0,,,,,0.132,,0.41,,79.0,,,,,,,,,,,,
2024/09/15,1:35 PM.,SD,SF,home,Partly Cloudy.,61,527048,2B,3,1,1,0,0,1,1,0,0,0,0,.143,.143,.571,.714,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,71.0,109.0,99.0,56.0,92.0,86.0,70.0,111.0,119.0,,,,70.0,101.0,93.0,0.053,0.221,0.0,,0.227,-8.23,-0.61,-51.06,,-1.27,91.3,87.9,83.4,82.8,,,,,0.458,0.917,0.043,0.246,0.354,0.29,,,,0.28,0.57,0.212,0.28,0.448,0.341,74.0,102.0,98.0,78.0,101.0,93.0,0.358,0.141,0.57,0.62,90.7,77.9,0.275,0.383,0.097,,,,,,,,,
2024/09/14,6:05 PM.,SD,SF,home,Clear.,59,605397,P,1,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,110.0,101.0,107.0,95.0,100.0,95.0,145.0,98.0,106.0,,,,110.0,108.0,104.0,0.246,0.204,0.203,,0.078,-0.74,1.35,1.05,,-3.1,93.0,89.7,87.1,82.2,,,,,0.253,0.494,0.231,0.203,0.319,0.328,0.169,0.351,0.338,0.298,0.405,0.25,0.353,0.618,0.379,168.0,98.0,103.0,69.0,111.0,96.0,0.044,0.225,0.44,-0.1,92.6,81.6,0.348,0.435,0.146,,,,,,,,,
2024/09/13,7:15 PM.,SD,SF,home,Clear.,62,656302,2B,3,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,112.0,100.0,105.0,105.0,95.0,102.0,113.0,89.0,90.0,0.435,0.006,0.471,0.079,0.009,0.22,-5.11,1.98,-0.95,-4.13,96.9,91.8,69.7,87.2,82.3,0.159,0.257,0.447,0.235,0.39,0.203,0.28,0.44,0.286,0.2,0.267,0.385,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
