date,time,series,result,opponent,team,location,weather,temp,opposingPitcherId,oppRuns,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,hits,atBats,stolenBases,rbi,leftOnBase,id,fullName,boxscoreName,PitchingHand,PlayerName,oppStarterIP,oppStarterH,oppStarterR,oppStarterER,oppStarterBB,oppStarterK,oppStarterHR,oppStarterP,oppStarterS,oppStarterERA,teamPitcherId,teamPitcherName,teamStarterIP,teamStarterER,teamStarterK,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/04/09,1:13 PM.,4,W,MIN,HOU,away,Partly Cloudy.,62,641816,1,5,3,0,1,7,3,11,35,1,5,19,641816,tylermahle,Mahle,Right,Tyler Mahle,6.0,8,4,4,1,6,1,90,61,4.09,686613,Hunter Brown,7.0,0,7,MIN,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.232,0.348,0.203,0.246,0.359,,,,122.0,104.0,105.0,104.0,101.0,102.0,,,,0.518,0.264,,,1.08,-0.02,,,92.6,,83.8,,0.219,0.313,0.255,0.25,0.455,0.179,,,,,,,,,,,,,44.0,122.0,104.0,,0.021,,12.66,,,84.7,,,,,,,,,100.0,116.0,112.0,0.197,-1.89,84.9,0.211,0.579,0.37200000000000005,,,,,,,,,
2023/04/10,6:40 PM.,5,W,PIT,HOU,away,Clear.,69,672710,2,8,3,0,0,7,8,13,38,0,8,23,672710,roansycontreras,Contreras,Right,Roansy Contreras,3.1,9,7,7,4,3,0,83,44,8.00,664285,Framber Valdez,7.0,2,5,PIT,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.463,0.117,0.341,0.394,69.0,91.0,89.0,90.0,96.0,93.0,108.0,105.0,111.0,,,,0.402,0.443,,0.039,-2.43,0.86,,2.33,94.3,89.4,83.6,,0.0,0.0,0.28600000000000003,0.381,0.598,0.09699999999999999,0.222,0.593,0.447,0.273,0.273,0.059000000000000004,99.0,98.0,103.0,,,,,,,,,0.117,,,-1.73,,,76.8,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/11,6:36 PM.,5,L,PIT,HOU,away,Clear.,72,656605,7,4,2,0,2,9,3,9,37,1,4,19,656605,mitchkeller,"Keller, M",Right,Mitch Keller,6.0,6,2,2,2,7,2,94,64,3.57,664299,Cristian Javier,6.0,4,3,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,100.0,106.0,100.0,142.0,104.0,123.0,,,,0.261,0.161,,0.028,0.66,-0.5,,-2.63,95.2,90.7,82.8,,0.221,0.324,0.272,0.176,0.351,0.302,0.273,0.614,0.235,0.36,0.6,0.21100000000000002,91.0,94.0,98.0,93.0,106.0,100.0,99.0,98.0,99.0,0.228,0.242,0.08,-0.07,1.66,-1.97,89.7,93.9,78.0,0.316,0.503,0.23600000000000002,0.258,0.346,0.105,,,,,,,,,,,,,,,,,,
2023/04/12,12:35 PM.,5,W,PIT,HOU,away,Sunny.,77,448179,0,7,3,0,2,2,5,12,37,1,7,17,448179,richhill,Hill,Left,Rich Hill,6.0,5,2,2,2,0,1,95,62,7.20,664353,José Urquidy,6.0,0,2,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,77.0,102.0,94.0,90.0,92.0,97.0,,,,0.342,0.088,0.008,0.023,-0.32,-2.52,-3.65,-0.06,88.4,83.0,71.1,67.1,0.5,0.929,0.125,0.249,0.454,0.218,0.283,0.47,0.174,0.263,0.421,0.037000000000000005,116.0,94.0,103.0,98.0,101.0,98.0,85.0,97.0,93.0,0.04,0.147,0.354,-1.27,2.5,-1.16,83.3,86.1,72.0,0.39,0.701,0.19899999999999998,0.105,0.105,0.226,,,,,,,,,,,,,,,,,,
2023/04/14,7:10 PM.,6,L,TEX,HOU,home,Roof Closed.,73,527048,6,2,1,0,2,8,4,6,32,0,2,16,527048,martinperez,"Pérez, M",Left,Martín Pérez,5.0,5,2,2,4,4,2,90,56,2.87,677651,Luis Garcia,5.0,5,7,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,75.0,102.0,99.0,88.0,94.0,96.0,,,,0.04,0.01,,0.265,3.25,2.0,,-0.75,91.8,84.1,83.4,,0.0,0.0,0.2,0.167,0.222,0.146,0.063,0.063,0.353,0.316,0.447,0.278,78.0,101.0,100.0,73.0,102.0,95.0,79.0,99.0,88.0,0.428,0.221,0.037,-2.02,0.44,3.35,89.2,91.6,79.1,0.342,0.64,0.11699999999999999,0.244,0.394,0.09699999999999999,,,,,,,,,,,,,,,,,,
2023/04/15,6:09 PM.,6,W,TEX,HOU,home,Roof Closed.,73,592351,2,8,2,0,0,5,4,10,34,1,7,15,592351,jongray,"Gray, Jn",Right,Jon Gray,2.0,1,1,1,1,2,0,29,19,3.21,686613,Hunter Brown,7.0,0,5,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,82.0,100.0,92.0,116.0,103.0,109.0,,,,0.424,0.398,,0.116,-1.83,2.33,,1.71,95.7,88.8,87.2,,0.105,0.211,0.324,0.346,0.551,0.179,0.263,0.737,0.27,0.211,0.268,0.213,99.0,90.0,98.0,,,,,,,,,0.062,,,-1.69,,,78.2,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/16,6:11 PM.,6,L,TEX,HOU,home,Roof Closed.,73,571760,9,1,1,0,0,8,7,4,29,3,1,22,571760,andrewheaney,Heaney,Left,Andrew Heaney,5.0,2,0,0,3,4,0,88,50,4.97,664285,Framber Valdez,6.0,1,7,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,107.0,99.0,99.0,94.0,104.0,108.0,,,,0.579,0.252,,0.169,0.1,-1.35,,-0.11,92.5,84.0,82.0,,0.259,0.443,0.29600000000000004,0.236,0.431,0.256,,,,0.274,0.452,0.24,80.0,143.0,68.0,,,,,,,,,0.0,,,-3.87,,,74.4,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/17,7:10 PM.,7,W,TOR,HOU,home,Roof Closed.,73,592332,2,9,3,0,2,12,3,10,33,0,9,12,592332,kevingausman,Gausman,Right,Kevin Gausman,4.2,7,8,7,2,5,2,93,55,3.65,664299,Cristian Javier,5.0,1,5,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,0.108,,,1.13,-0.97,,,94.7,,83.6,,0.348,0.565,0.353,0.243,0.409,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.307,0.43200000000000005,,,,,,,,,
2023/04/18,7:10 PM.,7,L,TOR,HOU,home,Roof Closed.,73,605135,4,2,1,0,0,9,1,8,36,0,2,15,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,6.1,3,0,0,1,5,0,97,66,5.40,664353,José Urquidy,4.1,4,4,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,74.0,106.0,98.0,106.0,93.0,102.0,,,,0.093,0.136,,0.065,-3.9,-0.72,,1.71,92.4,84.1,75.6,,0.227,0.636,0.191,0.333,0.652,0.20600000000000002,0.192,0.295,0.318,0.189,0.351,0.10099999999999999,93.0,92.0,100.0,92.0,104.0,98.0,95.0,105.0,102.0,0.393,0.153,0.126,-1.13,2.11,0.67,87.8,91.9,70.7,0.274,0.496,0.253,0.22,0.336,0.14400000000000002,78.0,84.0,84.0,0.033,-3.07,82.6,0.375,0.563,0.226,,,,,,,,,
2023/04/19,7:11 PM.,7,W,TOR,HOU,home,Roof Closed.,73,621244,1,8,1,0,1,4,2,8,31,1,8,5,621244,joseberrios,Berríos,Right,José Berríos,7.0,3,2,2,1,3,0,77,52,6.23,677651,Luis Garcia,7.0,0,9,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,96.0,103.0,99.0,,,,,,,0.204,,,0.185,0.72,,,-0.38,94.3,84.1,,,,,,0.254,0.456,0.276,,,,0.245,0.409,0.33,116.0,104.0,110.0,92.0,104.0,99.0,,,,0.315,,0.296,,0.61,0.31,,93.8,82.6,,,,0.255,0.398,0.131,,,,,,,,,,0.216,0.357,0.305,,,,,,
2023/04/21,7:20 PM.,8,W,ATL,HOU,away,Overcast.,75,693821,4,6,3,0,1,8,3,11,36,1,5,22,693821,bryceelder,Elder,Right,Bryce Elder,6.0,5,1,0,1,6,0,98,59,1.14,686613,Hunter Brown,4.2,4,7,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,,,,0.134,0.353,,0.137,-1.13,0.97,,1.3,90.7,85.0,82.7,,0.21,0.393,0.337,0.286,0.495,0.19399999999999998,,,,0.188,0.235,0.23600000000000002,,,,82.0,96.0,90.0,,,,0.376,,,,0.01,,,89.5,,,,,0.28,0.402,0.134,,,,,,,,,,,,,,,,,,
2023/04/22,7:19 PM.,8,W,ATL,HOU,away,Clear.,68,657140,3,6,0,0,2,7,1,11,40,1,6,16,657140,kylewright,Wright,Right,Kyle Wright,5.0,7,4,3,1,2,2,95,58,5.93,664285,Framber Valdez,7.0,3,9,ATL,6.97,5.37,31.0,96.0,103.0,94.0,0.785,9.87,4.94,11.61,1.45,3.28,0.19,0.48,0.14,0.34,0.41,62.0,67.0,51.0,71.0,99.0,92.0,58.0,67.0,74.0,120.0,98.0,103.0,0.155,0.014,0.473,0.063,-1.42,-16.59,0.97,0.41,93.3,88.3,87.1,84.0,,,,0.3,0.5,0.23800000000000002,0.162,0.382,0.314,0.0,0.0,0.091,,,,81.0,95.0,89.0,,,,0.296,,,,-5.6,,,92.7,,,,,0.568,0.676,0.079,,,,,,,,,,,,,,,,,,
2023/04/23,1:35 PM.,8,W,ATL,HOU,away,Sunny.,64,608331,2,5,1,0,0,11,5,9,33,1,5,18,608331,maxfried,Fried,Left,Max Fried,6.2,3,0,0,3,5,0,107,70,0.60,664299,Cristian Javier,6.0,1,10,ATL,2.55,2.73,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.393,0.147,0.242,0.379,89.0,101.0,106.0,90.0,98.0,99.0,105.0,98.0,105.0,,,,0.332,0.11,,0.165,0.71,-0.19,,1.75,94.0,86.2,83.6,,0.4,0.9,0.275,0.291,0.418,0.177,0.109,0.109,0.391,0.232,0.286,0.377,114.0,98.0,106.0,79.0,98.0,88.0,,,,0.117,0.044,0.231,1.44,-0.71,2.64,87.5,93.5,74.2,0.091,0.364,0.19,0.302,0.395,0.23199999999999998,,,,,,,,,,,,,,,,,,
2023/04/24,6:40 PM.,9,L,TB,HOU,away,Dome.,72,671737,8,3,2,1,2,9,1,6,31,0,3,9,671737,tajbradley,"Bradley, T",Right,Taj Bradley,5.0,4,3,3,0,6,2,82,53,3.52,664353,José Urquidy,2.2,6,3,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,131.0,101.0,109.0,,,,,,,0.449,,,,-0.8,,,,96.1,,,,,,,0.277,0.559,0.191,0.169,0.338,0.22399999999999998,,,,88.0,107.0,111.0,,,,106.0,99.0,99.0,0.001,0.248,0.167,-1.32,0.0,0.04,88.9,97.8,79.0,0.312,0.581,0.295,,,,,,,0.136,0.62,89.3,0.19,0.333,0.41,,,,,,,,,
2023/04/25,6:40 PM.,9,W,TB,HOU,away,Dome.,72,656876,0,5,5,0,0,7,3,11,37,2,5,18,656876,drewrasmussen,Rasmussen,Right,Drew Rasmussen,4.2,9,5,5,2,5,0,94,67,3.33,677651,Luis Garcia,6.0,0,7,TBR,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.169,0.203,0.487,,,,131.0,111.0,122.0,115.0,121.0,130.0,,,,0.295,0.151,,,0.17,3.01,,,95.7,,84.5,,0.129,0.161,0.245,0.275,0.333,0.20800000000000002,0.2,0.2,0.261,,,,71.0,106.0,103.0,98.0,109.0,99.0,133.0,104.0,106.0,0.122,0.359,0.073,1.83,2.15,1.91,88.2,95.1,80.0,0.204,0.327,0.275,0.273,0.364,0.171,,,,,,,,,,,,,,,,,,
2023/04/26,6:41 PM.,9,W,TB,HOU,away,Dome.,72,676534,0,1,0,0,0,5,4,5,30,0,1,15,676534,calvinfaucher,Faucher,Right,Calvin Faucher,2.0,1,1,1,2,1,0,43,23,5.68,686613,Hunter Brown,7.0,0,8,TBR,7.01,6.61,25.2,102.0,113.0,104.0,0.777,8.77,4.21,10.87,1.4,1.64,0.268,0.366,0.159,0.329,0.444,,,,,,,132.0,104.0,108.0,,,,,0.296,,,,0.16,,,,,87.2,,0.267,0.4,0.26,,,,0.333,0.333,0.294,,,,90.0,101.0,105.0,93.0,97.0,98.0,109.0,102.0,100.0,0.288,0.315,0.101,-0.08,-2.24,-2.81,91.1,95.0,84.6,0.258,0.29,0.213,0.364,0.864,0.182,,,,,,,,,,,,,,,,,,
2023/04/28,7:11 PM.,10,L,PHI,HOU,home,Roof Closed.,73,605400,3,1,0,0,1,8,0,3,30,0,1,6,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,8.0,3,1,1,0,6,1,107,72,4.46,664285,Framber Valdez,7.0,3,3,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,95.0,107.0,103.0,,,,118.0,105.0,113.0,0.295,,0.316,0.126,-0.03,,0.47,0.14,92.7,85.9,,79.4,,,,0.246,0.503,0.217,0.221,0.398,0.33299999999999996,0.22,0.319,0.319,,,,100.0,107.0,101.0,111.0,110.0,105.0,0.188,0.075,,0.4,0.46,,86.3,91.8,,0.246,0.508,0.301,0.279,0.416,0.106,,,,,,,,,,,,,,,,,,
2023/04/29,4:10 PM.,10,L,PHI,HOU,home,Roof Closed.,73,554430,6,1,1,0,1,11,1,6,33,1,1,13,554430,zackwheeler,Wheeler,Right,Zack Wheeler,6.0,3,0,0,1,7,0,104,69,3.86,664299,Cristian Javier,5.2,3,6,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,112.0,109.0,114.0,107.0,101.0,111.0,,,,0.435,0.123,,0.004,1.69,0.36,,-6.22,95.8,90.8,84.4,,0.198,0.36,0.392,0.199,0.333,0.314,0.264,0.473,0.33,,,,116.0,105.0,114.0,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.144,0.115,-0.63,1.62,-1.61,90.9,95.2,81.4,0.27,0.426,0.228,0.252,0.308,0.192,,,,,,,,,,,,,,,,,,
2023/04/30,6:10 PM.,10,W,PHI,HOU,home,Roof Closed.,73,663559,3,4,2,0,1,7,3,9,31,0,3,18,663559,baileyfalter,Falter,Left,Bailey Falter,4.1,8,4,4,3,3,1,77,50,5.01,664353,José Urquidy,5.1,2,3,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,72.0,105.0,96.0,77.0,105.0,100.0,,,,0.444,0.189,,0.046,-0.08,-1.91,,-0.8,90.7,84.6,84.5,,0.288,0.746,0.19899999999999998,0.305,0.435,0.156,0.267,0.493,0.209,0.273,0.364,0.33299999999999996,87.0,108.0,105.0,77.0,103.0,92.0,,,,0.072,,0.225,,-1.63,-0.85,,90.7,76.5,,,,0.333,0.571,0.133,,,,0.024,3.65,85.0,0.0,0.0,0.33299999999999996,,,,,,,,,
