date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2024-07-02,7:10 PM.,TB,KC,home,Cloudy.,92,641793,3B,1,0,0,0,0,0,0,0,0,0,1,0.205,0.316,0.259,0.575,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,54.0,110.0,91.0,67.0,103.0,91.0,,,,,,,0.148,0.221,,,,0.58,,-0.6,,,92.4,,,91.6,,0.245,0.358,0.191,,,,,,,,,,102.0,99.0,98.0,0.399,0.45,85.7,0.257,0.427,0.227,0.265,0.439,0.141,,,,,,,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,,,,0.406,0.594,0.115,,,
2024-06-30,1:11 PM.,CLE,KC,home,Sunny.,78,671106,3B,3,0,0,0,0,0,0,0,1,1,1,0.207,0.318,0.261,0.579,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,60.0,98.0,88.0,,,,,,,91.0,97.0,96.0,,0.484,0.146,,0.183,-1.54,-0.03,,,-0.92,91.2,85.3,81.7,,,0.342,0.609,0.147,0.245,0.491,0.202,,,,0.237,0.438,0.269,89.0,98.0,86.0,0.187,-2.55,78.6,,,,,,,,,,,,,,,,,,,,,,,,,0.273,0.576,0.333,,,
2024-06-29,3:14 PM.,CLE,KC,home,Cloudy.,89,676440,3B,3,0,0,0,0,0,0,0,0,1,0,0.213,0.32,0.269,0.589,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,92.0,103.0,98.0,89.0,64.0,93.0,,,,,,,0.003,0.434,,,0.18,-0.69,,-1.41,,0.13,94.6,,82.5,93.9,,0.282,0.476,0.213,0.141,0.225,0.368,0.208,0.458,0.184,0.238,0.431,0.291,113.0,102.0,109.0,0.278,1.74,86.2,0.196,0.411,0.299,,,,119.0,109.0,112.0,0.105,-0.9,81.3,,,,,,,,,,,,,,,,,,
2024-06-28,7:11 PM.,CLE,KC,home,Partly Cloudy.,87,663474,3B,2,0,0,0,0,0,0,0,2,0,3,0.219,0.328,0.276,0.604,663474,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.67,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,98.0,86.0,87.0,,,,,,,,,,,0.524,,,,-2.18,,,,,91.1,,,,,0.303,0.652,0.103,,,,0.176,0.341,0.373,,,,106.0,87.0,90.0,0.21,1.48,85.4,0.143,0.143,0.376,,,,97.0,102.0,100.0,0.266,-0.16,77.7,,,,,,,,,,,,,,,,,,
2024-06-27,7:11 PM.,CLE,KC,home,Cloudy.,84,594902,3B,2,0,0,0,0,0,0,1,1,1,3,0.223,0.322,0.282,0.604,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,57.0,94.0,83.0,57.0,108.0,94.0,,,,,,,0.29,0.314,,,0.091,-0.21,,0.56,,-0.79,89.9,,83.9,90.4,,0.268,0.504,0.166,,,,0.206,0.365,0.18,0.279,0.382,0.185,105.0,102.0,101.0,0.218,-0.01,79.4,0.238,0.476,0.419,0.227,0.392,0.133,43.0,106.0,93.0,0.088,-0.11,76.9,,,,,,,,,,,,,0.231,0.413,0.241,,,
2024-06-26,1:10 PM.,MIA,KC,home,Partly Cloudy.,79,678368,3B,4,1,1,0,0,0,1,0,0,0,0,0.228,0.322,0.287,0.609,678368,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.67,5.14,68.2,99.0,73.0,91.0,0.818,5.77,2.75,9.04,1.97,0.58,0.281,0.404,0.184,0.368,0.427,99.0,95.0,96.0,54.0,102.0,84.0,,,,,,,67.0,98.0,91.0,,0.374,0.253,,0.144,-0.41,1.23,,,-3.12,89.2,82.8,81.1,,,0.247,0.454,0.133,0.205,0.438,0.163,0.333,0.741,0.283,0.326,0.488,0.296,100.0,105.0,104.0,0.103,0.03,77.7,,,,,,,93.0,94.0,94.0,0.125,-3.5,73.7,,,,,,,,,,,,,0.233,0.433,0.286,,,
2024-06-25,7:10 PM.,MIA,KC,home,Clear.,94,630023,PH,1,0,0,0,0,0,0,0,0,0,1,0.227,0.325,0.289,0.614,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.71,30.0,97.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.301,0.443,,,,69.0,97.0,84.0,100.0,97.0,97.0,,,,,,,0.297,0.165,,,,-6.18,,-6.8,,,93.0,,,92.7,,0.333,0.833,0.289,,,,,,,,,,154.0,97.0,106.0,0.39,0.86,85.2,0.2,0.286,0.244,0.522,0.826,0.127,,,,,,,98.0,99.0,92.0,0.148,0.1,85.7,0.182,0.318,0.205,,,,,,,,,
2024-06-23,1:37 PM.,TEX,KC,away,Roof Closed.,74,453286,2B,4,0,0,0,0,0,0,0,0,0,0,0.229,0.327,0.292,0.619,453286,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.95,3.86,43.1,106.0,84.0,103.0,0.732,8.31,2.08,8.31,1.45,0.7,0.278,0.437,0.175,0.286,0.422,59.0,110.0,106.0,78.0,105.0,100.0,,,,,,,121.0,119.0,105.0,,0.439,0.061,,0.139,0.05,2.89,,,-1.96,92.5,86.6,82.8,,,0.262,0.492,0.222,0.222,0.278,0.143,0.333,0.611,0.4,0.192,0.462,0.255,100.0,106.0,105.0,0.221,1.2,85.0,0.214,0.333,0.438,,,,84.0,101.0,103.0,0.139,-2.13,74.7,,,,,,,,,,,,,,,,,,
2024-06-22,3:07 PM.,TEX,KC,away,Roof Closed.,74,592351,2B,3,0,0,0,0,0,0,0,0,2,0,0.239,0.339,0.304,0.643,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,73.0,103.0,91.0,,,,,,,,,,,0.444,,,0.071,-0.71,,,,-1.39,94.9,,88.7,,,0.311,0.443,0.15,,,,0.333,0.333,0.267,0.257,0.543,0.19,97.0,105.0,105.0,0.439,0.77,88.6,0.213,0.344,0.334,,,,97.0,97.0,102.0,0.046,-0.7,78.9,,,,,,,,,,,,,,,,,,
2024-06-21,7:08 PM.,TEX,KC,away,Roof Closed.,74,543135,2B,4,0,1,1,0,0,0,0,0,1,1,0.247,0.349,0.315,0.664,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,75.0,105.0,98.0,,,,,,,91.0,108.0,99.0,,0.374,0.148,,,0.83,-1.41,,,,95.4,91.4,,,,0.212,0.335,0.178,0.327,0.624,0.2,0.214,0.471,0.355,,,,114.0,102.0,102.0,0.033,-0.69,86.3,0.269,0.462,0.25,,,,99.0,104.0,104.0,0.137,-0.79,76.7,127.0,101.0,110.0,0.308,1.55,88.4,0.2,0.286,0.368,,,,,,,,,
2024-06-20,12:37 PM.,OAK,KC,away,Partly Cloudy.,63,687765,2B,4,0,0,0,0,0,0,0,0,1,0,0.247,0.353,0.306,0.659,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,,,,40.0,97.0,84.0,,,,99.0,100.0,96.0,0.146,,0.396,,0.011,,-0.41,-1.41,,-7.88,,90.7,88.4,91.9,,,,,0.278,0.472,0.176,0.196,0.351,0.31,0.571,0.857,0.0,121.0,105.0,109.0,0.326,0.01,84.3,0.278,0.493,0.276,0.338,0.403,0.16,118.0,117.0,117.0,0.121,-0.82,80.4,,,,,,,,,,,,,,,,,,
2024-06-19,6:42 PM.,OAK,KC,away,Partly Cloudy.,60,665622,2B,2,0,1,1,0,0,0,0,2,1,1,0.259,0.367,0.321,0.688,665622,luismedina,Medina,Right,Luis Medina,OAK,5.18,4.65,40.0,95.0,105.0,96.0,0.81,7.2,4.5,9.68,0.9,0.94,0.291,0.457,0.173,0.307,0.438,103.0,88.0,87.0,100.0,98.0,95.0,108.0,97.0,97.0,,,,,,,0.143,0.425,,,0.079,0.46,,-2.88,,-2.61,95.9,,89.6,95.9,,0.238,0.365,0.122,,,,0.154,0.308,0.433,0.353,0.529,0.067,111.0,90.0,95.0,0.251,-0.28,85.8,0.262,0.357,0.308,0.429,0.667,0.118,107.0,101.0,104.0,0.101,-0.19,81.2,,,,,,,,,,,,,,,,,,
2024-06-18,6:40 PM.,OAK,KC,away,Partly Cloudy.,69,663687,2B,3,1,1,0,0,1,3,0,1,0,1,0.253,0.351,0.304,0.655,663687,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.86,5.04,72.1,98.0,85.0,95.0,0.813,7.59,4.11,8.09,0.87,0.93,0.226,0.38,0.125,0.317,0.468,118.0,95.0,101.0,81.0,97.0,89.0,,,,,,,,,,,0.563,,,0.165,0.33,,,,1.22,92.9,,81.1,,,0.261,0.408,0.169,,,,0.244,0.311,0.338,0.15,0.175,0.247,87.0,100.0,102.0,0.115,-3.23,78.8,0.282,0.641,0.211,,,,59.0,102.0,106.0,0.157,-0.41,72.4,,,,,,,,,,,,,,,,,,
2024-06-15,6:10 PM.,LAD,KC,away,Clear.,77,808967,2B,2,0,0,0,0,0,1,0,0,0,1,0.25,0.344,0.263,0.607,808967,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,3.0,3.44,90.0,105.0,100.0,106.0,0.75,10.5,2.2,7.8,0.7,1.52,0.246,0.396,0.146,0.325,0.434,,,,84.0,103.0,96.0,101.0,110.0,103.0,,,,91.0,97.0,91.0,0.029,0.404,0.061,,,0.77,0.28,-1.65,,,95.5,91.5,,94.9,,0.262,0.413,0.176,0.35,0.55,0.2,0.214,0.371,0.333,,,,116.0,110.0,120.0,0.033,0.53,86.3,0.158,0.211,0.357,0.364,0.545,0.13,109.0,103.0,112.0,0.231,1.14,78.0,121.0,112.0,119.0,0.242,0.25,90.2,0.17,0.266,0.386,,,,,,,,,
2024-06-14,7:10 PM.,LAD,KC,away,Clear.,75,694813,2B,4,0,0,0,0,0,0,0,0,2,1,0.257,0.352,0.27,0.622,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,81.0,102.0,98.0,101.0,100.0,97.0,97.0,103.0,98.0,,,,80.0,101.0,94.0,0.226,0.247,0.053,,0.266,0.1,0.49,-0.69,,0.82,94.9,92.3,87.5,95.3,,0.246,0.41,0.162,0.32,0.48,0.183,0.267,0.333,0.167,0.178,0.356,0.372,136.0,111.0,117.0,0.165,0.96,88.7,0.239,0.326,0.355,0.314,0.504,0.136,93.0,102.0,102.0,0.042,1.45,83.3,,,,,,,,,,,,,0.182,0.182,0.133,,,
2024-06-13,1:10 PM.,NYY,KC,home,Sunny.,90,641482,1B,0,0,0,0,0,0,0,0,0,0,0,0.271,0.369,0.286,0.655,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,99.0,103.0,100.0,86.0,116.0,113.0,,,,109.0,100.0,102.0,0.014,0.442,0.28,,0.097,0.25,1.32,1.37,,-0.89,92.1,87.5,83.6,90.3,,0.235,0.443,0.215,0.249,0.378,0.251,,,,0.226,0.369,0.326,99.0,98.0,101.0,0.168,-1.27,78.2,0.364,0.727,0.167,0.143,0.143,0.316,,,,,,,,,,,,,,,,,,,0.284,0.511,0.25,,,
2024-06-12,7:10 PM.,NYY,KC,home,Clear.,86,547001,2B,5,0,0,0,0,0,0,0,0,2,4,0.271,0.369,0.286,0.655,547001,codypoteet,Poteet,Right,Cody Poteet,NYY,2.22,5.01,24.1,99.0,93.0,97.0,0.861,5.92,2.96,6.66,0.74,1.36,0.211,0.437,0.085,0.225,0.385,107.0,94.0,97.0,78.0,95.0,92.0,78.0,103.0,93.0,,,,,,,0.247,0.284,,,0.198,0.76,,2.57,,1.71,93.3,,86.9,92.6,,0.176,0.176,0.195,,,,0.333,0.667,0.2,0.188,0.188,0.2,133.0,92.0,101.0,0.172,1.24,81.2,,,,0.194,0.387,0.063,100.0,107.0,100.0,0.099,-1.44,78.3,,,,,,,,,,,,,0.214,0.214,0.185,,,
2024-06-11,7:10 PM.,NYY,KC,home,Partly Cloudy.,83,573186,2B,3,0,0,0,0,0,0,0,1,0,0,0.292,0.392,0.308,0.7,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,48.0,88.0,79.0,90.0,94.0,90.0,,,,106.0,101.0,99.0,0.351,0.032,0.182,,,-4.01,-0.26,-0.03,,,89.9,88.1,,90.0,,0.455,0.636,0.259,0.296,0.519,0.187,0.0,0.0,0.265,,,,93.0,102.0,102.0,0.16,-2.37,85.3,0.258,0.386,0.272,0.306,0.466,0.12,94.0,89.0,94.0,0.165,-0.03,81.3,82.0,99.0,93.0,0.111,-0.31,83.3,0.235,0.309,0.241,0.309,0.515,0.313,,,,,,
2024-06-10,7:10 PM.,NYY,KC,home,Clear.,80,607074,2B,2,0,2,0,0,0,0,0,1,0,0,0.306,0.4,0.323,0.723,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,114.0,98.0,101.0,,,,,,,100.0,83.0,82.0,,0.494,0.035,,0.129,0.05,-3.11,,,1.44,95.4,91.8,85.5,,,0.262,0.514,0.214,0.353,0.647,0.255,0.281,0.531,0.276,0.188,0.247,0.495,144.0,104.0,113.0,0.26,-0.4,86.8,0.199,0.361,0.393,,,,103.0,86.0,93.0,0.083,-1.32,81.0,,,,,,,,,,,,,,,,,,
2024-06-09,1:12 PM.,SEA,KC,home,Sunny.,76,669923,2B,4,1,1,1,0,0,0,0,0,0,1,0.283,0.366,0.3,0.666,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,102.0,107.0,101.0,106.0,108.0,108.0,114.0,110.0,113.0,97.0,99.0,93.0,0.236,0.339,0.004,0.082,,0.46,0.79,1.5,-1.95,,96.0,92.3,,96.0,83.4,0.221,0.458,0.291,,,,0.333,0.439,0.286,,,,110.0,104.0,110.0,0.237,1.28,87.2,0.226,0.316,0.271,0.263,0.354,0.105,,,,,,,109.0,100.0,108.0,0.102,-2.05,86.0,0.253,0.413,0.295,,,,,,,73.9,0.0,-3.5
2024-06-08,3:10 PM.,SEA,KC,home,Partly Cloudy.,85,622491,2B,2,2,1,0,0,0,1,0,2,1,0,0.286,0.373,0.286,0.659,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,120.0,105.0,103.0,100.0,102.0,98.0,,,,,,,0.179,0.454,,,0.143,0.97,,-0.41,,-1.63,95.6,,88.1,95.6,,0.203,0.365,0.273,,,,,,,0.287,0.545,0.265,72.0,106.0,108.0,0.224,0.65,85.7,0.207,0.357,0.358,0.298,0.457,0.105,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07,7:10 PM.,SEA,KC,home,Cloudy.,87,682243,2B,1,1,1,0,0,0,0,0,1,0,0,0.278,0.349,0.278,0.627,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,100.0,102.0,99.0,92.0,104.0,111.0,93.0,80.0,85.0,0.171,0.423,0.023,0.044,,1.53,0.14,1.55,-0.4,,95.2,92.1,,94.7,85.0,0.184,0.348,0.266,0.25,0.333,0.207,0.231,0.308,0.378,,,,122.0,96.0,101.0,0.168,-0.21,84.5,0.243,0.568,0.261,0.248,0.358,0.092,,,,,,,95.0,107.0,111.0,0.171,1.51,84.4,0.148,0.225,0.29,,,,0.24,0.4,0.188,,,
2024-06-06,1:10 PM.,CLE,KC,away,Sunny.,74,676440,2B,1,0,0,0,0,0,0,0,0,0,2,0.264,0.328,0.264,0.592,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,92.0,103.0,98.0,89.0,64.0,93.0,,,,,,,0.003,0.434,,,0.18,-0.69,,-1.41,,0.13,94.6,,82.5,93.9,,0.282,0.476,0.213,0.141,0.225,0.368,0.208,0.458,0.184,0.238,0.431,0.291,113.0,102.0,109.0,0.278,1.74,86.2,0.196,0.411,0.299,,,,119.0,109.0,112.0,0.105,-0.9,81.3,,,,,,,,,,,,,,,,,,
2024-06-04,6:40 PM.,CLE,KC,away,Cloudy.,81,663474,2B,4,0,2,0,0,0,0,0,0,0,1,0.269,0.333,0.269,0.602,663474,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.67,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,98.0,86.0,87.0,,,,,,,,,,,0.524,,,,-2.18,,,,,91.1,,,,,0.303,0.652,0.103,,,,0.176,0.341,0.373,,,,106.0,87.0,90.0,0.21,1.48,85.4,0.143,0.143,0.376,,,,97.0,102.0,100.0,0.266,-0.16,77.7,,,,,,,,,,,,,,,,,,
2024-06-02,1:13 PM.,SD,KC,home,Cloudy.,82,650633,2B,2,0,1,0,0,0,1,0,0,0,1,0.25,0.321,0.25,0.571,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,86.0,103.0,101.0,88.0,105.0,98.0,,,,,,,0.279,0.241,,,0.246,-0.15,,0.68,,1.61,93.7,,86.7,92.9,,0.265,0.402,0.261,,,,,,,0.207,0.286,0.362,115.0,97.0,102.0,0.234,-0.19,82.9,0.281,0.5,0.284,0.2,0.376,0.189,,,,,,,,,,,,,,,,,,,0.206,0.304,0.345,,,
2024-06-01,3:11 PM.,SD,KC,home,Partly Cloudy.,80,681190,2B,4,0,1,0,0,0,0,0,0,1,2,0.239,0.321,0.239,0.56,681190,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.94,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,96.0,99.0,96.0,92.0,103.0,100.0,103.0,103.0,98.0,,,,107.0,99.0,97.0,0.157,0.285,0.137,,0.124,-0.56,2.22,-1.91,,-3.49,94.3,90.2,88.6,94.2,,0.301,0.462,0.222,0.228,0.351,0.169,0.234,0.422,0.239,0.365,0.615,0.122,132.0,101.0,109.0,0.1,-0.16,82.4,,,,0.429,0.571,0.106,124.0,101.0,106.0,0.197,-0.45,82.2,,,,,,,,,,,,,0.229,0.396,0.247,,,
2024-05-30,12:12 PM.,MIN,KC,away,Partly Cloudy.,77,663978,2B,4,0,0,0,0,0,0,0,0,1,2,0.238,0.327,0.238,0.565,663978,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.84,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,79.0,111.0,103.0,,,,,,,,,,,0.429,,,0.259,0.63,,,,-1.51,93.3,,82.9,,,0.277,0.4,0.243,,,,0.326,0.435,0.19,0.283,0.519,0.248,71.0,97.0,96.0,0.177,-0.21,85.9,0.264,0.434,0.254,,,,106.0,102.0,103.0,0.136,-1.69,78.2,,,,,,,,,,,,,,,,,,
2024-05-29,6:41 PM.,MIN,KC,away,Partly Cloudy.,71,641927,1B,4,0,1,0,0,0,0,0,0,1,0,0.263,0.356,0.263,0.619,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,81.0,104.0,96.0,,,,,,,84.0,104.0,100.0,,0.381,0.195,,0.294,-0.01,-0.86,,,1.98,91.7,86.2,83.4,,,0.258,0.506,0.222,0.279,0.504,0.229,0.0,0.0,0.375,0.154,0.285,0.395,74.0,100.0,101.0,0.118,2.03,80.3,0.095,0.162,0.307,,,,94.0,99.0,103.0,0.011,4.57,76.0,,,,,,,,,,,,,,,,,,
2024-05-28,6:41 PM.,MIN,KC,away,Partly Cloudy.,65,680573,2B,3,1,1,0,0,0,0,0,1,0,1,0.265,0.366,0.265,0.631,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,71.0,100.0,88.0,,,,,,,,,,,0.403,,,0.193,0.82,,,,-3.33,93.1,,82.8,,,0.258,0.356,0.219,,,,0.186,0.326,0.221,0.311,0.622,0.205,92.0,108.0,106.0,0.312,0.76,86.4,0.214,0.313,0.239,,,,106.0,103.0,102.0,0.093,1.68,76.1,,,,,,,,,,,,,,,,,,
2024-05-26,1:40 PM.,TB,KC,away,Dome.,72,671737,LF,2,0,0,0,0,0,0,0,0,0,2,0.258,0.351,0.258,0.609,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,129.0,97.0,102.0,,,,,,,91.0,100.0,98.0,,0.417,0.225,,,-0.04,1.02,,,,96.4,90.9,,,,0.269,0.5,0.21,0.205,0.357,0.324,0.241,0.483,0.346,,,,,,,,,,,,,,,,100.0,91.0,93.0,0.089,-1.5,79.1,123.0,102.0,114.0,0.269,0.47,90.9,0.213,0.32,0.33,,,,,,,,,
2024-04-17,4:25 PM.,CWS,KC,away,Cloudy.,61,607200,1B,4,1,2,0,0,0,0,0,0,1,0,0.276,0.371,0.276,0.647,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,17.0,112.0,76.0,76.0,105.0,93.0,,,,78.0,104.0,97.0,0.308,0.003,0.323,,0.164,-6.18,0.43,0.59,,-0.54,92.9,89.9,87.7,93.0,,0.5,0.5,0.0,0.262,0.47,0.232,,,,0.228,0.351,0.165,126.0,101.0,106.0,0.202,1.28,83.5,,,,0.25,0.358,0.202,,,,,,,,,,,,,,,,,,,0.165,0.309,0.251,,,
2024-04-15,6:41 PM.,CWS,KC,away,Clear.,65,680897,DH,4,1,1,0,0,0,0,0,0,1,1,0.24,0.355,0.24,0.595,680897,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,7.07,6.45,35.2,84.0,100.0,86.0,0.736,6.56,9.08,8.07,1.77,0.58,0.216,0.477,0.234,0.297,0.361,86.0,75.0,75.0,101.0,78.0,78.0,,,,,,,,,,,0.454,,,0.098,-1.37,,,,-4.58,93.7,,85.8,,,0.189,0.415,0.204,,,,0.364,0.455,0.333,0.4,0.6,0.32,105.0,94.0,99.0,0.362,0.09,84.5,0.222,0.444,0.346,,,,90.0,81.0,88.0,0.086,-1.7,79.2,,,,,,,,,,,,,,,,,,
2024-04-14,2:26 PM.,NYM,KC,away,Sunny.,67,676130,2B,1,0,0,0,0,0,0,0,0,0,0,0.238,0.37,0.238,0.608,676130,josebutto,Buttó,Right,José Buttó,NYM,2.55,3.44,74.0,91.0,94.0,90.0,0.703,9.61,4.62,4.99,0.73,1.01,0.244,0.401,0.14,0.308,0.311,79.0,95.0,86.0,107.0,93.0,94.0,83.0,81.0,79.0,,,,,,,0.23,0.315,,,0.22,2.14,,1.41,,0.06,94.2,,87.1,93.5,,0.157,0.2,0.319,,,,,,,0.156,0.312,0.426,100.0,88.0,94.0,0.235,1.14,84.0,0.192,0.346,0.426,0.179,0.304,0.161,,,,,,,,,,,,,,,,,,,0.176,0.235,0.262,,,
2024-04-13,1:41 PM.,NYM,KC,away,Cloudy.,51,640455,2B,3,1,2,0,0,0,3,0,1,1,0,0.25,0.385,0.25,0.635,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,88.0,103.0,99.0,95.0,100.0,97.0,,,,84.0,88.0,85.0,0.447,0.113,0.071,,0.118,1.13,0.97,1.36,,-1.19,92.3,88.4,85.3,92.3,,0.167,0.295,0.311,0.222,0.25,0.179,,,,0.25,0.438,0.254,88.0,88.0,93.0,0.251,0.37,79.5,0.174,0.435,0.32,0.201,0.333,0.21,,,,,,,,,,,,,,,,,,,0.193,0.311,0.388,,,
