date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL_ba,SL_slg,SL_whiff
2023-09-29,7:15 PM.,CIN,STL,home,Clear.,80,682227,2B,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,4.46,4.77,117.0,99.0,93.0,96.0,0.801,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,,,,106.0,102.0,98.0,,0.372,0.298,0.102,0.064,0.165,-0.15,1.71,,-1.33,-1.75,-0.51,92.8,89.3,84.0,,81.7,73.1,0.183,0.39,0.3989999999999999,,,,0.252,0.433,0.185,0.333,0.6,0.143,0.269,0.433,0.171,132.0,104.0,113.0,0.0,0.0,0.273
2023-09-27,6:39 PM.,MIL,STL,away,Roof Closed.,70,489119,3B,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,489119,wademiley,Miley,Left,Wade Miley,MIL,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.422,0.166,0.319,0.406,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,88.0,109.0,96.0,101.0,103.0,101.0,0.046,0.195,0.443,0.049,0.022,0.246,0.46,1.07,-2.53,0.62,2.01,0.6,90.4,87.1,83.7,90.7,79.1,75.8,0.219,0.281,0.239,0.333,0.375,0.125,0.232,0.446,0.172,,,,0.198,0.453,0.134,113.0,108.0,103.0,0.192,0.308,0.349
2023-09-24,1:12 PM.,SD,STL,away,Sunny.,72,608379,3B,4,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.288,0.124,,0.11,0.345,1.23,-2.13,-0.36,,1.04,1.06,92.0,86.9,81.6,91.9,,74.0,0.207,0.346,0.359,0.25,0.45,0.111,0.364,0.582,0.165,0.172,0.31,0.27,0.188,0.323,0.1669999999999999,,,,,,
2023-09-23,5:41 PM.,SD,STL,away,Clear.,70,607259,3B,3,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,SDP,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.206,0.431,0.235,0.251,0.397,97.0,102.0,106.0,88.0,97.0,100.0,92.0,100.0,98.0,87.0,108.0,101.0,96.0,102.0,96.0,0.224,0.13,0.164,0.002,0.191,0.288,-0.91,-1.99,1.23,-4.18,0.59,2.41,93.3,89.5,80.7,92.9,84.5,81.8,0.158,0.226,0.465,0.293,0.333,0.088,0.382,0.632,0.1689999999999999,0.164,0.295,0.347,0.25,0.423,0.225,,,,,,
