date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2023-09-29,7:15 PM.,CIN,STL,home,Clear.,80,682227,1B,1,0,0,0,0,0,0,0,0,0,0,0.1,0.143,0.15,0.293,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,4.46,4.77,117.0,99.0,93.0,96.0,0.801,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,97.0,94.0,99.0,64.0,99.0,86.0,,,,,,,106.0,102.0,98.0,,0.372,0.298,,0.165,-0.15,1.71,,,-0.51,92.8,89.3,84.0,,,0.333,0.6,0.143,0.269,0.433,0.171,,,,0.183,0.39,0.3989999999999999,0.252,0.433,0.185,98.0,96.0,103.0,132.0,104.0,113.0,0.102,0.064,-1.33,-1.75,81.7,73.1,0.0,0.0,0.273,,,,,,,,,
2023-09-28,3:11 PM.,MIL,STL,away,Roof Closed.,65,669203,3B,3,0,1,1,0,0,0,0,1,1,3,0.105,0.15,0.158,0.308,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,,,,103.0,97.0,90.0,,,,127.0,101.0,103.0,0.077,,0.554,,0.112,,1.51,-2.42,,1.07,,94.4,89.3,95.3,,0.133,0.211,0.488,,,,0.291,0.564,0.129,0.204,0.258,0.306,0.209,0.34,0.2269999999999999,160.0,104.0,113.0,144.0,110.0,127.0,0.085,0.171,1.12,1.35,86.0,79.8,0.159,0.275,0.4379999999999999,,,,,,,,,
2023-09-27,6:39 PM.,MIL,STL,away,Roof Closed.,70,489119,1B,4,0,1,0,0,0,0,0,0,1,1,0.063,0.063,0.063,0.126,489119,wademiley,Miley,Left,Wade Miley,MIL,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.422,0.166,0.319,0.406,84.0,108.0,104.0,78.0,106.0,99.0,88.0,109.0,96.0,,,,101.0,103.0,101.0,0.046,0.195,0.443,,0.246,0.46,1.07,-2.53,,0.6,90.4,87.1,83.7,90.7,,,,,0.198,0.453,0.134,0.333,0.375,0.125,0.219,0.281,0.239,0.232,0.446,0.172,79.0,99.0,98.0,113.0,108.0,103.0,0.049,0.022,0.62,2.01,79.1,75.8,0.192,0.308,0.349,,,,,,,,,
2023-09-23,5:41 PM.,SD,STL,away,Clear.,70,607259,3B,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,SDP,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.206,0.431,0.235,0.251,0.397,97.0,102.0,106.0,92.0,100.0,98.0,87.0,108.0,101.0,,,,96.0,102.0,96.0,0.224,0.13,0.164,,0.288,-0.91,-1.99,1.23,,2.41,93.3,89.5,80.7,92.9,,0.164,0.295,0.347,0.25,0.423,0.225,0.293,0.333,0.088,0.158,0.226,0.465,0.382,0.632,0.1689999999999999,88.0,97.0,100.0,,,,0.002,0.191,-4.18,0.59,84.5,81.8,,,,,,,,,,,,
2023-09-20,6:45 PM.,MIL,STL,home,Cloudy.,70,605288,3B,4,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,605288,adrianhouser,Houser,Right,Adrian Houser,MIL,4.12,4.21,111.1,103.0,83.0,97.0,0.839,7.76,2.75,9.78,1.05,1.32,0.194,0.409,0.134,0.36,0.424,88.0,92.0,93.0,80.0,103.0,92.0,86.0,104.0,100.0,,,,,,,0.471,0.238,,,0.04,0.29,,0.46,,-2.07,93.4,,84.3,92.1,,0.269,0.538,0.127,0.227,0.34,0.237,0.296,0.396,0.129,0.294,0.471,0.2,,,,67.0,100.0,95.0,83.0,102.0,99.0,0.166,0.085,-0.89,-1.08,82.3,79.4,0.258,0.484,0.284,,,,,,,,,
2023-09-17,1:16 PM.,PHI,STL,home,Cloudy.,74,592836,2B,3,1,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,79.0,98.0,90.0,81.0,100.0,93.0,,,,99.0,103.0,100.0,0.233,0.176,0.176,,,-0.82,-0.44,0.53,,,92.8,87.1,,92.4,,0.212,0.485,0.36,0.257,0.541,0.254,0.273,0.429,0.1,,,,0.284,0.441,0.158,92.0,91.0,94.0,124.0,109.0,114.0,0.026,0.057,-1.43,-1.07,82.5,74.8,0.158,0.632,0.342,104.0,97.0,100.0,0.332,0.48,87.9,0.205,0.295,0.244
2023-09-16,6:16 PM.,PHI,STL,home,Cloudy.,75,624133,2B,4,0,0,0,0,0,0,0,0,2,6,0.0,0.0,0.0,0.0,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,70.0,98.0,99.0,69.0,98.0,88.0,96.0,104.0,102.0,,,,97.0,97.0,94.0,0.28,0.215,0.126,,0.184,-0.65,-1.27,0.52,,-1.45,93.4,87.5,82.9,92.8,,0.143,0.226,0.377,0.304,0.478,0.2189999999999999,0.289,0.409,0.1,0.267,0.444,0.311,0.34,0.585,0.179,95.0,104.0,102.0,91.0,113.0,108.0,0.005,0.19,4.65,1.95,84.1,75.8,0.2,0.2,0.0,,,,,,,,,
2023-09-15,7:15 PM.,PHI,STL,home,Clear.,73,605400,PR,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,85.9,91.8,79.4,0.221,0.398,0.3329999999999999,0.246,0.503,0.217,0.279,0.416,0.106,0.22,0.319,0.319,0.246,0.508,0.301,,,,,,,,,,,,,,,,,,,,,,,,
