date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,wFO/C,vFO,Stf+ FS,Loc+ FS,Pit+ FS,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2023-04-22,7:00 PM.,PIT,CIN,away,Partly Cloudy.,56,448179,C,1,0,0,0,0,0,0,0,1,1,0,0.227,0.292,0.227,0.519,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.088,0.354,0.008,0.023,-0.32,-1.27,2.5,-2.52,-1.16,-3.65,-0.06,88.4,83.3,83.0,86.1,71.1,72.0,67.1,0.283,0.47,0.174,0.249,0.454,0.218,0.39,0.701,0.1989999999999999,0.5,0.929,0.125,0.105,0.105,0.226,0.263,0.421,0.037,,,,,,,,,,,,,,,,,,,,,
2023-04-18,6:40 PM.,TB,CIN,home,Clear.,66,671737,C,3,0,2,0,0,0,0,0,0,0,0,0.238,0.273,0.238,0.511,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,88.0,107.0,111.0,131.0,101.0,109.0,,,,,,,106.0,99.0,99.0,0.001,0.449,0.248,,0.167,,,-0.8,-1.32,0.0,,0.04,,,96.1,88.9,,97.8,,79.0,,0.169,0.338,0.2239999999999999,0.277,0.559,0.191,0.312,0.581,0.295,,,,,,,,,,0.136,0.62,89.3,0.19,0.333,0.41,,,,,,,,,,,,,,,
2023-04-16,2:24 PM.,PHI,CIN,home,Partly Cloudy.,57,605400,3B,0,0,0,0,0,0,0,0,0,0,0,0.167,0.211,0.167,0.378,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,,0.316,0.126,-0.03,0.4,0.46,,,0.47,0.14,92.7,86.3,85.9,91.8,,,79.4,0.221,0.398,0.3329999999999999,0.246,0.503,0.217,0.246,0.508,0.301,,,,0.279,0.416,0.106,0.22,0.319,0.319,,,,,,,118.0,105.0,113.0,,,,,,,,,,,,
2023-04-15,4:11 PM.,PHI,CIN,home,Partly Cloudy.,79,621381,C,5,1,1,0,0,0,0,0,0,2,5,0.167,0.211,0.167,0.378,621381,mattstrahm,Strahm,Left,Matt Strahm,PHI,3.29,3.16,87.2,104.0,104.0,104.0,0.739,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.356,0.476,114.0,99.0,105.0,,,,101.0,105.0,104.0,95.0,111.0,106.0,118.0,98.0,106.0,96.0,97.0,89.0,0.187,0.452,0.101,0.256,,,0.004,1.08,-0.5,0.27,2.22,,,-9.98,93.4,87.6,86.5,93.2,83.1,,,,,,0.186,0.371,0.311,0.296,0.556,0.25,0.133,0.256,0.3429999999999999,0.344,0.459,0.156,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-13,6:41 PM.,PHI,CIN,home,Clear.,82,663559,C,4,0,1,0,0,0,0,0,0,1,1,0.154,0.214,0.154,0.368,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.072,0.444,,0.189,0.225,,0.046,-0.08,,-1.63,-1.91,-0.85,,-0.8,90.7,,84.6,90.7,84.5,76.5,,0.267,0.493,0.209,0.305,0.435,0.156,,,,0.288,0.746,0.1989999999999999,0.333,0.571,0.133,0.273,0.364,0.3329999999999999,0.024,3.65,85.0,0.0,0.0,0.3329999999999999,,,,,,,,,,,,,,,
2023-04-11,7:20 PM.,ATL,CIN,away,Clear.,71,657140,C,3,0,0,0,0,0,0,0,1,1,2,0.111,0.2,0.111,0.311,657140,kylewright,Wright,Right,Kyle Wright,ATL,6.97,5.37,31.0,96.0,103.0,94.0,0.785,9.87,4.94,11.61,1.45,3.28,0.19,0.48,0.14,0.34,0.41,62.0,67.0,51.0,,,,71.0,99.0,92.0,81.0,95.0,89.0,58.0,67.0,74.0,,,,0.296,0.155,,0.014,,0.473,0.063,-1.42,,-5.6,-16.59,,0.97,0.41,93.3,,88.3,92.7,87.1,,84.0,0.162,0.382,0.314,0.3,0.5,0.238,,,,,,,0.568,0.676,0.079,0.0,0.0,0.091,,,,,,,120.0,98.0,103.0,,,,,,,,,,,,
2023-04-08,4:07 PM.,PHI,CIN,away,Cloudy.,53,663559,C,3,0,1,0,0,0,0,0,0,0,1,0.167,0.167,0.167,0.334,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.072,0.444,,0.189,0.225,,0.046,-0.08,,-1.63,-1.91,-0.85,,-0.8,90.7,,84.6,90.7,84.5,76.5,,0.267,0.493,0.209,0.305,0.435,0.156,,,,0.288,0.746,0.1989999999999999,0.333,0.571,0.133,0.273,0.364,0.3329999999999999,0.024,3.65,85.0,0.0,0.0,0.3329999999999999,,,,,,,,,,,,,,,
2023-04-01,4:11 PM.,PIT,CIN,home,Cloudy.,45,448179,C,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.088,0.354,0.008,0.023,-0.32,-1.27,2.5,-2.52,-1.16,-3.65,-0.06,88.4,83.3,83.0,86.1,71.1,72.0,67.1,0.283,0.47,0.174,0.249,0.454,0.218,0.39,0.701,0.1989999999999999,0.5,0.929,0.125,0.105,0.105,0.226,0.263,0.421,0.037,,,,,,,,,,,,,,,,,,,,,
2024-09-29,12:05 PM.,STL,SF,home,Partly Cloudy.,62,700241,C,3,0,1,0,0,0,0,0,0,0,2,0.194,0.293,0.25,0.543,700241,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.96,3.59,23.0,107.0,82.0,101.0,0.783,7.04,0.78,6.26,0.39,3.64,0.138,0.523,0.2,0.262,0.447,46.0,110.0,100.0,88.0,96.0,98.0,67.0,117.0,105.0,87.0,105.0,99.0,117.0,107.0,113.0,63.0,97.0,84.0,0.35,0.196,0.109,0.19,0.061,,0.093,2.76,2.29,3.74,0.41,-0.51,,-0.49,93.0,88.9,87.3,91.9,84.3,79.8,,0.25,0.25,0.5,0.083,0.25,0.31,0.2,0.4,0.294,0.222,0.444,0.345,0.184,0.211,0.06,0.333,0.333,0.182,,,,,,,,,,,,,,,,,,,,,
2024-09-23,6:40 PM.,AZ,SF,away,Roof Closed.,78,593958,C,2,0,0,0,0,0,0,0,2,1,0,0.19,0.292,0.248,0.54,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.04,5.53,50.0,104.0,76.0,96.0,0.808,8.46,3.42,10.08,1.44,0.98,0.204,0.439,0.14,0.338,0.405,97.0,103.0,101.0,,,,60.0,101.0,90.0,84.0,111.0,99.0,105.0,109.0,105.0,77.0,105.0,97.0,0.076,0.44,0.193,0.066,,,0.225,-0.04,-1.76,-3.84,-0.19,,,-0.27,92.0,88.8,86.7,91.6,83.9,,,,,,0.257,0.486,0.268,0.333,0.595,0.133,0.167,0.417,0.095,0.318,0.455,0.182,0.269,0.385,0.256,,,,,,,,,,,,,,,,,,,,,
2024-09-21,4:10 PM.,KC,SF,away,Partly Cloudy.,87,663903,C,4,1,2,0,0,0,2,0,0,1,0,0.194,0.284,0.252,0.536,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,,,,0.413,0.113,,0.455,,,0.019,-2.09,,0.77,0.0,,,-5.71,91.6,,88.1,92.2,82.9,,,,,,0.326,0.609,0.197,,,,0.207,0.361,0.354,0.267,0.389,0.127,0.429,0.5,0.111,,,,,,,,,,,,,,,,0.327,0.571,0.35,,,
2024-09-19,1:06 PM.,BAL,SF,away,Partly Cloudy.,79,621107,C,0,0,0,0,0,0,0,0,0,0,0,0.182,0.277,0.242,0.519,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.09,0.282,0.097,0.188,,0.061,-0.64,1.54,0.0,0.46,-1.27,,0.21,92.4,88.2,85.6,91.7,79.7,78.8,,0.291,0.472,0.333,0.236,0.418,0.248,0.214,0.345,0.223,,,,0.293,0.404,0.133,0.188,0.354,0.105,,,,,,,,,,,,,,,,0.236,0.473,0.203,,,
2024-09-18,6:37 PM.,BAL,SF,away,Cloudy.,75,665152,C,4,0,1,0,0,0,0,0,0,0,2,0.182,0.277,0.242,0.519,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,92.0,98.0,96.0,91.0,100.0,99.0,79.0,105.0,97.0,,,,99.0,102.0,98.0,0.151,0.32,0.23,,0.114,,,-0.18,0.33,0.67,,0.29,,,93.4,86.9,,92.3,,77.0,,0.225,0.3,0.198,0.245,0.503,0.232,0.25,0.355,0.237,,,,0.247,0.353,0.072,,,,0.184,0.73,84.1,0.139,0.248,0.36,,,,,,,72.0,99.0,99.0,,,,,,
2024-09-15,1:35 PM.,SD,SF,home,Partly Cloudy.,61,527048,C,2,0,0,0,0,0,0,0,0,0,1,0.179,0.278,0.242,0.52,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,71.0,109.0,99.0,74.0,102.0,98.0,56.0,92.0,86.0,78.0,101.0,93.0,70.0,111.0,119.0,70.0,101.0,93.0,0.358,0.053,0.221,0.0,0.141,,0.227,-8.23,-0.61,0.57,-51.06,0.62,,-1.27,91.3,87.9,83.4,90.7,82.8,77.9,,0.246,0.354,0.29,0.458,0.917,0.043,0.28,0.57,0.212,,,,0.275,0.383,0.097,0.28,0.448,0.341,,,,,,,,,,,,,,,,,,,,,
2024-09-12,6:45 PM.,MIL,SF,home,Clear.,65,593423,C,3,0,1,1,0,0,0,0,0,1,1,0.183,0.283,0.247,0.53,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,,,,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,0.191,0.332,0.187,0.107,,,,-0.02,-1.4,1.13,-1.94,,,,95.6,90.4,,94.8,85.4,,,,,,0.206,0.367,0.231,0.326,0.609,0.223,0.288,0.577,0.325,0.248,0.407,0.113,,,,0.183,-0.23,86.0,0.218,0.297,0.426,,,,,,,119.0,99.0,105.0,,,,,,
2024-09-08,1:11 PM.,SD,SF,away,Sunny.,91,605397,C,3,1,1,0,0,1,1,0,0,1,1,0.178,0.282,0.233,0.515,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,110.0,101.0,107.0,168.0,98.0,103.0,95.0,100.0,95.0,69.0,111.0,96.0,145.0,98.0,106.0,110.0,108.0,104.0,0.044,0.246,0.204,0.203,0.225,,0.078,-0.74,1.35,0.44,1.05,-0.1,,-3.1,93.0,89.7,87.1,92.6,82.2,81.6,,0.203,0.319,0.328,0.253,0.494,0.231,0.298,0.405,0.25,,,,0.348,0.435,0.146,0.353,0.618,0.379,,,,,,,,,,,,,,,,0.169,0.351,0.338,,,
2024-09-04,6:45 PM.,AZ,SF,home,Partly Cloudy.,71,668678,C,2,0,0,0,0,0,0,0,0,2,3,0.172,0.28,0.195,0.475,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,,,,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,89.0,87.0,79.0,0.001,0.463,0.031,0.087,,0.277,0.14,-0.55,-0.78,-1.02,-0.56,,2.29,0.43,93.7,90.3,86.6,94.7,87.0,,81.0,0.148,0.23,0.392,0.28,0.46,0.133,0.25,0.625,0.36,0.31,0.476,0.337,,,,0.27,0.382,0.265,,,,,,,107.0,108.0,112.0,,,,,,,,,,,,
2024-09-01,1:07 PM.,MIA,SF,home,Sunny.,69,670766,C,1,0,0,0,0,0,0,0,0,0,0,0.176,0.286,0.2,0.486,670766,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,6.21,5.64,42.0,98.0,87.0,94.0,0.87,6.0,3.21,11.36,1.93,0.7,0.219,0.466,0.151,0.308,0.462,69.0,87.0,75.0,,,,49.0,94.0,82.0,80.0,99.0,91.0,119.0,102.0,109.0,,,,0.315,0.195,,0.38,,,0.111,-0.09,,-1.47,-3.09,,,-1.8,89.4,,81.1,89.0,81.9,,,,,,0.243,0.405,0.18,,,,,,,0.346,0.5,0.089,0.333,0.381,0.325,,,,,,,,,,,,,,,,0.311,0.689,0.142,,,
2024-08-28,7:10 PM.,MIL,SF,away,Roof Closed.,78,642547,C,0,0,0,0,0,0,0,0,0,0,0,0.179,0.281,0.202,0.483,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,84.0,92.0,88.0,104.0,106.0,110.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,,,,0.539,,0.217,0.07,,0.175,0.05,,,-0.09,0.36,,0.84,94.3,,87.7,,81.4,78.1,,0.182,0.341,0.372,0.239,0.424,0.252,,,,0.203,0.384,0.41,,,,0.218,0.291,0.369,,,,,,,,,,,,,,,,,,,,,
2024-08-27,7:10 PM.,MIL,SF,away,Partly Cloudy.,85,668964,C,3,0,0,0,0,0,0,0,0,1,2,0.179,0.281,0.202,0.483,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,92.0,106.0,103.0,96.0,100.0,91.0,0.005,0.401,0.23,0.21,0.041,,0.114,0.58,-0.75,11.28,1.43,-3.19,,1.18,92.9,89.2,81.1,91.5,85.5,77.8,,0.421,0.579,0.194,0.239,0.436,0.194,0.336,0.518,0.123,0.198,0.255,0.248,0.0,0.0,0.0,0.083,0.083,0.444,,,,,,,,,,,,,,,,,,,,,
2024-08-25,1:11 PM.,SEA,SF,away,Partly Cloudy.,63,693433,C,2,0,0,0,0,0,0,0,0,0,1,0.185,0.29,0.21,0.5,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,,,,0.23,0.489,,0.187,,,0.094,1.44,,1.85,1.23,,,0.0,94.8,,89.6,94.7,84.2,,,,,,0.218,0.355,0.273,,,,0.265,0.529,0.241,0.234,0.315,0.097,0.186,0.373,0.207,,,,,,,,,,,,,,,,0.1,0.1,0.417,,,
2024-08-24,1:12 PM.,SEA,SF,away,Roof Closed.,59,669923,C,3,0,0,0,0,0,0,0,0,1,2,0.19,0.297,0.215,0.512,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,97.0,99.0,93.0,0.236,0.339,0.004,0.237,,0.082,,0.46,0.79,1.5,1.28,,-1.95,,96.0,92.3,,96.0,87.2,,83.4,0.333,0.439,0.286,0.221,0.458,0.291,,,,0.226,0.316,0.271,0.263,0.354,0.105,,,,0.102,-2.05,86.0,0.253,0.413,0.295,114.0,110.0,113.0,,,,109.0,100.0,108.0,,,,73.9,0.0,-3.5
2024-08-23,7:10 PM.,SEA,SF,away,Roof Closed.,57,622491,C,0,0,0,0,0,0,0,0,0,0,0,0.197,0.307,0.224,0.531,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,,,,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,,,,0.179,0.454,,0.224,,,0.143,0.97,,-0.41,0.65,,,-1.63,95.6,,88.1,95.6,85.7,,,,,,0.203,0.365,0.273,,,,0.207,0.357,0.358,0.298,0.457,0.105,0.287,0.545,0.265,,,,,,,,,,,,,,,,,,,,,
2024-08-21,12:45 PM.,CWS,SF,home,Sunny.,66,676979,C,3,0,0,0,0,0,0,0,0,0,1,0.197,0.307,0.224,0.531,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,,,,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,94.0,105.0,103.0,0.021,0.537,0.284,0.098,,,0.059,1.66,-0.14,4.04,-2.29,,,-0.36,97.2,91.6,91.0,97.9,84.3,,,,,,0.198,0.295,0.314,0.268,0.458,0.334,,,,0.154,0.154,0.321,0.184,0.289,0.339,,,,,,,,,,,,,,,,0.228,0.561,0.422,,,
2024-08-20,6:45 PM.,CWS,SF,home,Clear.,69,663436,C,3,2,1,0,0,0,0,0,1,0,0,0.205,0.318,0.233,0.551,663436,davismartin,Martin,Right,Davis Martin,CHW,4.32,4.02,50.0,99.0,104.0,98.0,0.748,8.46,4.14,9.0,0.9,1.25,0.207,0.455,0.221,0.29,0.406,143.0,103.0,107.0,95.0,91.0,93.0,92.0,95.0,91.0,,,,114.0,108.0,111.0,76.0,93.0,84.0,,0.285,0.175,0.268,0.076,,0.196,-2.03,1.59,,1.22,-2.54,,-0.16,93.6,89.0,89.3,,83.6,78.4,,0.357,0.429,0.348,0.389,0.472,0.202,0.206,0.294,0.231,0.121,0.293,0.378,,,,0.34,0.4,0.204,,,,,,,,,,,,,,,,,,,,,
2024-08-19,6:45 PM.,CWS,SF,home,Clear.,68,686563,C,3,1,2,0,0,0,1,0,0,0,0,0.2,0.309,0.229,0.538,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,,,,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,,,0.187,-1.13,0.39,0.44,-1.39,,,-0.22,94.3,90.2,85.7,93.3,81.9,,,,,,0.25,0.411,0.252,0.263,0.45,0.191,,,,0.287,0.449,0.132,0.248,0.394,0.269,,,,,,,,,,,,,,,,0.255,0.489,0.282,,,
2024-08-15,12:45 PM.,ATL,SF,home,Sunny.,67,608331,C,4,0,0,0,0,0,0,0,0,1,4,0.179,0.295,0.209,0.504,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.21,,0.136,0.63,-1.33,1.47,0.5,1.39,,1.7,93.9,88.5,85.7,93.6,82.1,74.6,,0.154,0.285,0.371,0.266,0.36,0.182,0.286,0.476,0.286,0.22,0.293,0.297,0.265,0.299,0.137,0.196,0.283,0.251,,,,,,,,,,,,,,,,0.167,0.2,0.358,,,
2024-08-09,7:15 PM.,DET,SF,home,Cloudy.,61,689225,C,2,0,0,0,0,0,0,0,0,1,0,0.19,0.311,0.222,0.533,689225,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.31,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.298,0.406,103.0,108.0,110.0,,,,120.0,99.0,101.0,84.0,106.0,97.0,122.0,93.0,100.0,,,,0.159,0.404,,0.173,,,0.265,0.99,,2.22,-1.62,,,0.26,95.9,,88.4,95.5,86.1,,,,,,0.222,0.272,0.212,,,,0.241,0.552,0.271,0.235,0.294,0.116,0.212,0.4,0.319,,,,,,,,,,,,,,,,,,,,,
2024-08-04,12:06 PM.,CIN,SF,away,Partly Cloudy.,85,686730,C,3,0,0,0,0,0,0,0,1,1,1,0.197,0.319,0.23,0.549,686730,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.46,4.84,90.2,103.0,89.0,100.0,0.805,7.94,2.68,11.12,1.99,0.79,0.265,0.413,0.195,0.339,0.452,69.0,102.0,90.0,,,,76.0,101.0,95.0,80.0,107.0,99.0,121.0,106.0,113.0,82.0,103.0,98.0,0.175,0.299,0.16,0.245,,,0.121,-1.66,-0.84,0.68,-1.23,,,-5.43,92.4,87.8,86.7,92.1,81.5,,,,,,0.256,0.462,0.205,0.321,0.547,0.195,0.0,0.0,0.4,0.3,0.5,0.122,0.396,0.774,0.198,,,,,,,,,,,,,,,,0.291,0.544,0.319,,,
2024-07-27,7:18 PM.,COL,SF,home,Overcast.,60,685299,C,3,1,1,0,0,0,0,0,0,0,2,0.207,0.324,0.241,0.565,685299,tannergordon,Gordon,Right,Tanner Gordon,COL,8.65,5.94,34.1,108.0,86.0,100.0,0.834,6.82,1.57,13.89,2.62,0.94,0.232,0.448,0.12,0.328,0.479,83.0,107.0,103.0,83.0,118.0,93.0,74.0,108.0,100.0,101.0,114.0,106.0,100.0,111.0,102.0,,,,0.01,0.488,,0.267,0.044,,0.191,-1.03,,6.83,-2.41,-15.33,,-4.31,92.0,,83.9,93.3,85.2,80.4,,0.545,1.091,0.2,0.338,0.574,0.119,,,,0.324,0.618,0.284,,,,0.371,0.743,0.234,,,,,,,,,,,,,,,,,,,,,
2024-07-24,7:10 PM.,LAD,SF,away,Clear.,79,607192,C,3,0,0,0,0,0,0,0,0,1,4,0.2,0.323,0.236,0.559,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,,,,139.0,97.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,,,,0.087,0.45,,0.277,0.186,,,1.04,,0.75,1.15,1.93,,,96.3,,,96.6,90.0,83.7,,0.098,0.174,0.475,0.215,0.421,0.213,,,,0.2,0.333,0.404,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-20,6:10 PM.,COL,SF,away,Clear.,85,607536,C,2,0,0,0,0,0,0,0,0,1,1,0.212,0.339,0.25,0.589,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,,,,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,,,,0.245,0.202,,0.227,,0.188,0.137,-1.51,,-1.33,-1.11,,0.07,-1.64,91.6,,86.1,91.4,86.9,,83.5,0.194,0.276,0.42,0.322,0.522,0.067,,,,0.316,0.589,0.162,0.31,0.556,0.074,0.333,0.647,0.161,,,,,,,128.0,102.0,107.0,,,,,,,,,,,,
2024-07-10,6:45 PM.,TOR,SF,home,Clear.,68,605135,C,3,1,0,0,0,0,0,0,1,0,0,0.22,0.35,0.26,0.61,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,75.0,87.0,84.0,101.0,91.0,102.0,64.0,103.0,94.0,96.0,101.0,97.0,120.0,96.0,106.0,79.0,101.0,91.0,0.407,0.045,0.197,0.118,0.137,,0.053,-1.6,0.44,-0.08,-0.88,-0.09,,-2.29,92.6,89.6,84.5,92.5,77.2,71.0,,0.221,0.351,0.292,0.242,0.394,0.25,0.188,0.316,0.268,0.375,0.781,0.096,0.327,0.423,0.128,0.321,0.607,0.158,0.043,-2.64,84.1,0.303,0.364,0.167,,,,,,,87.0,90.0,86.0,0.154,0.231,0.458,,,
