date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,wFO/C,vFO,Stf+ FS,Loc+ FS,Pit+ FS,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2023-06-06,7:11 PM.,LAD,CIN,home,Partly Cloudy.,81,664062,C,0,0,0,0,0,0,1,0,1,0,0,0.172,0.294,0.207,0.501,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,107.0,83.0,90.0,80.0,99.0,91.0,,,,90.0,103.0,108.0,,,,,0.395,,0.183,0.151,,,1.42,,,-0.82,-2.12,,,92.4,,,,86.8,80.9,,0.313,0.656,0.209,0.221,0.436,0.157,,,,0.268,0.439,0.253,,,,,,,0.272,0.21,83.0,0.181,0.315,0.27,,,,,,,120.0,98.0,106.0,,,,,,
2023-06-03,4:14 PM.,MIL,CIN,home,Cloudy.,91,607067,C,2,1,0,0,0,0,0,0,2,0,0,0.172,0.284,0.207,0.491,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,,,,101.0,105.0,105.0,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,87.0,99.0,95.0,0.299,0.193,0.265,0.109,0.079,,,2.43,-0.01,0.31,-0.31,-0.94,,,93.2,86.7,,92.6,83.1,78.8,,0.242,0.455,0.231,0.135,0.27,0.264,0.245,0.519,0.293,0.226,0.377,0.362,0.253,0.42,0.136,,,,0.056,-5.76,86.0,0.44,0.84,0.184,,,,,,,62.0,96.0,91.0,,,,,,
2023-06-02,5:12 PM.,MIL,CIN,home,Clear.,92,669203,C,1,0,1,1,0,0,1,0,0,0,0,0.179,0.27,0.214,0.484,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,160.0,104.0,113.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,,0.554,0.085,0.171,,0.112,,1.51,-2.42,1.12,1.35,,1.07,,94.4,89.3,95.3,86.0,79.8,,0.133,0.211,0.488,,,,0.209,0.34,0.2269999999999999,0.159,0.275,0.4379999999999999,0.291,0.564,0.129,0.204,0.258,0.306,,,,,,,,,,,,,,,,,,,,,
2023-06-01,7:12 PM.,BOS,CIN,away,Clear.,85,519242,C,3,1,1,1,0,0,0,0,0,2,0,0.164,0.258,0.182,0.44,519242,chrissale,Sale,Left,Chris Sale,BOS,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,81.0,103.0,99.0,,,,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,,,,0.062,0.432,,0.375,,,0.131,0.46,,-1.13,0.7,,,-1.09,93.9,,86.1,93.3,77.8,,,,,,0.252,0.437,0.2339999999999999,,,,0.162,0.358,0.389,0.267,0.5,0.1669999999999999,0.309,0.473,0.322,,,,,,,,,,,,,,,,,,,,,
2023-05-31,7:12 PM.,BOS,CIN,away,Clear.,79,572020,C,1,0,0,0,0,0,0,0,0,1,0,0.154,0.254,0.154,0.408,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,,,,95.0,103.0,98.0,98.0,92.0,90.0,,,,63.0,101.0,91.0,0.007,0.566,0.165,,,0.195,0.067,0.04,-0.15,-0.01,,,-0.31,-0.96,95.2,85.8,84.4,94.9,,,81.3,0.231,0.338,0.376,0.269,0.498,0.217,0.191,0.426,0.331,,,,,,,0.316,0.421,0.467,,,,,,,87.0,93.0,94.0,,,,,,,,,,,,
2023-05-27,6:16 PM.,CHC,CIN,away,Partly Cloudy.,64,592791,C,4,0,1,0,0,0,1,0,0,2,1,0.157,0.259,0.157,0.416,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.102,0.342,0.222,0.154,0.149,,0.031,-0.69,-0.32,0.9,0.75,-0.12,,-0.22,93.7,88.6,86.5,93.9,80.9,80.5,,0.198,0.349,0.2,0.261,0.553,0.204,0.311,0.521,0.2739999999999999,0.233,0.333,0.2739999999999999,0.296,0.394,0.133,0.28,0.44,0.106,,,,,,,,,,,,,,,,,,,,,
2023-05-26,1:20 PM.,CHC,CIN,away,Sunny.,59,657006,C,4,1,1,0,0,0,2,0,0,2,3,0.149,0.259,0.149,0.408,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,,,,0.018,0.626,,0.339,0.006,,0.01,0.67,,0.89,0.54,2.44,,-1.94,91.8,,87.5,92.2,83.3,80.7,,0.0,0.0,0.3329999999999999,0.275,0.393,0.203,,,,0.217,0.346,0.311,0.25,0.333,0.1669999999999999,0.4,0.4,0.1,,,,,,,,,,,,,,,,,,,,,
2023-05-22,6:41 PM.,STL,CIN,home,Partly Cloudy.,77,656756,C,3,0,0,0,0,0,0,0,0,1,2,0.14,0.26,0.14,0.4,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,101.0,102.0,87.0,0.426,0.106,0.016,,0.222,,0.229,-0.68,-4.4,1.22,,0.84,,0.2,93.4,88.2,83.5,93.3,,80.5,,0.191,0.357,0.371,0.333,0.5,0.195,0.417,0.667,0.31,,,,0.255,0.374,0.141,0.239,0.405,0.392,,,,,,,,,,,,,,,,,,,,,
2023-05-20,4:11 PM.,NYY,CIN,home,Sunny.,71,666745,C,0,0,0,0,0,0,0,0,0,0,0,0.15,0.277,0.15,0.427,666745,jhonybrito,Brito,Right,Jhony Brito,NYY,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.399,0.134,0.347,0.424,87.0,104.0,106.0,,,,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,,,,0.327,0.166,,0.113,,0.104,0.29,-0.97,,1.05,0.17,,-1.87,0.5,95.8,,88.8,96.0,83.0,,80.4,0.348,0.696,0.188,0.167,0.5,0.179,,,,0.172,0.31,0.28,0.282,0.436,0.149,0.232,0.392,0.282,,,,,,,,,,,,,,,,,,,,,
2023-05-16,6:42 PM.,COL,CIN,away,Cloudy.,73,502624,C,2,0,0,0,0,0,0,0,1,0,1,0.15,0.277,0.15,0.427,502624,chaseanderson,Anderson,Right,Chase Anderson,- - -,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,70.0,96.0,82.0,104.0,114.0,115.0,108.0,98.0,97.0,0.073,0.312,0.263,0.082,0.041,,0.229,-2.17,0.63,-5.45,0.92,-4.22,,2.14,93.3,89.2,83.9,92.6,80.6,77.6,,0.3,0.9,0.125,0.351,0.619,0.173,0.244,0.444,0.226,0.172,0.172,0.246,0.545,0.955,0.073,0.163,0.25,0.287,,,,,,,,,,,,,,,,,,,,,
2023-05-13,1:12 PM.,MIA,CIN,away,Roof Closed.,72,645261,C,3,1,0,0,0,0,0,0,1,0,0,0.158,0.273,0.158,0.431,645261,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,MIA,4.14,4.33,184.2,105.0,113.0,108.0,0.771,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.343,0.452,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,,,,0.29,0.213,,0.201,0.022,,0.273,-0.27,,1.72,0.72,-0.52,,-0.43,98.0,,91.1,97.6,89.9,86.1,,0.308,0.308,0.182,0.253,0.448,0.267,,,,0.227,0.364,0.352,0.237,0.366,0.124,0.282,0.401,0.299,,,,,,,,,,,,,,,,,,,,,
2023-05-11,12:36 PM.,NYM,CIN,home,Partly Cloudy.,76,673540,C,3,0,0,0,0,0,0,0,0,2,2,0.171,0.275,0.171,0.446,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.416,0.161,0.333,0.382,,,,91.0,90.0,87.0,109.0,97.0,97.0,,,,100.0,93.0,102.0,93.0,95.0,93.0,,0.37,0.25,0.116,0.027,,,0.17,2.52,,-0.96,-0.23,,,95.7,90.8,,,82.7,72.8,,0.125,0.5,0.444,0.244,0.399,0.173,0.244,0.339,0.182,0.333,0.952,0.245,,,,,,,,,,0.11,0.147,0.595,,,,0.237,0.95,83.2,,,,,,,,,
2023-05-09,6:41 PM.,NYM,CIN,home,Clear.,73,656849,C,0,0,0,0,0,0,0,0,0,0,0,0.188,0.297,0.188,0.485,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,0.273,,0.197,0.088,,0.189,-0.83,,0.66,-2.58,2.63,,-1.35,92.7,,85.3,91.5,85.3,78.6,,0.2,0.2,0.365,0.287,0.425,0.281,,,,0.268,0.472,0.3939999999999999,0.314,0.486,0.165,0.325,0.55,0.309,,,,,,,,,,,,,,,,,,,,,
2023-05-07,4:11 PM.,CWS,CIN,home,Cloudy.,77,656629,1B,2,0,0,0,0,0,0,0,0,0,3,0.188,0.297,0.188,0.485,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,,,,0.614,,0.272,0.04,,0.074,-0.71,,,-1.5,-0.94,,0.15,95.2,,88.7,,84.8,80.6,,0.158,0.474,0.1939999999999999,0.244,0.462,0.264,,,,0.258,0.516,0.2739999999999999,,,,0.133,0.3,0.3389999999999999,,,,,,,,,,,,,,,,,,,,,
2023-05-06,6:41 PM.,CWS,CIN,home,Partly Cloudy.,76,605182,C,3,1,1,0,0,0,0,0,0,2,1,0.2,0.314,0.2,0.514,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.082,0.271,0.016,,0.128,-0.21,-0.07,1.47,0.5,0.55,,1.69,94.3,84.9,86.1,93.1,79.4,76.0,,0.167,0.167,0.2,0.283,0.494,0.174,0.256,0.395,0.264,0.203,0.366,0.306,0.2,0.2,0.2,0.175,0.206,0.293,,,,,,,,,,,,,,,,,,,,,
2023-05-05,6:41 PM.,CWS,CIN,home,Clear.,75,458681,C,0,0,0,0,0,0,0,0,0,0,0,0.185,0.313,0.185,0.498,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.437,0.23,0.063,0.074,,0.07,-0.4,-0.35,1.21,-3.65,-2.24,,-1.23,92.4,88.7,84.9,91.4,83.0,80.8,,0.208,0.453,0.354,0.255,0.52,0.316,0.273,0.512,0.267,0.286,0.446,0.308,0.239,0.394,0.177,0.302,0.372,0.296,,,,,,,,,,,,,,,,,,,,,
2023-05-02,6:42 PM.,SD,CIN,away,Partly Cloudy.,61,608379,C,2,0,0,0,0,0,0,0,0,0,0,0.185,0.313,0.185,0.498,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,,,,96.0,100.0,96.0,0.133,0.288,0.124,,0.11,,0.345,1.23,-2.13,-0.36,,1.04,,1.06,92.0,86.9,81.6,91.9,,74.0,,0.172,0.31,0.27,0.188,0.323,0.1669999999999999,0.364,0.582,0.165,,,,0.25,0.45,0.111,0.207,0.346,0.359,,,,,,,,,,,,,,,,,,,,,
2023-05-01,6:41 PM.,SD,CIN,away,Cloudy.,60,605483,C,1,0,0,0,0,0,0,0,0,1,0,0.2,0.31,0.2,0.51,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,0.486,,0.131,0.198,,0.184,0.07,,,0.68,2.55,,2.65,95.5,,86.7,,88.4,81.0,,0.079,0.14,0.563,0.255,0.389,0.195,,,,0.123,0.26,0.536,,,,0.185,0.266,0.4679999999999999,,,,,,,,,,,,,,,,,,,,,
2023-04-30,1:08 PM.,OAK,CIN,away,Partly Cloudy.,63,686610,C,1,0,0,0,0,0,0,0,1,1,2,0.208,0.321,0.208,0.529,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,0.543,,0.271,0.02,,0.166,-0.52,,,-0.79,-3.62,,-1.4,93.3,,84.2,,81.1,74.5,,0.333,0.833,0.0,0.275,0.493,0.178,,,,0.218,0.423,0.3279999999999999,,,,0.34,0.515,0.374,,,,,,,,,,,,,,,,,,,,,
2023-04-29,1:08 PM.,OAK,CIN,away,Partly Cloudy.,63,666205,C,0,0,0,0,0,0,0,0,0,0,0,0.217,0.308,0.217,0.525,666205,kylemuller,Muller,Left,Kyle Muller,OAK,7.6,7.4,77.0,97.0,88.0,94.0,0.811,6.55,4.56,13.09,1.87,1.2,0.197,0.46,0.113,0.391,0.453,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,,,,90.0,98.0,99.0,,,,,0.517,,0.253,0.149,,0.081,-2.52,,,-0.45,-2.07,,-3.21,93.5,,87.9,,87.1,81.2,,0.268,0.415,0.284,0.395,0.663,0.161,,,,0.293,0.475,0.242,,,,0.333,0.5,0.387,,,,,,,,,,,,,,,,,,,,,
2023-04-26,12:37 PM.,TEX,CIN,home,Partly Cloudy.,58,592351,C,1,0,0,0,0,0,0,0,0,0,1,0.217,0.308,0.217,0.525,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,,,,0.424,,0.398,0.062,,0.116,-1.83,,,2.33,-1.69,,1.71,95.7,,88.8,,87.2,78.2,,0.263,0.737,0.27,0.346,0.551,0.179,,,,0.105,0.211,0.324,,,,0.211,0.268,0.213,,,,,,,,,,,,,,,,,,,,,
2023-04-23,1:38 PM.,PIT,CIN,away,Cloudy.,47,592826,C,0,0,0,0,0,0,0,0,0,0,0,0.227,0.292,0.227,0.519,592826,vincevelasquez,Velasquez,Right,Vince Velasquez,PIT,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,59.0,102.0,92.0,,,,110.0,97.0,102.0,63.0,94.0,91.0,101.0,100.0,104.0,,,,0.011,0.415,,0.446,,0.003,0.125,-1.31,,6.0,2.19,,-2.3,-1.78,93.2,,88.6,92.9,83.2,,80.6,,,,0.314,0.51,0.222,,,,0.192,0.308,0.319,,,,0.25,0.375,0.257,,,,,,,94.0,146.0,144.0,,,,,,,,,,,,
