date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,CU%,CH%,wCU/C,wCH/C,vCH,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-09-14,4:05 PM.,NYM,PHI,home,Partly Cloudy.,86,622663,CF,3,0,2,1,0,0,2,0,0,0,0,0.333,0.4,0.5,0.9,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,,,,,,,0.248,0.355,0.081,,0.242,,0.15,1.05,,1.24,0.26,,96.2,92.6,,95.6,85.6,,0.243,0.392,0.218,,,,0.2,0.3,0.26,0.358,0.66,0.186,0.263,0.342,0.284,87.0,95.0,95.0,,,,92.0,91.0,89.0,,0.075,,-3.63,86.1,,0.278,0.414,0.122,,,,0.139,0.238,0.386,,,
2024-09-13,6:40 PM.,NYM,PHI,home,Partly Cloudy.,82,500779,LF,1,0,0,0,0,0,0,0,0,1,1,0.267,0.353,0.4,0.753,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,92.0,85.0,76.0,97.0,91.0,,,,,,,,,,0.304,0.225,,,,,-0.32,,,0.82,,,90.7,,,90.8,,,0.227,0.427,0.169,0.265,0.444,0.264,,,,0.203,0.26,0.367,,,,70.0,100.0,97.0,110.0,100.0,99.0,,,,0.278,0.193,-0.04,0.5,85.7,77.7,0.249,0.431,0.131,,,,,,,0.195,0.366,0.284
2024-09-10,6:42 PM.,TB,PHI,home,Clear.,80,671737,CF,1,1,1,1,0,0,2,0,0,0,0,0.286,0.375,0.429,0.804,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,129.0,97.0,102.0,,,,,,,,,,123.0,102.0,114.0,,0.417,0.225,0.269,,,-0.04,1.02,0.47,,,,96.4,90.9,90.9,,,,0.269,0.5,0.21,0.241,0.483,0.346,0.205,0.357,0.324,,,,,,,,,,100.0,91.0,93.0,91.0,100.0,98.0,0.089,,-1.5,,,79.1,,,,0.213,0.32,0.33,,,,,,
2024-09-09,6:42 PM.,TB,PHI,home,Partly Cloudy.,76,642121,LF,0,0,0,0,0,0,0,0,0,0,0,0.231,0.333,0.308,0.641,642121,colesulser,Sulser,Right,Cole Sulser,- - -,2.76,3.22,16.1,102.0,105.0,101.0,0.759,8.27,4.96,4.96,0.55,0.85,0.357,0.333,0.119,0.333,0.394,100.0,105.0,100.0,,,,121.0,102.0,111.0,,,,,,,,0.49,0.171,,0.082,,2.46,2.62,,,-2.2,,92.2,87.4,,,81.4,,0.136,0.182,0.171,,,,0.0,0.0,0.3,0.19,0.429,0.371,0.333,0.333,0.25,115.0,95.0,103.0,,,,92.0,105.0,99.0,,0.257,,-1.84,83.7,,,,,,,,,,,,,
2024-09-08,1:40 PM.,MIA,PHI,away,Roof Closed.,72,665795,RF,1,0,0,0,0,0,0,0,0,0,2,0.231,0.333,0.308,0.641,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,97.0,91.0,87.0,110.0,94.0,95.0,114.0,102.0,105.0,,,,,,,0.091,0.274,,,0.085,,-1.63,,,0.07,1.65,,96.3,,,96.7,89.2,,0.304,0.543,0.164,0.206,0.426,0.394,,,,0.206,0.321,0.338,0.129,0.226,0.313,96.0,98.0,103.0,106.0,101.0,104.0,,,,0.217,0.332,-0.03,0.15,93.0,84.8,0.231,0.333,0.151,,,,,,,,,
2024-09-07,4:11 PM.,MIA,PHI,away,Roof Closed.,72,670766,PH,1,0,0,0,0,0,0,0,0,0,0,0.25,0.357,0.333,0.69,670766,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,6.21,5.64,42.0,98.0,87.0,94.0,0.87,6.0,3.21,11.36,1.93,0.7,0.219,0.466,0.151,0.308,0.462,49.0,94.0,82.0,80.0,99.0,91.0,119.0,102.0,109.0,,,,,,,0.315,0.195,,,0.38,,-0.09,,,-1.47,-3.09,,89.4,,,89.0,81.9,,0.243,0.405,0.18,,,,,,,0.333,0.381,0.325,,,,69.0,87.0,75.0,,,,,,,,0.111,,-1.8,81.1,,0.346,0.5,0.089,,,,0.311,0.689,0.142,,,
2024-09-06,7:10 PM.,MIA,PHI,away,Roof Closed.,72,685116,RF,1,1,1,1,0,0,0,0,0,0,0,0.273,0.385,0.364,0.749,685116,austinkitchen,Kitchen,Left,Austin Kitchen,MIA,14.14,4.81,7.0,103.0,99.0,102.0,0.901,5.14,3.86,20.57,1.29,3.67,0.265,0.441,0.059,0.382,0.43,95.0,115.0,103.0,101.0,103.0,105.0,108.0,102.0,108.0,,,,,,,0.344,0.14,,,0.229,,1.15,,,-8.18,-2.88,,90.7,,,90.7,79.2,,0.0,0.0,0.111,,,,,,,0.5,0.5,0.231,,,,78.0,100.0,92.0,123.0,104.0,106.0,,,,0.108,0.178,3.49,-6.5,83.4,73.5,0.526,0.842,0.074,,,,0.429,0.571,0.059,,,
2024-08-22,7:08 PM.,ATL,PHI,away,Partly Cloudy.,79,680885,CF,0,0,0,0,0,0,0,0,1,0,0,0.2,0.333,0.2,0.533,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,,,,84.0,107.0,109.0,0.068,0.291,0.168,0.128,0.199,,0.27,0.53,1.96,-0.12,0.61,,96.1,92.9,84.5,95.1,87.3,,0.24,0.448,0.205,0.236,0.436,0.409,0.27,0.5,0.199,,,,0.225,0.333,0.279,,,,101.0,104.0,108.0,94.0,104.0,100.0,0.146,,0.29,,,80.6,0.231,0.385,0.078,0.147,0.235,0.463,,,,,,
2024-08-18,1:36 PM.,WSH,PHI,home,Partly Cloudy.,83,663623,CF,4,0,0,0,0,0,0,0,0,0,2,0.2,0.273,0.2,0.473,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,,,,,,,0.205,0.379,0.065,,0.003,,0.44,0.06,,-0.64,-14.34,,93.9,89.9,,93.3,85.9,,0.204,0.381,0.235,0.226,0.42,0.251,0.283,0.522,0.204,0.125,0.125,0.349,,,,99.0,91.0,93.0,110.0,104.0,106.0,78.0,102.0,93.0,0.313,0.035,0.24,1.34,88.4,81.1,0.325,0.497,0.149,,,,,,,,,
2024-08-16,6:43 PM.,WSH,PHI,home,Partly Cloudy.,87,571578,PH,1,0,1,0,0,0,0,0,0,0,0,0.333,0.429,0.333,0.762,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,,,,,,,0.338,0.076,0.192,,0.343,0.001,-1.46,-0.37,,-1.9,0.41,4.71,91.3,85.7,,91.5,80.0,63.2,0.311,0.578,0.133,0.5,1.25,0.526,0.301,0.434,0.223,0.409,0.773,0.279,0.216,0.335,0.354,87.0,96.0,96.0,73.0,100.0,97.0,76.0,107.0,98.0,0.016,0.034,-2.3,-5.53,81.0,70.0,0.339,0.567,0.091,,,,,,,,,
2024-08-15,6:41 PM.,WSH,PHI,home,Partly Cloudy.,84,680730,RF,0,0,0,0,0,0,0,0,0,0,0,0.2,0.333,0.2,0.533,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,78.0,101.0,96.0,,,,106.0,107.0,110.0,,,,89.0,94.0,94.0,,0.486,,0.191,0.098,,0.07,,-0.6,,-0.73,,92.5,,85.6,,84.5,,0.276,0.425,0.12,0.252,0.36,0.263,,,,,,,0.238,0.429,0.364,,,,97.0,96.0,96.0,,,,0.225,,0.47,,,80.5,,,,0.233,0.4,0.372,,,,,,
2024-08-13,6:40 PM.,MIA,PHI,home,Partly Cloudy.,82,678368,CF,1,0,0,0,0,0,0,0,0,0,0,0.2,0.333,0.2,0.533,678368,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.67,5.14,68.2,99.0,73.0,91.0,0.818,5.77,2.75,9.04,1.97,0.58,0.281,0.404,0.184,0.368,0.427,54.0,102.0,84.0,,,,100.0,105.0,104.0,,,,,,,,0.374,0.253,,0.103,,-0.41,1.23,,,0.03,,89.2,82.8,,,77.7,,0.247,0.454,0.133,0.333,0.741,0.283,0.205,0.438,0.163,0.326,0.488,0.296,,,,99.0,95.0,96.0,93.0,94.0,94.0,67.0,98.0,91.0,0.125,0.144,-3.5,-3.12,81.1,73.7,,,,,,,0.233,0.433,0.286,,,
2024-08-11,1:10 PM.,AZ,PHI,away,Roof Closed.,78,518876,CF,3,0,1,0,0,0,1,0,1,1,0,0.25,0.4,0.25,0.65,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.94,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,73.0,106.0,97.0,84.0,98.0,90.0,114.0,111.0,111.0,,,,,,,0.147,0.197,0.252,,0.118,,-0.76,0.01,,-3.28,-0.18,,91.9,90.3,,92.3,85.6,,0.26,0.54,0.204,0.25,0.55,0.205,0.276,0.5,0.109,0.099,0.099,0.315,0.273,0.455,0.394,122.0,108.0,106.0,116.0,108.0,107.0,95.0,103.0,98.0,0.077,0.21,-1.78,4.47,88.4,82.2,0.378,0.644,0.086,,,,,,,,,
2024-08-10,5:11 PM.,AZ,PHI,away,Roof Closed.,79,668678,RF,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,107.0,108.0,112.0,,,,0.001,0.463,0.031,,0.087,0.277,-0.55,-0.78,,-1.02,-0.56,2.29,93.7,90.3,,94.7,87.0,81.0,0.28,0.46,0.133,0.148,0.23,0.392,0.25,0.625,0.36,0.27,0.382,0.265,0.31,0.476,0.337,88.0,107.0,98.0,,,,89.0,87.0,79.0,,0.14,,0.43,86.6,,,,,,,,,,,,,
