date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023-06-15,12:37 PM.,TB,OAK,home,Partly Cloudy.,68,671737,C,4,0,0,0,0,0,0,0,0,3,0,0.229,0.296,0.344,0.64,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,88.0,107.0,111.0,131.0,101.0,109.0,,,,,,,0.001,0.449,,0.167,,-0.8,0.0,,0.04,,96.1,,97.8,,79.0,,,,,,,0.277,0.559,0.191,,,,0.169,0.338,0.2239999999999999,,,,106.0,99.0,99.0,0.248,,-1.32,,88.9,,0.312,0.581,0.295,,,,0.136,0.62,89.3,,,,0.19,0.333,0.41,,,,,,
2023-06-14,6:41 PM.,TB,OAK,home,Partly Cloudy.,62,607192,1B,1,0,0,0,0,0,0,0,0,0,0,0.239,0.308,0.359,0.667,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,TBR,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.246,0.372,0.161,0.386,0.454,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,,,,94.0,97.0,104.0,0.004,0.432,0.348,0.213,0.003,0.54,-7.7,1.25,1.81,2.91,96.4,92.3,96.4,90.1,83.9,,,,0.254,0.373,0.382,0.236,0.41,0.249,,,,0.095,0.19,0.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-13,6:40 PM.,TB,OAK,home,Partly Cloudy.,62,656222,PH,1,0,0,0,0,0,1,0,0,0,0,0.242,0.311,0.363,0.674,656222,jalenbeeks,Beeks,Left,Jalen Beeks,TBR,5.95,3.61,42.1,95.0,89.0,90.0,0.729,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.438,112.0,95.0,96.0,,,,65.0,95.0,83.0,,,,106.0,71.0,93.0,,0.435,0.015,,0.443,-0.49,,-16.85,,-0.18,94.3,89.6,,81.8,,0.267,0.373,0.317,1.0,1.5,0.0,0.243,0.419,0.252,,,,,,,,,,92.0,105.0,98.0,0.107,,2.73,,85.7,,0.125,0.125,0.588,,,,,,,,,,,,,,,,,,
2023-06-11,1:11 PM.,MIL,OAK,away,Roof Closed.,66,642547,C,3,1,0,0,0,0,0,0,1,0,2,0.244,0.314,0.367,0.681,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,,,,115.0,99.0,104.0,,0.512,0.218,0.124,0.146,0.89,,0.36,0.2,0.15,94.4,88.6,,82.4,76.9,0.224,0.388,0.312,0.203,0.392,0.46,0.213,0.387,0.292,,,,0.214,0.381,0.3379999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-05,7:06 PM.,PIT,OAK,away,Clear.,73,670912,1B,4,0,0,0,0,0,1,0,0,1,6,0.253,0.316,0.379,0.695,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.367,0.149,0.041,-1.25,0.93,0.8,0.82,-0.07,95.8,88.1,95.7,88.2,80.9,0.25,0.3,0.357,0.21,0.349,0.326,0.277,0.477,0.183,0.276,0.345,0.065,0.193,0.352,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02,6:40 PM.,MIA,OAK,away,Roof Closed.,72,665795,PH,1,0,0,0,0,0,0,0,0,0,1,0.265,0.333,0.398,0.731,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.093,0.279,0.081,0.234,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,92.9,96.1,88.2,84.6,0.186,0.3,0.363,0.222,0.444,0.306,0.211,0.366,0.191,0.28,0.44,0.233,0.24,0.38,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-31,12:38 PM.,ATL,OAK,home,Partly Cloudy.,61,694363,C,3,0,0,0,0,0,1,0,0,0,2,0.268,0.337,0.402,0.739,694363,jaredshuster,Shuster,Left,Jared Shuster,ATL,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.277,0.382,0.133,0.272,0.417,61.0,88.0,85.0,,,,59.0,99.0,83.0,,,,75.0,98.0,95.0,,0.441,0.329,,0.23,-0.83,,1.11,,-2.01,91.4,82.2,,84.9,,0.26,0.5,0.3329999999999999,0.197,0.311,0.286,0.311,0.489,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-26,6:42 PM.,HOU,OAK,home,Partly Cloudy.,60,686613,C,4,0,0,0,0,0,0,0,0,3,0,0.278,0.348,0.418,0.766,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,,,,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,0.002,0.461,0.017,,,0.01,-0.16,-2.64,,,95.7,,96.0,84.6,,0.121,0.242,0.37,0.25,0.625,0.3329999999999999,0.271,0.511,0.223,,,,0.247,0.374,0.303,112.0,102.0,110.0,,,,0.235,0.238,-0.4,-0.77,91.7,82.9,0.297,0.506,0.208,92.0,104.0,105.0,0.048,0.92,88.2,,,,,,,,,,,,
2023-05-24,6:40 PM.,SEA,OAK,away,Clear.,67,682243,PH,1,0,1,0,0,0,0,0,0,0,0,0.293,0.365,0.44,0.805,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.274,0.009,0.056,0.3,1.22,0.14,-8.41,0.66,95.1,85.0,95.1,85.0,78.2,0.167,0.433,0.179,0.3,0.475,0.174,0.256,0.45,0.271,0.26,0.36,0.096,0.667,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-23,6:40 PM.,SEA,OAK,away,Cloudy.,62,594835,C,3,0,1,0,0,0,1,0,0,1,0,0.284,0.357,0.432,0.789,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,SEA,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.202,0.46,0.129,0.294,0.429,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,,,,,,,0.002,0.366,,0.242,0.302,-1.28,6.42,,1.1,1.36,89.0,79.9,88.8,,79.3,0.222,0.358,0.295,,,,0.333,0.556,0.124,,,,0.294,0.353,0.135,,,,92.0,104.0,90.0,0.088,,-2.98,,85.9,,0.389,0.667,0.176,,,,,,,,,,,,,,,,,,
2023-05-21,1:12 PM.,HOU,OAK,away,Roof Closed.,73,664285,C,3,0,0,0,0,0,0,0,0,1,2,0.282,0.358,0.437,0.795,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,,,,0.468,0.001,0.087,0.253,0.157,-16.35,0.93,-0.32,1.07,0.73,95.7,90.1,95.3,84.7,80.2,0.231,0.342,0.311,0.189,0.405,0.4379999999999999,,,,0.274,0.455,0.126,0.158,0.211,0.402,,,,99.0,99.0,95.0,0.034,,0.45,,89.1,,0.182,0.182,0.435,,,,,,,,,,,,,,,,,,
2023-05-17,12:40 PM.,AZ,OAK,home,Sunny.,68,669194,C,3,1,0,0,0,0,0,0,1,1,1,0.294,0.372,0.456,0.828,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052,0.133,-0.72,,0.52,-2.44,-0.16,94.4,83.3,,81.7,76.4,0.203,0.407,0.312,0.174,0.565,0.257,0.308,0.553,0.1669999999999999,,,,0.429,0.714,0.182,,,,101.0,111.0,105.0,0.135,,-1.72,,85.6,,0.326,0.539,0.218,,,,,,,,,,,,,,,,,,
2023-05-16,6:42 PM.,AZ,OAK,home,Clear.,70,674072,DH,4,1,1,0,0,0,1,0,1,1,2,0.308,0.378,0.477,0.855,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,,,,92.0,101.0,93.0,,0.49,0.127,0.191,0.193,-0.88,,2.53,0.71,-0.09,90.7,84.0,,83.1,79.1,0.278,0.444,0.331,0.158,0.281,0.287,0.292,0.523,0.155,,,,0.229,0.325,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-14,1:07 PM.,TEX,OAK,home,Sunny.,71,571760,DH,4,0,0,0,0,0,0,0,0,1,1,0.311,0.377,0.492,0.869,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,0.579,0.252,0.0,0.169,0.1,,-1.35,-3.87,-0.11,92.5,84.0,,82.0,74.4,0.274,0.452,0.24,0.259,0.443,0.296,0.236,0.431,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-13,1:09 PM.,TEX,OAK,home,Sunny.,74,592351,PH,1,0,1,0,0,0,0,0,0,0,0,0.333,0.4,0.526,0.926,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,0.424,0.398,0.062,0.116,-1.83,,2.33,-1.69,1.71,95.7,88.8,,87.2,78.2,0.211,0.268,0.213,0.105,0.211,0.324,0.346,0.551,0.179,,,,0.263,0.737,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12,6:41 PM.,TEX,OAK,home,Clear.,65,527048,C,4,1,1,0,0,1,1,0,1,1,2,0.321,0.391,0.518,0.909,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,0.428,0.04,0.01,0.037,0.265,3.25,0.44,2.0,3.35,-0.75,91.8,84.1,91.6,83.4,79.1,0.316,0.447,0.278,0.0,0.0,0.2,0.167,0.222,0.146,0.244,0.394,0.0969999999999999,0.063,0.063,0.353,,,,79.0,99.0,88.0,0.221,,-2.02,,89.2,,0.342,0.64,0.1169999999999999,,,,,,,,,,,,,,,,,,
2023-05-10,12:39 PM.,NYY,OAK,away,Sunny.,65,666745,C,3,1,1,0,0,1,1,0,1,0,0,0.327,0.39,0.481,0.871,666745,jhonybrito,Brito,Right,Jhony Brito,NYY,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.399,0.134,0.347,0.424,87.0,104.0,106.0,,,,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,,0.29,-0.97,1.05,0.17,,0.5,95.8,88.8,96.0,83.0,,0.232,0.392,0.282,0.172,0.31,0.28,0.167,0.5,0.179,0.282,0.436,0.149,0.348,0.696,0.188,,,,,,,,0.104,,-1.87,,80.4,,,,,,,,,,,,,,,,,,,,,
2023-05-08,7:08 PM.,NYY,OAK,away,Clear.,73,641482,DH,4,0,1,0,0,0,0,0,1,1,1,0.327,0.382,0.429,0.811,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.432,0.176,0.29,0.441,92.0,111.0,110.0,,,,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,0.005,0.521,0.158,,0.028,0.68,4.05,-1.47,,-6.99,91.6,83.4,89.3,76.9,,0.5,0.6,0.294,0.2,0.2,0.429,0.213,0.352,0.249,,,,,,,,,,110.0,102.0,102.0,0.288,,0.39,,86.6,,0.26,0.545,0.206,,,,,,,,,,,,,,,,,,
2023-05-07,1:13 PM.,KC,OAK,away,Sunny.,86,642232,C,2,0,1,0,0,0,0,0,1,0,1,0.333,0.38,0.444,0.824,642232,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.219,0.285,0.444,61.0,105.0,94.0,102.0,98.0,108.0,,,,76.0,108.0,89.0,,,,0.002,0.308,,0.26,0.182,0.59,1.21,,-0.24,-2.4,87.0,78.5,88.2,,71.9,0.329,0.6,0.2769999999999999,,,,0.283,0.37,0.127,,,,0.208,0.386,0.382,,,,77.0,106.0,93.0,0.248,,1.48,,84.2,,0.289,0.378,0.121,,,,,,,,,,,,,,,,,,
2023-05-04,12:38 PM.,SEA,OAK,home,Cloudy.,59,669923,C,4,0,1,0,0,0,0,0,0,1,3,0.326,0.362,0.442,0.804,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,,,,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,0.216,0.394,0.197,,0.018,1.34,0.43,1.03,,-5.31,96.1,86.6,95.8,86.3,,0.5,0.9,0.125,0.264,0.377,0.22,0.234,0.392,0.28,0.261,0.383,0.131,0.265,0.458,0.159,,,,,,,,0.115,,0.35,,81.8,,,,95.0,103.0,110.0,0.061,1.07,84.9,,,,0.143,0.286,0.357,75.1,0.001,0.26,,,
2023-04-30,1:08 PM.,CIN,OAK,home,Partly Cloudy.,63,666157,DH,2,0,0,0,0,0,0,0,0,1,1,0.333,0.372,0.462,0.834,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.137,0.314,0.412,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,,,,0.053,0.464,,0.358,0.125,-0.45,-7.52,,-2.74,-4.06,93.2,87.3,93.4,,79.6,0.471,0.706,0.326,,,,0.297,0.578,0.19,0.7,1.0,0.0,0.286,0.536,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-29,1:08 PM.,CIN,OAK,home,Partly Cloudy.,63,668881,C,4,1,0,0,0,0,0,0,0,2,2,0.351,0.39,0.486,0.876,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,69.0,88.0,90.0,,,,127.0,103.0,105.0,,,,126.0,104.0,112.0,,0.544,0.404,,0.053,-0.95,,0.16,,-2.39,98.3,91.1,,87.3,,0.304,0.478,0.242,0.229,0.416,0.392,0.265,0.518,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-27,1:07 PM.,LAA,OAK,away,Sunny.,74,660271,LF,1,0,1,0,0,0,1,0,0,0,0,0.394,0.432,0.545,0.977,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.356,0.036,,1.64,-0.53,1.81,1.15,,96.8,,94.5,83.7,75.7,,,,0.146,0.339,0.365,0.164,0.236,0.27,0.273,0.409,0.225,0.111,0.167,0.417,,,,96.0,89.0,88.0,0.156,,-0.82,,88.6,,0.31,0.606,0.228,129.0,93.0,108.0,0.062,-0.25,88.6,,,,0.179,0.205,0.411,,,,,,
2023-04-26,6:38 PM.,LAA,OAK,away,Clear.,73,663776,C,3,0,0,0,0,0,0,0,1,0,0,0.375,0.417,0.531,0.948,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,83.0,93.2,86.5,76.5,0.184,0.33,0.432,0.2,0.5,0.306,0.336,0.507,0.156,0.269,0.327,0.129,0.286,0.286,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-24,6:39 PM.,LAA,OAK,away,Clear.,67,660761,DH,3,1,2,1,0,0,0,0,0,1,0,0.414,0.438,0.586,1.024,660761,josesuarez,"Suarez, J",Left,José Suarez,LAA,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.241,0.466,0.19,0.319,0.428,84.0,100.0,103.0,,,,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052,0.398,0.267,,0.269,-0.97,-3.55,-3.72,,-2.55,92.3,82.0,90.8,81.5,,0.31,0.548,0.385,0.591,1.091,0.25,0.273,0.477,0.222,0.444,0.778,0.067,,,,,,,99.0,68.0,88.0,0.015,,0.89,,88.1,,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,
2023-04-22,6:07 PM.,TEX,OAK,away,Roof Closed.,74,571760,C,3,0,0,0,0,0,1,0,0,1,2,0.385,0.414,0.538,0.952,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,0.579,0.252,0.0,0.169,0.1,,-1.35,-3.87,-0.11,92.5,84.0,,82.0,74.4,0.274,0.452,0.24,0.259,0.443,0.296,0.236,0.431,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-19,12:37 PM.,CHC,OAK,home,Partly Cloudy.,56,657006,DH,4,0,1,1,0,0,1,0,0,0,0,0.435,0.48,0.609,1.089,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018,0.626,0.339,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,87.5,92.2,83.3,80.7,0.4,0.4,0.1,0.217,0.346,0.311,0.275,0.393,0.203,0.25,0.333,0.1669999999999999,0.0,0.0,0.3329999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-18,6:41 PM.,CHC,OAK,home,Clear.,53,573186,C,3,0,0,0,0,0,0,0,0,2,1,0.474,0.524,0.632,1.156,573186,marcusstroman,Stroman,Right,Marcus Stroman,CHC,3.95,4.27,136.2,100.0,101.0,99.0,0.793,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,0.464,0.082,0.051,0.23,,0.34,1.08,-0.41,0.34,,92.0,,91.4,86.1,84.6,,,,0.184,0.237,0.322,0.154,0.256,0.32,0.245,0.332,0.143,,,,,,,105.0,96.0,98.0,0.096,,0.96,,89.7,,0.26,0.42,0.242,46.0,95.0,91.0,0.077,0.12,86.6,0.24,0.38,0.301,0.205,0.308,0.324,,,,,,
2023-04-17,6:41 PM.,CHC,OAK,home,Partly Cloudy.,56,669713,1B,1,0,0,0,0,0,0,0,0,1,2,0.563,0.611,0.75,1.361,669713,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,4.63,5.23,89.1,101.0,101.0,102.0,0.796,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,77.0,102.0,103.0,,,,80.0,105.0,94.0,92.0,96.0,91.0,123.0,98.0,110.0,0.189,0.296,0.366,,0.049,-1.9,-0.38,1.49,,0.65,94.3,84.5,92.9,82.0,,0.188,0.188,0.133,0.14,0.231,0.376,0.327,0.636,0.165,0.273,0.545,0.145,,,,,,,100.0,98.0,104.0,0.1,,-0.42,,88.8,,0.308,0.654,0.2,,,,,,,,,,,,,,,,,,
2023-04-15,1:07 PM.,NYM,OAK,home,Sunny.,58,471911,C,2,0,1,0,0,0,0,0,1,1,0,0.6,0.647,0.8,1.447,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,NYM,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.459,0.13,0.352,0.382,108.0,103.0,104.0,88.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,104.0,98.0,108.0,0.1,0.323,0.184,0.091,0.299,-2.35,-3.88,-1.99,-1.25,0.12,92.7,87.2,91.5,84.1,80.1,0.22,0.314,0.311,0.329,0.575,0.3289999999999999,0.358,0.651,0.166,0.45,0.725,0.129,0.25,0.594,0.217,,,,86.0,88.0,95.0,0.004,,-9.5,,89.5,,,,,,,,,,,,,,,,,,,,,,
2023-04-13,1:05 PM.,BAL,OAK,away,Sunny.,84,608344,DH,4,1,3,0,0,0,0,0,0,0,0,0.615,0.615,0.846,1.461,608344,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.42,5.59,77.1,104.0,80.0,97.0,0.811,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,,,,0.207,0.28,,0.143,0.211,0.22,0.95,,-0.89,-2.77,92.2,84.2,91.9,,77.2,0.324,0.568,0.168,,,,0.247,0.459,0.204,0.28,0.36,0.195,0.229,0.343,0.23,,,,99.0,99.0,94.0,0.159,,2.29,,85.5,,0.18,0.279,0.26,,,,,,,,,,,,,,,,,,
2023-04-12,6:37 PM.,BAL,OAK,away,Clear.,84,665152,C,4,1,3,0,0,1,2,0,0,0,0,0.556,0.556,0.889,1.445,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.371,0.033,0.089,0.123,0.43,1.81,-1.43,-2.29,-1.4,94.6,85.3,91.9,82.8,78.1,0.26,0.377,0.27,0.25,0.417,0.244,0.252,0.409,0.262,0.269,0.38,0.081,0.347,0.592,0.24,,,,104.0,106.0,102.0,0.239,,0.02,,88.8,,0.222,0.416,0.2769999999999999,,,,,,,,,,,,,,,,,,
2023-04-09,1:10 PM.,TB,OAK,away,Dome.,72,656876,C,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,656876,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.169,0.203,0.487,,,,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,115.0,121.0,130.0,0.122,0.295,0.151,0.073,,0.17,2.15,3.01,1.91,,95.7,,95.1,84.5,80.0,,,,0.129,0.161,0.245,0.275,0.333,0.208,0.273,0.364,0.171,0.2,0.2,0.261,,,,133.0,104.0,106.0,0.359,,1.83,,88.2,,0.204,0.327,0.275,,,,,,,,,,,,,,,,,,
2023-04-05,12:37 PM.,CLE,OAK,home,Partly Cloudy.,57,683769,C,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,683769,huntergaddis,Gaddis,Right,Hunter Gaddis,CLE,4.5,3.9,42.0,101.0,88.0,96.0,0.848,5.14,3.0,8.79,1.29,0.48,0.3,0.393,0.214,0.329,0.452,57.0,98.0,93.0,93.0,75.0,88.0,87.0,101.0,93.0,,,,102.0,104.0,104.0,,0.399,0.317,0.066,0.182,-0.22,,0.44,-0.85,-1.29,93.4,81.2,,85.3,75.5,0.156,0.469,0.1669999999999999,0.268,0.446,0.1639999999999999,0.302,0.476,0.155,,,,0.0,0.0,0.444,,,,90.0,98.0,86.0,0.036,,-1.86,,89.0,,0.333,0.333,0.231,,,,,,,,,,,,,,,,,,
