date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,CU%,wFS/C,wSI/C,wCU/C,vFS,vSI,vCU,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023-09-30,6:05 PM.,LAD,SF,home,Overcast.,65,477132,CF,3,1,1,0,0,1,1,0,0,1,0,0.25,0.3,0.536,0.836,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,34.0,98.0,91.0,96.0,97.0,96.0,112.0,102.0,104.0,0.369,0.434,0.017,0.23,2.06,-0.46,90.7,84.6,86.5,0.281,0.451,0.0969999999999999,0.2,0.2,0.6,0.167,0.338,0.362,,,,,,,,,,94.0,100.0,106.0,90.0,115.0,107.0,116.0,127.0,165.0,0.002,0.002,0.175,13.51,14.84,0.13,84.4,90.9,73.4,0.212,0.338,0.3379999999999999,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-09-29,7:15 PM.,LAD,SF,home,Partly Cloudy.,62,458681,CF,3,0,0,0,0,0,0,0,0,1,1,0.24,0.296,0.44,0.736,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,92.0,105.0,104.0,97.0,98.0,106.0,0.437,0.063,0.07,-0.4,-3.65,-1.23,92.4,84.9,83.0,0.255,0.52,0.316,0.302,0.372,0.296,0.286,0.446,0.308,104.0,105.0,99.0,0.23,-0.35,88.7,0.273,0.512,0.267,109.0,97.0,106.0,93.0,95.0,87.0,,,,0.126,,0.074,,1.21,-2.24,,91.4,80.8,0.208,0.453,0.354,,,,0.239,0.394,0.177,,,,,,,,,
2023-09-27,6:43 PM.,SD,SF,home,Partly Cloudy.,62,663362,3B,3,0,1,0,0,0,1,2,1,1,1,0.273,0.333,0.5,0.833,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.35,4.48,41.1,106.0,88.0,101.0,0.832,6.75,2.61,8.49,1.96,0.96,0.238,0.415,0.215,0.308,0.456,,,,76.0,105.0,98.0,101.0,100.0,109.0,0.205,0.16,,-0.95,-0.44,,91.3,,79.8,0.259,0.519,0.217,,,,0.269,0.5,0.204,104.0,114.0,109.0,0.131,0.15,86.7,0.214,0.464,0.193,,,,81.0,106.0,95.0,,,,0.236,,,,0.75,,,91.3,,,,,,,,0.239,0.457,0.095,,,,76.6,0.267,-1.01,0.242,0.485,0.247
2023-09-26,6:47 PM.,SD,SF,home,Clear.,64,607625,3B,3,0,1,1,0,0,0,0,0,2,1,0.263,0.3,0.526,0.826,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,85.0,96.0,97.0,87.0,108.0,103.0,114.0,96.0,108.0,0.318,0.111,0.059,0.36,-0.6,-2.89,93.4,86.3,85.2,0.246,0.464,0.214,0.303,0.576,0.3429999999999999,0.25,0.417,0.286,,,,,,,,,,122.0,100.0,105.0,97.0,102.0,97.0,,,,0.199,,0.313,,1.87,0.26,,93.2,79.6,0.287,0.384,0.265,,,,0.208,0.36,0.089,0.0,0.0,0.226,,,,,,
2023-09-25,6:46 PM.,SD,SF,home,Clear.,68,605483,3B,4,0,0,0,0,0,0,0,0,1,2,0.25,0.294,0.5,0.794,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.184,0.07,0.68,2.65,95.5,86.7,88.4,0.255,0.389,0.195,0.185,0.266,0.4679999999999999,0.123,0.26,0.536,,,,,,,,,,106.0,102.0,110.0,,,,,,,,,0.198,,,2.55,,,81.0,0.079,0.14,0.563,,,,,,,,,,,,,,,
2023-09-24,4:11 PM.,LAD,SF,away,Sunny.,77,458681,CF,4,1,2,0,0,0,0,0,0,0,2,0.333,0.385,0.667,1.052,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,92.0,105.0,104.0,97.0,98.0,106.0,0.437,0.063,0.07,-0.4,-3.65,-1.23,92.4,84.9,83.0,0.255,0.52,0.316,0.302,0.372,0.296,0.286,0.446,0.308,104.0,105.0,99.0,0.23,-0.35,88.7,0.273,0.512,0.267,109.0,97.0,106.0,93.0,95.0,87.0,,,,0.126,,0.074,,1.21,-2.24,,91.4,80.8,0.208,0.453,0.354,,,,0.239,0.394,0.177,,,,,,,,,
2023-09-23,6:10 PM.,LAD,SF,away,Clear.,72,477132,CF,2,0,0,0,0,0,0,0,0,1,3,0.25,0.333,0.75,1.083,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,34.0,98.0,91.0,96.0,97.0,96.0,112.0,102.0,104.0,0.369,0.434,0.017,0.23,2.06,-0.46,90.7,84.6,86.5,0.281,0.451,0.0969999999999999,0.2,0.2,0.6,0.167,0.338,0.362,,,,,,,,,,94.0,100.0,106.0,90.0,115.0,107.0,116.0,127.0,165.0,0.002,0.002,0.175,13.51,14.84,0.13,84.4,90.9,73.4,0.212,0.338,0.3379999999999999,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-09-22,7:10 PM.,LAD,SF,away,Overcast.,67,657571,CF,4,1,1,0,0,1,2,0,0,2,2,0.333,0.429,1.0,1.429,657571,calebferguson,Ferguson,Left,Caleb Ferguson,LAD,3.43,3.85,60.1,101.0,108.0,100.0,0.767,10.44,3.43,9.55,0.6,1.84,0.296,0.361,0.166,0.32,0.451,,,,108.0,102.0,101.0,120.0,87.0,98.0,0.665,0.028,,0.19,0.92,,95.8,,80.0,0.277,0.34,0.26,,,,0.25,0.25,0.125,107.0,101.0,99.0,0.307,-0.37,86.6,0.253,0.427,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-21,7:10 PM.,LAD,SF,away,Partly Cloudy.,67,686218,CF,2,0,1,1,0,0,1,0,1,0,0,0.5,0.667,1.0,1.667,686218,emmetsheehan,Sheehan,Right,Emmet Sheehan,LAD,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,74.0,99.0,100.0,104.0,96.0,95.0,112.0,98.0,103.0,0.6,0.228,0.172,0.04,1.57,0.51,95.4,82.9,85.8,0.24,0.504,0.2019999999999999,0.178,0.333,0.476,0.091,0.182,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
